method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
Marginal,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,1527,1747,0.6149093298008665,0.34950000000000003,0.3852,,,,,3.2827301574870944,0,1,201,0.32272727272727275,0.0,0.6891317963600159,0.6891317963600159,0.988305389881134,0.022652085241117434,0.9178082191780822,0.9634703196347032,0.9178082191780822,0.0,0.0,0.2467445086177583,1.376627745691121
EL2N,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,2200,2420,0.8329931566258892,0.6292,0.7313,,,,,3.4863758347928524,0,1,201,0.5681818181818182,0.0,0.6986205577850342,0.6986205577850342,0.9856972694396973,0.023378090363114935,0.8904109589041096,0.9497716894977168,0.8858447488584474,0.0,0.0,0.25142082363328283,1.3742895881833586
GraNdLast,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,2181,2401,0.8269791827187873,0.6273,0.7319,,,,,3.6550690354779363,0,1,201,0.55,0.0,0.7014920711517334,0.7014920711517334,0.9907565116882324,0.024057254399338812,0.9041095890410958,0.954337899543379,0.8995433789954338,0.0,0.0,0.2487689299895655,1.3756155350052173
RHO-PretrainRef,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,2481,2701,0.9202500670216978,0.7518,0.8697,,,,,3.8889250606298447,0,1,201,0.6818181818181818,0.0,0.7275176644325256,0.7275176644325256,0.9762195348739624,0.023541717904887786,0.91324200913242,0.958904109589041,0.91324200913242,0.0,0.0,0.2394700959257524,1.3802649520371237
PU-R,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,1719,1939,0.6780156371532939,0.45030000000000003,0.4919,,,,,5.964656976051629,0,1,201,0.41818181818181815,0.0,0.6869078278541565,0.6869078278541565,0.9872859120368958,0.021781670584526236,0.9452054794520548,0.9634703196347032,0.9452054794520548,0.0,0.0,0.24640827277159527,1.3767958636142024
GREATS,fashion_mnist,0,0.3,0.4,200,200,3000,2000,220,2453,2673,,0.758,0.8572,,,,,5.785139876417816,0,1,201,0.6727272727272727,0.0,0.7311293482780457,0.7311293482780457,0.9766522645950317,0.023515978088117624,0.9406392694063926,0.958904109589041,0.9360730593607306,0.0,0.0,0.23781968250693086,1.3810901587465345
MaxLoss,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,2067,2287,0.9348347046761774,0.7862,0.8875,,,,,2.70288990996778,0,1,201,0.6681818181818182,0.0,0.7297048568725586,0.7297048568725586,0.9763361811637878,0.023917554992519012,0.9178082191780822,0.958904109589041,0.9178082191780822,0.0,0.0,0.23908360041258256,1.3804581997937087
Marginal,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1105,1325,0.5657602595165372,0.30389999999999995,0.3267,,,,,3.1399052226915956,0,1,201,0.2909090909090909,0.0,0.6830268502235413,0.6830268502235413,0.9935393333435059,0.023878767950349745,0.9223744292237442,0.958904109589041,0.9223744292237442,0.0,0.0,0.250365083301746,1.374817458349127
EL2N,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1842,2062,0.8522912293556146,0.6596,0.7603,,,,,3.317016327753663,0,1,201,0.5590909090909091,0.0,0.7107596397399902,0.7107596397399902,0.981281042098999,0.023136186137046988,0.91324200913242,0.9634703196347032,0.91324200913242,0.0,0.0,0.2463034656735538,1.3768482671632232
GraNdLast,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1759,1979,0.8209736763383262,0.6207,0.7084,,,,,3.452296793460846,0,1,201,0.5,0.0,0.6966684460639954,0.6966684460639954,0.987043023109436,0.023652100127581593,0.8858447488584474,0.9497716894977168,0.8812785388127854,0.0,0.0,0.25239089709176843,1.3738045514541157
RHO-PretrainRef,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1922,2142,0.8821097298059613,0.7002999999999999,0.8138,,,,,3.680054289288819,0,1,201,0.6545454545454545,0.0,0.7393604516983032,0.7393604516983032,0.9875179529190063,0.02304521597683702,0.9269406392694064,0.958904109589041,0.9269406392694064,0.0,0.0,0.23287684096351047,1.3835615795182448
PU-R,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1485,1705,0.7155854481970891,0.5034000000000001,0.5513,,,,,5.653707763180137,0,1,201,0.40454545454545454,0.0,0.7016753554344177,0.7016753554344177,0.9856106042861938,0.022605595659447586,0.9406392694063926,0.9634703196347032,0.9406392694063926,0.0,0.0,0.24527564001195082,1.3773621799940245
GREATS,fashion_mnist,0,0.3,0.5,200,200,2500,2500,220,1931,2151,,0.7159,0.8244,,,,,5.332616023719311,0,1,201,0.6545454545454545,0.0,0.7214926481246948,0.7214926481246948,0.9784302711486816,0.02481530518292292,0.908675799086758,0.958904109589041,0.9041095890410958,0.0,0.0,0.24507570643774515,1.3774621467811274
MaxLoss,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,1612,1832,0.9378845742321573,0.7833,0.8878,,,,,2.6087311869487166,0,1,201,0.6681818181818182,0.0,0.7240712642669678,0.7240712642669678,0.9880967140197754,0.022801332822129063,0.9360730593607306,0.958904109589041,0.9360730593607306,0.0,0.0,0.2415624584657122,1.379218770767144
Marginal,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,894,1114,0.5964851103490219,0.3177,0.3411,,,,,2.983821145258844,0,1,201,0.3090909090909091,0.0,0.6775392889976501,0.6775392889976501,0.9959506988525391,0.021062205099079707,0.9406392694063926,0.958904109589041,0.9406392694063926,0.0,0.0,0.2490936065543545,1.3754531967228227
EL2N,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,1389,1609,0.8361763938446529,0.6335999999999999,0.7286,,,,,3.1035901494324207,0,1,201,0.4954545454545455,0.0,0.7090926766395569,0.7090926766395569,0.9871242046356201,0.02100549713117347,0.908675799086758,0.9634703196347032,0.908675799086758,0.0,0.0,0.24028609720362917,1.3798569513981853
GraNdLast,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,1315,1535,0.8012505985680036,0.5695,0.6712,,,,,3.2227050522342324,0,1,201,0.5,0.0,0.6905333995819092,0.6905333995819092,0.9910149574279785,0.021881309274124773,0.9223744292237442,0.958904109589041,0.9223744292237442,0.0,0.0,0.2508954841323659,1.374552257933817
RHO-PretrainRef,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,1575,1795,0.921541649964638,0.7551,0.8638,,,,,3.3596488926559687,0,1,201,0.6590909090909091,0.0,0.7387111783027649,0.7387111783027649,0.9760944843292236,0.02210204486977564,0.9315068493150684,0.9634703196347032,0.9315068493150684,0.0,0.0,0.23098743995482754,1.3845062800225862
PU-R,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,986,1206,0.6419548479025252,0.4141,0.4492,,,,,5.194287055172026,0,1,201,0.41818181818181815,0.0,0.6867293119430542,0.6867293119430542,0.9915941953659058,0.02166858791760658,0.9269406392694064,0.9634703196347032,0.9269406392694064,0.0,0.0,0.246768732274328,1.3766156338628361
GREATS,fashion_mnist,0,0.3,0.6,200,200,2000,3000,220,1527,1747,,0.7135,0.8346,,,,,4.672832020558417,0,1,201,0.6590909090909091,0.0,0.7197535634040833,0.7197535634040833,0.9730051755905151,0.02371853671661795,0.91324200913242,0.954337899543379,0.908675799086758,0.0,0.0,0.2460490730758192,1.3769754634620903
MaxLoss,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,1120,1340,0.9210199497756548,0.7226,0.8399,,,,,2.547256919555366,0,1,201,0.6318181818181818,0.0,0.7228302359580994,0.7228302359580994,0.9767674803733826,0.02339955334249697,0.9406392694063926,0.958904109589041,0.9360730593607306,0.0,0.0,0.23979808777200623,1.380100956113997
Marginal,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,627,847,0.6096405538846739,0.31710000000000005,0.3344,,,,,2.8240310987457633,0,1,201,0.2727272727272727,0.0,0.6558296084403992,0.6558296084403992,0.993354082107544,0.02193897350193703,0.908675799086758,0.958904109589041,0.908675799086758,0.0,0.0,0.2592917438683173,1.3703541280658413
EL2N,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,913,1133,0.7943833416793495,0.5776,0.6743,,,,,2.940860990434885,0,1,201,0.55,0.0,0.6982703804969788,0.6982703804969788,0.98187255859375,0.02283805867308351,0.9223744292237442,0.9680365296803652,0.9223744292237442,0.0,0.0,0.24473421034499127,1.3776328948275043
GraNdLast,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,1003,1223,0.8505019541480578,0.6046,0.7177,,,,,3.022975063882768,0,1,201,0.4954545454545455,0.0,0.6849798560142517,0.6849798560142517,0.9935113191604614,0.02272126854282536,0.9315068493150684,0.9680365296803652,0.9315068493150684,0.0,0.0,0.24887824587039917,1.3755608770648005
RHO-PretrainRef,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,1092,1312,0.9044816714595072,0.7279,0.8413,,,,,3.1871384074911475,0,1,201,0.6545454545454545,0.0,0.7333288788795471,0.7333288788795471,0.9755747318267822,0.023433475461724685,0.9269406392694064,0.9634703196347032,0.9269406392694064,0.0,0.0,0.23484640547801294,1.3825767972609935
PU-R,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,736,956,0.6810016060480848,0.41069999999999995,0.4575,,,,,4.8361257538199425,0,1,201,0.4,0.0,0.6812757253646851,0.6812757253646851,0.9928275346755981,0.02302289322086665,0.9315068493150684,0.958904109589041,0.9315068493150684,0.0,0.0,0.2496265491007641,1.375186725449618
GREATS,fashion_mnist,0,0.3,0.7,200,200,1500,3500,220,1077,1297,,0.6964,0.8097,,,,,4.194014381617308,0,1,201,0.65,0.0,0.721830427646637,0.721830427646637,0.9837992191314697,0.02366479632516974,0.9041095890410958,0.9680365296803652,0.9041095890410958,0.0,0.0,0.24127055898367217,1.379364720508164
MaxLoss,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,631,851,0.8892846927046776,0.6764,0.7879,,,,,2.4578857347369194,0,1,201,0.6363636363636364,0.0,0.716939389705658,0.716939389705658,0.9842798113822937,0.023634471577596447,0.91324200913242,0.954337899543379,0.908675799086758,0.0,0.0,0.24415518538622052,1.3779224073068899
Marginal,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,377,597,0.6505264471634291,0.3133,0.3366,,,,,2.667883130721748,0,1,201,0.2727272727272727,0.0,0.6601075530052185,0.6601075530052185,0.9913334846496582,0.022538092718821137,0.9269406392694064,0.9634703196347032,0.9269406392694064,0.0,0.0,0.25927934471563885,1.3703603276421805
EL2N,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,538,758,0.8045330211753026,0.5813999999999999,0.6662,,,,,2.717777533456683,0,1,201,0.5045454545454545,0.0,0.7022794485092163,0.7022794485092163,0.9857020378112793,0.020981639487558303,0.8904109589041096,0.958904109589041,0.8904109589041096,0.0,0.0,0.24346140748501383,1.3782692962574932
GraNdLast,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,524,744,0.7914537710603327,0.5608,0.637,,,,,2.765613385476172,0,1,201,0.4681818181818182,0.0,0.6863722205162048,0.6863722205162048,0.9862032532691956,0.021982383918544474,0.9269406392694064,0.958904109589041,0.9269406392694064,0.0,0.0,0.2483332356994576,1.375833382150271
RHO-PretrainRef,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,603,823,0.8642202852643095,0.6255,0.7428,,,,,2.8570354832336307,0,1,201,0.5863636363636363,0.0,0.7302490472793579,0.7302490472793579,0.9782597422599792,0.023032365052123048,0.9315068493150684,0.954337899543379,0.9269406392694064,0.0,0.0,0.23587056222812816,1.3820647188859359
PU-R,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,404,624,0.6768457891885191,0.3951,0.429,,,,,4.394542308524251,0,1,201,0.41363636363636364,0.0,0.6811368465423584,0.6811368465423584,0.9846633672714233,0.02294680319692446,0.9315068493150684,0.958904109589041,0.9315068493150684,0.0,0.0,0.25198369212038163,1.3740081539398092
GREATS,fashion_mnist,0,0.3,0.8,200,200,1000,4000,220,620,840,,0.6662,0.7592,,,,,3.6031107399612665,0,1,201,0.5863636363636363,0.0,0.717998743057251,0.717998743057251,0.9764372706413269,0.024020711580912273,0.9269406392694064,0.958904109589041,0.9269406392694064,0.0,0.0,0.24323214472078264,1.3783839276396086
MaxLoss,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,4423,4643,0.9422468752018176,0.8283,0.9175,,,,,3.05070682708174,0,1,201,0.7045454545454546,0.0,0.7326827645301819,0.7326827645301819,0.9819319248199463,0.024610512332829165,0.9360730593607306,0.954337899543379,0.9360730593607306,0.0,0.0,0.23844624860190725,1.3807768756990464
Marginal,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,2506,2726,0.5711258588708006,0.32809999999999995,0.3542,,,,,3.8701181542128325,0,1,201,0.29545454545454547,0.0,0.6715133786201477,0.6715133786201477,0.9910005331039429,0.020383007586274517,0.9223744292237442,0.958904109589041,0.9223744292237442,0.0,0.0,0.25026487339400244,1.3748675633029988
EL2N,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,4060,4280,0.8746346397092566,0.6907,0.8037,,,,,4.299170188605785,0,1,201,0.6045454545454545,0.0,0.7121112942695618,0.7121112942695618,0.9913418889045715,0.022961215069304864,0.9315068493150684,0.958904109589041,0.9315068493150684,0.0,0.0,0.2445553619609019,1.3777223190195491
GraNdLast,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,3741,3961,0.813668558083009,0.6283000000000001,0.7232,,,,,4.56768636777997,0,1,201,0.5272727272727272,0.0,0.6960775256156921,0.6960775256156921,0.9863976240158081,0.0235967982441323,0.9269406392694064,0.9634703196347032,0.9269406392694064,0.0,0.0,0.24788518646042407,1.376057406769788
RHO-PretrainRef,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,4378,4598,0.9340252485708334,0.7969999999999999,0.9013,,,,,4.995436126366258,0,1,201,0.7,0.0,0.730848491191864,0.730848491191864,0.9710586071014404,0.024963987608478493,0.9360730593607306,0.954337899543379,0.9269406392694064,0.0,0.0,0.24030594468866529,1.3798470276556674
PU-R,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,2979,3199,0.6649562151869759,0.4494,0.4961,,,,,7.77864867541939,0,1,201,0.4318181818181818,0.0,0.688362181186676,0.688362181186676,0.9811258912086487,0.023443875791819672,0.9178082191780822,0.958904109589041,0.91324200913242,0.0,0.0,0.2544142796753833,1.3727928601623083
GREATS,fashion_mnist,1,0.3,0.0,200,200,5000,0,220,4240,4460,,0.7495,0.858,,,,,8.18737024255097,0,1,201,0.6954545454545454,0.0,0.7377565503120422,0.7377565503120422,0.9764865636825562,0.023186289420410924,0.9406392694063926,0.958904109589041,0.9360730593607306,0.0,0.0,0.23439028905408166,1.3828048554729593
MaxLoss,fashion_mnist,1,0.3,0.1,200,200,4500,500,220,3932,4152,0.9375037438585423,0.8014,0.9058,,,,,3.0034743193536997,0,1,201,0.7181818181818181,0.0,0.7317565083503723,0.7317565083503723,0.9792705774307251,0.02418641643981411,0.9178082191780822,0.954337899543379,0.91324200913242,0.0,0.0,0.23900699530886857,1.3804965023455658
Marginal,fashion_mnist,1,0.3,0.1,200,200,4500,500,220,2267,2487,0.5798610526253469,0.33740000000000003,0.3616,,,,,3.7963325325399637,0,1,201,0.31363636363636366,0.0,0.6690477728843689,0.6690477728843689,0.9929871559143066,0.02113657958431331,0.9269406392694064,0.958904109589041,0.9269406392694064,0.0,0.0,0.2540878570623562,1.3729560714688218
EL2N,fashion_mnist,1,0.3,0.1,200,200,4500,500,220,3486,3706,0.8447442233446054,0.6597,0.7669,,,,,4.1101311622187495,0,1,201,0.5772727272727273,0.0,0.7093951106071472,0.7093951106071472,0.9955512285232544,0.023534648086382375,0.91324200913242,0.958904109589041,0.908675799086758,0.0,0.0,0.24423915041478644,1.3778804247926066
GraNdLast,fashion_mnist,1,0.3,0.1,200,200,4500,500,220,3270,3490,0.798691876931116,0.5974999999999999,0.7025,,,,,4.400077590718865,0,1,201,0.5318181818181819,0.0,0.7009332776069641,0.7009332776069641,0.9801008701324463,0.02320778111344603,0.8995433789954338,0.958904109589041,0.8995433789954338,0.0,0.0,0.24737213560280344,1.3763139321985982
RHO-PretrainRef,fashion_mnist,1,0.3,0.1,200,200,4500,500,220,3793,4013,0.9090679056243971,0.7079,0.847,,,,,4.7185707446187735,0,1,201,0.7045454545454546,0.0,0.7305092215538025,0.7305092215538025,0.9745486974716187,0.023900329658429916,0.9452054794520548,0.958904109589041,0.9452054794520548,0.0,0.0,0.23950892892264378,1.3802455355386782
