method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,4438,4558,0.9266683547757566,0.7489,0.8861,,,,,1.8777783140540123,0,1,101,0.6833333333333333,0.0,0.7531687617301941,0.7531687617301941,0.9757633805274963,0.037313393684996275,0.8739495798319328,0.9243697478991597,0.8739495798319328,0.0,0.0,0.2504544307449282,1.374772784627536
Marginal,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,2745,2865,0.598803200700786,0.3679,0.4001,,,,,2.0121774403378367,0,1,101,0.31666666666666665,0.0,0.6758031249046326,0.6758031249046326,0.9934059381484985,0.029310326866742942,0.8739495798319328,0.9159663865546218,0.8571428571428571,0.0,0.0,0.2731065505391941,1.363446724730403
EL2N,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,4310,4430,0.902878992841579,0.7178,0.8558,,,,,2.1912355413660407,0,1,101,0.575,0.0,0.7236512899398804,0.7236512899398804,0.9787377715110779,0.033309274861792554,0.8571428571428571,0.9159663865546218,0.8487394957983193,0.0,0.0,0.2585194915581511,1.3707402542209244
GraNdLast,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,4195,4315,0.8812543108942918,0.7174,0.8213,,,,,2.438041502609849,0,1,101,0.5333333333333333,0.0,0.7132810354232788,0.7132810354232788,0.9937102794647217,0.03656120310310556,0.8151260504201681,0.9159663865546218,0.8151260504201681,0.0,0.0,0.26713310280026265,1.3664334485998686
RHO-PretrainRef,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,4572,4692,0.9511210529599339,0.808,0.9211,,,,,2.6299713999032974,0,1,101,0.7333333333333333,0.0,0.7447146773338318,0.7447146773338318,0.968629002571106,0.03740662010777898,0.8571428571428571,0.9159663865546218,0.8487394957983193,0.0,0.0,0.2552535373432675,1.3723732313283663
PU-R,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,3286,3406,0.7056872699176893,0.5107999999999999,0.5624,,,,,3.4388999361544847,0,1,101,0.4083333333333333,0.0,0.7142436504364014,0.7142436504364014,0.9897427558898926,0.029644257882062125,0.865546218487395,0.9327731092436975,0.865546218487395,0.0,0.0,0.25585950753107656,1.3720702462344616
GREATS,fashion_mnist,0,0.3,0.0,100,100,5000,0,120,4657,4777,,0.8055,0.9457,,,,,4.279675052501261,0,1,101,0.725,0.0,0.7371747493743896,0.7371747493743896,0.9810838103294373,0.04026614467636878,0.8403361344537815,0.9243697478991597,0.8403361344537815,0.0,0.0,0.2645501598547578,1.3677249200726211
MaxLoss,fashion_mnist,0,0.3,0.1,100,100,4500,500,120,4025,4145,0.9360868741641752,0.7894,0.8999,,,,,1.2449902817606926,0,1,101,0.7083333333333334,0.0,0.7464686632156372,0.7464686632156372,0.9853153824806213,0.03789071626022082,0.8823529411764706,0.9159663865546218,0.8739495798319328,0.0,0.0,0.25726634142493837,1.3713668292875307
Marginal,fashion_mnist,0,0.3,0.1,100,100,4500,500,120,2375,2495,0.5816315767588094,0.35829999999999995,0.3908,,,,,2.0674053775146604,0,1,101,0.275,0.0,0.6699251532554626,0.6699251532554626,0.9925423264503479,0.0302487095864881,0.8823529411764706,0.9327731092436975,0.8823529411764706,0.0,0.0,0.27005423965975595,1.364972880170122
EL2N,fashion_mnist,0,0.3,0.1,100,100,4500,500,120,3831,3951,0.8962177039938979,0.7263999999999999,0.8441,,,,,2.075298309326172,0,1,101,0.55,0.0,0.7363379597663879,0.7363379597663879,0.9845161437988281,0.03160569747956861,0.8571428571428571,0.9159663865546218,0.8571428571428571,0.0,0.0,0.2538443628347749,1.3730778185826127
