method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
MaxLoss,mnist,2,0.0,0.4,3000,2000,330,0,330,0.13000379299046472,0.05249999999999999,0.2513840229174721,0.00020666666666665945,0.05289660936634627,412.8359193605415,3.763664084021002,1,327,0.0,0.0,0.5843725800514221
PU-R,mnist,2,0.0,0.4,3000,2000,464,0,464,0.17787520814454183,0.05369999999999997,0.2559367162942706,0.00029999999999999363,0.05337664441366947,424.70875917749345,18.768861897056922,1,461,0.0,0.0,0.573287844657898
PU-C,mnist,2,0.0,0.4,3000,2000,468,0,468,0.17929271882167086,0.049799999999999955,0.2549950806892075,0.00026333333333332766,0.0531917632715831,422.7085678140338,6.87181304092519,1,465,0.0,0.0,0.5647050738334656
Marginal,mnist,2,0.0,0.4,3000,2000,682,0,682,0.2543994504958391,0.051000000000000045,0.2704818658004017,0.0006766666666667032,0.05509897934925007,462.2778421967696,8.263011062983423,1,679,0.0,0.0,0.5681758522987366
MaxLoss,mnist,2,0.0,0.6,2000,3000,282,0,282,0.16812203853623942,0.06110000000000004,0.30360781698754064,0.00039499999999999204,0.053837850990848875,385.9001143710229,2.6624370070639998,1,279,0.0,0.0,0.5916706323623657
PU-R,mnist,2,0.0,0.6,2000,3000,359,0,359,0.20946458337130025,0.05830000000000002,0.30187811086663496,0.0004899999999999805,0.054278416615901666,380.03777594437923,10.455838694004342,1,356,0.0,0.0,0.5786965489387512
PU-C,mnist,2,0.0,0.6,2000,3000,374,0,374,0.21745612047379836,0.05600000000000005,0.2971150223665637,2.9999999999996697e-05,0.0518460690403369,378.73378735327873,4.572344724088907,1,371,0.0,0.0,0.5759204626083374
Marginal,mnist,2,0.0,0.6,2000,3000,551,0,551,0.3105631396174431,0.05469999999999997,0.3117066305988757,0.0005749999999999489,0.05465861383363263,401.8097323208471,5.605299863964319,1,548,0.0,0.0,0.5683764815330505
MaxLoss,mnist,2,0.0,0.8,1000,4000,185,0,185,0.2273381107370369,0.08999999999999997,0.37535768525932955,8.000000000000007e-05,0.05217546604047957,284.77798850149225,1.453831163002178,1,182,0.0,0.0,0.5804514288902283
PU-R,mnist,2,0.0,0.8,1000,4000,215,0,215,0.2597738011390902,0.07410000000000005,0.3637810016394042,0.0002200000000000002,0.052967207255738724,267.1601734173583,3.7442374390084296,1,212,0.0,0.0,0.5783610939979553
PU-C,mnist,2,0.0,0.8,1000,4000,235,0,235,0.2812039837590419,0.08140000000000003,0.3725010105784067,0.0008100000000000007,0.05565665681279913,272.6933622453703,2.311499773990363,1,232,0.0,0.0,0.5879838466644287
Marginal,mnist,2,0.0,0.8,1000,4000,339,0,339,0.3906034046667628,0.08989999999999998,0.39958198721856436,0.0008400000000000008,0.05577941532133985,310.15060135967536,2.8413081760518253,1,336,0.0,0.0,0.5697058439254761
MaxLoss,mnist,2,0.3,0.0,5000,0,800,1646,2446,0.5151230437331833,0.3882,0.760616888564108,0.326536,0.4873395846186474,859.033049018573,11.358447619015351,0,797,0.42875,0.0,0.568565309047699
PU-R,mnist,2,0.3,0.0,5000,0,800,1601,2401,0.5060918326489627,0.21419999999999995,0.7188238078552138,0.3200700000000001,0.4805603384919771,618.2555926907406,75.8749555980321,0,797,0.3025,0.0,0.5565590858459473
PU-C,mnist,2,0.3,0.0,5000,0,800,1589,2389,0.5036820750683546,0.2652,0.7137851149008387,0.31817000000000006,0.4785622725844535,598.9745957302181,28.206160782137886,0,797,0.32375,0.0,0.5601685047149658
Marginal,mnist,2,0.3,0.0,5000,0,800,1571,2371,0.5000663056271151,0.20650000000000002,0.7111581636536979,0.31416200000000005,0.47433834623440096,604.9968997926486,15.076756632886827,0,797,0.275,0.0,0.571194052696228
MaxLoss,mnist,2,0.3,0.2,4000,1000,800,1212,2012,0.5317834741435945,0.42569999999999997,0.7658407376627193,0.3013475,0.46074968209923023,854.6679789221179,9.80902743106708,0,797,0.435,0.0,0.5669081211090088
PU-R,mnist,2,0.3,0.2,4000,1000,800,1129,1929,0.5109764299122617,0.23429999999999995,0.7103065533545656,0.28235249999999995,0.4403644571287927,623.6611084584976,69.57371066394262,0,797,0.32,0.0,0.5602959990501404
