dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
mnist,Marginal,0.0,0.0,3,800.0,0.0,94.0,3.0550504633038935,894.0,3.0550504633038935,0.1981315852026455,0.0006382863974711382,0.04786666666666665,0.0005811865258054271,0.29353981157022596,0.002914615951751958,0.018836666666666634,0.000611265717816554,0.0996695617585198,0.001193346830908845,545.069542132102,5.726583210284343,12.604122353019193,0.03365930360431415,0.0,0.0,797.0,0.0
mnist,Marginal,0.0,0.2,3,800.0,0.0,25.333333333333332,9.905105305402419,825.3333333333334,9.905105305402419,0.22909368625065932,0.0025832000762606167,0.04863333333333334,0.0009955456348711934,0.27471877865201966,0.012223280339767092,0.00654249999999999,0.002367388240938387,0.07235357722992385,0.006220313671879034,519.7275306389066,11.158118849595889,10.905760812340304,0.1357562471661708,0.0,0.0,797.0,0.0
mnist,Marginal,0.0,0.4,3,693.6666666666666,10.203485243342646,0.0,0.0,693.6666666666666,10.203485243342646,0.25845605907185626,0.0035474023536506173,0.051600000000000014,0.0005999999999999709,0.27366462699442634,0.0028746613119024667,0.0006655555555555681,0.00013675245726459334,0.05502632766244348,0.0005893382630438385,473.18739528699894,7.148120948947654,8.414257101947442,0.12506151576665034,1.0,0.0,690.6666666666666,10.203485243342646
mnist,Marginal,0.0,0.6,3,556.6666666666666,3.844187531556932,0.0,0.0,556.6666666666666,3.844187531556932,0.3135117804049514,0.002000027603176209,0.05843333333333334,0.0022258581366395506,0.3202769382429154,0.004845435826935765,0.0011033333333332989,0.00030033777281217837,0.056749215037618816,0.0011697543238601324,413.9148606846583,6.91450664706422,5.683416500299548,0.0558906614204151,1.0,0.0,553.6666666666666,3.844187531556932
mnist,Marginal,0.0,0.8,3,350.6666666666667,5.897268670984711,0.0,0.0,350.6666666666667,5.897268670984711,0.40268129570176825,0.0061048593475919784,0.08543333333333332,0.0022929844695893007,0.4041335075816794,0.004104238340106131,0.0007366666666666673,0.0001946221410266002,0.05530291751026386,0.0008393736744465298,317.91491416458217,4.901040218623801,2.9409242862990745,0.05138294552223733,1.0,0.0,347.6666666666667,5.897268670984711
mnist,Marginal,0.3,0.0,3,800.0,0.0,1586.6666666666667,22.48209163855633,2386.6666666666665,22.482091638556334,0.5032113199704327,0.00451455672773452,0.2192333333333333,0.011124197848733964,0.7107012860771089,0.00221984623300455,0.31746666666666673,0.0044684485500500375,0.4778067112862807,0.004697876756995573,585.2884090927595,13.339192242143264,15.152107405321052,0.05592532417018644,0.0,0.0,797.0,0.0
mnist,Marginal,0.3,0.2,3,800.0,0.0,1275.6666666666667,18.764623926716762,2075.6666666666665,18.764623926716762,0.5477073173581933,0.004689700503781364,0.25706666666666667,0.00910170924118713,0.7417402304640223,0.0005330717109183963,0.3189466666666667,0.004751930601812738,0.4793621394957581,0.004998237170938136,615.1594045623996,21.16009068981436,12.890123861997077,0.03573627380609562,0.0,0.0,797.0,0.0
mnist,Marginal,0.3,0.4,3,800.0,0.0,789.0,23.75570107012911,1589.0,23.75570107012911,0.5625340793242989,0.007902904272524665,0.22293333333333332,0.017282875275190138,0.7316062886577992,0.010067221240400622,0.26308888888888887,0.0079130305879871,0.41932284434776185,0.008694765346724146,637.099934894626,13.279491999101795,11.055396606059125,0.0441141601986291,0.0,0.0,797.0,0.0
mnist,Marginal,0.3,0.6,3,800.0,0.0,416.0,1.1547005383792517,1216.0,1.1547005383792517,0.6468752882792614,0.0005679171186026981,0.2459,0.011109905490147084,0.741974377135627,0.004511325900038968,0.20796833333333328,0.0005559251548345479,0.357391361568779,0.0006412939619816966,643.1995642529453,19.165999949026194,8.861432451056316,0.017311525192529684,0.0,0.0,797.0,0.0
mnist,Marginal,0.3,0.8,3,795.3333333333334,4.666666666666667,6.0,3.7859388972001824,801.3333333333334,8.00694143297621,0.8445045311236754,0.007325836421606978,0.32280000000000003,0.015855703495377713,0.6303325003799916,0.015255997627147981,0.00736333333333334,0.003326020311289625,0.07415581005377768,0.00796399866713311,685.334701345741,12.801013802002814,6.592333947075531,0.040127518139748415,0.3333333333333333,0.33333333333333337,792.3333333333334,4.666666666666667
