method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
GREATS,mnist,1,0.0,0.4,100,100,3000,2000,104,539,643,,0.20099999999999996,0.201,,,,,1.5027583101764321,0,1,101,0.0,0.0,0.6133431196212769,0.6133431196212769,0.976695716381073,0.051044148908367434,0.9805825242718447,0.9805825242718447,0.970873786407767,0.0,0.0,0.23819532951373523,1.3809023352431324
MaxLoss,mnist,1,0.0,0.5,100,100,2500,2500,104,404,508,0.23148367938119918,0.1865,0.1865,,,,,0.9551438419148326,0,1,101,0.0,0.0,0.5883916020393372,0.5883916020393372,0.981979250907898,0.05936173643030732,0.9611650485436893,0.9805825242718447,0.9611650485436893,0.0,0.0,0.25495055088737417,1.372524724556313
Marginal,mnist,1,0.0,0.5,100,100,2500,2500,104,428,532,0.24158863624325022,0.17710000000000004,0.1771,,,,,1.0660187667235732,0,1,101,0.0,0.0,0.5926751494407654,0.5926751494407654,0.9961255788803101,0.03509686141754094,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.0,0.0,0.2154791443028142,1.3922604278485928
PU-R,mnist,1,0.0,0.5,100,100,2500,2500,104,476,580,0.2617300295387395,0.21930000000000005,0.2193,,,,,1.519265417009592,0,1,101,0.0,0.0,0.5925449132919312,0.5925449132919312,0.9819027781486511,0.05076925426685405,0.970873786407767,0.970873786407767,0.9611650485436893,0.0,0.0,0.2413411734496158,1.379329413275192
GREATS,mnist,1,0.0,0.5,100,100,2500,2500,104,362,466,,0.15100000000000002,0.151,,,,,1.4090693946927786,0,1,101,0.0,0.0,0.6283518075942993,0.6283518075942993,0.9731286764144897,0.04820092507068393,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.0,0.0,0.2300585429055731,1.3849707285472135
MaxLoss,mnist,1,0.0,0.6,100,100,2000,3000,104,307,411,0.23709306528326124,0.16920000000000002,0.1692,,,,,0.9132949747145176,0,1,101,0.0,0.0,0.5876891613006592,0.5876891613006592,0.9847897291183472,0.05369199986018024,0.9805825242718447,0.970873786407767,0.9611650485436893,0.0,0.0,0.24631052986555302,1.3768447350672235
Marginal,mnist,1,0.0,0.6,100,100,2000,3000,104,376,480,0.2734549973392859,0.1895,0.1895,,,,,1.0158156901597977,0,1,101,0.0,0.0,0.5792759656906128,0.5792759656906128,0.9963154792785645,0.03590091666007794,0.9805825242718447,0.9902912621359223,0.9805825242718447,0.0,0.0,0.21893530671574962,1.390532346642125
PU-R,mnist,1,0.0,0.6,100,100,2000,3000,104,410,514,0.29126144072506577,0.22350000000000003,0.2235,,,,,1.3978441571816802,0,1,101,0.0,0.0,0.5912350416183472,0.5912350416183472,0.9778000116348267,0.05122401796787688,0.9902912621359223,0.970873786407767,0.970873786407767,0.0,0.0,0.24343290992348743,1.3782835450382562
GREATS,mnist,1,0.0,0.6,100,100,2000,3000,104,299,403,,0.16200000000000003,0.162,,,,,1.3275235379114747,0,1,101,0.0,0.0,0.6369847059249878,0.6369847059249878,0.9735811948776245,0.052286328802120335,0.9805825242718447,0.9805825242718447,0.9805825242718447,0.0,0.0,0.23526414177501012,1.3823679291124948
MaxLoss,mnist,1,0.0,0.7,100,100,1500,3500,104,150,254,0.20294818619731814,0.15610000000000002,0.1561,,,,,0.8896423783153296,0,1,101,0.0,0.0,0.5899907946586609,0.5899907946586609,0.9820984601974487,0.05142937832086989,0.9805825242718447,0.9805825242718447,0.970873786407767,0.0,0.0,0.24191815021104807,1.379040924894476
Marginal,mnist,1,0.0,0.7,100,100,1500,3500,104,280,384,0.2952152624493465,0.18379999999999996,0.1838,,,,,0.9769155671820045,0,1,101,0.0,0.0,0.595008909702301,0.595008909702301,0.9925997257232666,0.03498536799650061,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.0,0.0,0.2136209937098721,1.3931895031450638
PU-R,mnist,1,0.0,0.7,100,100,1500,3500,104,275,379,0.2917085685185157,0.19989999999999997,0.1999,,,,,1.342406370677054,0,1,101,0.0,0.0,0.5904327630996704,0.5904327630996704,0.9901119470596313,0.04821549454880245,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.0,0.0,0.23661383464493999,1.38169308267753
GREATS,mnist,1,0.0,0.7,100,100,1500,3500,104,207,311,,0.17689999999999995,0.1769,,,,,1.2189741041511297,0,1,101,0.0,0.0,0.6324278116226196,0.6324278116226196,0.9770097136497498,0.04836826720862713,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.0,0.0,0.2307262538122815,1.3846368730938592
MaxLoss,mnist,1,0.0,0.8,100,100,1000,4000,104,78,182,0.2240735339000821,0.1139,0.1139,,,,,0.847717990167439,0,1,101,0.0,0.0,0.5847475528717041,0.5847475528717041,0.9835330247879028,0.0533070500524154,0.970873786407767,0.970873786407767,0.9514563106796117,0.0,0.0,0.24646825584086338,1.3767658720795684
Marginal,mnist,1,0.0,0.8,100,100,1000,4000,104,174,278,0.3268215135904029,0.18230000000000002,0.1823,,,,,0.9226357704028487,0,1,101,0.0,0.0,0.5929080247879028,0.5929080247879028,0.9962749481201172,0.03273721748185389,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.0,0.0,0.2128910522698618,1.3935544738650691
PU-R,mnist,1,0.0,0.8,100,100,1000,4000,104,152,256,0.303556207974907,0.17959999999999998,0.1796,,,,,1.2495799222961068,0,1,101,0.0,0.0,0.6078612208366394,0.6078612208366394,0.9881048202514648,0.051154967605416636,0.9805825242718447,0.970873786407767,0.9611650485436893,0.0,0.0,0.2393356279969146,1.3803321860015427
GREATS,mnist,1,0.0,0.8,100,100,1000,4000,104,120,224,,0.1644,0.1644,,,,,1.1261444399133325,0,1,101,0.0,0.0,0.6315518021583557,0.6315518021583557,0.9818277359008789,0.0475495387483569,0.9902912621359223,0.970873786407767,0.970873786407767,0.0,0.0,0.22875415293986173,1.385622923530069
MaxLoss,mnist,2,0.0,0.0,100,100,5000,0,104,721,825,0.1836947767296806,0.15369999999999995,0.1537,,,,,1.1003775466233492,0,1,101,0.0,0.0,0.5755117535591125,0.5755117535591125,0.9751559495925903,0.05941441543038609,0.9611650485436893,0.9611650485436893,0.9320388349514563,0.0,0.0,0.25504246573157047,1.372478767134215
