dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
mnist,MaxLoss,0.4,0.2,100,3,100.0,0.0,104.0,0.0,330.3333333333333,6.691619966628243,434.3333333333333,6.691619966628243,0.6030917964332426,0.008272802870370514,0.4829333333333334,0.015099264146897296,0.877858335486525,0.004475704492319971,0.4126541666666666,0.008004947471893715,0.5747543347188668,0.007907485887129908,222.40231791487918,0.8980194610315492,0.9195975502952933,0.0008626008642925783,0.0,0.0,1.0,0.0,101.0,0.0,0.4519230769230769,0.01110288979210818,0.0,0.0,0.5951003432273865,0.019554874992337847
mnist,MaxLoss,0.4,0.2,50,3,50.0,0.0,54.0,0.0,365.6666666666667,20.99470832799965,419.6666666666667,20.99470832799965,0.5847712794396406,0.02614461443155096,0.4921,0.021005078750943408,0.8538710887698081,0.019302651296760853,0.45815416666666664,0.027360013338101827,0.6185476649945555,0.02642013841628569,127.19837190447726,1.8915005332614023,0.47657169098965824,0.0005996577839870536,0.0,0.0,0.0,0.0,51.0,0.0,0.4444444444444444,0.037037037037037035,0.0,0.0,0.5937129457791647,0.00473047925319286
mnist,MaxLoss,0.4,0.4,100,3,100.0,0.0,104.0,0.0,225.0,1.0,329.0,1.0,0.6168464293975072,0.0016402949307424326,0.4763,0.013526763594198481,0.8842249743806994,0.0035032225846433774,0.3725611111111111,0.0023809493386224173,0.5347109814795203,0.0024139669530471534,219.89097054284795,4.397761908935,0.9022126323543489,0.0007462030888234253,0.0,0.0,1.0,0.0,101.0,0.0,0.4519230769230769,0.014687742612037952,0.0,0.0,0.5851785739262899,0.008345109060874297
mnist,MaxLoss,0.4,0.4,50,3,50.0,0.0,54.0,0.0,249.33333333333334,4.8419463487779835,303.3333333333333,4.841946348777984,0.5744772399387633,0.008029355719604123,0.44869999999999993,0.023368639954719928,0.8587077743542343,0.0060061634164240785,0.4197722222222222,0.007023454972667391,0.5817697637220964,0.0068815218714134785,129.35224888031865,2.3768353777850426,0.47022505197674036,0.00030353036223546915,0.0,0.0,0.0,0.0,51.0,0.0,0.419753086419753,0.02469135802469136,0.0,0.0,0.5869914094607035,0.006455509529468534
mnist,MaxLoss,0.4,0.6,100,3,100.0,0.0,104.0,0.0,114.33333333333333,6.936217348894938,218.33333333333334,6.936217348894938,0.6280538683834797,0.01697216966750917,0.44090000000000007,0.008192883090422657,0.8839210538713275,0.011263847382266991,0.28345000000000004,0.017452847188925938,0.4412919217535518,0.018901456046915135,222.57993138066183,2.941059474155554,0.7939420250089219,0.00031663038168820815,0.0,0.0,1.0,0.0,101.0,0.0,0.42948717948717946,0.026235105038052733,0.0,0.0,0.5703287919362386,0.006077503527607703
mnist,MaxLoss,0.4,0.6,50,3,50.0,0.0,54.0,0.0,160.33333333333334,4.371625682868,214.33333333333334,4.371625682868,0.6183159904709706,0.010711161634662522,0.4769666666666666,0.024787115828815393,0.8858587283117011,0.005917988944384084,0.3964083333333333,0.011416274324158709,0.5585976447996964,0.011350290884481015,128.89565108999815,0.765150191271216,0.41361592438382405,0.0001500089356184659,0.0,0.0,0.0,0.0,51.0,0.0,0.43209876543209874,0.03266359643289618,0.0,0.0,0.5878060062726339,0.008438459511313794
mnist,MaxLoss,0.4,0.8,100,3,100.0,0.0,104.0,0.0,17.333333333333332,4.8074017006186525,121.33333333333333,4.807401700618653,0.7152252925831514,0.022477929155576684,0.4330333333333333,0.03352433610246609,0.8683920637878161,0.02005603394144857,0.09133333333333334,0.02494133672796583,0.21027430276729506,0.03545667650811441,219.33914727617628,2.1741742985898496,0.7778706199799975,0.0005204044243832368,0.0,0.0,1.0,0.0,101.0,0.0,0.4391025641025641,0.025032851525341848,0.0,0.0,0.5834406415621439,0.004109123929037585
mnist,MaxLoss,0.4,0.8,50,3,50.0,0.0,54.0,0.0,61.666666666666664,2.6034165586355518,115.66666666666667,2.6034165586355518,0.6888607328486008,0.012307111749142417,0.44750000000000006,0.03748083954947293,0.9173659962518261,0.0036739118824872467,0.3081166666666667,0.011140254834507932,0.46784726022753426,0.01177314808254071,128.64526773473912,2.762081161917872,0.4059455009798209,0.00025146277264728164,0.0,0.0,0.0,0.0,51.0,0.0,0.425925925925926,0.021383343303319473,0.0,0.0,0.5833019415537516,0.007527713595915279
mnist,PU-C,0.0,0.0,100,3,100.0,0.0,104.0,0.0,130.33333333333334,23.139672522411473,234.33333333333334,23.139672522411473,0.2803004084465404,0.02478685702264856,0.1677666666666667,0.021136566524496,0.5730391590192786,0.031565847629014494,0.1268,0.021246640518758114,0.25831358264786936,0.027433184977775967,198.0532268671966,7.627255773355091,1.1440159444076319,0.007756423758571005,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5790757338205973,0.0025277475694427828
mnist,PU-C,0.0,0.0,50,3,50.0,0.0,54.0,0.0,185.66666666666666,9.769567259835233,239.66666666666666,9.769567259835233,0.2861511253092128,0.010428366068310263,0.20026666666666668,0.008701021651379657,0.5872974847721145,0.010383652221254359,0.18587333333333333,0.01020463511242697,0.3314765183403124,0.012100366055628824,125.55576553447109,3.7162460349615385,0.584678509660686,0.0036537749898507043,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5631747047106425,0.004886872980311575
mnist,PU-C,0.0,0.2,100,3,100.0,0.0,104.0,0.0,81.66666666666667,14.992590762699345,185.66666666666666,14.992590762699345,0.2831501805533965,0.020124458621168153,0.15423333333333333,0.022602384338334253,0.5403782353828063,0.02212004953182928,0.10236250000000001,0.018815653113387617,0.22652579358524272,0.024917710905197996,158.16920149797318,6.262219941042515,1.1230693513061851,0.009053072245608779,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.5772846142450968,0.004539615061425307
mnist,PU-C,0.0,0.2,50,3,50.0,0.0,54.0,0.0,179.33333333333334,29.059326290271155,233.33333333333334,29.059326290271155,0.34630160906817764,0.03840608826503063,0.24923333333333333,0.03916360271703534,0.6246924268501993,0.03716266480068205,0.22049583333333334,0.03661300452973568,0.37025161350268426,0.04215046041649418,99.85684511829065,3.1877597810584284,0.5838241613625238,0.005118791142975577,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.5706030130386353,0.006960937780794208
mnist,PU-C,0.0,0.4,100,3,100.0,0.0,104.0,0.0,38.666666666666664,0.33333333333333337,142.66666666666666,0.33333333333333337,0.2970639806978094,0.0006012726419915757,0.1289666666666667,0.0016333333333333384,0.5412192039970177,0.006458568842477434,0.06541111111111109,0.0002815850199438747,0.17603630225312994,0.00041220792765915467,163.7270898356251,5.689147112157439,1.0745467070179682,0.00204960302262726,0.0,0.0,1.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.58663409948349,0.010227832142096448
