method,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,5,0.0,0.0,50,50,3000,0,54,109,163,0.06878171575954184,0.04039999999999999,0.09606470901053399,0,0,51,0.0,0.037037037037037035,0.8119757175445557
PU-C,5,0.0,0.0,100,100,3000,0,104,0,104,0.04635784780839458,0.01539999999999997,0.1815523750265129,1,0,101,0.0,0.09615384615384616,0.7863674759864807
PU-C,5,0.0,0.0,200,100,3000,0,104,0,104,0.04635784780839458,0.01539999999999997,0.18395279202377424,1,0,101,0.0,0.09615384615384616,0.7863674759864807
PU-F,5,0.0,0.0,50,50,3000,0,54,181,235,0.09547050960827619,0.05489999999999995,0.20631183398654684,0,0,51,0.0,0.018518518518518517,0.8673505783081055
PU-F,5,0.0,0.0,100,100,3000,0,104,59,163,0.06878171575954184,0.025699999999999945,0.3302410839824006,0,0,101,0.0,0.10576923076923077,0.8138344883918762
PU-F,5,0.0,0.0,200,141,3000,0,145,0,145,0.06200788344722241,0.007900000000000018,0.45802608400117606,1,0,142,0.0,0.11724137931034483,0.7150580286979675
PU-G,5,0.0,0.0,50,50,3000,0,54,69,123,0.053653962444514036,0.025699999999999945,0.30599575000815094,0,0,51,0.0,0.16666666666666666,0.7526974678039551
PU-G,5,0.0,0.0,100,100,3000,0,104,13,117,0.05135895928833634,0.010299999999999976,0.4049297089804895,0,0,101,0.0,0.16346153846153846,0.7238175868988037
PU-G,5,0.0,0.0,200,116,3000,0,120,0,120,0.05250743729993701,0.00880000000000003,0.4377334170276299,1,0,117,0.0,0.175,0.7180986404418945
MaxLoss,5,0.1,0.0,50,50,3000,0,54,299,353,0.13828020473010838,0.07750000000000001,0.0686728329746984,0,0,51,0.2037037037037037,0.2037037037037037,0.8398641347885132
MaxLoss,5,0.1,0.0,100,100,3000,0,104,84,188,0.07811454794136807,0.031200000000000006,0.1388834579847753,0,0,101,0.1346153846153846,0.22115384615384615,0.8467414975166321
MaxLoss,5,0.1,0.0,200,200,3000,0,204,92,296,0.11771419818978757,0.028200000000000003,0.29895833297632635,0,1,201,0.19607843137254902,0.29411764705882354,0.5251443386077881
PU-C,5,0.1,0.0,50,50,3000,0,54,581,635,0.2380135838757269,0.14429999999999998,0.24778479197993875,0,0,51,0.25925925925925924,0.3148148148148148,0.8253348469734192
PU-C,5,0.1,0.0,100,100,3000,0,104,461,565,0.2135017917607911,0.12080000000000002,0.44996987498598173,0,0,101,0.21153846153846154,0.2980769230769231,0.8013671040534973
PU-C,5,0.1,0.0,200,181,3000,0,185,0,185,0.07699875242542475,0.0046000000000000485,0.8481623330153525,1,0,182,0.21621621621621623,0.3081081081081081,0.6763425469398499
PU-F,5,0.1,0.0,50,50,3000,0,54,223,277,0.11081484594615176,0.06510000000000005,0.45313312497455627,0,0,51,0.1111111111111111,0.12962962962962962,0.8068931102752686
PU-F,5,0.1,0.0,100,100,3000,0,104,90,194,0.08034300222061574,0.027599999999999958,0.9636681660194881,0,0,101,0.09615384615384616,0.11538461538461539,0.7968600392341614
PU-F,5,0.1,0.0,200,200,3000,0,204,49,253,0.1020634958986193,0.01529999999999998,1.8356639160192572,0,1,201,0.15196078431372548,0.22058823529411764,0.5099947452545166
PU-G,5,0.1,0.0,50,50,3000,0,54,410,464,0.17787520814454183,0.11729999999999996,0.42001991701545194,0,0,51,0.3148148148148148,0.3888888888888889,0.7119441032409668
PU-G,5,0.1,0.0,100,100,3000,0,104,374,478,0.18283396633341908,0.1078,0.8847458329983056,0,0,101,0.20192307692307693,0.3269230769230769,0.6945330500602722
PU-G,5,0.1,0.0,200,194,3000,0,198,0,198,0.0818263849359937,0.00649999999999995,1.6349053750163876,1,0,195,0.20202020202020202,0.31313131313131315,0.646298348903656
MaxLoss,5,0.2,0.0,50,50,3000,0,54,451,505,0.19237787678139284,0.1189,0.17431324999779463,0,0,51,0.2962962962962963,0.3148148148148148,0.6046232581138611
MaxLoss,5,0.2,0.0,100,100,3000,0,104,284,388,0.1508234209031798,0.0756,0.2685259170248173,0,0,101,0.3076923076923077,0.3173076923076923,0.6128000617027283
MaxLoss,5,0.2,0.0,200,200,3000,0,204,112,316,0.12495169276371598,0.043399999999999994,0.43046933301957324,0,1,201,0.3137254901960784,0.4215686274509804,0.4178171753883362
PU-C,5,0.2,0.0,50,50,3000,0,54,611,665,0.24847896862775087,0.15139999999999998,0.2398719170014374,0,0,51,0.25925925925925924,0.2777777777777778,0.8525660037994385
PU-C,5,0.2,0.0,100,100,3000,0,104,547,651,0.24359794368501753,0.13449999999999995,0.48942208400694653,0,0,101,0.3173076923076923,0.33653846153846156,0.8496854901313782
PU-C,5,0.2,0.0,200,200,3000,0,204,154,358,0.14007576100993901,0.055300000000000016,1.0310877920128405,0,1,201,0.27941176470588236,0.3235294117647059,0.4034489393234253
PU-F,5,0.2,0.0,50,50,3000,0,54,455,509,0.1937896916642785,0.09550000000000003,0.50019358395366,0,0,51,0.2962962962962963,0.3148148148148148,0.7924227118492126
PU-F,5,0.2,0.0,100,100,3000,0,104,509,613,0.2303242579801008,0.11580000000000001,1.1764990839874372,0,0,101,0.2692307692307692,0.3173076923076923,0.806486189365387
PU-F,5,0.2,0.0,200,200,3000,0,204,115,319,0.12603523599682376,0.04749999999999999,2.1982644999516197,0,1,201,0.29411764705882354,0.3333333333333333,0.5567367076873779
PU-G,5,0.2,0.0,50,50,3000,0,54,356,410,0.158678749226965,0.07310000000000005,0.38104708294849843,0,0,51,0.3333333333333333,0.37037037037037035,0.7773210406303406
PU-G,5,0.2,0.0,100,100,3000,0,104,291,395,0.1533251625369303,0.06799999999999995,0.9487408329732716,0,0,101,0.28846153846153844,0.3557692307692308,0.8143621683120728
PU-G,5,0.2,0.0,200,200,3000,0,204,223,427,0.16473459382541478,0.08040000000000003,2.0609299579518847,0,1,201,0.27450980392156865,0.3333333333333333,0.5701748728752136
MaxLoss,5,0.3,0.0,50,50,3000,0,54,510,564,0.21315062715439126,0.10850000000000004,0.172478583001066,0,0,51,0.25925925925925924,0.3148148148148148,0.769477367401123
MaxLoss,5,0.3,0.0,100,100,3000,0,104,472,576,0.21736268227687106,0.10529999999999995,0.2676157910027541,0,0,101,0.33653846153846156,0.4519230769230769,0.7386212944984436
MaxLoss,5,0.3,0.0,200,200,3000,0,204,117,321,0.12675730674527586,0.028800000000000048,0.42958320799516514,0,1,201,0.3235294117647059,0.4166666666666667,0.4920846223831177
PU-C,5,0.3,0.0,50,50,3000,0,54,620,674,0.25161421595839784,0.14349999999999996,0.3099371660500765,0,0,51,0.3333333333333333,0.4074074074074074,0.7748435735702515
PU-C,5,0.3,0.0,100,100,3000,0,104,540,644,0.24115558865014464,0.12649999999999995,0.5354374160524458,0,0,101,0.2980769230769231,0.46153846153846156,0.6616067886352539
PU-C,5,0.3,0.0,200,200,3000,0,204,287,491,0.18743230478139594,0.10260000000000002,1.0380592500441708,0,1,201,0.3137254901960784,0.4166666666666667,0.6729610562324524
PU-F,5,0.3,0.0,50,50,3000,0,54,337,391,0.1518958661472425,0.06159999999999999,0.46033254195936024,0,0,51,0.37037037037037035,0.4444444444444444,0.690829873085022
PU-F,5,0.3,0.0,100,100,3000,0,104,357,461,0.17681169032584876,0.07299999999999995,1.0987857499858364,0,0,101,0.25961538461538464,0.36538461538461536,0.7013277411460876
PU-F,5,0.3,0.0,200,200,3000,0,204,148,352,0.1379209405859001,0.032399999999999984,2.1404598749941215,0,1,201,0.2647058823529412,0.37254901960784315,0.558275580406189
PU-G,5,0.3,0.0,50,50,3000,0,54,260,314,0.1242290364461951,0.06799999999999995,0.40434649999951944,0,0,51,0.25925925925925924,0.37037037037037035,0.6910455226898193
PU-G,5,0.3,0.0,100,100,3000,0,104,263,367,0.1433046076563187,0.07279999999999998,0.796619082975667,0,0,101,0.27884615384615385,0.3557692307692308,0.666972815990448
PU-G,5,0.3,0.0,200,200,3000,0,204,154,358,0.14007576100993901,0.02959999999999996,1.8611642919713631,0,1,201,0.22058823529411764,0.30392156862745096,0.5276105999946594
MaxLoss,5,0.4,0.0,50,50,3000,0,54,562,616,0.23137355543440208,0.16259999999999997,0.14066795801045373,0,0,51,0.3333333333333333,0.35185185185185186,0.8304461240768433
MaxLoss,5,0.4,0.0,100,100,3000,0,104,443,547,0.20717629184946418,0.12890000000000001,0.25613208301365376,0,0,101,0.2692307692307692,0.41346153846153844,0.8398067355155945
MaxLoss,5,0.4,0.0,200,200,3000,0,204,154,358,0.14007576100993901,0.028800000000000048,0.41803887498099357,0,1,201,0.25,0.3627450980392157,0.4400385022163391
PU-C,5,0.4,0.0,50,50,3000,0,54,512,566,0.2138529270887375,0.14049999999999996,0.24839070800226182,0,0,51,0.2777777777777778,0.2962962962962963,0.7694585919380188
PU-C,5,0.4,0.0,100,100,3000,0,104,416,520,0.19766947941388935,0.1199,0.4814096249756403,0,0,101,0.2980769230769231,0.34615384615384615,0.7477181553840637
PU-C,5,0.4,0.0,200,200,3000,0,204,326,530,0.2011931817396544,0.10329999999999995,1.0193088749656454,0,1,201,0.29411764705882354,0.38235294117647056,0.47314754128456116
PU-F,5,0.4,0.0,50,50,3000,0,54,451,505,0.19237787678139284,0.10499999999999998,0.6095820000045933,0,0,51,0.2962962962962963,0.35185185185185186,0.7508098483085632
PU-F,5,0.4,0.0,100,100,3000,0,104,455,559,0.21139436279190704,0.10880000000000001,1.2779967499664053,0,0,101,0.25961538461538464,0.33653846153846156,0.7604231238365173
PU-F,5,0.4,0.0,200,200,3000,0,204,233,437,0.16829134989529848,0.05910000000000004,2.518483124964405,0,1,201,0.20098039215686275,0.27941176470588236,0.43427562713623047
PU-G,5,0.4,0.0,50,50,3000,0,54,442,496,0.18919934157747775,0.11819999999999997,0.4891530830063857,0,0,51,0.2962962962962963,0.37037037037037035,0.698473334312439
PU-G,5,0.4,0.0,100,100,3000,0,104,352,456,0.17503842012956738,0.08360000000000001,1.1320584999630228,0,0,101,0.25961538461538464,0.33653846153846156,0.7276212573051453
PU-G,5,0.4,0.0,200,200,3000,0,204,292,496,0.18919934157747775,0.06640000000000001,2.4059985419735312,0,1,201,0.2107843137254902,0.29901960784313725,0.4991137981414795
MaxLoss,6,0.0,0.0,50,50,3000,0,54,23,77,0.03581643110373989,0.016800000000000037,0.1440089590032585,0,0,51,0.0,0.37037037037037035,0.860320508480072
MaxLoss,6,0.0,0.0,100,88,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.24962637497810647,1,0,89,0.0,0.21739130434782608,0.8276789784431458
MaxLoss,6,0.0,0.0,200,88,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.25180158397415653,1,0,89,0.0,0.21739130434782608,0.8276789784431458
PU-C,6,0.0,0.0,50,50,3000,0,54,119,173,0.0725245603825897,0.03610000000000002,0.092534874973353,0,0,51,0.0,0.3333333333333333,0.8593124151229858
PU-C,6,0.0,0.0,100,100,3000,0,104,34,138,0.059359475679229945,0.021199999999999997,0.17864141700556502,0,0,101,0.0,0.22115384615384615,0.8631044030189514
PU-C,6,0.0,0.0,200,111,3000,0,115,0,115,0.05059218790847808,0.01739999999999997,0.19918845797656104,1,0,112,0.0,0.21739130434782608,0.8623723387718201
PU-F,6,0.0,0.0,50,50,3000,0,54,72,126,0.05479860055493191,0.03080000000000005,0.19092091696802527,0,0,51,0.0,0.3333333333333333,0.8229169845581055
PU-F,6,0.0,0.0,100,100,3000,0,104,23,127,0.055179738090373576,0.020100000000000007,0.3099138329853304,0,0,101,0.0,0.21153846153846154,0.7855918407440186
PU-F,6,0.0,0.0,200,130,3000,0,134,0,134,0.0578422054531984,0.006700000000000039,0.3749281669734046,1,0,131,0.0,0.2462686567164179,0.7825992107391357
PU-G,6,0.0,0.0,50,50,3000,0,54,145,199,0.08219695603474975,0.036699999999999955,0.2074527080403641,0,0,51,0.0,0.18518518518518517,0.7362277507781982
PU-G,6,0.0,0.0,100,100,3000,0,104,62,166,0.06990600907010958,0.022199999999999998,0.3362119169905782,0,0,101,0.0,0.2692307692307692,0.7550849318504333
PU-G,6,0.0,0.0,200,148,3000,0,152,0,152,0.06464810745092109,0.0047000000000000375,0.4425908750272356,1,0,149,0.0,0.2631578947368421,0.6426711678504944
MaxLoss,6,0.1,0.0,50,50,3000,0,54,317,371,0.14473837532568723,0.08340000000000003,0.1257996250060387,0,0,51,0.35185185185185186,0.35185185185185186,0.8745198845863342
MaxLoss,6,0.1,0.0,100,100,3000,0,104,241,345,0.13540464267134666,0.07150000000000001,0.254814375017304,0,0,101,0.28846153846153844,0.3557692307692308,0.843572199344635
MaxLoss,6,0.1,0.0,200,186,3000,0,190,0,190,0.07885782525409013,0.011399999999999966,0.3916707090102136,1,0,187,0.21052631578947367,0.3157894736842105,0.5663975477218628
PU-C,6,0.1,0.0,50,50,3000,0,54,146,200,0.08256741875084117,0.042200000000000015,0.2648307500057854,0,0,51,0.25925925925925924,0.25925925925925924,0.8039159178733826
PU-C,6,0.1,0.0,100,100,3000,0,104,239,343,0.13468522898619995,0.07069999999999999,0.45015041599981487,0,0,101,0.21153846153846154,0.2980769230769231,0.80107581615448
PU-C,6,0.1,0.0,200,199,3000,0,203,0,203,0.08367816428653896,0.013299999999999979,0.9123582080355845,1,0,200,0.19704433497536947,0.3103448275862069,0.6071195006370544
PU-F,6,0.1,0.0,50,50,3000,0,54,318,372,0.14509669656399637,0.08779999999999999,0.39883658301550895,0,0,51,0.25925925925925924,0.2962962962962963,0.7161077260971069
PU-F,6,0.1,0.0,100,100,3000,0,104,193,297,0.11807666375534609,0.057599999999999985,0.644149457977619,0,0,101,0.1346153846153846,0.2403846153846154,0.6712931990623474
PU-F,6,0.1,0.0,200,200,3000,0,204,29,233,0.09473627130500972,0.01859999999999995,1.1901789999683388,0,1,201,0.14705882352941177,0.27941176470588236,0.5374926924705505
PU-G,6,0.1,0.0,50,50,3000,0,54,149,203,0.08367816428653896,0.03380000000000005,0.36009883298538625,0,0,51,0.037037037037037035,0.2037037037037037,0.7143922448158264
PU-G,6,0.1,0.0,100,100,3000,0,104,73,177,0.07401796954218298,0.01090000000000002,0.5025225830031559,0,0,101,0.019230769230769232,0.2692307692307692,0.6773157715797424
PU-G,6,0.1,0.0,200,200,3000,0,204,27,231,0.09400168218417093,0.0034999999999999476,0.7606799170025624,0,1,201,0.06372549019607843,0.27450980392156865,0.46927177906036377
MaxLoss,6,0.2,0.0,50,50,3000,0,54,332,386,0.15010823006741703,0.06889999999999996,0.14122270798543468,0,0,51,0.37037037037037035,0.37037037037037035,0.6901944279670715
MaxLoss,6,0.2,0.0,100,100,3000,0,104,351,455,0.1746836540987715,0.08120000000000005,0.2699786659795791,0,0,101,0.3076923076923077,0.3173076923076923,0.7014802694320679
MaxLoss,6,0.2,0.0,200,200,3000,0,204,282,486,0.18566440959693864,0.09289999999999998,0.43167987500783056,0,1,201,0.20588235294117646,0.28921568627450983,0.4278576970100403
PU-C,6,0.2,0.0,50,50,3000,0,54,543,597,0.22472389962058514,0.16459999999999997,0.251673708029557,0,0,51,0.35185185185185186,0.35185185185185186,0.824630856513977
PU-C,6,0.2,0.0,100,100,3000,0,104,474,578,0.21806428756099194,0.15000000000000002,0.480560666997917,0,0,101,0.28846153846153844,0.3076923076923077,0.7824063301086426
PU-C,6,0.2,0.0,200,200,3000,0,204,264,468,0.17929271882167086,0.05879999999999996,1.0702102920040488,0,1,201,0.2107843137254902,0.3235294117647059,0.831794023513794
PU-F,6,0.2,0.0,50,50,3000,0,54,585,639,0.23941028682747856,0.136,0.6032795410137624,0,0,51,0.46296296296296297,0.46296296296296297,0.7887944579124451
PU-F,6,0.2,0.0,100,100,3000,0,104,428,532,0.20189754257444292,0.09789999999999999,1.2762336250161752,0,0,101,0.25,0.25961538461538464,0.7972179651260376
PU-F,6,0.2,0.0,200,200,3000,0,204,149,353,0.13828020473010838,0.0464,2.638545833004173,0,1,201,0.19607843137254902,0.27450980392156865,0.48187580704689026
PU-G,6,0.2,0.0,50,50,3000,0,54,389,443,0.17042350576957688,0.1179,0.41107858304167166,0,0,51,0.42592592592592593,0.48148148148148145,0.8178101778030396
PU-G,6,0.2,0.0,100,100,3000,0,104,438,542,0.20541747816605493,0.13839999999999997,1.0759117910056375,0,0,101,0.3076923076923077,0.40384615384615385,0.8235458731651306
PU-G,6,0.2,0.0,200,200,3000,0,204,185,389,0.15118094795616344,0.0625,2.306796332995873,0,1,201,0.20588235294117646,0.3235294117647059,0.5354527831077576
MaxLoss,6,0.3,0.0,50,50,3000,0,54,532,586,0.22086957044666633,0.13329999999999997,0.1803439169889316,0,0,51,0.3148148148148148,0.3333333333333333,0.6836833357810974
MaxLoss,6,0.3,0.0,100,100,3000,0,104,465,569,0.21490615798393264,0.13029999999999997,0.2751178339822218,0,0,101,0.3557692307692308,0.41346153846153844,0.6709531545639038
MaxLoss,6,0.3,0.0,200,200,3000,0,204,242,446,0.17148905905196443,0.06989999999999996,0.4354828749783337,0,1,201,0.2696078431372549,0.4019607843137255,0.41824886202812195
PU-C,6,0.3,0.0,50,50,3000,0,54,582,636,0.23836279823444784,0.15339999999999998,0.23784583405358717,0,0,51,0.37037037037037035,0.3888888888888889,0.7966067790985107
PU-C,6,0.3,0.0,100,100,3000,0,104,522,626,0.23486948752542958,0.14149999999999996,0.4742375840432942,0,0,101,0.3269230769230769,0.41346153846153844,0.8325371146202087
PU-C,6,0.3,0.0,200,200,3000,0,204,167,371,0.14473837532568723,0.04190000000000005,1.009746375028044,0,1,201,0.25980392156862747,0.37745098039215685,0.5275557637214661
PU-F,6,0.3,0.0,50,50,3000,0,54,339,393,0.15261060395278037,0.08009999999999995,0.44843029201729223,0,0,51,0.3333333333333333,0.3888888888888889,0.6537150144577026
PU-F,6,0.3,0.0,100,100,3000,0,104,247,351,0.1375616251025349,0.06940000000000002,0.9806688749813475,0,0,101,0.3076923076923077,0.40384615384615385,0.6255002021789551
PU-F,6,0.3,0.0,200,200,3000,0,204,187,391,0.1518958661472425,0.058499999999999996,2.0752007919945754,0,1,201,0.29411764705882354,0.4019607843137255,0.4642540216445923
PU-G,6,0.3,0.0,50,50,3000,0,54,562,616,0.23137355543440208,0.14380000000000004,0.47959816601360217,0,0,51,0.42592592592592593,0.5,0.8159600496292114
PU-G,6,0.3,0.0,100,100,3000,0,104,454,558,0.2110430212924257,0.11419999999999997,1.087312916002702,0,0,101,0.33653846153846156,0.5,0.7852782011032104
PU-G,6,0.3,0.0,200,200,3000,0,204,207,411,0.15903530979994684,0.06230000000000002,2.3632020000368357,0,1,201,0.27450980392156865,0.43137254901960786,0.5740272402763367
MaxLoss,6,0.4,0.0,50,50,3000,0,54,414,468,0.17929271882167086,0.10270000000000001,0.13047579198610038,0,0,51,0.37037037037037035,0.37037037037037035,0.6364550590515137
MaxLoss,6,0.4,0.0,100,100,3000,0,104,434,538,0.2040098755969666,0.11919999999999997,0.2576308340067044,0,0,101,0.2980769230769231,0.375,0.6839529275894165
MaxLoss,6,0.4,0.0,200,200,3000,0,204,191,395,0.1533251625369303,0.04469999999999996,0.4183784169727005,0,1,201,0.31862745098039214,0.4068627450980392,0.4651666283607483
PU-C,6,0.4,0.0,50,50,3000,0,54,582,636,0.23836279823444784,0.15449999999999997,0.26162212499184534,0,0,51,0.3333333333333333,0.3333333333333333,0.7600524425506592
PU-C,6,0.4,0.0,100,100,3000,0,104,506,610,0.22927471931325272,0.13660000000000005,0.4845379999605939,0,0,101,0.28846153846153844,0.375,0.8132381439208984
PU-C,6,0.4,0.0,200,200,3000,0,204,295,499,0.19025915587553754,0.08289999999999997,1.0433762079919688,0,1,201,0.27450980392156865,0.3627450980392157,0.3577375113964081
PU-F,6,0.4,0.0,50,50,3000,0,54,493,547,0.20717629184946418,0.12270000000000003,0.5903290419955738,0,0,51,0.35185185185185186,0.35185185185185186,0.7149986624717712
PU-F,6,0.4,0.0,100,100,3000,0,104,470,574,0.21666096238186583,0.11780000000000002,1.2345832079881802,0,0,101,0.27884615384615385,0.3173076923076923,0.6949103474617004
PU-F,6,0.4,0.0,200,200,3000,0,204,269,473,0.1810637908638455,0.06110000000000004,2.4714527080068365,0,1,201,0.22549019607843138,0.2696078431372549,0.48643290996551514
PU-G,6,0.4,0.0,50,50,3000,0,54,432,486,0.18566440959693864,0.10340000000000005,0.4540144160273485,0,0,51,0.3333333333333333,0.35185185185185186,0.7368836998939514
PU-G,6,0.4,0.0,100,100,3000,0,104,375,479,0.18318789481418207,0.09709999999999996,1.1307112500071526,0,0,101,0.3173076923076923,0.375,0.7374842166900635
PU-G,6,0.4,0.0,200,200,3000,0,204,294,498,0.18990591826150194,0.061799999999999966,2.4763287079986185,0,1,201,0.3235294117647059,0.43137254901960786,0.6843794584274292
MaxLoss,7,0.0,0.0,50,50,3000,0,54,67,121,0.05288982600905001,0.03490000000000004,0.16741804097546265,0,0,51,0.0,0.09259259259259259,0.8800280094146729
MaxLoss,7,0.0,0.0,100,100,3000,0,104,9,113,0.04982449556700885,0.022399999999999975,0.27102358295815066,0,0,101,0.0,0.15384615384615385,0.8762322664260864
MaxLoss,7,0.0,0.0,200,108,3000,0,112,0,112,0.04944029700709507,0.02090000000000003,0.28376920794835314,1,0,109,0.0,0.15178571428571427,0.8714589476585388
PU-C,7,0.0,0.0,50,50,3000,0,54,119,173,0.0725245603825897,0.043300000000000005,0.09522087499499321,0,0,51,0.0,0.037037037037037035,0.8449152708053589
PU-C,7,0.0,0.0,100,100,3000,0,104,7,111,0.049055859562940896,0.018199999999999994,0.1849385829991661,0,0,101,0.0,0.16346153846153846,0.8316417932510376
PU-C,7,0.0,0.0,200,104,3000,0,108,0,108,0.04790108359884471,0.014900000000000024,0.19407883298117667,1,0,105,0.0,0.16666666666666666,0.8295556902885437
PU-F,7,0.0,0.0,50,50,3000,0,54,65,119,0.052124831709079444,0.023700000000000054,0.16638424998382106,0,0,51,0.0,0.12962962962962962,0.8002351522445679
PU-F,7,0.0,0.0,100,100,3000,0,104,17,121,0.05288982600905001,0.01649999999999996,0.26408929197350517,0,0,101,0.0,0.22115384615384615,0.8410415649414062
PU-F,7,0.0,0.0,200,117,3000,0,121,0,121,0.05288982600905001,0.019100000000000006,0.29633024998474866,1,0,118,0.0,0.19008264462809918,0.8384005427360535
PU-G,7,0.0,0.0,50,50,3000,0,54,50,104,0.04635784780839458,0.023900000000000032,0.15693329100031406,0,0,51,0.0,0.2222222222222222,0.7008755207061768
PU-G,7,0.0,0.0,100,100,3000,0,104,17,121,0.05288982600905001,0.010499999999999954,0.2618337500025518,0,0,101,0.0,0.19230769230769232,0.6939569711685181
PU-G,7,0.0,0.0,200,136,3000,0,140,0,140,0.06011703115655109,0.005800000000000027,0.33618308301083744,1,0,137,0.0,0.16428571428571428,0.6788807511329651
MaxLoss,7,0.1,0.0,50,50,3000,0,54,337,391,0.1518958661472425,0.10350000000000004,0.08607866696547717,0,0,51,0.07407407407407407,0.07407407407407407,0.7658083438873291
MaxLoss,7,0.1,0.0,100,100,3000,0,104,190,294,0.11698907450772822,0.07169999999999999,0.17245129199000075,0,0,101,0.14423076923076922,0.16346153846153846,0.6708223819732666
MaxLoss,7,0.1,0.0,200,169,3000,0,173,0,173,0.0725245603825897,0.0121,0.29535633395425975,1,0,170,0.17341040462427745,0.2774566473988439,0.4961142838001251
PU-C,7,0.1,0.0,50,50,3000,0,54,378,432,0.16651347110746428,0.08340000000000003,0.20091195800341666,0,0,51,0.14814814814814814,0.14814814814814814,0.774515688419342
PU-C,7,0.1,0.0,100,100,3000,0,104,289,393,0.15261060395278037,0.06669999999999998,0.39638404099969193,0,0,101,0.16346153846153846,0.25,0.785313606262207
PU-C,7,0.1,0.0,200,185,3000,0,189,0,189,0.07848624465987086,0.01090000000000002,0.80465062498115,1,0,186,0.15873015873015872,0.3439153439153439,0.664152204990387
PU-F,7,0.1,0.0,50,50,3000,0,54,429,483,0.1846032562898472,0.08389999999999997,0.43882408301578835,0,0,51,0.2037037037037037,0.2037037037037037,0.7343985438346863
PU-F,7,0.1,0.0,100,100,3000,0,104,274,378,0.14724562253104523,0.06140000000000001,0.9008112080045976,0,0,101,0.17307692307692307,0.27884615384615385,0.7505294680595398
PU-F,7,0.1,0.0,200,199,3000,0,203,0,203,0.08367816428653896,0.005700000000000038,1.603445916029159,1,0,200,0.16748768472906403,0.32019704433497537,0.5963065028190613
PU-G,7,0.1,0.0,50,50,3000,0,54,247,301,0.11952589091379195,0.04859999999999998,0.39069741702405736,0,0,51,0.09259259259259259,0.2037037037037037,0.7716790437698364
PU-G,7,0.1,0.0,100,100,3000,0,104,166,270,0.10826673812698573,0.03849999999999998,0.5841216249973513,0,0,101,0.125,0.38461538461538464,0.7774312496185303
PU-G,7,0.1,0.0,200,200,3000,0,204,68,272,0.10899512481410056,0.023800000000000043,1.226613249978982,0,1,201,0.10784313725490197,0.3137254901960784,0.5755863785743713
MaxLoss,7,0.2,0.0,50,50,3000,0,54,566,620,0.23277224571211264,0.13039999999999996,0.20312533300602809,0,0,51,0.12962962962962962,0.2037037037037037,0.7851762175559998
MaxLoss,7,0.2,0.0,100,100,3000,0,104,499,603,0.2268248504260555,0.125,0.28101333300583065,0,0,101,0.2403846153846154,0.3557692307692308,0.7595329284667969
MaxLoss,7,0.2,0.0,200,200,3000,0,204,193,397,0.15403954300563782,0.059799999999999964,0.4416767500224523,0,1,201,0.2549019607843137,0.37745098039215685,0.41126346588134766
PU-C,7,0.2,0.0,50,50,3000,0,54,345,399,0.15475374640664086,0.0897,0.21444629097823054,0,0,51,0.16666666666666666,0.2777777777777778,0.8232836723327637
PU-C,7,0.2,0.0,100,100,3000,0,104,164,268,0.10753806261345744,0.044499999999999984,0.43966324999928474,0,0,101,0.25,0.3076923076923077,0.8476354479789734
PU-C,7,0.2,0.0,200,200,3000,0,204,182,386,0.15010823006741703,0.051100000000000034,0.9467624579556286,0,1,201,0.2549019607843137,0.35294117647058826,0.5164780020713806
PU-F,7,0.2,0.0,50,50,3000,0,54,319,373,0.14545496983919293,0.07689999999999997,0.4768250830238685,0,0,51,0.2037037037037037,0.25925925925925924,0.7702935338020325
PU-F,7,0.2,0.0,100,100,3000,0,104,173,277,0.11081484594615176,0.04920000000000002,1.0194400410400704,0,0,101,0.2403846153846154,0.3173076923076923,0.7594255805015564
PU-F,7,0.2,0.0,200,200,3000,0,204,110,314,0.1242290364461951,0.03210000000000002,1.9485715830232948,0,1,201,0.2107843137254902,0.3137254901960784,0.5467463135719299
PU-G,7,0.2,0.0,50,50,3000,0,54,455,509,0.1937896916642785,0.10499999999999998,0.4411206250078976,0,0,51,0.46296296296296297,0.5,0.8262830376625061
PU-G,7,0.2,0.0,100,100,3000,0,104,389,493,0.1881392219220288,0.09240000000000004,1.034108916996047,0,0,101,0.33653846153846156,0.4326923076923077,0.7895805239677429
PU-G,7,0.2,0.0,200,200,3000,0,204,321,525,0.19943172798957676,0.0797,2.273112958006095,0,1,201,0.2107843137254902,0.3872549019607843,0.6425000429153442
MaxLoss,7,0.3,0.0,50,50,3000,0,54,539,593,0.22332271496998146,0.133,0.15493283298565075,0,0,51,0.37037037037037035,0.4074074074074074,0.674369215965271
MaxLoss,7,0.3,0.0,100,100,3000,0,104,518,622,0.23347143176943064,0.12470000000000003,0.2676159580005333,0,0,101,0.38461538461538464,0.40384615384615385,0.7035791277885437
MaxLoss,7,0.3,0.0,200,200,3000,0,204,215,419,0.1618862779578194,0.049900000000000055,0.4260365830268711,0,1,201,0.29901960784313725,0.3480392156862745,0.6665388345718384
