method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
PU-G,0.0,0.0,100,10,98.1,1.2862520921049823,102.1,1.2862520921049823,26.8,9.168545262047967,128.9,9.850493501455762,0.0558204892964568,0.0037390919837772753,0.014249999999999995,0.0018572530492339712,0.32021890429896305,0.013817175507270504,0.2,0.13333333333333333,0.0,0.0,99.1,1.2862520921049823,0.0,0.0,0.17658447063688998,0.025409238848074722,0.7379938364028931,0.009607889002917877
PU-G,0.0,0.0,200,10,124.5,8.00312438988674,128.5,8.00312438988674,0.0,0.0,128.5,8.00312438988674,0.055693547235568984,0.003048671057449708,0.007310000000000006,0.0009477986190231693,0.377474579308182,0.023469795233871597,1.0,0.0,0.0,0.0,125.5,8.00312438988674,0.0,0.0,0.17285200916762525,0.024475797700833583,0.6991769134998321,0.018808882736678627
PU-G,0.0,0.0,50,10,50.0,0.0,54.0,0.0,91.9,15.04175669409808,145.9,15.04175669409808,0.06219367273151875,0.00564121177896324,0.02954,0.003291173380759851,0.2085269582050387,0.012841500386697758,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.14999999999999997,0.01901595284043131,0.7397681772708893,0.007623821866461407
PU-G,0.1,0.0,100,10,100.0,0.0,104.0,0.0,169.2,33.366916415981734,273.2,33.366916415981734,0.10908896868932061,0.01210619952951118,0.04573000000000001,0.0096522311755711,0.7150774542009458,0.05242544033184756,0.0,0.0,0.0,0.0,101.0,0.0,0.13846153846153844,0.021076002849709737,0.2875,0.02222658775331514,0.7470217645168304,0.018665727485552088
PU-G,0.1,0.0,200,10,197.0,2.4083189157584592,201.0,2.4083189157584592,51.6,15.091719583930786,252.6,16.36948380371232,0.10182412601425313,0.005974732701467197,0.01639999999999999,0.0036939590324384154,1.3368779876909684,0.11827613052468176,0.2,0.13333333333333333,0.8,0.13333333333333333,198.0,2.4083189157584592,0.14389483065953654,0.014684594773024457,0.296901366607249,0.018135489316932964,0.5620966762304306,0.028271448201165283
PU-G,0.1,0.0,50,10,50.0,0.0,54.0,0.0,208.0,29.547325504086565,262.0,29.547325504086565,0.10507086894358508,0.01073288070808404,0.05173,0.009140934185179202,0.3920431416016072,0.008835177985161057,0.0,0.0,0.0,0.0,51.0,0.0,0.15925925925925927,0.028043991831112457,0.26296296296296295,0.032872906063442835,0.754252803325653,0.012040665131589265
PU-G,0.2,0.0,100,10,100.0,0.0,104.0,0.0,286.2,31.783224086510376,390.2,31.783224086510376,0.15139482806553134,0.011384551820568365,0.07422,0.010404014182569685,0.9343354330863803,0.04151452834529364,0.0,0.0,0.0,0.0,101.0,0.0,0.23557692307692307,0.02203161391805692,0.3625,0.012983736602903266,0.7969538748264313,0.007946893502205786
PU-G,0.2,0.0,200,10,200.0,0.0,204.0,0.0,161.1,28.41496084811661,365.1,28.41496084811661,0.14244745128089562,0.010177297238504994,0.04576000000000001,0.008785862380994694,1.944934803788783,0.10164462737273385,0.0,0.0,1.0,0.0,201.0,0.0,0.2053921568627451,0.013243360730687666,0.3416666666666667,0.0063305132770622614,0.6234173774719238,0.019569872370349937
PU-G,0.2,0.0,50,10,50.0,0.0,54.0,0.0,344.0,21.768989156340925,398.0,21.768989156340925,0.15430090908776037,0.007779790414698496,0.08347000000000002,0.007717498875211378,0.4144554707861971,0.009164587019226893,0.0,0.0,0.0,0.0,51.0,0.0,0.2981481481481481,0.034749303567994,0.3666666666666667,0.02826055096854221,0.7908814430236817,0.013113658179625717
PU-G,0.3,0.0,100,10,100.0,0.0,104.0,0.0,335.9,28.048153038816814,439.9,28.048153038816814,0.1691828950191848,0.009968350081222984,0.08666,0.006588275781855051,1.0266764082072768,0.044020147958993686,0.0,0.0,0.0,0.0,101.0,0.0,0.2923076923076923,0.02516382875178272,0.40192307692307694,0.02336887965840793,0.7437307238578796,0.01641724790680731
