dataset,method,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,test_inappropriate_risk_mean,test_inappropriate_risk_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se,mean_support_redundancy_mean,mean_support_redundancy_se,max_support_redundancy_mean,max_support_redundancy_se,mean_selected_residual_novelty_mean,mean_selected_residual_novelty_se,local_redundancy_hit_rate_mean,local_redundancy_hit_rate_se,residual_redundancy_hit_rate_mean,residual_redundancy_hit_rate_se,strong_redundancy_hit_rate_mean,strong_redundancy_hit_rate_se,group_revisit_rate_mean,group_revisit_rate_se,unique_group_fraction_mean,unique_group_fraction_se,max_group_selection_fraction_mean,max_group_selection_fraction_se,mode_entropy_mean,mode_entropy_se,minority_mode_fraction_mean,minority_mode_fraction_se,spectral_entropy_mean,spectral_entropy_se,dynamic_mu_mean,dynamic_mu_se
manifold_orbit_fashion_mnist,GREATS,0.1,0.0,warm_start,100,5,100.0,0.0,104.0,0.0,2133.0,57.06137047074842,2237.0,57.06137047074842,,,0.4422499999999999,0.009565236536542097,0.44225000000000003,0.009565236536542105,,,,,,,,,2.3626577021786943,0.02613720616710067,0.0,0.0,0.0,0.0,101.0,0.0,0.3557692307692307,0.01290039217788341,0.6788461538461539,0.028942147967870018,0.7296290278434754,0.010363253391976648,0.7296290278434754,0.010363253391976648,1.000000286102295,2.920019319991086e-08,0.06629042971192053,0.0010469137941980671,0.7631067961165049,0.019074643402318923,0.8271844660194174,0.012048226840767817,0.7359223300970874,0.007766990291262132,0.3980769230769231,0.012388556468004921,0.601923076923077,0.01238855646800494,0.07307692307692307,0.003846153846153846,0.9455404646807825,0.0025939422618718477,0.009615384615384616,0.0,0.2844337148401123,0.006326212708723899,0.6788915712899719,0.0015815531771809748
manifold_orbit_fashion_mnist,GREATS,0.1,0.0,warm_start,200,5,200.0,0.0,204.0,0.0,1908.6,58.110756319290836,2112.6,58.110756319290836,,,0.4119,0.006364746656387816,0.41190000000000004,0.006364746656387827,,,,,,,,,5.579986402601935,0.08526103509547937,0.0,0.0,1.0,0.0,201.0,0.0,0.3382352941176471,0.015655607277128742,0.6637254901960784,0.009249001109859422,0.709168553352356,0.006190263960440662,0.709168553352356,0.006190263960440662,1.0000003099441528,4.7683715820312496e-08,0.0484373941283508,0.001167049275702612,0.8,0.015701849704935197,0.8827586206896552,0.008446516354424755,0.7862068965517242,0.014071780154764235,0.4598039215686275,0.009605842128561476,0.5401960784313725,0.009605842128561476,0.050980392156862744,0.00550243733349109,0.9362616155690935,0.0037381046744229375,0.004901960784313725,0.0,0.2635529414550568,0.005935490860722582,0.6841117646362358,0.0014838727151806543
manifold_orbit_fashion_mnist,GREATS,0.1,0.0,warm_start,50,5,50.0,0.0,54.0,0.0,2332.4,70.97577051360555,2386.4,70.97577051360555,,,0.46624999999999994,0.005569447908006681,0.46624999999999994,0.005569447908006679,,,,,,,,,1.1117254151962697,0.014929659304250224,0.0,0.0,0.0,0.0,51.0,0.0,0.37777777777777777,0.025255892031455285,0.7296296296296296,0.03997598730541278,0.7430804133415222,0.009250887491738352,0.7430804133415222,0.009250887491738352,1.000000262260437,2.3841857910156248e-08,0.08270756163687075,0.0015712666996015193,0.6830188679245283,0.02264150943396226,0.709433962264151,0.03658626307484023,0.630188679245283,0.027730072559809558,0.36296296296296293,0.03131765652831067,0.6370370370370371,0.03131765652831068,0.08888888888888888,0.010798059064528335,0.9597462048677246,0.005099964528509613,0.018518518518518517,0.0,0.306033152159218,0.0064119825240790225,0.6734917119601956,0.0016029956310197608
manifold_orbit_fashion_mnist,GREATS,0.1,0.3,warm_start,100,5,100.0,0.0,104.0,0.0,1399.0,79.68123995019154,1503.0,79.68123995019154,,,0.43975,0.01453272169966795,0.43975,0.014532721699667966,,,,,,,,,1.8653329444350675,0.01521992526478725,0.0,0.0,0.0,0.0,101.0,0.0,0.3538461538461538,0.0162041341791853,0.7057692307692308,0.02307692307692308,0.7351038575172424,0.008772984724885417,0.7351038575172424,0.008772984724885417,1.000000286102295,2.920019319991086e-08,0.06079522475455571,0.002120483835004273,0.7864077669902912,0.02235119307421618,0.8524271844660195,0.011238676604650714,0.7572815533980582,0.018925814261764966,0.4173076923076923,0.022875725487250614,0.5826923076923076,0.02287572548725061,0.06153846153846154,0.007195494974565271,0.9509388925501948,0.004748217013821265,0.009615384615384616,0.0,0.2765893939072952,0.004950901313417773,0.6808526515231763,0.0012377253283544396
manifold_orbit_fashion_mnist,GREATS,0.1,0.3,warm_start,200,5,200.0,0.0,204.0,0.0,1261.2,50.473161184930746,1465.2,50.473161184930746,,,0.41509999999999997,0.012289375492676592,0.41509999999999997,0.012289375492676592,,,,,,,,,4.5372433044016365,0.03346111943092039,0.0,0.0,1.0,0.0,201.0,0.0,0.34019607843137256,0.011026688116864698,0.7137254901960783,0.022971322576196038,0.7168219566345215,0.007909101303139293,0.7168219566345215,0.007909101303139293,1.0000003337860108,2.3841857910156248e-08,0.04785107943812027,0.0012035146465561228,0.7980295566502462,0.010792562709461405,0.8945812807881774,0.008183865874796123,0.787192118226601,0.01180211679873,0.4950980392156863,0.013864838846795057,0.5049019607843137,0.013864838846795043,0.044117647058823525,0.002192223507352735,0.9384246799951207,0.002077817185828342,0.004901960784313725,0.0,0.2612380880941044,0.003491659486639158,0.6846904779764739,0.0008729148716597932
manifold_orbit_fashion_mnist,GREATS,0.1,0.3,warm_start,50,5,50.0,0.0,54.0,0.0,1533.8,23.877604569973094,1587.8,23.877604569973094,,,0.4608,0.010187430981361295,0.4608,0.010187430981361292,,,,,,,,,0.8676190837984905,0.013134994329158189,0.0,0.0,0.0,0.0,51.0,0.0,0.3259259259259259,0.017173367584251305,0.7148148148148149,0.01504451556414066,0.7396290063858032,0.008995696327822173,0.7396290063858032,0.008995696327822173,1.000000238418579,5.331201499700045e-08,0.07839885174103503,0.0014935603950206582,0.7169811320754718,0.043025487739590126,0.7358490566037736,0.011933123245918427,0.6566037735849056,0.027601394034580735,0.362962962962963,0.030202789685740895,0.6370370370370371,0.03020278968574091,0.08148148148148146,0.009442628728875527,0.9577746430910079,0.007488009770235733,0.018518518518518517,0.0,0.3019275684137776,0.005351052735659389,0.6745181078965556,0.001337763183914848
manifold_orbit_fashion_mnist,GREATS,0.1,0.6,warm_start,100,5,100.0,0.0,104.0,0.0,728.4,42.458921324028005,832.4,42.458921324028005,,,0.42654999999999993,0.008543052733069136,0.42655000000000004,0.008543052733069129,,,,,,,,,1.4641553502064197,0.01150232494167535,0.0,0.0,0.0,0.0,101.0,0.0,0.29038461538461535,0.011932378505760432,0.7596153846153846,0.006799103665255264,0.7236818671226501,0.008614097060319346,0.7236818671226501,0.008614097060319346,1.0000002145767213,2.3841857910156248e-08,0.06022533350850192,0.001697710576823986,0.8,0.016703544207849755,0.8660194174757281,0.008351772103924895,0.7864077669902912,0.015350862428001833,0.4230769230769231,0.021926450482675733,0.5769230769230769,0.021926450482675726,0.06153846153846154,0.006521471137620449,0.9513715688734472,0.004247908463035927,0.009615384615384616,0.0,0.2701654490900459,0.0047637213955583,0.6824586377274886,0.001190930348889567
manifold_orbit_fashion_mnist,GREATS,0.1,0.6,warm_start,200,5,200.0,0.0,204.0,0.0,578.8,33.115555257310724,782.8,33.115555257310724,,,0.3936,0.009137354650006764,0.3936,0.009137354650006747,,,,,,,,,3.61999042800162,0.025974211434011102,0.0,0.0,1.0,0.0,201.0,0.0,0.2774509803921569,0.012650478333886214,0.7421568627450981,0.019460228667920795,0.6977195858955383,0.012201318619153323,0.6977195858955383,0.012201318619153323,1.0000003099441528,2.9200193199910852e-08,0.04191370356788978,0.0012617123709645715,0.8600985221674877,0.00902970580286866,0.916256157635468,0.005166546050099262,0.8532019704433497,0.009526640199908242,0.49411764705882355,0.018104103247666068,0.5058823529411764,0.018104103247666068,0.043137254901960784,0.0028583097523751464,0.9407359894324866,0.002643630401636044,0.004901960784313725,0.0,0.2421632856310007,0.0038623259936771503,0.6894591785922498,0.0009655814984192969
manifold_orbit_fashion_mnist,GREATS,0.1,0.6,warm_start,50,5,50.0,0.0,54.0,0.0,819.6,20.9966664020744,873.6,20.9966664020744,,,0.43355000000000005,0.009248107914595283,0.43355000000000005,0.009248107914595285,,,,,,,,,0.6815204699756577,0.0041921819966032605,0.0,0.0,0.0,0.0,51.0,0.0,0.29259259259259257,0.025119740678241728,0.8,0.034842384670790316,0.7389447450637817,0.007941342113007331,0.7389447450637817,0.007941342113007331,1.000000238418579,6.529361695112778e-08,0.07701979771537601,0.003582306477240441,0.7547169811320755,0.018867924528301903,0.7811320754716982,0.017497393387727756,0.7056603773584905,0.009620791535080725,0.3925925925925926,0.030653602513420083,0.6074074074074075,0.030653602513420093,0.09629629629629628,0.013608276348795433,0.954182533692331,0.005567735486176076,0.018518518518518517,0.0,0.2924902158893471,0.006026436819780075,0.6768774460276632,0.0015066092049450263
manifold_orbit_fashion_mnist,MaxLoss,0.1,0.0,warm_start,100,5,100.0,0.0,104.0,0.0,2259.2,33.20150598993967,2363.2,33.20150598993967,0.4984897918300703,0.0066690175177126386,0.4572,0.010386710258787435,0.4572,0.010386710258787435,,,,,,,,,1.7150126551976428,0.5720996938903666,0.0,0.0,0.0,0.0,101.0,0.0,0.3538461538461538,0.0082714666029256,0.6788461538461539,0.020306453924945074,0.7491943836212158,0.011654030376890744,0.7491943836212158,0.011654030376890744,1.000000238418579,0.0,0.06737995685882939,0.0012450431367130622,0.7184466019417476,0.016533384821287758,0.8233009708737864,0.003632677074537805,0.6970873786407767,0.014202659066337657,0.43269230769230765,0.017467213581331686,0.5673076923076923,0.017467213581331686,0.06346153846153846,0.006521471137620449,0.9471847678104888,0.0024998438179890284,0.009615384615384616,0.0,0.28647712134336917,0.005691812954385406,0.6783807196641577,0.0014229532385963601
