method,dataset,seed,noise_rate,pretrain_fraction,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,cifar10,0,0.0,0.0,50,2000,0,60,1846,1906,0.9693418855895288,0.8083,0.9848639810974349,0.7993333333333335,0.9598525291670942,21.098008896299433,38.63547514099628,0,0,51,0.0,0.0,0.7346128225326538
PU-C,cifar10,0,0.0,0.0,60,2000,0,70,1867,1937,0.9816770281759091,0.7944,0.985800453066799,0.8030333333333334,0.9614326145254825,21.09851319220587,45.46554287429899,0,0,61,0.0,0.0,0.7276918888092041
PU-C,cifar10,0,0.0,0.0,70,2000,0,80,1852,1932,0.9797416212386452,0.7801,0.9849034871153074,0.7938166666666666,0.9574533498954096,26.19433389357616,52.335693267174065,0,0,71,0.0,0.0,0.7268979549407959
PU-C,cifar10,0,0.0,0.0,80,2000,0,90,1828,1918,0.9742034988594241,0.7681,0.9821129731401073,0.7818999999999999,0.9520989750633261,27.423617425660595,59.195267983712256,0,0,81,0.0,0.0,0.7132987976074219
PU-C,cifar10,0,0.0,0.0,90,2000,0,100,1845,1945,0.9847170588909648,0.7625,0.9760169012468458,0.7612333333333333,0.9422825586306296,27.24102198679437,66.07362028863281,0,0,91,0.0,0.0,0.7226608991622925
PU-C,cifar10,0,0.0,0.0,100,2000,0,110,1768,1878,0.9576889955205843,0.7702,0.9750170991986375,0.75275,0.938067698230917,32.12397596804918,72.96706492640078,0,0,101,0.0,0.0,0.7173935770988464
PU-C,cifar10,0,0.0,0.0,110,2000,0,120,1767,1887,0.9614751687622629,0.7525999999999999,0.9668048753450088,0.7316666666666668,0.9271506224227596,29.01254886497324,79.85142949596047,0,0,111,0.0,0.0,0.713588535785675
PU-C,cifar10,0,0.0,0.0,120,2000,0,130,1677,1807,0.9268750190967694,0.899,0.9999993355827854,0.8875333333333332,0.9901346603811966,162.04783913159784,86.74388470407575,0,0,121,0.0,0.0,0.9703054428100586
PU-C,cifar10,0,0.0,0.0,130,2000,0,140,1708,1848,0.9448479615384713,0.8210999999999999,0.9778135424222372,0.7602499999999998,0.94179939058338,33.72766568387463,93.64029280934483,0,0,131,0.0,0.0,0.7437506318092346
PU-C,cifar10,0,0.0,0.0,140,2000,0,150,1693,1843,0.9426795570761897,0.777,0.9667470642458059,0.7207500000000002,0.9212601386489252,39.103291777197825,100.58207158744335,0,0,141,0.0,0.0,0.6892783641815186
PU-C,cifar10,0,0.0,0.0,150,2000,0,160,1640,1800,0.9237674426403828,0.7502,0.9639686391093862,0.7086666666666666,0.9145586446216297,43.458081975846014,107.51367508620024,0,0,151,0.0,0.0,0.6721555590629578
PU-C,cifar10,0,0.0,0.0,160,2000,0,170,1641,1811,0.9286461376468651,0.7565999999999999,0.9661509164966076,0.7136333333333336,0.9173359071146335,44.65012555452708,114.4459024630487,0,0,161,0.0,0.0,0.6624742746353149
PU-C,cifar10,0,0.0,0.0,170,2000,0,180,1593,1773,0.9116921563399956,0.741,0.9598948925140685,0.69575,0.9071904946493725,45.436246549924014,121.38819651119411,0,0,171,0.0,0.0,0.6603644490242004
PU-C,cifar10,0,0.0,0.0,180,2000,0,190,1590,1780,0.914835570496507,0.7495,0.9647693845544363,0.7050333333333333,0.9125071387129982,49.68745545728698,128.3349200002849,0,0,181,0.0,0.0,0.6595765352249146
PU-C,cifar10,0,0.0,0.0,190,2000,0,200,1566,1766,0.9085403999779373,0.7448,0.9559645625661882,0.6797166666666666,0.897759923979804,51.602315148236144,135.3008604235947,0,0,191,0.0,0.0,0.6574900150299072
PU-C,cifar10,0,0.0,0.0,200,2000,0,210,1552,1762,0.9067357804160565,0.7416,0.9533257001281338,0.6729499999999999,0.8936877265261861,51.71896821672071,142.28500325325876,0,0,201,0.0,0.0,0.6536343097686768
PU-C,cifar10,0,0.0,0.0,210,2000,0,220,1517,1737,0.8954011423629709,0.7318,0.9507480911563366,0.6664666666666667,0.8897357457242135,51.86210604201885,149.25786188431084,0,0,211,0.0,0.0,0.65250164270401
PU-C,cifar10,0,0.0,0.0,220,2000,0,230,1511,1741,0.8972208629129454,0.733,0.9510765732274009,0.6640833333333334,0.8882707124456729,55.3213148846037,156.21335818897933,0,0,221,0.0,0.0,0.6558060646057129
PU-C,cifar10,0,0.0,0.0,230,2000,0,240,1484,1724,0.8894718147348613,0.7272000000000001,0.9529384249906183,0.6654833333333332,0.8891320856478466,58.91389865662225,163.18487556371838,0,0,231,0.0,0.0,0.6530284285545349
PU-C,cifar10,0,0.0,0.0,240,2000,0,250,1477,1727,0.8908421425148845,0.7281,0.9487018167374802,0.6585666666666665,0.8848545843579363,55.05565350906008,170.16690024361014,0,1,241,0.0,0.0,0.653262197971344
PU-F,cifar10,0,0.0,0.0,0,2000,0,10,1990,2000,1.0,0.9032,0.9979829734958352,0.8947499999999999,0.991810874163661,2.796970288066868,4.512964555993676,0,0,1,0.0,0.0,0.9254072308540344
PU-F,cifar10,0,0.0,0.0,10,2000,0,20,1980,2000,1.0,0.8942,0.9994185720197305,0.900183333333333,0.9929769127680252,14.307921715713533,11.632405881769955,0,0,11,0.0,0.0,0.9790311455726624
PU-F,cifar10,0,0.0,0.0,20,2000,0,30,1970,2000,1.0,0.8639,0.9996575368990834,0.8910666666666666,0.9909732041783786,33.9285312858138,18.73540223017335,0,0,21,0.0,0.0,0.9503142237663269
PU-F,cifar10,0,0.0,0.0,30,2000,0,40,1960,2000,1.0,0.8522000000000001,0.9983090413014599,0.8730666666666667,0.9863586306602766,25.358014223000797,25.84531015250832,0,0,31,0.0,0.0,0.8919009566307068
PU-F,cifar10,0,0.0,0.0,40,2000,0,50,1867,1917,0.973802047141362,0.8764,0.998476714463545,0.8726999999999999,0.9862560159128716,28.328938662454227,32.92229282204062,0,0,41,0.0,0.0,0.8161039352416992
PU-F,cifar10,0,0.0,0.0,50,2000,0,60,1839,1899,0.9664655036758631,0.8601,0.9930807195446467,0.8333166666666667,0.9734365284387286,24.724487700927295,39.98310260940343,0,0,51,0.0,0.0,0.7652763724327087
PU-F,cifar10,0,0.0,0.0,60,2000,0,70,1790,1860,0.9500212076236494,0.8488,0.9939084275997845,0.8354333333333334,0.9742101349452409,27.58385177330241,47.0006578695029,0,0,61,0.0,0.0,0.7787247896194458
PU-F,cifar10,0,0.0,0.0,70,2000,0,80,1764,1844,0.943113814573735,0.8325,0.9917494732071203,0.8303166666666665,0.972324794004731,20.67598404625708,54.03721385356039,0,0,71,0.0,0.0,0.7494246959686279
PU-F,cifar10,0,0.0,0.0,80,2000,0,90,1785,1875,0.9564194623962976,0.8404,0.9894765436480324,0.8163333333333332,0.9669135970803423,23.348546444185637,61.072485165670514,0,0,81,0.0,0.0,0.7616766691207886
PU-F,cifar10,0,0.0,0.0,90,2000,0,100,1749,1849,0.9452807642519474,0.8267,0.9927869898472336,0.8290666666666666,0.9718563368192159,27.368682200760052,68.13459348212928,0,0,91,0.0,0.0,0.7500150799751282
PU-F,cifar10,0,0.0,0.0,100,2000,0,110,1714,1824,0.9343775649322197,0.8255,0.9869591013679918,0.8066666666666668,0.9629611329145227,22.074426446189552,75.18431020248681,0,0,101,0.0,0.0,0.7512757778167725
PU-F,cifar10,0,0.0,0.0,110,2000,0,120,1695,1815,0.9304137586732395,0.8269,0.9848415380582721,0.7966,0.9586702309612255,23.422614130924398,82.26037367712706,0,0,111,0.0,0.0,0.7487955689430237
PU-F,cifar10,0,0.0,0.0,120,2000,0,130,1715,1845,0.9435477863880806,0.9,0.9999999702708637,0.8964166666666666,0.99217746703752,171.82688560648597,89.34333701152354,0,0,121,0.0,0.0,0.9890357255935669
PU-F,cifar10,0,0.0,0.0,130,2000,0,140,1770,1910,0.9709727251320146,0.8839,0.9988838518070448,0.8718166666666668,0.9860074471335799,37.332192645399566,96.48983170371503,0,0,131,0.0,0.0,0.754369854927063
PU-F,cifar10,0,0.0,0.0,140,2000,0,150,1665,1815,0.9304137586732395,0.8107,0.9917087572797798,0.8134166666666668,0.9657388058786089,38.120672345285406,103.65134249534458,0,0,141,0.0,0.0,0.7774887084960938
PU-F,cifar10,0,0.0,0.0,150,2000,0,160,1655,1815,0.9304137586732395,0.8308,0.9813453852251456,0.7713166666666667,0.9471537653475147,35.03294484567171,110.78956667985767,0,0,151,0.0,0.0,0.7170016169548035
PU-F,cifar10,0,0.0,0.0,160,2000,0,170,1622,1792,0.9202038180083036,0.8387,0.9821771379757942,0.76575,0.9444834283683277,44.387849769300935,117.91649077925831,0,0,161,0.0,0.0,0.6955879926681519
PU-F,cifar10,0,0.0,0.0,170,2000,0,180,1618,1798,0.9228777225944214,0.8344,0.9893997405576479,0.7930833333333335,0.9571305771714231,48.48095850003252,125.07713137753308,0,0,171,0.0,0.0,0.6867649555206299
PU-F,cifar10,0,0.0,0.0,180,2000,0,190,1568,1758,0.9049286050722003,0.8217,0.9774979235624588,0.74515,0.9342038147412604,48.70485458318779,132.2270181234926,0,0,181,0.0,0.0,0.6869193315505981
PU-F,cifar10,0,0.0,0.0,190,2000,0,200,1557,1757,0.9044764185091481,0.8280000000000001,0.9841010499779385,0.7619166666666666,0.9426174783380478,58.2600478499781,139.38751154392958,0,0,191,0.0,0.0,0.6880444288253784
PU-F,cifar10,0,0.0,0.0,200,2000,0,210,1557,1767,0.9089911486953497,0.8228,0.9804806604338766,0.7499666666666667,0.9366621595932354,55.61217600455311,146.5553654273972,0,0,201,0.0,0.0,0.6901842951774597
PU-F,cifar10,0,0.0,0.0,210,2000,0,220,1523,1743,0.8981298695434816,0.8123,0.9772508726584551,0.7392166666666667,0.9311308646526063,54.69573090806522,153.70491279195994,0,0,211,0.0,0.0,0.6879634857177734
PU-F,cifar10,0,0.0,0.0,220,2000,0,230,1501,1731,0.8926673778914846,0.8085,0.9785128632309645,0.7435666666666666,0.9333885785933002,54.75028540820268,160.8426868673414,0,0,221,0.0,0.0,0.6849457025527954
PU-F,cifar10,0,0.0,0.0,230,2000,0,240,1477,1717,0.8862698143348098,0.8082,0.9837300234487827,0.7565833333333333,0.9399852298183422,63.31002087992445,168.0052177850157,0,0,231,0.0,0.0,0.6859070062637329
PU-F,cifar10,0,0.0,0.0,240,2000,0,250,1516,1766,0.9085403999779373,0.8356,0.977756430540726,0.7369000000000001,0.929917822678936,59.71130368566809,175.1844751238823,0,1,241,0.0,0.0,0.6945306062698364
PU-G,cifar10,0,0.0,0.0,0,2000,0,10,1990,2000,1.0,0.8876,0.9979805463696438,0.8943666666666665,0.9917254543024185,3.0232250512039287,4.5140189519152045,0,0,1,0.0,0.0,0.9059974551200867
PU-G,cifar10,0,0.0,0.0,10,2000,0,20,1980,2000,1.0,0.9,0.9994401703320847,0.8957666666666666,0.9920354262382047,19.6933990047592,11.678429515101016,0,0,11,0.0,0.0,0.9849773049354553
PU-G,cifar10,0,0.0,0.0,20,2000,0,30,1961,1991,0.9992781420005485,0.8654,0.9997600750423218,0.8874333333333333,0.990110436440402,46.504931904215034,18.782851566560566,0,0,21,0.0,0.0,0.9591984152793884
PU-G,cifar10,0,0.0,0.0,30,2000,0,40,1886,1926,0.9773880242137238,0.8258,0.9983171485994514,0.8625333333333335,0.9832811369904103,39.084202990814134,25.845237178727984,0,0,31,0.0,0.0,0.8956581950187683
PU-G,cifar10,0,0.0,0.0,40,2000,0,50,1740,1790,0.9193109697662294,0.7991,0.9961241012418269,0.8469666666666666,0.9782641491271672,31.709515399802733,32.848760220222175,0,0,41,0.0,0.0,0.7897385358810425
PU-G,cifar10,0,0.0,0.0,50,2000,0,60,1670,1730,0.8922112711588852,0.8063,0.9951731652742517,0.8476,0.9784786812483225,23.38908319050735,39.75835750345141,0,0,51,0.0,0.0,0.7571700811386108
PU-G,cifar10,0,0.0,0.0,60,2000,0,70,1727,1797,0.9224325626855716,0.8482000000000001,0.9948206811873186,0.8426833333333333,0.9767908542374357,26.04463588336823,46.688467557542026,0,0,61,0.0,0.0,0.7707180380821228
PU-G,cifar10,0,0.0,0.0,70,2000,0,80,1724,1804,0.9255444450536743,0.841,0.9949137927823831,0.8392499999999999,0.9755821759556247,30.48127378502356,53.65858784690499,0,0,71,0.0,0.0,0.7717238664627075
PU-G,cifar10,0,0.0,0.0,80,2000,0,90,1673,1763,0.9071871771593578,0.8236,0.9920212121466209,0.82785,0.9713974410848556,24.37254365173635,60.63516027573496,0,0,81,0.0,0.0,0.756938099861145
PU-G,cifar10,0,0.0,0.0,90,2000,0,100,1640,1740,0.8967661451315507,0.8215,0.9914838065072955,0.8139333333333334,0.9659480427096457,36.1323071454953,67.5995881780982,0,0,91,0.0,0.0,0.7484374046325684
PU-G,cifar10,0,0.0,0.0,100,2000,0,110,1564,1674,0.8664705372066237,0.795,0.9873082192218109,0.7993333333333332,0.9598525291670941,30.481340639211517,74.55136309470981,0,0,101,0.0,0.0,0.7394036054611206
PU-G,cifar10,0,0.0,0.0,110,2000,0,120,1591,1711,0.8835202754708007,0.8102,0.9960291232345887,0.8426833333333332,0.9767908542374357,36.00571409615915,81.49398381263018,0,0,111,0.0,0.0,0.7531067132949829
PU-G,cifar10,0,0.0,0.0,120,2000,0,130,1720,1850,0.9457132678362541,0.9,0.9999999706290053,0.9001666666666666,0.9929734650236217,152.2005057020539,88.4614667929709,0,0,121,0.0,0.0,0.9958040714263916
PU-G,cifar10,0,0.0,0.0,130,2000,0,140,1711,1851,0.946145469439216,0.8998,0.9989868622115351,0.8618166666666667,0.9830621882722393,55.97042564789495,95.560874867253,0,0,131,0.0,0.0,0.8009443879127502
PU-G,cifar10,0,0.0,0.0,140,2000,0,150,1621,1771,0.9107924906420521,0.8233,0.9866154122818847,0.79205,0.9566742433088158,34.97425592074428,102.65687181800604,0,0,141,0.0,0.0,0.7393307685852051
PU-G,cifar10,0,0.0,0.0,150,2000,0,160,1580,1740,0.8967661451315507,0.8009999999999999,0.9839521184792859,0.7784833333333332,0.9505216415110266,37.86311028725304,109.75550659373403,0,0,151,0.0,0.0,0.7016593813896179
PU-G,cifar10,0,0.0,0.0,160,2000,0,170,1566,1736,0.8949458607239649,0.7985,0.9807876938074941,0.7661333333333334,0.94466881527268,38.32006704753041,116.85387712344527,0,0,161,0.0,0.0,0.6918508410453796
PU-G,cifar10,0,0.0,0.0,170,2000,0,180,1549,1729,0.8917550292098895,0.804,0.9775944366612132,0.7571166666666665,0.9402503289556663,36.122298417374815,123.96510581672192,0,0,171,0.0,0.0,0.687958300113678
PU-G,cifar10,0,0.0,0.0,180,2000,0,190,1556,1746,0.8994922958663665,0.8029999999999999,0.9826608867136443,0.7681166666666667,0.9456244574351766,43.79192487282916,131.09249405376613,0,0,181,0.0,0.0,0.6905317902565002
PU-G,cifar10,0,0.0,0.0,190,2000,0,200,1523,1723,0.8890147752827033,0.796,0.9736372353673292,0.7405833333333334,0.9318430087504507,39.865187612849,138.22081627696753,0,0,191,0.0,0.0,0.6830650568008423
PU-G,cifar10,0,0.0,0.0,200,2000,0,210,1511,1721,0.8881003047572449,0.7866,0.9717865876560101,0.7319833333333333,0.9273191188723344,42.83864359137905,145.33622332382947,0,0,201,0.0,0.0,0.6857485771179199
PU-G,cifar10,0,0.0,0.0,210,2000,0,220,1498,1718,0.8867276291130111,0.7812,0.9675058111066771,0.7202833333333332,0.9210048266832227,41.77053376829021,152.4641252718866,0,0,211,0.0,0.0,0.6818431615829468
PU-G,cifar10,0,0.0,0.0,220,2000,0,230,1468,1698,0.8775478116003796,0.7744,0.9673190491984425,0.7149499999999999,0.9180668705721464,46.81233866643894,159.58823464252055,0,0,221,0.0,0.0,0.6804718375205994
PU-G,cifar10,0,0.0,0.0,230,2000,0,240,1476,1716,0.8858118723728694,0.787,0.9754523123273051,0.7323333333333333,0.9275051944660354,55.664982184497546,166.7279858291149,0,0,231,0.0,0.0,0.6845340728759766
PU-G,cifar10,0,0.0,0.0,240,2000,0,250,1444,1694,0.8757061018259265,0.7767999999999999,0.9813384767094463,0.7506333333333334,0.9369998238468447,58.81217537625258,173.87202194985002,0,1,241,0.0,0.0,0.6805613040924072
GREATS,cifar10,0,0.0,0.0,0,2000,0,10,1990,2000,,0.9002,0.9980693552530905,0.8963166666666665,0.9921556922726242,2.356182267642452,4.509981668554246,0,0,1,0.0,0.0,0.9408913254737854
GREATS,cifar10,0,0.0,0.0,10,2000,0,20,1980,2000,,0.9,0.9994843362047134,0.8974166666666666,0.9923936565581464,18.964701418682925,11.4244101382792,0,0,11,0.0,0.0,0.9872399568557739
GREATS,cifar10,0,0.0,0.0,20,2000,0,30,1970,2000,,0.9,0.9997885407403763,0.8940333333333332,0.9916508422123109,37.3260781896432,18.340592817403376,0,0,21,0.0,0.0,0.9663574695587158
GREATS,cifar10,0,0.0,0.0,30,2000,0,40,1960,2000,,0.879,0.9971622193100574,0.8610500000000001,0.982826645528644,25.52557659552365,25.26005599554628,0,0,31,0.0,0.0,0.8959248661994934
GREATS,cifar10,0,0.0,0.0,40,2000,0,50,1950,2000,,0.8484,0.9950183688891119,0.8477,0.9785124761207682,22.234820815998333,32.17786312941462,0,0,41,0.0,0.0,0.8175973296165466
GREATS,cifar10,0,0.0,0.0,50,2000,0,60,1928,1988,,0.8275,0.9919394365525442,0.8330333333333333,0.973332294677418,19.10516290016974,39.11197076737881,0,0,51,0.0,0.0,0.7483828663825989
GREATS,cifar10,0,0.0,0.0,60,2000,0,70,1920,1990,,0.8177,0.990022326192832,0.8201333333333333,0.9684206819966523,22.193882058997133,46.06659839209169,0,0,61,0.0,0.0,0.7346146702766418
GREATS,cifar10,0,0.0,0.0,70,2000,0,80,1907,1987,,0.8071,0.9877430762326235,0.8098500000000001,0.9642812423493968,22.200574733478703,53.02689821179956,0,0,71,0.0,0.0,0.726206362247467
GREATS,cifar10,0,0.0,0.0,80,2000,0,90,1903,1993,,0.8152,0.9897982580750929,0.8144833333333332,0.9661702451095514,26.575567786556203,60.007088038139045,0,0,81,0.0,0.0,0.7272313833236694
GREATS,cifar10,0,0.0,0.0,90,2000,0,100,1888,1988,,0.7757000000000001,0.9847753068001694,0.7929666666666666,0.9570791444169496,26.517726454674236,67.00581219512969,0,0,91,0.0,0.0,0.7291028499603271
GREATS,cifar10,0,0.0,0.0,100,2000,0,110,1882,1992,,0.7787999999999999,0.9892491810746107,0.8028499999999998,0.9613548778533608,36.04755934113823,74.01944200415164,0,0,101,0.0,0.0,0.7235152125358582
GREATS,cifar10,0,0.0,0.0,110,2000,0,120,1867,1987,,0.7784,0.9890665953158786,0.8061666666666665,0.9627521577448962,31.546185541910393,81.0461947452277,0,0,111,0.0,0.0,0.721137523651123
GREATS,cifar10,0,0.0,0.0,120,2000,0,130,1688,1818,,0.9,0.9999999996256183,0.8983833333333332,0.9925999364558945,226.0431796897282,88.07947657629848,0,0,121,0.0,0.0,0.9892939329147339
GREATS,cifar10,0,0.0,0.0,130,2000,0,140,1789,1929,,0.8751,0.9946061802006604,0.82805,0.971473073835893,41.45863340549261,95.07986365817487,0,0,131,0.0,0.0,0.75705885887146
GREATS,cifar10,0,0.0,0.0,140,2000,0,150,1807,1957,,0.8269,0.9856485094716847,0.7833666666666665,0.9527703876571055,40.02359963449404,102.13417386170477,0,0,141,0.0,0.0,0.7387868762016296
GREATS,cifar10,0,0.0,0.0,150,2000,0,160,1742,1902,,0.776,0.9736632521382252,0.7310333333333333,0.9268132243546588,50.346305709447904,109.18884991202503,0,0,151,0.0,0.0,0.6920947432518005
GREATS,cifar10,0,0.0,0.0,160,2000,0,170,1740,1910,,0.7583,0.9715897701412979,0.7257166666666668,0.923959679172543,48.99348330679558,116.25605860445648,0,0,161,0.0,0.0,0.6720172166824341
GREATS,cifar10,0,0.0,0.0,170,2000,0,180,1710,1890,,0.752,0.9681825949915739,0.7107666666666665,0.9157367596349807,54.28938880719599,123.33628604281694,0,0,171,0.0,0.0,0.6699548363685608
GREATS,cifar10,0,0.0,0.0,180,2000,0,190,1697,1887,,0.7415,0.9644840287757197,0.7022333333333334,0.9109148437929009,51.89486426274199,130.42835572734475,0,0,181,0.0,0.0,0.6689494848251343
GREATS,cifar10,0,0.0,0.0,190,2000,0,200,1703,1903,,0.7602,0.9664588559830225,0.7070833333333333,0.9136666871781333,52.75377963132969,137.53816923405975,0,0,191,0.0,0.0,0.6703599691390991
