dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
mnist,MaxLoss,0.4,0.0,3,300.0,0.0,258.3333333333333,11.83685393637647,558.3333333333334,11.83685393637647,0.6125000147537017,0.011667899135683663,0.45,0.0030435724623102465,0.8427785963020008,0.0074802893038801695,0.25823,0.00885591892465148,0.41396316567808095,0.009728426189800675,470.0920108089678,13.001187346953209,2.2305189117323607,0.008950583199689421,0.0,0.0,297.0,0.0
mnist,MaxLoss,0.4,0.2,3,300.0,0.0,154.0,5.033222956847167,454.0,5.033222956847167,0.6273273556143977,0.0061761735900728075,0.4367666666666667,0.015419071884448108,0.8234416586064984,0.00511750550358798,0.1954875,0.0057387162835719,0.3428632991216463,0.006701929215520295,443.44439930886347,3.2919928921289907,2.193588908373689,0.001276295322454477,0.0,0.0,297.0,0.0
mnist,MaxLoss,0.4,0.4,3,300.0,0.0,65.66666666666667,6.76592771006148,365.6666666666667,6.765927710061479,0.6763894213169502,0.010873407357691125,0.4204666666666667,0.002201766967182887,0.8085921157287275,0.011882044217599695,0.11071666666666669,0.00966481304067032,0.23827523951172547,0.012574146166959527,450.52923115377115,8.599852808709217,2.105652744959419,0.001160987900422133,0.0,0.0,297.0,0.0
mnist,MaxLoss,0.4,0.6,3,245.0,6.3508529610858835,0.0,0.0,245.0,6.3508529610858835,0.6925017546939974,0.01515326280039026,0.4029,0.02699895059689049,0.7238227760828727,0.007610681285707113,0.0006583333333333275,0.0002315407331574957,0.054946624098065,0.0009996412600268903,401.6444241664329,10.776688823105323,1.6490508846472949,0.0416621595066426,1.0,0.0,242.0,6.3508529610858835
mnist,MaxLoss,0.4,0.8,3,126.33333333333333,8.412952976082641,0.0,0.0,126.33333333333333,8.412952976082641,0.737687164665355,0.03871186905422838,0.4303333333333333,0.02975882688846752,0.796742432592857,0.0149760443054251,0.0010833333333333344,0.000633333333333334,0.056458977121233954,0.0023638600262462996,254.08464518958985,12.565763488936694,0.8671832016358773,0.05270445308836139,1.0,0.0,123.33333333333333,8.412952976082641
mnist,PU-C,0.0,0.0,3,226.33333333333334,7.218802609235905,0.0,0.0,226.33333333333334,7.218802609235905,0.2719165697538604,0.007730995191905726,0.07733333333333332,0.0019717448561560403,0.399556908612082,0.0020780441901084848,0.0007066666666666672,0.0002465990898424226,0.05515542110959246,0.0010233190749863118,311.6570287526476,3.279535462769191,2.156702864371861,0.06208982973703577,1.0,0.0,223.33333333333334,7.218802609235905
mnist,PU-C,0.0,0.2,3,189.66666666666666,5.6960024968783545,0.0,0.0,189.66666666666666,5.6960024968783545,0.2886391269857995,0.007635044002967312,0.08639999999999999,0.002402776172125341,0.4006019343041643,0.001720257543500293,0.0014791666666666566,0.0007685326025036953,0.0577264257737265,0.003069888571323919,244.3145360244797,6.944940206224993,1.7829028776225944,0.05228713764140485,1.0,0.0,186.66666666666666,5.6960024968783545
mnist,PU-C,0.0,0.4,3,160.0,4.358898943540674,0.0,0.0,160.0,4.358898943540674,0.328131780513407,0.007779349006757936,0.09063333333333334,0.004108662934716255,0.44192384830576353,0.005600567731867342,0.0006500000000000072,0.00023648662948658693,0.05489236881289556,0.001071926173100527,222.8391772727775,3.649390684737864,1.4411798963944118,0.03509740806552005,1.0,0.0,157.0,4.358898943540674
mnist,PU-C,0.0,0.6,3,119.33333333333333,6.76592771006148,0.0,0.0,119.33333333333333,6.76592771006148,0.3752535543365714,0.01811072593750043,0.12293333333333338,0.0052960152735597125,0.5018618314053245,0.01355225688407537,0.001108333333333325,0.0006010985313943464,0.056583901968845274,0.0022489250199181736,184.81094680061162,7.71600288596551,1.0206624530255795,0.056469894736618655,1.0,0.0,116.33333333333333,6.76592771006148
mnist,PU-C,0.0,0.8,3,70.33333333333333,3.1797973380564857,0.0,0.0,70.33333333333333,3.1797973380564857,0.46247900285137195,0.016736594359465527,0.15333333333333332,0.008167482952402019,0.6168289614939572,0.008644747831232017,0.002083333333333335,0.0007623064417352855,0.06005349412235967,0.0026602948631214984,134.1408380013624,4.379898879105468,0.6025548734081289,0.025013750537025557,1.0,0.0,67.33333333333333,3.1797973380564857
mnist,PU-C,0.4,0.0,3,300.0,0.0,310.0,7.937253933193772,610.0,7.937253933193772,0.663205592854259,0.007742272641451173,0.3395333333333333,0.01191082607453313,0.8408144144361694,0.004246619237217828,0.30972333333333335,0.008146697354006577,0.4695940846919262,0.008639771144100472,357.50351282342035,5.2480777790427595,3.3301716816301146,0.029702410266540278,0.0,0.0,297.0,0.0
mnist,PU-C,0.4,0.2,3,300.0,0.0,205.33333333333334,4.371625682868,505.3333333333333,4.371625682868,0.6898272026640674,0.005271029642805319,0.3988333333333333,0.025080226828674786,0.829276609745246,0.0016631415295080682,0.25569583333333334,0.0050023553480113715,0.4112150824880351,0.005514502233397804,345.05135794615626,5.2462739784566965,3.1049068619807563,0.011833279992983416,0.0,0.0,297.0,0.0
mnist,PU-C,0.4,0.4,3,300.0,0.0,114.33333333333333,7.512951779723097,414.3333333333333,7.512951779723097,0.753639830062942,0.011756351454369023,0.37106666666666666,0.014375480668292263,0.8300245393775434,0.01063953398887928,0.1907833333333334,0.012923292207540675,0.33718323346115575,0.015184058937215318,352.5958474471799,7.488835362176499,2.8595508110399046,0.010739876584819143,0.0,0.0,297.0,0.0
mnist,PU-C,0.4,0.6,3,300.0,0.0,11.666666666666666,4.409585518440984,311.6666666666667,4.409585518440984,0.8456741311626198,0.009642298458979346,0.3919333333333334,0.021684274896287825,0.768416442532811,0.014541367458196598,0.03317499999999999,0.010473428680873016,0.1242883416806771,0.017815365959722072,369.710485537071,1.226090817559592,2.591709940073391,0.00628306139379258,0.0,0.0,297.0,0.0
