method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,0,0.0,0.4,600,400,152,0,152,0.3138464574003592,0.09240000000000004,0.45067662830965366,0.0009499999999999998,0.05622195655448998,229.00802896593348,1.3769563001114875,1,149,0.0,0.0,0.5873423218727112
PU-F,mnist,0,0.0,0.4,600,400,139,0,139,0.29044268507277593,0.10229999999999995,0.4503840157367313,0.00020000000000000128,0.05286101809387794,234.0798284103857,1.5286145207937807,1,136,0.0,0.0,0.5840119123458862
MaxLoss,mnist,0,0.0,0.6,400,600,106,0,106,0.33955328253796324,0.11950000000000005,0.49584792050071946,0.001174999999999976,0.05709487404334873,179.72975193387077,0.7562870080582798,1,103,0.0,0.0,0.5865349173545837
Marginal,mnist,0,0.0,0.6,400,600,206,0,206,0.597828465688508,0.13660000000000005,0.5441754378533324,0.0002249999999999952,0.052993488436324065,220.567497645501,1.5376550119835883,1,203,0.0,0.0,0.5923002362251282
PU-C,mnist,0,0.0,0.6,400,600,128,0,128,0.3984058715868741,0.13270000000000004,0.5262558026262267,0.0022999999999999843,0.061024206274416126,197.3173135562281,1.093303730012849,1,125,0.0,0.0,0.5837008357048035
PU-F,mnist,0,0.0,0.6,400,600,115,0,115,0.3637887432705611,0.11729999999999996,0.5237860271646184,0.0016249999999999932,0.058739243945283244,198.08301948069862,1.1275067871902138,1,112,0.0,0.0,0.587005078792572
MaxLoss,mnist,0,0.0,0.8,200,800,71,0,71,0.466117879957892,0.14170000000000005,0.6257834932894468,0.003400000000000003,0.06443656647584979,135.4623129287973,0.5168943009339273,1,68,0.0,0.0,0.5777958631515503
Marginal,mnist,0,0.0,0.8,200,800,115,0,115,0.685791262309067,0.14490000000000003,0.6585656534546377,0.007050000000000006,0.07424970461642783,145.5711192310128,0.8611747699324042,1,112,0.0,0.0,0.5780624747276306
PU-C,mnist,0,0.0,0.8,200,800,76,0,76,0.4922459591762163,0.137,0.6220644979872625,0.0006500000000000006,0.05498484923731912,139.84379815762793,0.6473507031332701,1,73,0.0,0.0,0.582841157913208
PU-F,mnist,0,0.0,0.8,200,800,71,0,71,0.466117879957892,0.15359999999999996,0.6339421857752094,0.005900000000000005,0.071335540444118,135.04707746389514,0.6708672710228711,1,68,0.0,0.0,0.5780602693557739
MaxLoss,mnist,0,0.4,0.0,1000,0,300,247,547,0.6013305088272318,0.45099999999999996,0.8301853500252298,0.25098,0.4060186429271221,445.8438147347196,2.212647228036076,0,297,0.46,0.0,0.5773926973342896
Marginal,mnist,0,0.4,0.0,1000,0,300,309,609,0.6622458679485135,0.3486,0.8331148360732046,0.30873,0.46859389845465393,338.3407280518589,2.565701413201168,0,297,0.38,0.0,0.5904644727706909
PU-C,mnist,0,0.4,0.0,1000,0,300,313,613,0.6661445871577598,0.35450000000000004,0.8445530346471978,0.31256000000000006,0.4726465805355406,362.34550064701966,3.2758601668756455,0,297,0.39666666666666667,0.0,0.570464551448822
