method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2544,2598,0.5455656243138947,0.48924999999999996,0.48925,,,,,1.0490290569141507,0,1,51,0.37037037037037035,0.5370370370370371,0.7666083574295044,0.7666083574295044,0.990974485874176,0.08239238779499845,0.7358490566037735,0.7924528301886793,0.7169811320754716,0.9960383613659184,0.46296296296296297,0.2612290617735477,1.3693854691132261
Marginal,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,1980,2034,0.432117922056932,0.35824999999999996,0.35825,,,,,0.8233111454173923,0,1,51,0.24074074074074073,0.8333333333333334,0.6233757734298706,0.6233757734298706,0.9961313009262085,0.04064909284407238,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.6500224216483541,0.16666666666666666,0.22087652599190044,1.3895617370040498
EL2N,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2383,2437,0.5133174809161574,0.46499999999999997,0.465,,,,,0.8358389222994447,0,1,51,0.37037037037037035,0.6111111111111112,0.7358392477035522,0.7358392477035522,0.9998745918273926,0.088732141368794,0.660377358490566,0.7358490566037735,0.6415094339622641,0.964078764808229,0.3888888888888889,0.2824677952984674,1.3587661023507662
GraNdLast,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2301,2355,0.4968511463375762,0.43125,0.43125,,,,,0.858480105176568,0,1,51,0.3888888888888889,0.6111111111111112,0.7506908774375916,0.7506908774375916,0.9996896982192993,0.08457088127802566,0.7735849056603774,0.7735849056603774,0.6792452830188679,0.964078764808229,0.3888888888888889,0.2705399153189338,1.364730042340533
RHO-PretrainRef,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2559,2613,0.548564555705525,0.50925,0.50925,,,,,1.0340933501720428,0,1,51,0.42592592592592593,0.5925925925925926,0.7495062351226807,0.7495062351226807,0.9999042749404907,0.09020767937291344,0.6981132075471698,0.7358490566037735,0.6415094339622641,0.975119064940866,0.4074074074074074,0.27986729506155505,1.3600663524692225
PU-R,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2488,2542,0.5343612338765524,0.5527500000000001,0.55275,,,,,1.1464689215645194,0,1,51,0.3333333333333333,0.7407407407407407,0.6833130121231079,0.6833130121231079,0.9908764958381653,0.0855730895726186,0.8679245283018868,0.8301886792452831,0.7924528301886793,0.8256265261578954,0.25925925925925924,0.29057256517655117,1.3547137174117245
GREATS,boundary_duplicate_fashion_mnist,0,0.3,0.0,50,50,5000,0,54,2377,2431,,0.52275,0.52275,,,,,1.247483684681356,0,1,51,0.48148148148148145,0.8333333333333334,0.729733407497406,0.729733407497406,0.9981722831726074,0.07123884165062094,0.8301886792452831,0.8867924528301887,0.7735849056603774,0.6500224216483541,0.16666666666666666,0.25865453127514787,1.370672734362426
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.1,50,50,4500,500,54,2087,2141,0.5029489270527847,0.40874999999999995,0.40875,,,,,0.5685691153630614,0,1,51,0.35185185185185186,0.6666666666666666,0.7160448431968689,0.7160448431968689,0.9999076724052429,0.08387931590934969,0.7924528301886793,0.8301886792452831,0.7358490566037735,0.9182958340544894,0.3333333333333333,0.279625976720372,1.360187011639814
Marginal,boundary_duplicate_fashion_mnist,0,0.3,0.1,50,50,4500,500,54,1801,1855,0.4388800003216602,0.33575,0.33575,,,,,0.7955624256283045,0,1,51,0.3333333333333333,0.7777777777777778,0.6444052457809448,0.6444052457809448,0.9970614910125732,0.03677442641753071,0.9811320754716981,0.9811320754716981,0.9811320754716981,0.7642045065086203,0.2222222222222222,0.21229558945261043,1.3938522052736948
EL2N,boundary_duplicate_fashion_mnist,0,0.3,0.1,50,50,4500,500,54,2378,2432,0.5676790600991808,0.57075,0.57075,,,,,0.831172052770853,0,1,51,0.5,0.6111111111111112,0.742950975894928,0.742950975894928,0.9656373262405396,0.07602627322358906,0.7735849056603774,0.8679245283018868,0.7547169811320755,0.964078764808229,0.3888888888888889,0.2655118272812807,1.3672440863593596
