method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
GREATS,mnist,2,0.0,0.6,400,600,126,0,126,,0.13229999999999997,0.5675294331395799,0.005924999999999991,0.07140031333050374,217.59463161568337,0.9928657496348023,1,123,0.0,0.0,0.6091494560241699
MaxLoss,mnist,2,0.0,0.8,200,800,61,0,61,0.41287834162358195,0.1734,0.6048415490946433,5.000000000000004e-05,0.05198331277668628,133.7105114066051,0.3874020669609308,1,58,0.0,0.0,0.5704553723335266
PU-C,mnist,2,0.0,0.8,200,800,65,0,65,0.43433705548522994,0.15400000000000003,0.5981155023482422,0.0019000000000000017,0.059692450992993536,125.6523345843193,0.479386524297297,1,62,0.0,0.0,0.5808135867118835
PU-F,mnist,2,0.0,0.8,200,800,67,0,67,0.44498383486643434,0.18059999999999998,0.609685690638073,0.0019000000000000017,0.059692450992993536,130.91732349021518,0.5431539788842201,1,64,0.0,0.0,0.5867940783500671
PU-G,mnist,2,0.0,0.8,200,800,99,0,99,0.6085444024647586,0.17220000000000002,0.6110072346462632,0.0004500000000000004,0.054095117094987655,135.17869936857252,0.7832214282825589,1,96,0.0,0.0,0.5965149998664856
GREATS,mnist,2,0.0,0.8,200,800,72,0,72,,0.15780000000000005,0.6395485111279124,5.000000000000004e-05,0.05198331277668628,150.56054919292058,0.5703352047130466,1,69,0.0,0.0,0.5875368714332581
MaxLoss,mnist,2,0.4,0.0,1000,0,300,239,539,0.5934058632701635,0.47729999999999995,0.8367566677117639,0.24023999999999993,0.3940527709811425,490.49041161074996,1.875268118456006,0,297,0.44333333333333336,0.0,0.5850840210914612
PU-C,mnist,2,0.4,0.0,1000,0,300,304,604,0.6573669976205565,0.3255,0.8346467231801118,0.30435,0.4639451635538113,350.5344742884884,2.6820605723187327,0,297,0.3566666666666667,0.0,0.5712891817092896
PU-F,mnist,2,0.4,0.0,1000,0,300,298,598,0.6515043885447085,0.3992,0.8479277342053209,0.29666000000000003,0.45574649044718607,403.5018974615073,4.522737069055438,0,297,0.41,0.0,0.6012200117111206
PU-G,mnist,2,0.4,0.0,1000,0,300,346,646,0.6981570358620957,0.42269999999999996,0.8752659836046658,0.34651,0.5080855005748014,391.1303730301712,4.346622386015952,0,297,0.4066666666666667,0.0,0.569646418094635
GREATS,mnist,2,0.4,0.0,1000,0,300,259,559,,0.47450000000000003,0.8436480537864324,0.26057,0.4166111906687232,466.7211176858484,2.9972108621150255,0,297,0.44666666666666666,0.0,0.6194136738777161
MaxLoss,mnist,2,0.4,0.2,800,200,300,146,446,0.6175004664692096,0.4437,0.8200025303833426,0.18613749999999998,0.33192550660591513,453.37894957956166,1.8611691314727068,0,297,0.4666666666666667,0.0,0.5868150591850281
PU-C,mnist,2,0.4,0.2,800,200,300,219,519,0.7062848287750967,0.47929999999999995,0.8392542295781937,0.273525,0.4307882269124278,338.56108842714826,2.572679099626839,0,297,0.42333333333333334,0.0,0.5812219381332397
PU-F,mnist,2,0.4,0.2,800,200,300,200,500,0.683394037943799,0.44420000000000004,0.8403610956022074,0.25175000000000003,0.4068722985598888,379.2999026295427,3.9961199816316366,0,297,0.43,0.0,0.5904479026794434
PU-G,mnist,2,0.4,0.2,800,200,300,236,536,0.7266273940331303,0.4706,0.8541398392888678,0.29502500000000004,0.4539972087369876,339.6380887264405,3.8921070117503405,0,297,0.3933333333333333,0.0,0.5731523633003235
GREATS,mnist,2,0.4,0.2,800,200,300,147,447,,0.4355,0.8224524579019022,0.18127500000000002,0.3261720462730394,470.24696854862987,2.855765118263662,0,297,0.46,0.0,0.6143336892127991
MaxLoss,mnist,2,0.4,0.4,600,400,300,68,368,0.6801824210560881,0.4102,0.8162182056425523,0.11359999999999999,0.24226470901434854,460.23361877978647,1.7891788128763437,0,297,0.44333333333333336,0.0,0.5815484523773193
PU-C,mnist,2,0.4,0.4,600,400,300,124,424,0.7687718385714106,0.3558,0.840809415448986,0.20806666666666665,0.3575051404122748,347.1768155913626,2.411758529022336,0,297,0.38,0.0,0.5876270532608032
PU-F,mnist,2,0.4,0.4,600,400,300,86,386,0.7089780222158879,0.3929,0.8198025076303653,0.1429166666666667,0.2795918512441639,411.285959960352,3.35041518881917,0,297,0.41333333333333333,0.0,0.6051502227783203
PU-G,mnist,2,0.4,0.4,600,400,300,136,436,0.787344501062762,0.4383,0.8627033114365743,0.22749999999999995,0.379710906617223,367.0407004007803,3.381650767289102,0,297,0.42,0.0,0.5807335376739502
GREATS,mnist,2,0.4,0.4,600,400,300,46,346,,0.43379999999999996,0.779191041080487,0.07731666666666664,0.1931427584765532,458.45460368958317,2.6398941772058606,0,297,0.43333333333333335,0.0,0.6126646399497986
MaxLoss,mnist,2,0.4,0.6,400,600,243,0,243,0.6878190583665855,0.4284,0.7329724426267306,0.001224999999999986,0.057283712427103006,410.21216239759957,1.3942646635696292,1,240,0.43209876543209874,0.0,0.5791326761245728
PU-C,mnist,2,0.4,0.6,400,600,300,13,313,0.8486699748318642,0.42969999999999997,0.7743178341586066,0.038825000000000005,0.13504068193946792,363.4724529774564,2.2144897785037756,0,297,0.42333333333333334,0.0,0.5964958071708679
PU-F,mnist,2,0.4,0.6,400,600,284,0,284,0.7837607829715125,0.4151,0.7285529209377041,0.00019999999999999684,0.05286101809387794,410.9363431743795,2.5965584125369787,1,281,0.44366197183098594,0.0,0.6045758724212646
PU-G,mnist,2,0.4,0.6,400,600,300,28,328,0.8809881033957936,0.4236,0.8213766810292429,0.07272499999999998,0.18661653520592378,375.54878534262065,2.7881060168147087,0,297,0.41333333333333333,0.0,0.5853404402732849
GREATS,mnist,2,0.4,0.6,400,600,272,0,272,,0.44489999999999996,0.7505437828751595,0.00012499999999999846,0.05244452911837699,442.97967046793667,2.1804662300273776,1,269,0.4338235294117647,0.0,0.5931282639503479
MaxLoss,mnist,2,0.4,0.8,200,800,136,0,136,0.7823460139916278,0.4709,0.8175505160376284,0.002450000000000002,0.061509265906735056,268.89081552092,0.7879237094894052,1,133,0.47058823529411764,0.0,0.5693956017494202
PU-C,mnist,2,0.4,0.8,200,800,160,0,160,0.8843674039817415,0.43489999999999995,0.7904173782846099,0.0,0.051604029648496474,251.49017316724326,1.1339814849197865,1,157,0.4375,0.0,0.5948928594589233
PU-F,mnist,2,0.4,0.8,200,800,144,0,144,0.8174878701101989,0.4474,0.8294223454533245,0.0047000000000000045,0.06813892076999556,275.70572575773593,1.1686656959354877,1,141,0.4652777777777778,0.0,0.6163806915283203
PU-G,mnist,2,0.4,0.8,200,800,176,0,176,0.9448606470832601,0.46619999999999995,0.8172976458450646,0.010000000000000009,0.08123810557761997,252.58680268753793,1.4393874099478126,1,173,0.4659090909090909,0.0,0.6053115129470825
GREATS,mnist,2,0.4,0.8,200,800,135,0,135,,0.4737,0.8441238909282673,0.009500000000000008,0.08009436518131559,282.1843970057083,1.0473136650398374,1,132,0.45925925925925926,0.0,0.6092424392700195
