method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,selection_steps,certified_bound,test_error,pool_empirical_error,support_empirical_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,self_selected_bound,self_selected_bound_raw,self_selected_empirical_risk,self_selected_initial_gap,self_selected_reciprocal_gap,self_selected_total_gap,self_selected_lipschitz_sample,self_selected_log_cover_constant,self_selected_concentration_rate_constant,self_selected_data_diameter,self_selected_dimension,self_selected_wasserstein_p,ada_bound,ada_bound_raw,ada_empirical_risk,ada_alpha,ada_query_count,ada_initial_size,ada_final_size,ada_sigma,ada_beta,ada_epsilon,ada_delta_sum,ada_gamma_star,runtime_sec,stop_reached,train_calls,loss_eval_count,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,2,0.4,0.5,1500,1500,600,444,1044,596,0.7378008639789186,0.48929999999999996,0.4913333333333333,0.4883333333333333,0.8307263235912083,0.4949733333333334,0.7141362878510007,54.99142973709626,1.0,31.308785415176025,0.4883333333333333,1.0120433825029667,29.808408699339726,30.820452081842692,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.6211022817146201,0.4913333333333333,1.1297689483812867,597,1500,1500,0.1193776641714437,0.00012568600613418795,0.3076923076923077,2.811994428950886,19.808426946394334,52.668348317965865,0,597,715206,0.4033333333333333,0.0,0.000247964053414762
PU-C,mnist,2,0.4,0.6,1200,1800,600,271,871,596,0.7706100094364956,0.37360000000000004,0.2975,0.1433333333333333,0.900297651751269,0.3014833333333334,0.5292149941298278,531.8935502907497,1.0,36.74355510507251,0.1433333333333333,1.0123311061396187,35.58789066559956,36.60022177173918,0.9991666666666666,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.5714205872969234,0.2975,1.2739205872969235,597,1200,1200,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.8448711317599897,18.29704924811496,49.77462723199278,0,597,536106,0.4216666666666667,0.0,0.20610453188419342
PU-C,mnist,2,0.4,0.7,900,2100,600,159,759,596,0.8842605339596048,0.4868,0.49888888888888894,0.4833333333333333,0.9654896145839491,0.4902222222222221,0.7099860468771142,351.74415078565676,1.0,45.52856760582997,0.4833333333333333,1.0127021671347267,44.03253210536191,45.045234272496636,0.9988888888888889,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,2.058974936525863,0.49888888888888894,1.5600860476369742,597,900,900,0.1193776641714437,0.00012568600613418795,0.6153846153846154,0.9099423362919455,13.848054607795177,42.69743290916085,0,597,357006,0.3883333333333333,0.0,0.0016713052755221725
PU-C,mnist,2,0.4,0.8,600,2400,594,0,594,590,0.9988994072191417,0.507,0.4833333333333333,0.4882154882154882,0.9998762460682805,0.4852000000000001,0.7055785430198275,1218.5543805054022,1.0,58.417734730669444,0.4882154882154882,1.0132253791814296,56.91629386327253,57.92951924245396,0.9983333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,2.353891025020167,0.4833333333333333,1.8705576916868336,591,600,600,0.24244620170823308,0.00099817731491033,0.46153846153846156,0.3490345315515052,18.965020530794305,37.138220495544374,1,591,177891,0.398989898989899,0.0,0.0002133856323780492
PU-C,mnist,3,0.0,0.0,3000,0,600,108,708,596,0.26344095007516444,0.06310000000000004,0.036666666666666625,0.0033333333333332993,0.40107892238879955,0.03776666666666666,0.19127539314550818,295.714542502454,1.0,17.392342160032694,0.0033333333333332993,1.0111501526918,16.37785867400756,17.38900882669936,0.9996666666666667,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,0.8580769857259958,0.8580769857259958,0.036666666666666625,0.8214103190593292,597,3000,3000,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.2478772085903165,19.29827820173125,69.42404183093458,0,597,1610706,0.0,0.0,0.29530709981918335
PU-C,mnist,3,0.0,0.1,2700,300,600,81,681,596,0.28175753040704876,0.07979999999999998,0.036666666666666625,0.030000000000000027,0.46832208965813715,0.048555555555555546,0.21015567249000142,381.3964257020872,1.0,19.046369313778058,0.030000000000000027,1.0112858755596354,18.00508343821842,19.016369313778057,0.9996296296296296,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,0.9606295428475241,0.9606295428475241,0.036666666666666625,0.9239628761808575,597,2700,2700,0.058780160722749115,0.00012568600613418795,0.46153846153846156,0.6810336643452553,21.940676860158618,64.07690194901079,0,597,1431606,0.0,0.0,0.30036792159080505
PU-C,mnist,3,0.0,0.2,2400,600,600,38,638,596,0.2976263625314459,0.06599999999999995,0.023333333333333317,0.030000000000000027,0.5069689828779413,0.024475000000000007,0.16591546877362137,599.761254818438,1.0,21.030749176810435,0.030000000000000027,1.011437622383479,19.989311554426955,21.000749176810434,0.9995833333333334,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,0.9905255316100907,0.9905255316100907,0.023333333333333317,0.9671921982767574,597,2400,2400,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.9427192483105111,17.81184805924931,61.39366848487407,0,597,1252506,0.0,0.0,0.25111639499664307
PU-C,mnist,3,0.0,0.3,2100,900,585,0,585,581,0.31295916729141027,0.05610000000000004,0.0004761904761905189,0.0017094017094017033,0.41191286134690225,0.03244761904761906,0.18146141764462848,248.09779150397904,1.0,22.984129038212412,0.0017094017094017033,1.0116096862840014,21.97080995021901,22.98241963650301,0.9995238095238095,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,0.986685393472099,0.986685393472099,0.0004761904761905189,0.9862092029959085,582,2100,2100,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.156079459889302,36.708513815817746,55.11163943819702,1,582,1050801,0.0,0.0,0.4330863654613495
PU-C,mnist,3,0.0,0.4,1800,1200,600,13,613,596,0.37976156815420836,0.0806,0.023333333333333317,0.04833333333333334,0.570084985804813,0.03796666666666665,0.19163712479378744,534.9066985410246,1.0,26.684346352290426,0.04833333333333334,1.0118083558800346,25.62420466307706,26.636013018957094,0.9994444444444445,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0505418064028413,0.023333333333333317,1.0272084730695081,597,1800,1800,0.1193776641714437,0.00012568600613418795,0.3076923076923077,0.7838425439325508,27.195191905821627,54.4310133382678,0,597,894306,0.0,0.0,0.1768086552619934
PU-C,mnist,3,0.0,0.5,1500,1500,590,0,590,586,0.4374322476214729,0.08699999999999997,0.038000000000000034,0.09661016949152545,0.7062008763380654,0.0382266666666667,0.19210663914427067,842.9742036014421,1.0,30.508387426146047,0.09661016949152545,1.0120433825029667,29.399733874151554,30.41177725665452,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1601203367268842,0.038000000000000034,1.1221203367268842,587,1500,1500,0.1193776641714437,0.00012568600613418795,0.3076923076923077,2.650990923847717,20.095839616450736,49.03163975663483,1,587,706161,0.0,0.0,0.1508418619632721
PU-C,mnist,3,0.0,0.6,1200,1800,357,0,357,353,0.3432076371391304,0.07279999999999998,0.013333333333333308,0.0448179271708683,0.6110528729967697,0.013033333333333301,0.14094749421863345,561.1619980947205,1.0,24.22731010743619,0.0448179271708683,1.0123311061396187,23.1701610741257,24.18249218026532,0.9991666666666666,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1008319354590799,0.013333333333333308,1.0874986021257467,354,1200,1200,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.7129954230548718,21.145453610682853,25.049589407630265,1,354,360903,0.0,0.0,0.2960195541381836
PU-C,mnist,3,0.0,0.7,900,2100,240,0,240,236,0.3173330808058381,0.08609999999999995,0.011111111111111072,0.04166666666666663,0.6079956565573722,0.011799999999999982,0.13796866961139784,419.7560675074254,1.0,22.02811205978116,0.04166666666666663,1.0127021671347267,20.973743225979767,21.986445393114494,0.9988888888888889,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.16844134765716,0.011111111111111072,1.157330236546049,237,900,900,0.1193776641714437,0.00012568600613418795,0.3076923076923077,2.3401298287901153,18.233723164395936,15.233371368609369,1,237,184386,0.0,0.0,0.37451061606407166
PU-C,mnist,3,0.0,0.8,600,2400,196,0,196,192,0.39171031350269914,0.09189999999999998,0.011666666666666714,0.0357142857142857,0.6870860963261282,0.015133333333333363,0.14585872354755422,371.7440955760811,1.0,25.955524220183015,0.0357142857142857,1.0132253791814296,24.906584555287303,25.91980993446873,0.9983333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.3541304793994715,0.011666666666666714,1.3424638127328048,193,600,600,0.1193776641714437,0.00012568600613418795,0.46153846153846156,1.232220813727742,14.648327311250668,12.26212689653039,1,193,96500,0.0,0.0,0.34821945428848267
