dataset,method,noise_rate,pretrain_fraction,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se
cifar10,PU-F,0.4,0.8,3,250.0,0.0,139.0,6.082762530298219,389.0,6.082762530298219,0.9903716184198856,0.006091220103732807,0.8310666666666666,0.011151282935658615,0.9521446095231964,0.04505798976098977,0.6273166666666666,0.15279073197605206,0.7999434516023545,0.12099822430315803,106.69657792271761,4.8748684599159695,22.961005036408704,0.11206979301166968,0.0,0.0,241.0,0.0
cifar10,PU-G,0.0,0.0,3,250.0,0.0,1420.0,3.6055512754639896,1670.0,3.6055512754639896,0.8646168546789946,0.001669898243054652,0.7841333333333335,0.0032829526005986784,0.9597447406474258,0.010941237202581963,0.7372466666666667,0.024707066690411564,0.898812567796543,0.01558295406965853,65.14390832696344,7.042648873329509,72.1588141604637,0.1177412950159221,0.0,0.0,241.0,0.0
cifar10,PU-G,0.0,0.2,3,250.0,0.0,1256.6666666666667,23.21158714473825,1506.6666666666667,23.21158714473825,0.9612352588446811,0.011791383218900846,0.8566666666666666,0.016774219637421112,0.9979429483228462,0.0018321964910272823,0.8348041666666667,0.027683142370904718,0.9547093514942263,0.013289798569515432,266.9351836433754,59.84784378964437,61.32826670197149,0.3371219503232154,0.0,0.0,241.0,0.0
cifar10,PU-G,0.0,0.4,3,250.0,0.0,831.6666666666666,26.847304851284008,1081.6666666666667,26.847304851284004,0.9301316566222037,0.01908602423558914,0.7954666666666667,0.02494796807579948,0.9832186125148475,0.005592182718779873,0.7232777777777777,0.0321681639451949,0.8892397895058356,0.02122007447524002,143.00311951533993,18.786949887353376,47.63714948358635,0.4820534695383356,0.0,0.0,241.0,0.0
cifar10,PU-G,0.0,0.6,3,250.0,0.0,503.6666666666667,15.919938581679405,753.6666666666666,15.919938581679405,0.9671007820288651,0.014801924153565196,0.7676666666666666,0.01280551096642033,0.9829764624890213,0.012539645207635959,0.6973666666666666,0.04474824562048346,0.8708311877361558,0.03159742240582734,159.29607920092843,30.000505610462607,35.29904336606463,0.2631413973841721,0.0,0.0,241.0,0.0
cifar10,PU-G,0.0,0.8,3,250.0,0.0,129.66666666666666,5.92546294487706,379.6666666666667,5.92546294487706,0.9790278500295244,0.008734539574331823,0.7214999999999999,0.02820715039370927,0.9527129947411895,0.0261485622758551,0.5451,0.08688771969233246,0.750211835562648,0.06955252708111934,118.72876377320269,17.04743799994675,22.578321430832148,0.13376300592960289,0.0,0.0,241.0,0.0
cifar10,PU-G,0.4,0.0,3,250.0,0.0,1580.3333333333333,10.137937550497035,1830.3333333333333,10.137937550497035,0.9371292705181986,0.004440464301682103,0.8529,0.005741950887982236,0.9803591534837842,0.002474673172822728,0.79496,0.007929062575950234,0.9346451342218028,0.004517318732396221,60.52035272484377,1.5319597769720799,74.21333151372771,0.2709188905640527,0.0,0.0,241.0,0.0
cifar10,PU-G,0.4,0.2,3,250.0,0.0,1295.3333333333333,7.423685817106696,1545.3333333333333,7.423685817106696,0.9807530831312761,0.0034530941260048093,0.8809333333333335,0.008934266120455062,0.9998694106934747,0.00012768358413664627,0.8757791666666664,0.01634800627072852,0.9745531869198313,0.006981029691892097,223.34460414065848,24.606026728091432,61.93751466833055,0.12710794014491952,0.0,0.0,241.0,0.0
cifar10,PU-G,0.4,0.4,3,250.0,0.0,902.6666666666666,15.592020751368665,1152.6666666666667,15.592020751368668,0.9779613219434395,0.009439284029520625,0.876,0.012092559695945275,0.9995985212388742,0.00032384940296687197,0.8534888888888889,0.015346921314294902,0.9647941580339747,0.006929658716591775,209.09531114473734,39.900482183636804,48.77499436587095,0.12242680438792254,0.0,0.0,241.0,0.0
cifar10,PU-G,0.4,0.6,3,250.0,0.0,531.6666666666666,2.6666666666666665,781.6666666666666,2.6666666666666665,0.9920186691063767,0.0018523443917122981,0.8691333333333334,0.014414845742420489,0.9980176973358766,0.0019083645655819013,0.8066416666666667,0.02874602267174444,0.9400147023222649,0.01608505450624387,175.17436768883456,25.025358450313767,35.81562015103797,0.032210490391444586,0.0,0.0,241.0,0.0
cifar10,PU-G,0.4,0.8,3,250.0,0.0,147.66666666666666,1.452966314513558,397.6666666666667,1.4529663145135578,0.9996214694110677,0.0003619921333097447,0.7975,0.006428063471995277,0.9580922052987192,0.022297126439266075,0.5349166666666667,0.06631733265980404,0.7445606624617008,0.055828185450309806,118.1573317607432,7.010103343016508,22.909755085594952,0.06120688657705323,0.0,0.0,241.0,0.0
