method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-F,cifar10,1,0.4,0.4,1200,800,250,883,1133,0.9661039206548594,0.8748,0.9987423168545695,0.8173,0.9470957663418966,169.44852177942897,48.43546143267304,0,241,0.404,0.0,0.6744534969329834
PU-G,cifar10,1,0.4,0.4,1200,800,250,876,1126,0.9614533567801118,0.8525,0.9998381055500616,0.8412666666666668,0.9594270631536467,213.8552202884769,48.537794545292854,0,241,0.46,0.0,0.6081721782684326
GREATS,cifar10,1,0.4,0.4,1200,800,250,950,1200,,0.835,0.9961408915974673,0.8210166666666666,0.9490738848203378,94.94842350847372,47.910691134631634,0,241,0.448,0.0,0.7559160590171814
MaxLoss,cifar10,1,0.4,0.6,800,1200,250,548,798,0.9999882451957092,0.8801,0.9971453293444275,0.8380000000000001,0.9578074623408118,52.6802202652189,22.186777384020388,0,241,0.508,0.0,0.6470475792884827
PU-C,cifar10,1,0.4,0.6,800,1200,250,544,794,0.999218410695903,0.8182,0.9873690002338519,0.7668999999999998,0.9181768592819168,61.54798691831762,34.220746519975364,0,241,0.416,0.0,0.751507043838501
PU-F,cifar10,1,0.4,0.6,800,1200,250,522,772,0.9845872116857208,0.8223,0.9988879798116475,0.7959499999999999,0.9353022190666023,153.72014206359313,35.80863054469228,0,241,0.44,0.0,0.6773883104324341
PU-G,cifar10,1,0.4,0.6,800,1200,250,537,787,0.9957233578898013,0.8531,0.999864674296855,0.8152750000000001,0.9460083289266205,209.38943687687868,35.83787386119366,0,241,0.416,0.0,0.6581491827964783
GREATS,cifar10,1,0.4,0.6,800,1200,250,550,800,,0.796,0.9878736067920659,0.8105749999999999,0.943458595746019,27.53155439555527,35.67440779134631,0,241,0.424,0.0,0.6718332171440125
MaxLoss,cifar10,1,0.4,0.8,400,1600,250,139,389,0.9932397241936997,0.7876,0.9341855122964574,0.48685,0.70702890152462,89.15618277684399,16.112335544079542,0,241,0.444,0.0,0.6906145811080933
PU-C,cifar10,1,0.4,0.8,400,1600,250,149,399,0.9999997812556103,0.7948999999999999,0.9979204331965734,0.7587,0.9131367713595753,90.20403942572369,22.305978503078222,0,241,0.428,0.0,0.59757399559021
PU-F,cifar10,1,0.4,0.8,400,1600,250,150,400,1.0,0.853,0.9999972490632287,0.85095,0.9641064348473368,114.91946488258542,23.123970543965697,0,241,0.416,0.0,0.7084013819694519
PU-G,cifar10,1,0.4,0.8,400,1600,250,148,398,0.9999666672665626,0.8081,0.991803411959713,0.6467,0.8366234725733694,131.56907013535778,23.02762319520116,0,241,0.36,0.0,0.6889125108718872
GREATS,cifar10,1,0.4,0.8,400,1600,250,150,400,,0.7671,0.9900119798466279,0.73565,0.898520210405765,52.21895802709447,23.528147008270025,0,241,0.404,0.0,0.6469879746437073
MaxLoss,cifar10,2,0.0,0.0,2000,0,250,1624,1874,0.9559954958385788,0.7402,0.936176705248248,0.67669,0.8583968276354138,68.93323865988523,40.365438242442906,0,241,0.0,0.0,0.665635347366333
PU-C,cifar10,2,0.0,0.0,2000,0,250,1456,1706,0.8812255847151391,0.7034,0.9056830228819271,0.62569,0.8208632729889515,60.546563808138686,68.16678475961089,0,241,0.0,0.0,0.6438548564910889
PU-F,cifar10,2,0.0,0.0,2000,0,250,1514,1764,0.907638413249515,0.8261000000000001,0.9663521186013888,0.7504799999999999,0.9079987438738736,64.12339404679112,72.76578481029719,0,241,0.0,0.0,0.6855471134185791
PU-G,cifar10,2,0.0,0.0,2000,0,250,1418,1668,0.8636914306553081,0.7778,0.9498885136873988,0.7161799999999999,0.8856870401446273,56.73697084105921,72.17100138776004,0,241,0.0,0.0,0.6842324137687683
GREATS,cifar10,2,0.0,0.0,2000,0,250,1582,1832,,0.7276,0.9300048815117288,0.6624900000000001,0.8481957457035019,70.99649273326021,71.30918903648853,0,241,0.0,0.0,0.6621885895729065
MaxLoss,cifar10,2,0.0,0.2,1600,400,250,1349,1599,0.9999999863794073,0.9088,0.9999999974763225,0.904475,0.9860985622556706,315.41881030669583,34.335287768393755,0,241,0.0,0.0,0.7562466263771057
PU-C,cifar10,2,0.0,0.2,1600,400,250,1350,1600,1.0,0.8926000000000001,0.9992749232357774,0.8874374999999999,0.9799002169826969,68.40889181835196,58.45703913457692,0,241,0.0,0.0,0.7976996898651123
PU-F,cifar10,2,0.0,0.2,1600,400,250,1285,1535,0.9758936283178627,0.8961,0.9999993403996189,0.8841875,0.9786247605531595,313.64329669551466,61.57349532470107,0,241,0.0,0.0,0.6153604984283447
PU-G,cifar10,2,0.0,0.2,1600,400,250,1219,1469,0.9418640250223689,0.8298,0.9995407871146064,0.8182999999999998,0.9476302682818281,308.28847894601404,60.89479302056134,0,241,0.0,0.0,0.5422410368919373
GREATS,cifar10,2,0.0,0.2,1600,400,250,1348,1598,,0.8089,0.9883156275955277,0.7970249999999999,0.9359128602081525,85.20553593733905,60.15292522124946,0,241,0.0,0.0,0.6929717063903809
MaxLoss,cifar10,2,0.0,0.4,1200,800,250,948,1198,0.9999936083331704,0.7896,0.976955537591965,0.7798166666666667,0.9259361848867997,36.576932699138524,28.25205399468541,0,241,0.0,0.0,0.7799388766288757
PU-C,cifar10,2,0.0,0.4,1200,800,250,944,1194,0.9995170818292536,0.7714,0.9803924657531325,0.7244666666666666,0.8912014903099845,114.12588473686405,46.27889760863036,0,241,0.0,0.0,0.7552363276481628
PU-F,cifar10,2,0.0,0.4,1200,800,250,893,1143,0.9726061470573768,0.8216,0.9944441619687144,0.7977833333333334,0.9363425840511487,111.05222786110357,48.24598888028413,0,241,0.0,0.0,0.6952340602874756
PU-G,cifar10,2,0.0,0.4,1200,800,250,832,1082,0.930917774734553,0.7759,0.979313481027079,0.7221499999999998,0.889667567566585,111.5533826296389,47.986885965801775,0,241,0.0,0.0,0.6492090225219727
GREATS,cifar10,2,0.0,0.4,1200,800,250,947,1197,,0.7776000000000001,0.9730397359978373,0.7601166666666666,0.9140136904487054,43.446110061017116,47.896496871486306,0,241,0.0,0.0,0.5918917059898376
