method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls
GREATS,2,0.4,0.1,2700,300,477,0,477,,0.01759999999999995,3.243825833022129,1,474
MaxLoss,2,0.4,0.2,2400,600,317,0,317,0.15623358346056193,0.017900000000000027,0.5117322499863803,1,314
PU-C,2,0.4,0.2,2400,600,403,0,403,0.19464209611760452,0.020000000000000018,2.5316442499752156,1,400
PU-F,2,0.4,0.2,2400,600,328,0,328,0.16117459174711257,0.023499999999999965,2.8135989580187015,1,325
PU-G,2,0.4,0.2,2400,600,450,0,450,0.21544397296383977,0.027000000000000024,4.261999875016045,1,447
GREATS,2,0.4,0.2,2400,600,452,0,452,,0.02190000000000003,2.797996749985032,1,449
MaxLoss,2,0.4,0.3,2100,900,297,0,297,0.16795295104384422,0.022299999999999986,0.4777777919662185,1,294
PU-C,2,0.4,0.3,2100,900,313,0,313,0.17616658442420885,0.02849999999999997,1.5968703749822453,1,310
PU-F,2,0.4,0.3,2100,900,280,0,280,0.15919836075045168,0.008499999999999952,1.8133187089697458,1,277
PU-G,2,0.4,0.3,2100,900,333,0,333,0.18640056799631566,0.01529999999999998,2.099429541034624,1,330
GREATS,2,0.4,0.3,2100,900,393,0,393,,0.02410000000000001,2.0465860000113025,1,390
MaxLoss,2,0.4,0.4,1800,1200,256,0,256,0.17086683184606954,0.020299999999999985,0.4032441250164993,1,253
PU-C,2,0.4,0.4,1800,1200,251,0,251,0.16785143030574545,0.022499999999999964,1.0408601249800995,1,248
PU-F,2,0.4,0.4,1800,1200,257,0,257,0.17146948183653876,0.01639999999999997,1.327138707973063,1,254
PU-G,2,0.4,0.4,1800,1200,290,0,290,0.1912810236099176,0.016100000000000003,1.7196987079805695,1,287
GREATS,2,0.4,0.4,1800,1200,318,0,318,,0.026000000000000023,0.9503684589872137,1,315
MaxLoss,2,0.4,0.5,1500,1500,243,0,243,0.19501916045555845,0.013499999999999956,0.4035828330088407,1,240
PU-C,2,0.4,0.5,1500,1500,225,0,225,0.18199383554747328,0.028800000000000048,0.7635393749806099,1,222
PU-F,2,0.4,0.5,1500,1500,247,0,247,0.19790505955461413,0.023299999999999987,1.0054174580145627,1,244
PU-G,2,0.4,0.5,1500,1500,266,0,266,0.2115729635115713,0.016000000000000014,0.9739394999924116,1,263
GREATS,2,0.4,0.5,1500,1500,300,0,300,,0.018100000000000005,1.0131799160153605,1,297
MaxLoss,2,0.4,0.6,1200,1800,196,0,196,0.20024328428553417,0.016800000000000037,0.3627052499796264,1,193
PU-C,2,0.4,0.6,1200,1800,193,0,193,0.1975154562969692,0.008000000000000007,0.4360632079769857,1,190
PU-F,2,0.4,0.6,1200,1800,203,0,203,0.20659681741381064,0.01859999999999995,0.5670293750008568,1,200
PU-G,2,0.4,0.6,1200,1800,214,0,214,0.21654995391145349,0.011399999999999966,0.657801166002173,1,211
GREATS,2,0.4,0.6,1200,1800,214,0,214,,0.02310000000000001,0.5111129590077326,1,211
MaxLoss,2,0.4,0.7,900,2100,109,0,109,0.15871139662340283,0.01649999999999996,0.273679958016146,1,106
PU-C,2,0.4,0.7,900,2100,99,0,99,0.1461123411427252,0.0121,0.29230933397775516,1,96
PU-F,2,0.4,0.7,900,2100,98,0,98,0.14484673202969134,0.017199999999999993,0.33308675000444055,1,95
PU-G,2,0.4,0.7,900,2100,128,0,128,0.18239447963424027,0.017900000000000027,0.39051579200895503,1,125
GREATS,2,0.4,0.7,900,2100,118,0,118,,0.014700000000000046,0.33052812499227,1,115
MaxLoss,2,0.4,0.8,600,2400,83,0,83,0.18690033128950745,0.0504,0.2602617500233464,1,80
PU-C,2,0.4,0.8,600,2400,93,0,93,0.20578014344209805,0.031000000000000028,0.2979427090031095,1,90
PU-F,2,0.4,0.8,600,2400,80,0,80,0.181194981909357,0.04590000000000005,0.3061408339999616,1,77
PU-G,2,0.4,0.8,600,2400,106,0,106,0.230040158261545,0.05149999999999999,0.3405829580151476,1,103
GREATS,2,0.4,0.8,600,2400,79,0,79,,0.01739999999999997,0.28999258298426867,1,76
MaxLoss,3,0.0,0.0,3000,0,123,0,123,0.053653962444514036,0.015100000000000002,0.1411290830001235,1,120
PU-C,3,0.0,0.0,3000,0,106,0,106,0.04712998168542981,0.01539999999999997,0.19539979205001146,1,103
PU-F,3,0.0,0.0,3000,0,127,0,127,0.055179738090373576,0.012399999999999967,0.3677937500178814,1,124
PU-G,3,0.0,0.0,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.3305712500005029,1,93
GREATS,3,0.0,0.0,3000,0,167,0,167,,0.0040999999999999925,0.5693624999839813,1,164
MaxLoss,3,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.01200000000000001,0.09639962500659749,1,56
PU-C,3,0.0,0.1,2700,300,48,0,48,0.026819203747436404,0.008499999999999952,0.09749220899539068,1,45
PU-F,3,0.0,0.1,2700,300,46,0,46,0.025903833156917244,0.007000000000000006,0.10316708398750052,1,43
PU-G,3,0.0,0.1,2700,300,51,0,51,0.02818571886746213,0.006000000000000005,0.11586950003402308,1,48
GREATS,3,0.0,0.1,2700,300,54,0,54,,0.00649999999999995,0.11289799999212846,1,51
MaxLoss,3,0.0,0.2,2400,600,47,0,47,0.029640937224030495,0.007600000000000051,0.09897566703148186,1,44
PU-C,3,0.0,0.2,2400,600,26,0,26,0.018545468454249203,0.005199999999999982,0.08527037495514378,1,23
PU-F,3,0.0,0.2,2400,600,24,0,24,0.017447080521378666,0.0039000000000000146,0.0872863749973476,1,21
PU-G,3,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.006399999999999961,0.12617595901247114,1,49
GREATS,3,0.0,0.2,2400,600,40,0,40,,0.007000000000000006,0.1081959999864921,1,37
MaxLoss,3,0.0,0.3,2100,900,20,0,20,0.017382406338583678,0.0027000000000000357,0.10160004202043638,1,17
PU-C,3,0.0,0.3,2100,900,22,0,22,0.018662572896573693,0.005099999999999993,0.10992116696434096,1,19
PU-F,3,0.0,0.3,2100,900,34,0,34,0.026101695955730975,0.005099999999999993,0.13046437496086583,1,31
PU-G,3,0.0,0.3,2100,900,36,0,36,0.027310927340295166,0.008600000000000052,0.13126150000607595,1,33
GREATS,3,0.0,0.3,2100,900,41,0,41,,0.006099999999999994,0.13700049999170005,1,38
MaxLoss,3,0.0,0.4,1800,1200,28,0,28,0.026144773059058934,0.007499999999999951,0.13344337500166148,1,25
PU-C,3,0.0,0.4,1800,1200,31,0,31,0.028297114360611886,0.008000000000000007,0.14361829101108015,1,28
PU-F,3,0.0,0.4,1800,1200,22,0,22,0.021758200775366277,0.0040000000000000036,0.13507787504931912,1,19
PU-G,3,0.0,0.4,1800,1200,14,0,14,0.01566722959978506,0.0038000000000000256,0.12666629196610302,1,11
GREATS,3,0.0,0.4,1800,1200,33,0,33,,0.006900000000000017,0.14911116700386629,1,30
MaxLoss,3,0.0,0.5,1500,1500,23,0,23,0.026971468585543334,0.008700000000000041,0.14894458401249722,1,20
PU-C,3,0.0,0.5,1500,1500,18,0,18,0.022487208247184753,0.0046000000000000485,0.14772179099963978,1,15
PU-F,3,0.0,0.5,1500,1500,11,0,11,0.015915791620500386,0.0032999999999999696,0.14033699996070936,1,8
PU-G,3,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0036000000000000476,0.14628295897273347,1,13
GREATS,3,0.0,0.5,1500,1500,20,0,20,,0.005299999999999971,0.15235450002364814,1,17
MaxLoss,3,0.0,0.6,1200,1800,11,0,11,0.019872920005582273,0.005099999999999993,0.16732783301267773,1,8
PU-C,3,0.0,0.6,1200,1800,9,0,9,0.017408457002602518,0.0039000000000000146,0.1673002079478465,1,6
PU-F,3,0.0,0.6,1200,1800,18,0,18,0.0280719343572855,0.0048000000000000265,0.17642195901134983,1,15
PU-G,3,0.0,0.6,1200,1800,17,0,17,0.026931294472888112,0.0039000000000000146,0.1838195000309497,1,14
GREATS,3,0.0,0.6,1200,1800,19,0,19,,0.007900000000000018,0.1796361249871552,1,16
MaxLoss,3,0.0,0.7,900,2100,6,0,6,0.0180310292635113,0.0018000000000000238,0.18603420804720372,1,3
PU-C,3,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.007600000000000051,0.1928565840353258,1,10
PU-F,3,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.008099999999999996,0.1967097080196254,1,12
PU-G,3,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.007299999999999973,0.19933099998161197,1,14
GREATS,3,0.0,0.7,900,2100,15,0,15,,0.0040999999999999925,0.19623116694856435,1,12
MaxLoss,3,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0032999999999999696,0.20663616596721113,1,4
PU-C,3,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0030000000000000027,0.20645333296852186,1,3
PU-F,3,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0031999999999999806,0.2073179169674404,1,5
PU-G,3,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0024999999999999467,0.2066733330138959,1,4
GREATS,3,0.0,0.8,600,2400,6,0,6,,0.0031999999999999806,0.2056810000212863,1,3
MaxLoss,3,0.4,0.0,3000,0,487,0,487,0.18601805780781433,0.012499999999999956,0.8062776669976301,1,484
PU-C,3,0.4,0.0,3000,0,483,0,483,0.1846032562898472,0.010399999999999965,3.6121241669752635,1,480
PU-F,3,0.4,0.0,3000,0,447,0,447,0.17184416647069156,0.02310000000000001,3.9794336250051856,1,444
PU-G,3,0.4,0.0,3000,0,560,0,560,0.21174567472189665,0.02310000000000001,6.377552375022788,1,557
GREATS,3,0.4,0.0,3000,0,516,0,516,,0.01859999999999995,4.074661209015176,1,513
MaxLoss,3,0.4,0.1,2700,300,415,0,415,0.1780496959690936,0.020399999999999974,0.803443957993295,1,412
PU-C,3,0.4,0.1,2700,300,414,0,414,0.17765458562644199,0.009399999999999964,2.7919128340436146,1,411
PU-F,3,0.4,0.1,2700,300,488,0,488,0.20677136618178338,0.021399999999999975,5.245065290946513,1,485
PU-G,3,0.4,0.1,2700,300,479,0,479,0.20324257714673877,0.013000000000000012,4.9009153340011835,1,476
GREATS,3,0.4,0.1,2700,300,519,0,519,,0.01739999999999997,4.646402999991551,1,516
MaxLoss,3,0.4,0.2,2400,600,374,0,374,0.18174420821014792,0.014800000000000035,0.6384814160410315,1,371
PU-C,3,0.4,0.2,2400,600,384,0,384,0.18619750620564446,0.021199999999999997,2.4711655419669114,1,381
PU-F,3,0.4,0.2,2400,600,409,0,409,0.19730442290892825,0.02090000000000003,3.6694401249988005,1,406
PU-G,3,0.4,0.2,2400,600,463,0,463,0.22117720439564437,0.016599999999999948,4.263891959039029,1,460
GREATS,3,0.4,0.2,2400,600,437,0,437,,0.02070000000000005,2.3860988750238903,1,434
MaxLoss,3,0.4,0.3,2100,900,318,0,318,0.17872843332588673,0.022800000000000042,0.5095946660148911,1,315
PU-C,3,0.4,0.3,2100,900,345,0,345,0.19252433464862406,0.02510000000000001,1.9074079580022953,1,342
PU-F,3,0.4,0.3,2100,900,334,0,334,0.18691134633263573,0.020100000000000007,2.133156042022165,1,331
PU-G,3,0.4,0.3,2100,900,375,0,375,0.20778290351154283,0.023299999999999987,2.814902540994808,1,372
GREATS,3,0.4,0.3,2100,900,366,0,366,,0.027699999999999947,1.4459442079532892,1,363
MaxLoss,3,0.4,0.4,1800,1200,319,0,319,0.2085797103936784,0.01419999999999999,0.5161108750035055,1,316
PU-C,3,0.4,0.4,1800,1200,286,0,286,0.18888713710475713,0.020000000000000018,1.137979292019736,1,283
PU-F,3,0.4,0.4,1800,1200,293,0,293,0.19307514547836035,0.025399999999999978,1.2092356249922886,1,290
PU-G,3,0.4,0.4,1800,1200,342,0,342,0.2222328570787795,0.014000000000000012,2.158803333994001,1,339
GREATS,3,0.4,0.4,1800,1200,320,0,320,,0.015599999999999947,0.9440482499776408,1,317
MaxLoss,3,0.4,0.5,1500,1500,252,0,252,0.20150821458082646,0.030100000000000016,0.4031391669996083,1,249
PU-C,3,0.4,0.5,1500,1500,245,0,245,0.19646248914068565,0.02949999999999997,0.8907854169956408,1,242
PU-F,3,0.4,0.5,1500,1500,259,0,259,0.20654494693735614,0.027699999999999947,0.9490249159862287,1,256
PU-G,3,0.4,0.5,1500,1500,270,0,270,0.2144423031131737,0.029900000000000038,1.1110986670246348,1,267
GREATS,3,0.4,0.5,1500,1500,286,0,286,,0.026599999999999957,0.6913517080247402,1,283
MaxLoss,3,0.4,0.6,1200,1800,193,0,193,0.1975154562969692,0.02849999999999997,0.36693933396600187,1,190
PU-C,3,0.4,0.6,1200,1800,186,0,186,0.19113873346941546,0.027100000000000013,0.41989745799219236,1,183
PU-F,3,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.030399999999999983,0.594968749966938,1,204
PU-G,3,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.027800000000000047,0.6356124170124531,1,204
GREATS,3,0.4,0.6,1200,1800,217,0,217,,0.016800000000000037,0.5025383330066688,1,214
MaxLoss,3,0.4,0.7,900,2100,138,0,138,0.19474193511996418,0.024599999999999955,0.29602454201085493,1,135
PU-C,3,0.4,0.7,900,2100,139,0,139,0.1959726337227039,0.016199999999999992,0.34211870800936595,1,136
PU-F,3,0.4,0.7,900,2100,172,0,172,0.23621846921741962,0.02629999999999999,0.4678937919670716,1,169
PU-G,3,0.4,0.7,900,2100,188,0,188,0.25550348858814687,0.023499999999999965,0.5043563329963945,1,185
GREATS,3,0.4,0.7,900,2100,172,0,172,,0.028100000000000014,0.43013520899694413,1,169
MaxLoss,3,0.4,0.8,600,2400,121,0,121,0.25768743647495285,0.04459999999999997,0.2887294170213863,1,118
PU-C,3,0.4,0.8,600,2400,109,0,109,0.2355975495884195,0.04390000000000005,0.3111851249705069,1,106
PU-F,3,0.4,0.8,600,2400,104,0,104,0.22632701823022217,0.027800000000000047,0.3411697080009617,1,101
PU-G,3,0.4,0.8,600,2400,108,0,108,0.23374670540215448,0.03049999999999997,0.3494040000368841,1,105
GREATS,3,0.4,0.8,600,2400,103,0,103,,0.034499999999999975,0.32274774997495115,1,100
MaxLoss,4,0.0,0.0,3000,0,135,0,135,0.058221797517035156,0.006800000000000028,0.15313437499571592,1,132
PU-C,4,0.0,0.0,3000,0,107,0,107,0.04751565994229168,0.014700000000000046,0.3728790419991128,1,104
PU-F,4,0.0,0.0,3000,0,124,0,124,0.054035715002100915,0.013599999999999945,0.3743214579881169,1,121
PU-G,4,0.0,0.0,3000,0,127,0,127,0.055179738090373576,0.010199999999999987,0.3365477079642005,1,124
GREATS,4,0.0,0.0,3000,0,176,0,176,,0.005499999999999949,0.6967829579953104,1,173
MaxLoss,4,0.0,0.1,2700,300,80,0,80,0.041088048252277076,0.0121,0.15542249998543411,1,77
PU-C,4,0.0,0.1,2700,300,60,0,60,0.03224380686879158,0.011399999999999966,0.11535949999233708,1,57
PU-F,4,0.0,0.1,2700,300,55,0,55,0.029996522003784776,0.007199999999999984,0.12647299998207018,1,52
PU-G,4,0.0,0.1,2700,300,70,0,70,0.036691883811727166,0.009600000000000053,0.15222970803733915,1,67
GREATS,4,0.0,0.1,2700,300,72,0,72,,0.007199999999999984,0.14250937500037253,1,69
MaxLoss,4,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.010600000000000054,0.10344979201909155,1,49
PU-C,4,0.0,0.2,2400,600,64,0,64,0.038259487540926784,0.013800000000000034,0.13275333400815725,1,61
PU-F,4,0.0,0.2,2400,600,67,0,67,0.039758092432748526,0.013499999999999956,0.1556291250162758,1,64
PU-G,4,0.0,0.2,2400,600,73,0,73,0.04273886897135526,0.01419999999999999,0.16335020901169628,1,70
GREATS,4,0.0,0.2,2400,600,75,0,75,,0.005099999999999993,0.15991300001041964,1,72
MaxLoss,4,0.0,0.3,2100,900,48,0,48,0.03443813865305856,0.009499999999999953,0.12787887500599027,1,45
PU-C,4,0.0,0.3,2100,900,64,0,64,0.0436894879094325,0.009099999999999997,0.15979549998883158,1,61
PU-F,4,0.0,0.3,2100,900,54,0,54,0.037935572501737624,0.011800000000000033,0.15732500003650784,1,51
PU-G,4,0.0,0.3,2100,900,62,0,62,0.04254538589157164,0.008700000000000041,0.17139491601847112,1,59
GREATS,4,0.0,0.3,2100,900,58,0,58,,0.007600000000000051,0.16093641595216468,1,55
MaxLoss,4,0.0,0.4,1800,1200,43,0,43,0.03670788527233526,0.011299999999999977,0.14612870902055874,1,40
PU-C,4,0.0,0.4,1800,1200,35,0,35,0.03113263612613082,0.008299999999999974,0.15108208399033174,1,32
PU-F,4,0.0,0.4,1800,1200,43,0,43,0.03670788527233526,0.009800000000000031,0.16386437497567385,1,40
PU-G,4,0.0,0.4,1800,1200,30,0,30,0.027582303388044238,0.011099999999999999,0.14626950002275407,1,27
GREATS,4,0.0,0.4,1800,1200,36,0,36,,0.008099999999999996,0.1528528750059195,1,33
MaxLoss,4,0.0,0.5,1500,1500,34,0,34,0.03647074551554397,0.007000000000000006,0.1572250000317581,1,31
PU-C,4,0.0,0.5,1500,1500,24,0,24,0.027853417966980487,0.00539999999999996,0.15475375001551583,1,21
PU-F,4,0.0,0.5,1500,1500,25,0,25,0.028731088212225586,0.005499999999999949,0.16087429196340963,1,22
PU-G,4,0.0,0.5,1500,1500,34,0,34,0.03647074551554397,0.009000000000000008,0.17137004202231765,1,31
GREATS,4,0.0,0.5,1500,1500,38,0,38,,0.009800000000000031,0.17355787503765896,1,35
MaxLoss,4,0.0,0.6,1200,1800,25,0,25,0.03585972939617932,0.008900000000000019,0.1777719589881599,1,22
PU-C,4,0.0,0.6,1200,1800,26,0,26,0.036949195025954396,0.00660000000000005,0.18524424999486655,1,23
PU-F,4,0.0,0.6,1200,1800,28,0,28,0.039113934442866594,0.008299999999999974,0.1875627919798717,1,25
PU-G,4,0.0,0.6,1200,1800,30,0,30,0.04126129567157477,0.007099999999999995,0.19064970896579325,1,27
GREATS,4,0.0,0.6,1200,1800,31,0,31,,0.008600000000000052,0.19152254203800112,1,28
MaxLoss,4,0.0,0.7,900,2100,6,0,6,0.0180310292635113,0.0037000000000000366,0.18561941699590534,1,3
PU-C,4,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.0030000000000000027,0.1929407500429079,1,10
PU-F,4,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.006900000000000017,0.19358579197432846,1,10
PU-G,4,0.0,0.7,900,2100,16,0,16,0.034303702879697084,0.007600000000000051,0.19687033398076892,1,13
GREATS,4,0.0,0.7,900,2100,19,0,19,,0.007800000000000029,0.20114912500139326,1,16
MaxLoss,4,0.0,0.8,600,2400,11,0,11,0.039528083987534046,0.009399999999999964,0.20873404201120138,1,8
PU-C,4,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0029000000000000137,0.2074758750386536,1,5
PU-F,4,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.005299999999999971,0.20783237501746044,1,5
PU-G,4,0.0,0.8,600,2400,14,0,14,0.04662716604070738,0.007399999999999962,0.21621562499785796,1,11
GREATS,4,0.0,0.8,600,2400,13,0,13,,0.007800000000000029,0.21183141600340605,1,10
MaxLoss,4,0.4,0.0,3000,0,567,0,567,0.2142040331964381,0.021299999999999986,0.9970333339879289,1,564
PU-C,4,0.4,0.0,3000,0,543,0,543,0.2057693019742146,0.02200000000000002,4.053855375037529,1,540
PU-F,4,0.4,0.0,3000,0,528,0,528,0.20048869505990297,0.01529999999999998,5.832733291957993,1,525
PU-G,4,0.4,0.0,3000,0,596,0,596,0.2243736449163407,0.026000000000000023,6.863525833003223,1,593
GREATS,4,0.4,0.0,3000,0,559,0,559,,0.013299999999999979,4.682604416972026,1,556
MaxLoss,4,0.4,0.1,2700,300,470,0,470,0.19971050100866705,0.012700000000000045,0.8201319159707054,1,467
PU-C,4,0.4,0.1,2700,300,508,0,508,0.21460168954217806,0.01759999999999995,3.642076707968954,1,505
PU-F,4,0.4,0.1,2700,300,472,0,472,0.20049569447292015,0.019199999999999995,5.5945803329814225,1,469
PU-G,4,0.4,0.1,2700,300,460,0,460,0.1957820297102444,0.01970000000000005,4.8870551669970155,1,457
GREATS,4,0.4,0.1,2700,300,538,0,538,,0.016199999999999992,4.08724429103313,1,535
MaxLoss,4,0.4,0.2,2400,600,406,0,406,0.1959735171403736,0.03190000000000004,0.6751422089873813,1,403
PU-C,4,0.4,0.2,2400,600,413,0,413,0.19907817000057548,0.02059999999999995,2.623910458001774,1,410
PU-F,4,0.4,0.2,2400,600,399,0,399,0.1928660589037463,0.028800000000000048,4.258956958015915,1,396
PU-G,4,0.4,0.2,2400,600,456,0,456,0.2180911340401508,0.022599999999999953,5.990083625016268,1,453
GREATS,4,0.4,0.2,2400,600,492,0,492,,0.030000000000000027,4.351620625006035,1,489
MaxLoss,4,0.4,0.3,2100,900,349,0,349,0.19456293375696987,0.01639999999999997,0.5491095000179484,1,346
PU-C,4,0.4,0.3,2100,900,326,0,326,0.18282270251074806,0.009399999999999964,2.1414875829941593,1,323
PU-F,4,0.4,0.3,2100,900,364,0,364,0.20219624956371263,0.02529999999999999,3.764145458000712,1,361
PU-G,4,0.4,0.3,2100,900,369,0,369,0.2047367790946737,0.01759999999999995,2.012597124965396,1,366
GREATS,4,0.4,0.3,2100,900,415,0,415,,0.013399999999999967,2.414882083015982,1,412
MaxLoss,4,0.4,0.4,1800,1200,381,0,381,0.24526235210942104,0.033399999999999985,0.6331750000244938,1,378
PU-C,4,0.4,0.4,1800,1200,318,0,318,0.20798480522353202,0.022599999999999953,2.0712507080170326,1,315
PU-F,4,0.4,0.4,1800,1200,360,0,360,0.23288004857022315,0.024499999999999966,3.8033541669719853,1,357
PU-G,4,0.4,0.4,1800,1200,357,0,357,0.23110773449297994,0.025900000000000034,2.6067665420123376,1,354
GREATS,4,0.4,0.4,1800,1200,365,0,365,,0.01749999999999996,1.9155342079466209,1,362
MaxLoss,4,0.4,0.5,1500,1500,229,0,229,0.18489400134421885,0.031000000000000028,0.3926697499700822,1,226
PU-C,4,0.4,0.5,1500,1500,212,0,212,0.17254476906964555,0.025399999999999978,0.6785652079852298,1,209
PU-F,4,0.4,0.5,1500,1500,245,0,245,0.19646248914068565,0.018299999999999983,1.2204647909966297,1,242
PU-G,4,0.4,0.5,1500,1500,234,0,234,0.18851460044970736,0.03400000000000003,0.7846147500094958,1,231
GREATS,4,0.4,0.5,1500,1500,270,0,270,,0.031399999999999983,0.6822012080228887,1,267
MaxLoss,4,0.4,0.6,1200,1800,226,0,226,0.22736699390225112,0.034499999999999975,0.5128962909802794,1,223
PU-C,4,0.4,0.6,1200,1800,236,0,236,0.2363503416418098,0.04679999999999995,0.7694365410134196,1,233
PU-F,4,0.4,0.6,1200,1800,239,0,239,0.2390400916337967,0.03859999999999997,0.7683871249901131,1,236
PU-G,4,0.4,0.6,1200,1800,229,0,229,0.23006487189559266,0.03400000000000003,0.8566204160451889,1,226
GREATS,4,0.4,0.6,1200,1800,271,0,271,,0.022299999999999986,0.6442025420255959,1,268
MaxLoss,4,0.4,0.7,900,2100,165,0,165,0.2277371570817195,0.03359999999999996,0.33699095802148804,1,162
PU-C,4,0.4,0.7,900,2100,158,0,158,0.21922721673035994,0.04310000000000003,0.38509416702436283,1,155
PU-F,4,0.4,0.7,900,2100,175,0,175,0.2398448758176528,0.03390000000000004,0.4812871660105884,1,172
PU-G,4,0.4,0.7,900,2100,200,0,200,0.2698813047609292,0.049699999999999966,0.5596723750350066,1,197
GREATS,4,0.4,0.7,900,2100,189,0,189,,0.04820000000000002,0.4525689169531688,1,186
MaxLoss,4,0.4,0.8,600,2400,126,0,126,0.26682960940524936,0.07440000000000002,0.29327504098182544,1,123
PU-C,4,0.4,0.8,600,2400,131,0,131,0.2759376168833114,0.0696,0.3405219580163248,1,128
PU-F,4,0.4,0.8,600,2400,130,0,130,0.2741186819621362,0.04159999999999997,0.4017887500231154,1,127
PU-G,4,0.4,0.8,600,2400,140,0,140,0.2922501597786322,0.042100000000000026,0.39695158397080377,1,137
GREATS,4,0.4,0.8,600,2400,122,0,122,,0.07099999999999995,0.34492970805149525,1,119
MaxLoss,5,0.0,0.0,3000,0,124,0,124,0.054035715002100915,0.021100000000000008,0.13925237499643117,1,121
PU-C,5,0.0,0.0,3000,0,104,0,104,0.04635784780839458,0.01539999999999997,0.1828925830195658,1,101
PU-F,5,0.0,0.0,3000,0,145,0,145,0.06200788344722241,0.007900000000000018,0.49901949998456985,1,142
PU-G,5,0.0,0.0,3000,0,120,0,120,0.05250743729993701,0.00880000000000003,0.38273100001970306,1,117
GREATS,5,0.0,0.0,3000,0,145,0,145,,0.0020999999999999908,0.5270729589974508,1,142
MaxLoss,5,0.0,0.1,2700,300,31,0,31,0.01889930118340999,0.007199999999999984,0.07448891701642424,1,28
PU-C,5,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.0121,0.12201462499797344,1,56
PU-F,5,0.0,0.1,2700,300,46,0,46,0.025903833156917244,0.009099999999999997,0.103746333043091,1,43
PU-G,5,0.0,0.1,2700,300,53,0,53,0.029092650511302054,0.007399999999999962,0.11635520803974941,1,50
GREATS,5,0.0,0.1,2700,300,46,0,46,,0.007000000000000006,0.09942616696935147,1,43
MaxLoss,5,0.0,0.2,2400,600,22,0,22,0.01633807725738734,0.0050000000000000044,0.07482687500305474,1,19
PU-C,5,0.0,0.2,2400,600,31,0,31,0.021251995989587158,0.006700000000000039,0.09167466597864404,1,28
PU-F,5,0.0,0.2,2400,600,36,0,36,0.023912062344606966,0.006199999999999983,0.10526074998779222,1,33
PU-G,5,0.0,0.2,2400,600,57,0,57,0.03473883034894243,0.009299999999999975,0.13526491704396904,1,54
GREATS,5,0.0,0.2,2400,600,61,0,61,,0.009299999999999975,0.13720116601325572,1,58
MaxLoss,5,0.0,0.3,2100,900,25,0,25,0.02055755432229489,0.006900000000000017,0.10643004102166742,1,22
PU-C,5,0.0,0.3,2100,900,25,0,25,0.02055755432229489,0.006900000000000017,0.11387520900461823,1,22
PU-F,5,0.0,0.3,2100,900,16,0,16,0.014772376918699592,0.0030999999999999917,0.10415912501048297,1,13
PU-G,5,0.0,0.3,2100,900,33,0,33,0.025494333414826542,0.007099999999999995,0.12465154100209475,1,30
GREATS,5,0.0,0.3,2100,900,24,0,24,,0.00539999999999996,0.11335070797940716,1,21
MaxLoss,5,0.0,0.4,1800,1200,8,0,8,0.010781854740343988,0.0029000000000000137,0.11409395904047415,1,5
PU-C,5,0.0,0.4,1800,1200,27,0,27,0.025421789032407105,0.007600000000000051,0.13722591701662168,1,24
PU-F,5,0.0,0.4,1800,1200,29,0,29,0.026864898565690964,0.008399999999999963,0.14238470804411918,1,26
PU-G,5,0.0,0.4,1800,1200,27,0,27,0.025421789032407105,0.008700000000000041,0.139936417050194,1,24
GREATS,5,0.0,0.4,1800,1200,25,0,25,,0.005499999999999949,0.1376705829752609,1,22
MaxLoss,5,0.0,0.5,1500,1500,15,0,15,0.019722751749213785,0.007800000000000029,0.14122554200002924,1,12
PU-C,5,0.0,0.5,1500,1500,19,0,19,0.023395154566969723,0.009199999999999986,0.14883629197720438,1,16
PU-F,5,0.0,0.5,1500,1500,8,0,8,0.012929739721585065,0.0048000000000000265,0.13680558395572007,1,5
PU-G,5,0.0,0.5,1500,1500,12,0,12,0.0168832708732225,0.005700000000000038,0.1412988330121152,1,9
GREATS,5,0.0,0.5,1500,1500,21,0,21,,0.008399999999999963,0.15276945795631036,1,18
MaxLoss,5,0.0,0.6,1200,1800,12,0,12,0.02108020952437073,0.005099999999999993,0.1675922080175951,1,9
PU-C,5,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.005199999999999982,0.1711692920071073,1,11
