method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls
MaxLoss,8,0.0,0.2,2400,600,35,0,35,0.023383291845675558,0.008299999999999974,0.08754945802502334,1,32
PU-C,8,0.0,0.2,2400,600,29,0,29,0.02017558040097356,0.0043999999999999595,0.08864037500461563,1,26
PU-F,8,0.0,0.2,2400,600,33,0,33,0.022321024269331247,0.0043999999999999595,0.09816637501353398,1,30
PU-G,8,0.0,0.2,2400,600,45,0,45,0.02860994538059458,0.009499999999999953,0.11494862497784197,1,42
GREATS,8,0.0,0.2,2400,600,31,0,31,,0.0047000000000000375,0.09451300004730001,1,28
MaxLoss,8,0.0,0.3,2100,900,32,0,32,0.024885034887120128,0.007000000000000006,0.1118308330187574,1,29
PU-C,8,0.0,0.3,2100,900,41,0,41,0.03030511160613969,0.008600000000000052,0.13164429203607142,1,38
PU-F,8,0.0,0.3,2100,900,36,0,36,0.027310927340295166,0.006900000000000017,0.1305674579925835,1,33
PU-G,8,0.0,0.3,2100,900,40,0,40,0.02970933628967032,0.006900000000000017,0.13490629103034735,1,37
GREATS,8,0.0,0.3,2100,900,40,0,40,,0.006199999999999983,0.1421292910235934,1,37
MaxLoss,8,0.0,0.4,1800,1200,18,0,18,0.01875582296634093,0.006099999999999994,0.12412733305245638,1,15
PU-C,8,0.0,0.4,1800,1200,16,0,16,0.017224108625669032,0.005800000000000027,0.12493333400925621,1,13
PU-F,8,0.0,0.4,1800,1200,22,0,22,0.021758200775366277,0.005099999999999993,0.1327660420211032,1,19
PU-G,8,0.0,0.4,1800,1200,24,0,24,0.023234111547935754,0.0049000000000000155,0.1348061669850722,1,21
GREATS,8,0.0,0.4,1800,1200,28,0,28,,0.00880000000000003,0.13974662497639656,1,25
MaxLoss,8,0.0,0.5,1500,1500,18,0,18,0.022487208247184753,0.006700000000000039,0.142885249981191,1,15
PU-C,8,0.0,0.5,1500,1500,22,0,22,0.02608497691107914,0.005299999999999971,0.15182595798978582,1,19
PU-F,8,0.0,0.5,1500,1500,24,0,24,0.027853417966980487,0.00649999999999995,0.1564109169994481,1,21
PU-G,8,0.0,0.5,1500,1500,28,0,28,0.03134069964289665,0.0040000000000000036,0.16142341698287055,1,25
GREATS,8,0.0,0.5,1500,1500,23,0,23,,0.00660000000000005,0.1554301250143908,1,20
MaxLoss,8,0.0,0.6,1200,1800,17,0,17,0.026931294472888112,0.00539999999999996,0.17113379196962342,1,14
PU-C,8,0.0,0.6,1200,1800,17,0,17,0.026931294472888112,0.007000000000000006,0.17470220802351832,1,14
PU-F,8,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.005099999999999993,0.17550616600783542,1,13
PU-G,8,0.0,0.6,1200,1800,14,0,14,0.023453966539818794,0.0040000000000000036,0.17112037498736754,1,11
GREATS,8,0.0,0.6,1200,1800,18,0,18,,0.006099999999999994,0.17743729101493955,1,15
MaxLoss,8,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.00539999999999996,0.19387533294502646,1,14
PU-C,8,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.0027000000000000357,0.19641866598976776,1,10
PU-F,8,0.0,0.7,900,2100,21,0,21,0.041832362359855324,0.006399999999999961,0.20333670801483095,1,18
PU-G,8,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.006199999999999983,0.1985965000349097,1,14
GREATS,8,0.0,0.7,900,2100,10,0,10,,0.0028000000000000247,0.1907579999533482,1,7
MaxLoss,8,0.0,0.8,600,2400,5,0,5,0.024279373232275248,0.0038000000000000256,0.20452241698512807,1,2
PU-C,8,0.0,0.8,600,2400,5,0,5,0.024279373232275248,0.0040000000000000036,0.20403500000247732,1,2
PU-F,8,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0018000000000000238,0.20939650002401322,1,6
PU-G,8,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0017000000000000348,0.20488724997267127,1,3
GREATS,8,0.0,0.8,600,2400,5,0,5,,0.0036000000000000476,0.2049534170073457,1,2
MaxLoss,8,0.4,0.0,3000,0,473,0,473,0.1810637908638455,0.02629999999999999,0.772745665977709,1,470
PU-C,8,0.4,0.0,3000,0,476,0,476,0.18212600302649662,0.022399999999999975,3.5784992499975488,1,473
PU-F,8,0.4,0.0,3000,0,495,0,495,0.18884600239107385,0.030100000000000016,5.703730457986239,1,492
PU-G,8,0.4,0.0,3000,0,467,0,467,0.17893839586758986,0.024599999999999955,5.759258874983061,1,464
GREATS,8,0.4,0.0,3000,0,528,0,528,,0.023399999999999976,4.209399042010773,1,525
MaxLoss,8,0.4,0.1,2700,300,450,0,450,0.19184930896153674,0.04069999999999996,0.7921999159734696,1,447
PU-C,8,0.4,0.1,2700,300,448,0,448,0.1910622454015538,0.026000000000000023,3.1309164999984205,1,445
PU-F,8,0.4,0.1,2700,300,459,0,459,0.19538895058212802,0.01870000000000005,4.941672624961939,1,456
PU-G,8,0.4,0.1,2700,300,515,0,515,0.21733867685543373,0.03620000000000001,5.742664334014989,1,512
GREATS,8,0.4,0.1,2700,300,496,0,496,,0.011600000000000055,3.4534357499796897,1,493
MaxLoss,8,0.4,0.2,2400,600,342,0,342,0.16745029477169737,0.023700000000000054,0.5267011250252835,1,339
PU-C,8,0.4,0.2,2400,600,364,0,364,0.17728461133083329,0.023900000000000032,2.2741906669689342,1,361
PU-F,8,0.4,0.2,2400,600,412,0,412,0.19863481778884307,0.024900000000000033,3.6622086669667624,1,409
PU-G,8,0.4,0.2,2400,600,415,0,415,0.1999647060292773,0.016199999999999992,3.222004042007029,1,412
GREATS,8,0.4,0.2,2400,600,456,0,456,,0.03300000000000003,2.7887035839958116,1,453
MaxLoss,8,0.4,0.3,2100,900,316,0,316,0.17770396766718477,0.01319999999999999,0.5434221670147963,1,313
PU-C,8,0.4,0.3,2100,900,322,0,322,0.18077628134051338,0.02210000000000001,1.8076112080016173,1,319
PU-F,8,0.4,0.3,2100,900,317,0,317,0.17821624589851126,0.018299999999999983,2.3092690409976058,1,314
PU-G,8,0.4,0.3,2100,900,359,0,359,0.19965378619963303,0.013399999999999967,2.0932584590045735,1,356
GREATS,8,0.4,0.3,2100,900,366,0,366,,0.01539999999999997,1.7695168750360608,1,363
MaxLoss,8,0.4,0.4,1800,1200,276,0,276,0.1828935989178717,0.01419999999999999,0.42757408297620714,1,273
PU-C,8,0.4,0.4,1800,1200,293,0,293,0.19307514547836035,0.026900000000000035,1.4121735410299152,1,290
PU-F,8,0.4,0.4,1800,1200,296,0,296,0.19486817374126986,0.026599999999999957,1.6259914580150507,1,293
PU-G,8,0.4,0.4,1800,1200,336,0,336,0.21867653873050585,0.014399999999999968,2.764251874992624,1,333
GREATS,8,0.4,0.4,1800,1200,366,0,366,,0.026499999999999968,1.444216542004142,1,363
MaxLoss,8,0.4,0.5,1500,1500,271,0,271,0.21515921206446365,0.030000000000000027,0.43963337503373623,1,268
PU-C,8,0.4,0.5,1500,1500,245,0,245,0.19646248914068565,0.018000000000000016,0.9003601669683121,1,242
PU-F,8,0.4,0.5,1500,1500,254,0,254,0.20294818619731814,0.022800000000000042,1.1954229999682866,1,251
PU-G,8,0.4,0.5,1500,1500,275,0,275,0.2180251648533158,0.022399999999999975,0.7656273330212571,1,272
GREATS,8,0.4,0.5,1500,1500,297,0,297,,0.010600000000000054,0.6965198329999112,1,294
MaxLoss,8,0.4,0.6,1200,1800,182,0,182,0.1874872634653002,0.017100000000000004,0.33159395796246827,1,179
PU-C,8,0.4,0.6,1200,1800,182,0,182,0.1874872634653002,0.03600000000000003,0.4281825000070967,1,179
PU-F,8,0.4,0.6,1200,1800,194,0,194,0.19842506374698132,0.021299999999999986,0.5552673750207759,1,191
PU-G,8,0.4,0.6,1200,1800,177,0,177,0.18291485426016152,0.0242,0.47154900000896305,1,174
GREATS,8,0.4,0.6,1200,1800,215,0,215,,0.020499999999999963,0.5070593749987893,1,212
MaxLoss,8,0.4,0.7,900,2100,186,0,186,0.25310021289624274,0.026100000000000012,0.3558404999785125,1,183
PU-C,8,0.4,0.7,900,2100,172,0,172,0.23621846921741962,0.025699999999999945,0.40048129099886864,1,169
PU-F,8,0.4,0.7,900,2100,171,0,171,0.23500855593010783,0.024800000000000044,0.4745587919605896,1,168
PU-G,8,0.4,0.7,900,2100,182,0,182,0.24828748311847448,0.032299999999999995,0.4957452499656938,1,179
GREATS,8,0.4,0.7,900,2100,202,0,202,,0.021100000000000008,0.49618474999442697,1,199
MaxLoss,8,0.4,0.8,600,2400,74,0,74,0.1697214029263705,0.01759999999999995,0.25307687500026077,1,71
PU-C,8,0.4,0.8,600,2400,91,0,91,0.20202032779343426,0.055400000000000005,0.29454891599016264,1,88
PU-F,8,0.4,0.8,600,2400,108,0,108,0.23374670540215448,0.029200000000000004,0.34066204098053277,1,105
PU-G,8,0.4,0.8,600,2400,87,0,87,0.19447691208915785,0.0242,0.3078174999682233,1,84
GREATS,8,0.4,0.8,600,2400,87,0,87,,0.01959999999999995,0.3011609580134973,1,84
MaxLoss,9,0.0,0.0,3000,0,95,0,95,0.04286969528766349,0.01870000000000005,0.10560870904009789,1,92
PU-C,9,0.0,0.0,3000,0,106,0,106,0.04712998168542981,0.020199999999999996,0.19000379199860618,1,103
PU-F,9,0.0,0.0,3000,0,128,0,128,0.05556067515863106,0.016800000000000037,0.38061916700098664,1,125
PU-G,9,0.0,0.0,3000,0,150,0,150,0.06389456166652963,0.0034999999999999476,0.3900020000291988,1,147
GREATS,9,0.0,0.0,3000,0,164,0,164,,0.009099999999999997,0.558516499993857,1,161
MaxLoss,9,0.0,0.1,2700,300,51,0,51,0.02818571886746213,0.010099999999999998,0.08624558401061222,1,48
PU-C,9,0.0,0.1,2700,300,50,0,50,0.027731052541639656,0.007900000000000018,0.09908670803997666,1,47
PU-F,9,0.0,0.1,2700,300,50,0,50,0.027731052541639656,0.010499999999999954,0.10978216701187193,1,47
PU-G,9,0.0,0.1,2700,300,44,0,44,0.024984721501823515,0.00649999999999995,0.10147279204102233,1,41
GREATS,9,0.0,0.1,2700,300,81,0,81,,0.009399999999999964,0.15252204099670053,1,78
MaxLoss,9,0.0,0.2,2400,600,28,0,28,0.01963437831727788,0.0050000000000000044,0.08048866700846702,1,25
PU-C,9,0.0,0.2,2400,600,25,0,25,0.017997525224927813,0.0020999999999999908,0.0828815420391038,1,22
PU-F,9,0.0,0.2,2400,600,49,0,49,0.030667832994367927,0.007099999999999995,0.12303233298007399,1,46
PU-G,9,0.0,0.2,2400,600,55,0,55,0.03372618119465187,0.009199999999999986,0.13367862498853356,1,52
GREATS,9,0.0,0.2,2400,600,52,0,52,,0.010700000000000043,0.12412554101319984,1,49
MaxLoss,9,0.0,0.3,2100,900,26,0,26,0.02118325181072578,0.0046000000000000485,0.10736649995669723,1,23
PU-C,9,0.0,0.3,2100,900,24,0,24,0.019928991503547877,0.005600000000000049,0.11144908296409994,1,21
PU-F,9,0.0,0.3,2100,900,26,0,26,0.02118325181072578,0.006700000000000039,0.11651862500002608,1,23
PU-G,9,0.0,0.3,2100,900,33,0,33,0.025494333414826542,0.00539999999999996,0.12750141700962558,1,30
GREATS,9,0.0,0.3,2100,900,26,0,26,,0.005299999999999971,0.11629062501015142,1,23
MaxLoss,9,0.0,0.4,1800,1200,23,0,23,0.02249804139137268,0.0044999999999999485,0.12764341599540785,1,20
PU-C,9,0.0,0.4,1800,1200,26,0,26,0.024695796193554997,0.00539999999999996,0.13576474995352328,1,23
PU-F,9,0.0,0.4,1800,1200,31,0,31,0.028297114360611886,0.007600000000000051,0.1451162500306964,1,28
PU-G,9,0.0,0.4,1800,1200,30,0,30,0.027582303388044238,0.0024999999999999467,0.14442266698461026,1,27
GREATS,9,0.0,0.4,1800,1200,28,0,28,,0.005499999999999949,0.1413641670369543,1,25
MaxLoss,9,0.0,0.5,1500,1500,20,0,20,0.02429716510232538,0.006800000000000028,0.1454685420030728,1,17
PU-C,9,0.0,0.5,1500,1500,15,0,15,0.019722751749213785,0.0024999999999999467,0.1437515839934349,1,12
PU-F,9,0.0,0.5,1500,1500,17,0,17,0.02157286019064486,0.0039000000000000146,0.147554625000339,1,14
PU-G,9,0.0,0.5,1500,1500,18,0,18,0.022487208247184753,0.0029000000000000137,0.14813358400715515,1,15
GREATS,9,0.0,0.5,1500,1500,20,0,20,,0.005600000000000049,0.15118450002046302,1,17
MaxLoss,9,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.0043999999999999595,0.1704431670368649,1,13
PU-C,9,0.0,0.6,1200,1800,7,0,7,0.014859578222967684,0.0027000000000000357,0.1651210420532152,1,4
PU-F,9,0.0,0.6,1200,1800,13,0,13,0.022273400623816997,0.0049000000000000155,0.17115504201501608,1,10
PU-G,9,0.0,0.6,1200,1800,4,0,4,0.010793798370286822,0.0009000000000000119,0.1614317080238834,1,1
GREATS,9,0.0,0.6,1200,1800,6,0,6,,0.0018000000000000238,0.16243741696234792,1,3
MaxLoss,9,0.0,0.7,900,2100,7,0,7,0.019781653478275985,0.0043999999999999595,0.18550304201198742,1,4
PU-C,9,0.0,0.7,900,2100,11,0,11,0.02644878235878423,0.0036000000000000476,0.19160295801702887,1,8
PU-F,9,0.0,0.7,900,2100,19,0,19,0.03885184053797275,0.005700000000000038,0.20032779197208583,1,16
PU-G,9,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.0040000000000000036,0.19889970897929743,1,12
GREATS,9,0.0,0.7,900,2100,12,0,12,,0.0039000000000000146,0.19312275003176183,1,9
MaxLoss,9,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0027000000000000357,0.20606062497245148,1,4
PU-C,9,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0047000000000000375,0.2077612919965759,1,5
PU-F,9,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0048000000000000265,0.20878595899557695,1,6
PU-G,9,0.0,0.8,600,2400,4,0,4,0.021501237817574292,0.0014999999999999458,0.2039303340134211,1,1
GREATS,9,0.0,0.8,600,2400,10,0,10,,0.0048000000000000265,0.21074820798821747,1,7
MaxLoss,9,0.4,0.0,3000,0,511,0,511,0.1944954011705704,0.010499999999999954,0.8529082090244628,1,508
PU-C,9,0.4,0.0,3000,0,600,58,658,0.2460390658234246,0.05230000000000001,4.929607792000752,0,597
PU-F,9,0.4,0.0,3000,0,533,0,533,0.202249675989151,0.0046000000000000485,6.83514754101634,1,530
PU-G,9,0.4,0.0,3000,0,600,0,600,0.22577449848176911,0.013900000000000023,7.32639887498226,1,597
GREATS,9,0.4,0.0,3000,0,600,31,631,,0.030399999999999983,5.300941791967489,0,597
MaxLoss,9,0.4,0.1,2700,300,484,0,484,0.20520341687370092,0.016599999999999948,0.9354979579802603,1,481
PU-C,9,0.4,0.1,2700,300,460,0,460,0.1957820297102444,0.016800000000000037,3.324305457994342,1,457
PU-F,9,0.4,0.1,2700,300,494,0,494,0.2091220997972414,0.006700000000000039,5.937009375018533,1,491
PU-G,9,0.4,0.1,2700,300,506,0,506,0.21381935238605365,0.015700000000000047,5.658239374984987,1,503
GREATS,9,0.4,0.1,2700,300,588,0,588,,0.024900000000000033,4.766219166980591,1,585
MaxLoss,9,0.4,0.2,2400,600,434,0,434,0.20837582845706493,0.018199999999999994,0.7203005000483245,1,431
PU-C,9,0.4,0.2,2400,600,436,0,436,0.20926007837988436,0.018199999999999994,3.0640527089708485,1,433
PU-F,9,0.4,0.2,2400,600,415,0,415,0.1999647060292773,0.008700000000000041,4.488899166986812,1,412
PU-G,9,0.4,0.2,2400,600,452,0,452,0.2163265625713393,0.014499999999999957,4.170413999992888,1,449
GREATS,9,0.4,0.2,2400,600,487,0,487,,0.016900000000000026,3.2018951670033857,1,484
MaxLoss,9,0.4,0.3,2100,900,337,0,337,0.18844316998729482,0.016800000000000037,0.6025439170189202,1,334
PU-C,9,0.4,0.3,2100,900,398,0,398,0.21943517884938046,0.010199999999999987,2.3522225419874303,1,395
PU-F,9,0.4,0.3,2100,900,390,0,390,0.2153865380678326,0.017100000000000004,2.9637998749967664,1,387
PU-G,9,0.4,0.3,2100,900,382,0,382,0.21133331558667123,0.005900000000000016,2.3724474160117097,1,379
GREATS,9,0.4,0.3,2100,900,368,0,368,,0.006700000000000039,1.7419924580026418,1,365
MaxLoss,9,0.4,0.4,1800,1200,332,0,332,0.21630358370020986,0.02529999999999999,0.6342055420391262,1,329
PU-C,9,0.4,0.4,1800,1200,326,0,326,0.212740981252864,0.02090000000000003,1.704515833989717,1,323
PU-F,9,0.4,0.4,1800,1200,347,0,347,0.22519364702748135,0.015599999999999947,2.3836769590270706,1,344
PU-G,9,0.4,0.4,1800,1200,329,0,329,0.21452276170020923,0.019299999999999984,1.646506541990675,1,326
GREATS,9,0.4,0.4,1800,1200,396,0,396,,0.008199999999999985,2.1173422500141896,1,393
MaxLoss,9,0.4,0.5,1500,1500,275,0,275,0.2180251648533158,0.010000000000000009,0.5501397919724695,1,272
PU-C,9,0.4,0.5,1500,1500,268,0,268,0.21300797554431483,0.014599999999999946,1.0658431250485592,1,265
PU-F,9,0.4,0.5,1500,1500,298,0,298,0.23445403203368187,0.03059999999999996,1.624289500003215,1,295
PU-G,9,0.4,0.5,1500,1500,322,0,322,0.25151132163591683,0.025599999999999956,1.5040415420080535,1,319
GREATS,9,0.4,0.5,1500,1500,330,0,330,,0.018000000000000016,1.2246714999782853,1,327
MaxLoss,9,0.4,0.6,1200,1800,224,0,224,0.2255670137819834,0.017299999999999982,0.4872504170052707,1,221
PU-C,9,0.4,0.6,1200,1800,250,0,250,0.24888249940704554,0.02749999999999997,1.0000934170093387,1,247
PU-F,9,0.4,0.6,1200,1800,244,0,244,0.24351776542607695,0.028100000000000014,0.8157550420146435,1,241
PU-G,9,0.4,0.6,1200,1800,252,0,252,0.25066872767638415,0.02729999999999999,0.7061525419703685,1,249
GREATS,9,0.4,0.6,1200,1800,239,0,239,,0.01970000000000005,0.5843499160255305,1,236
MaxLoss,9,0.4,0.7,900,2100,130,0,130,0.1848700157715939,0.029900000000000038,0.2887050419813022,1,127
PU-C,9,0.4,0.7,900,2100,150,0,150,0.20946468017064035,0.022499999999999964,0.36421770800370723,1,147
PU-F,9,0.4,0.7,900,2100,153,0,153,0.21313037734944373,0.016800000000000037,0.4472473330097273,1,150
PU-G,9,0.4,0.7,900,2100,159,0,159,0.22044472757261246,0.009600000000000053,0.44385008403332904,1,156
GREATS,9,0.4,0.7,900,2100,126,0,126,,0.027800000000000047,0.33967879199190065,1,123
MaxLoss,9,0.4,0.8,600,2400,124,0,124,0.26317692024167627,0.05269999999999997,0.29192337504355237,1,121
PU-C,9,0.4,0.8,600,2400,133,0,133,0.27957156021147966,0.017800000000000038,0.35451491695130244,1,130
PU-F,9,0.4,0.8,600,2400,127,0,127,0.268653899023775,0.03810000000000002,0.3809848749660887,1,124
PU-G,9,0.4,0.8,600,2400,114,0,114,0.24482812458882108,0.05669999999999997,0.35536675003822893,1,111
GREATS,9,0.4,0.8,600,2400,159,0,159,,0.03380000000000005,0.40724329196382314,1,156
