method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
GREATS,volume_gap_fashion_mnist,1,0.1,0.0,warm_start,200,200,5000,0,204,1731,1935,,0.36775,0.36775,,,,,5.278141283080913,0,1,201,0.3382352941176471,0.6617647058823529,0.7255980968475342,0.7255980968475342,0.9999997615814209,0.03555991115241215,0.8522167487684729,0.9064039408866995,0.8423645320197044,0.39705882352941174,0.6029411764705882,0.0196078431372549,0.9734044104170912,0.004901960784313725,0.236631520349004,1.4187158715113943
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,50,50,3500,1500,54,1716,1770,0.5363379527698271,0.52425,0.52425,,,,,0.47465691110119224,0,0,51,0.46296296296296297,0.7962962962962963,0.7580807209014893,0.7580807209014893,0.9999995827674866,0.07081109397816208,0.7169811320754716,0.7169811320754716,0.6792452830188679,0.5370370370370371,0.46296296296296297,0.1111111111111111,0.9086879477009094,0.018518518518518517,0.26973115095524175,1.3723763886626614
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,100,100,3500,1500,104,1605,1709,0.5188700201106258,0.4145,0.4145,,,,,1.0567881281021982,0,0,101,0.38461538461538464,0.6923076923076923,0.7807460427284241,0.7807460427284241,0.9999995827674866,0.04893988313026799,0.8155339805825242,0.8446601941747572,0.8058252427184466,0.4519230769230769,0.5480769230769231,0.0673076923076923,0.9382391273266628,0.009615384615384616,0.2449684701510843,1.4070441417884818
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,200,200,3500,1500,204,1337,1541,0.4705668122624047,0.39275000000000004,0.39275,,,,,2.825859522097744,0,1,201,0.38235294117647056,0.7107843137254902,0.7254810333251953,0.7254810333251953,0.9999994039535522,0.03333108618928881,0.812807881773399,0.9261083743842364,0.812807881773399,0.5049019607843137,0.4950980392156863,0.0392156862745098,0.9423462397111517,0.004901960784313725,0.24886123784387748,1.4015942670185715
PU-R,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,50,50,3500,1500,54,1538,1592,0.48526059492724016,0.4,0.4,,,,,0.8069743739906698,0,0,51,0.37037037037037035,0.6851851851851852,0.7565866708755493,0.7565866708755493,0.9999995231628418,0.09422455081399882,0.5849056603773585,0.6226415094339622,0.5660377358490566,0.3333333333333333,0.6666666666666666,0.07407407407407407,0.9698683752711837,0.018518518518518517,0.29487964475366324,1.3371684973448714
PU-R,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,100,100,3500,1500,104,1884,1988,0.598454307531938,0.44325000000000003,0.44325,,,,,1.9013692029984668,0,0,101,0.3942307692307692,0.6153846153846154,0.7736873030662537,0.7736873030662537,0.9999996423721313,0.055302027359749505,0.7766990291262136,0.8446601941747572,0.7669902912621359,0.33653846153846156,0.6634615384615384,0.038461538461538464,0.9760805569143911,0.009615384615384616,0.24408944128256796,1.4082747822044046
PU-R,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,200,200,3500,1500,204,1649,1853,0.5600452057551593,0.399,0.399,,,,,5.443022207939066,0,1,201,0.38235294117647056,0.6764705882352942,0.701915442943573,0.701915442943573,0.9999992847442627,0.03991101762931335,0.8374384236453202,0.8817733990147784,0.8374384236453202,0.4803921568627451,0.5196078431372549,0.04411764705882353,0.9440725465772902,0.004901960784313725,0.259484897509961,1.3867211434860545
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,50,50,3500,1500,54,1921,1975,0.5947638894431293,0.45899999999999996,0.459,,,,,0.8502466710051522,0,0,51,0.4444444444444444,0.7592592592592593,0.7580744624137878,0.7580744624137878,0.9999998807907104,0.10440321969536115,0.49056603773584906,0.5094339622641509,0.41509433962264153,0.3148148148148148,0.6851851851851852,0.05555555555555555,0.9811544735324702,0.018518518518518517,0.3036691617196594,1.3248631735924767
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,100,100,3500,1500,104,1770,1874,0.5660322979674675,0.40349999999999997,0.4035,,,,,2.0622597890906036,0,0,101,0.3942307692307692,0.6634615384615384,0.7809728384017944,0.7809728384017944,0.9999998807907104,0.055619362488533684,0.7572815533980582,0.8252427184466019,0.7378640776699029,0.34615384615384615,0.6538461538461539,0.038461538461538464,0.9794576343520742,0.009615384615384616,0.24157220798344417,1.4117989088231782
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,200,200,3500,1500,204,1473,1677,0.509691467275843,0.39549999999999996,0.3955,,,,,6.133044605026953,0,1,201,0.39705882352941174,0.696078431372549,0.7271074056625366,0.7271074056625366,1.0,0.03830151839796545,0.8177339901477833,0.8916256157635468,0.8177339901477833,0.46568627450980393,0.5343137254901961,0.029411764705882353,0.955705572456925,0.004901960784313725,0.24433066889021451,1.4079370635536996
GREATS,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,50,50,3500,1500,54,1177,1231,,0.42100000000000004,0.421,,,,,0.7805098099634051,0,0,51,0.35185185185185186,0.5740740740740741,0.7380228638648987,0.7380228638648987,0.9999934434890747,0.07488542570258086,0.7924528301886793,0.7547169811320755,0.7358490566037735,0.25925925925925924,0.7407407407407407,0.037037037037037035,0.9839232868770611,0.018518518518518517,0.27358805734316266,1.3669767197195724
GREATS,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,100,100,3500,1500,104,1756,1860,,0.43725,0.43725,,,,,1.7899454109137878,0,0,101,0.375,0.6153846153846154,0.7250508666038513,0.7250508666038513,0.9999886751174927,0.05794420896224605,0.8252427184466019,0.8932038834951457,0.8155339805825242,0.28846153846153844,0.7115384615384616,0.028846153846153848,0.9849913909328245,0.009615384615384616,0.2642309470691656,1.380076674103168
GREATS,volume_gap_fashion_mnist,1,0.1,0.3,warm_start,200,200,3500,1500,204,1274,1478,,0.32599999999999996,0.326,,,,,4.498780271969736,0,1,201,0.3431372549019608,0.6519607843137255,0.7183183431625366,0.7183183431625366,0.9999998807907104,0.036561937754964594,0.8571428571428571,0.9064039408866995,0.8571428571428571,0.3627450980392157,0.6372549019607843,0.024509803921568627,0.9760420893940818,0.004901960784313725,0.23525856105537266,1.420638014522478
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,50,50,2000,3000,54,745,799,0.43817727477289736,0.38249999999999995,0.3825,,,,,0.4294531249906868,0,0,51,0.4444444444444444,0.7962962962962963,0.7595155239105225,0.7595155239105225,0.9999992847442627,0.07291925122153084,0.7547169811320755,0.7547169811320755,0.7358490566037735,0.5,0.5,0.09259259259259259,0.9426358046734998,0.018518518518518517,0.27691584408500625,1.3623178182809912
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,100,100,2000,3000,104,890,994,0.5366506401915103,0.4065,0.4065,,,,,0.9509279439225793,0,0,101,0.46153846153846156,0.7788461538461539,0.768447995185852,0.768447995185852,0.9999985098838806,0.053280954222077306,0.8058252427184466,0.8640776699029126,0.8058252427184466,0.46153846153846156,0.5384615384615384,0.057692307692307696,0.951721895344571,0.009615384615384616,0.25481355105305603,1.3932610285257214
MaxLoss,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,200,200,2000,3000,204,592,796,0.43665009463438764,0.35775,0.35775,,,,,2.5922050969675183,0,1,201,0.4068627450980392,0.8333333333333334,0.7186455130577087,0.7186455130577087,1.0,0.03762664201811616,0.8177339901477833,0.8866995073891626,0.8177339901477833,0.6078431372549019,0.39215686274509803,0.04411764705882353,0.9431545887526755,0.004901960784313725,0.2669200881292944,1.376311876618988
PU-R,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,50,50,2000,3000,54,994,1048,0.5636484926799312,0.44275,0.44275,,,,,0.6461419069673866,0,0,51,0.4074074074074074,0.7222222222222222,0.7403213977813721,0.7403213977813721,1.0,0.09461643898262168,0.6226415094339622,0.6792452830188679,0.6226415094339622,0.3333333333333333,0.6666666666666666,0.05555555555555555,0.9733803181554925,0.018518518518518517,0.3031526961714805,1.325586225359927
PU-R,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,100,100,2000,3000,104,843,947,0.5130569837638177,0.378,0.378,,,,,1.5323531149188057,0,0,101,0.40384615384615385,0.7211538461538461,0.7360090613365173,0.7360090613365173,0.9999998807907104,0.0593219347370481,0.7669902912621359,0.8446601941747572,0.7572815533980582,0.40384615384615385,0.5961538461538461,0.04807692307692308,0.9705040141466378,0.009615384615384616,0.2712325273889371,1.370274461655488
PU-R,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,200,200,2000,3000,204,690,894,0.48634465859504417,0.36024999999999996,0.36025,,,,,4.5142887039110065,0,1,201,0.4117647058823529,0.8137254901960784,0.7049255967140198,0.7049255967140198,0.9999999403953552,0.0398461820163163,0.812807881773399,0.8866995073891626,0.812807881773399,0.5735294117647058,0.4264705882352941,0.03431372549019608,0.9479478079539213,0.004901960784313725,0.2723296837251584,1.3687384427847782
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,50,50,2000,3000,54,1001,1055,0.5671395874815062,0.47150000000000003,0.4715,,,,,0.6624739689286798,0,0,51,0.3888888888888889,0.7037037037037037,0.7387378215789795,0.7387378215789795,0.9999979734420776,0.09166380425669113,0.6226415094339622,0.6415094339622641,0.5660377358490566,0.3148148148148148,0.6851851851851852,0.07407407407407407,0.9713614239273337,0.018518518518518517,0.3021888263175578,1.326935643155419
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,100,100,2000,3000,104,802,906,0.4924026725930162,0.39625,0.39625,,,,,1.6412005570018664,0,0,101,0.40384615384615385,0.7307692307692307,0.722642183303833,0.722642183303833,0.9999964237213135,0.06017119676164053,0.7184466019417476,0.8252427184466019,0.7184466019417476,0.375,0.625,0.04807692307692308,0.9766895650829068,0.009615384615384616,0.2801083957977821,1.357848245883105
PU-R-Vol,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,200,200,2000,3000,204,750,954,0.5165765610290691,0.38549999999999995,0.3855,,,,,5.115228459937498,0,1,201,0.39215686274509803,0.8137254901960784,0.7170547842979431,0.7170547842979431,0.9999973773956299,0.03967215318985173,0.7931034482758621,0.896551724137931,0.7931034482758621,0.5637254901960784,0.4362745098039216,0.03431372549019608,0.9541461845156395,0.004901960784313725,0.26475946678806356,1.379336746496711
GREATS,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,50,50,2000,3000,54,1108,1162,,0.49075,0.49075,,,,,0.6734107399825007,0,0,51,0.42592592592592593,0.7407407407407407,0.7510480284690857,0.7510480284690857,0.9999984502792358,0.08764781479565602,0.5849056603773585,0.6792452830188679,0.5849056603773585,0.3333333333333333,0.6666666666666666,0.037037037037037035,0.9841962570206112,0.018518518518518517,0.2950418705091342,1.336941381287212
GREATS,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,100,100,2000,3000,104,657,761,,0.36,0.36,,,,,1.4881997989723459,0,0,101,0.3557692307692308,0.7019230769230769,0.7631097435951233,0.7631097435951233,0.9999988079071045,0.051614713321611716,0.8058252427184466,0.8543689320388349,0.7961165048543689,0.3173076923076923,0.6826923076923077,0.038461538461538464,0.983226374482525,0.009615384615384616,0.24455650666965967,1.4076208906624763
GREATS,volume_gap_fashion_mnist,1,0.1,0.6,warm_start,200,200,2000,3000,204,394,598,,0.3155,0.3155,,,,,3.6558636509580538,0,1,201,0.3284313725490196,0.7696078431372549,0.7269954681396484,0.7269954681396484,0.9999983310699463,0.0381636066830217,0.812807881773399,0.9014778325123153,0.8078817733990148,0.47549019607843135,0.5245098039215687,0.024509803921568627,0.9711715165597393,0.004901960784313725,0.23955588187280688,1.4146217653780702
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,50,50,5000,0,54,3470,3524,0.7288051284267567,0.5295000000000001,0.5295,,,,,0.5074442509794608,0,0,51,0.42592592592592593,0.7777777777777778,0.8387241959571838,0.8387241959571838,0.999998152256012,0.05001596459802592,0.8490566037735849,0.7924528301886793,0.7924528301886793,0.5185185185185185,0.48148148148148145,0.1111111111111111,0.9217811272956324,0.018518518518518517,0.20732185465108577,1.45974940348848
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,100,100,5000,0,104,2563,2667,0.5593528298195451,0.42474999999999996,0.42475,,,,,1.1452248350251466,0,0,101,0.40384615384615385,0.6442307692307693,0.8202313780784607,0.8202313780784607,0.9999991655349731,0.04528378514410222,0.7961165048543689,0.8252427184466019,0.7766990291262136,0.46153846153846156,0.5384615384615384,0.07692307692307693,0.9171921527029425,0.009615384615384616,0.21475506684707582,1.449342906414094
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,200,200,5000,0,204,2337,2541,0.5341610355535522,0.39075000000000004,0.39075,,,,,3.0252388030057773,0,1,201,0.37745098039215685,0.6127450980392157,0.7262682318687439,0.7262682318687439,0.9999997615814209,0.032177663789006876,0.8768472906403941,0.9261083743842364,0.8620689655172413,0.4362745098039216,0.5637254901960784,0.04411764705882353,0.9373429763252572,0.004901960784313725,0.24627965917897457,1.4052084771494358
PU-R,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,50,50,5000,0,54,2363,2417,0.5093039029743522,0.48275,0.48275,,,,,0.9684763769619167,0,0,51,0.4074074074074074,0.48148148148148145,0.7444947957992554,0.7444947957992554,0.9999823570251465,0.10093982039757494,0.5849056603773585,0.6415094339622641,0.5283018867924528,0.2037037037037037,0.7962962962962963,0.037037037037037035,0.9854808669485273,0.018518518518518517,0.299464765020187,1.3307493289717383
PU-R,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,100,100,5000,0,104,2750,2854,0.5966159629169852,0.48575,0.48575,,,,,2.3727891880553216,0,0,101,0.3557692307692308,0.5192307692307693,0.7071380019187927,0.7071380019187927,0.9999920129776001,0.05763138671523159,0.8640776699029126,0.9029126213592233,0.8543689320388349,0.23076923076923078,0.7692307692307693,0.038461538461538464,0.9826767815852386,0.009615384615384616,0.2656459120554851,1.3780957231223208
PU-R,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,200,200,5000,0,204,2304,2508,0.527552132611163,0.37424999999999997,0.37425,,,,,6.642618453013711,0,1,201,0.3872549019607843,0.5980392156862745,0.7276079058647156,0.7276079058647156,0.9999998807907104,0.03084565266012558,0.9113300492610837,0.9359605911330049,0.9064039408866995,0.4068627450980392,0.5931372549019608,0.029411764705882353,0.9562177496311659,0.004901960784313725,0.21863147738296582,1.4439159316638477
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,50,50,5000,0,54,2372,2426,0.5111102206283249,0.4125,0.4125,,,,,1.0129340549465269,0,0,51,0.35185185185185186,0.5740740740740741,0.7377282977104187,0.7377282977104187,0.9999998807907104,0.08834085599431452,0.6226415094339622,0.6037735849056604,0.5849056603773585,0.2962962962962963,0.7037037037037037,0.05555555555555555,0.9783549982429925,0.018518518518518517,0.30009985084644725,1.3298602088149738
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,100,100,5000,0,104,2580,2684,0.5627465789439157,0.41225,0.41225,,,,,2.46346423891373,0,0,101,0.36538461538461536,0.4807692307692308,0.7341241836547852,0.7341241836547852,0.9999998807907104,0.055930744675756656,0.8737864077669902,0.8543689320388349,0.8349514563106796,0.2692307692307692,0.7307692307692307,0.038461538461538464,0.9758479632155947,0.009615384615384616,0.2584901862013813,1.388113739318066
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,200,200,5000,0,204,2550,2754,0.5767078560311347,0.39675000000000005,0.39675,,,,,7.229804255999625,0,1,201,0.35294117647058826,0.5637254901960784,0.692600667476654,0.692600667476654,1.0,0.03453750504648744,0.8522167487684729,0.916256157635468,0.8522167487684729,0.3872549019607843,0.6127450980392157,0.03431372549019608,0.9533548990133776,0.004901960784313725,0.24245577697187234,1.4105619122393787
GREATS,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,50,50,5000,0,54,1912,1966,,0.37175,0.37175,,,,,1.0659096790477633,0,0,51,0.37037037037037035,0.5740740740740741,0.7507951259613037,0.7507951259613037,0.9999912977218628,0.066883773173926,0.8679245283018868,0.8301886792452831,0.8301886792452831,0.24074074074074073,0.7592592592592593,0.037037037037037035,0.9842939492022541,0.018518518518518517,0.25998747517258286,1.386017534758384
GREATS,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,100,100,5000,0,104,2280,2384,,0.45399999999999996,0.454,,,,,2.425659965025261,0,0,101,0.34615384615384615,0.6442307692307693,0.7442916631698608,0.7442916631698608,1.0000001192092896,0.051326842852009155,0.8446601941747572,0.883495145631068,0.8155339805825242,0.3076923076923077,0.6923076923076923,0.028846153846153848,0.9803623922445158,0.009615384615384616,0.24251838138753123,1.410474266057456
GREATS,volume_gap_fashion_mnist,2,0.1,0.0,warm_start,200,200,5000,0,204,1887,2091,,0.37424999999999997,0.37425,,,,,5.5370392630575225,0,1,201,0.35784313725490197,0.6176470588235294,0.7249298691749573,0.7249298691749573,1.000000238418579,0.03467228494841477,0.8866995073891626,0.916256157635468,0.8768472906403941,0.36764705882352944,0.6323529411764706,0.024509803921568627,0.9727125383551548,0.004901960784313725,0.22942957768272626,1.4287985912441832
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,50,50,3500,1500,54,1712,1766,0.535193668154534,0.384,0.384,,,,,0.4716952780727297,0,0,51,0.4074074074074074,0.5925925925925926,0.7819443941116333,0.7819443941116333,0.9999972581863403,0.06950162829093214,0.7735849056603774,0.7735849056603774,0.7547169811320755,0.35185185185185186,0.6481481481481481,0.09259259259259259,0.9500796655748052,0.018518518518518517,0.25794435306339875,1.3888779057112417
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,100,100,3500,1500,104,1465,1569,0.478637273889035,0.35775,0.35775,,,,,1.0533561410848051,0,0,101,0.38461538461538464,0.5961538461538461,0.7460314035415649,0.7460314035415649,0.9999972581863403,0.04724111661170293,0.8640776699029126,0.883495145631068,0.8446601941747572,0.41346153846153844,0.5865384615384616,0.057692307692307696,0.9457926788665055,0.009615384615384616,0.2508072711152342,1.398869820438672
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,200,200,3500,1500,204,1196,1400,0.4298032389488071,0.32599999999999996,0.326,,,,,2.8199612500611693,0,1,201,0.4215686274509804,0.7205882352941176,0.7024271488189697,0.7024271488189697,1.000000238418579,0.03273130314690726,0.8423645320197044,0.916256157635468,0.8374384236453202,0.5588235294117647,0.4411764705882353,0.04411764705882353,0.9230854730028331,0.004901960784313725,0.25787008076814827,1.3889818869245925
PU-R,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,50,50,3500,1500,54,1735,1789,0.5417710905894637,0.41725,0.41725,,,,,0.7992723969509825,0,0,51,0.37037037037037035,0.5555555555555556,0.7414811849594116,0.7414811849594116,0.9999984502792358,0.09264902798634655,0.6226415094339622,0.660377358490566,0.6037735849056604,0.25925925925925924,0.7407407407407407,0.07407407407407407,0.9743372056080828,0.018518518518518517,0.30233435604499853,1.326731901537002
PU-R,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,100,100,3500,1500,104,1864,1968,0.59277600760106,0.40225,0.40225,,,,,1.9321513579925522,0,0,101,0.3942307692307692,0.6057692307692307,0.7275906801223755,0.7275906801223755,0.999997615814209,0.049116274685535616,0.8349514563106796,0.8737864077669902,0.8349514563106796,0.3269230769230769,0.6730769230769231,0.04807692307692308,0.9702496401295496,0.009615384615384616,0.25367955526995944,1.3948486226220567
PU-R,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,200,200,3500,1500,204,1122,1326,0.4083257598686032,0.352,0.352,,,,,5.443227070965804,0,1,201,0.39215686274509803,0.6715686274509803,0.7196118831634521,0.7196118831634521,0.9999997615814209,0.03332480010140706,0.8522167487684729,0.9113300492610837,0.8423645320197044,0.46568627450980393,0.5343137254901961,0.03431372549019608,0.9498695469829134,0.004901960784313725,0.23852786499304787,1.416060989009733
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,50,50,3500,1500,54,1596,1650,0.5019390071975067,0.384,0.384,,,,,0.8069627709919587,0,0,51,0.42592592592592593,0.5740740740740741,0.734497606754303,0.734497606754303,0.9999589323997498,0.0999933661154981,0.6415094339622641,0.6981132075471698,0.6037735849056604,0.25925925925925924,0.7407407407407407,0.037037037037037035,0.9839232868770611,0.018518518518518517,0.31352945540606986,1.311058762431502
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,100,100,3500,1500,104,1482,1586,0.4835332915536128,0.35450000000000004,0.3545,,,,,1.9935483400477096,0,0,101,0.38461538461538464,0.5961538461538461,0.7150970697402954,0.7150970697402954,0.9999921321868896,0.055527790657524924,0.8155339805825242,0.8446601941747572,0.7961165048543689,0.3269230769230769,0.6730769230769231,0.057692307692307696,0.9692220666348464,0.009615384615384616,0.2696038715094811,1.3725545798867265
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,200,200,3500,1500,204,1010,1214,0.3757053075241856,0.3295,0.3295,,,,,6.010881122085266,0,1,201,0.37745098039215685,0.7009803921568627,0.7054423093795776,0.7054423093795776,0.9999994039535522,0.0351221024109225,0.8423645320197044,0.9113300492610837,0.8423645320197044,0.4852941176470588,0.5147058823529411,0.03431372549019608,0.944455741402697,0.004901960784313725,0.2513520388118899,1.398107145663354
GREATS,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,50,50,3500,1500,54,1530,1584,,0.38175000000000003,0.38175,,,,,0.7766368289012462,0,0,51,0.42592592592592593,0.6851851851851852,0.773923933506012,0.773923933506012,0.9999992847442627,0.06195354236746734,0.8679245283018868,0.8113207547169812,0.8113207547169812,0.2962962962962963,0.7037037037037037,0.037037037037037035,0.983682586382273,0.018518518518518517,0.25260077448480045,1.3963589157212792
GREATS,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,100,100,3500,1500,104,1307,1411,,0.37575000000000003,0.37575,,,,,1.7777102650143206,0,0,101,0.38461538461538464,0.6730769230769231,0.7570926547050476,0.7570926547050476,1.0,0.05043891332681897,0.8446601941747572,0.8640776699029126,0.8155339805825242,0.3173076923076923,0.6826923076923077,0.028846153846153848,0.9851731595004242,0.009615384615384616,0.24404978514173853,1.408330300801566
GREATS,volume_gap_fashion_mnist,2,0.1,0.3,warm_start,200,200,3500,1500,204,1286,1490,,0.31475,0.31475,,,,,4.466790983919054,0,1,201,0.35784313725490197,0.6764705882352942,0.7307856678962708,0.7307856678962708,0.9999998211860657,0.03354468192960241,0.8620689655172413,0.9064039408866995,0.8620689655172413,0.4068627450980392,0.5931372549019608,0.024509803921568627,0.9702000827313773,0.004901960784313725,0.22803418347641205,1.4307521431330232
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,50,50,2000,3000,54,983,1037,0.5581584761384875,0.46425000000000005,0.46425,,,,,0.42885003704577684,0,0,51,0.46296296296296297,0.7777777777777778,0.7735615968704224,0.7735615968704224,0.9999985098838806,0.07723487323185182,0.7169811320754716,0.660377358490566,0.6415094339622641,0.4444444444444444,0.5555555555555556,0.09259259259259259,0.9619489360382796,0.018518518518518517,0.2746869503034844,1.365438269575122
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,100,100,2000,3000,104,687,791,0.43410395010141656,0.36275,0.36275,,,,,0.9486574809998274,0,0,101,0.4326923076923077,0.7115384615384616,0.7868435382843018,0.7868435382843018,0.9999992847442627,0.04893923210866243,0.7961165048543689,0.8640776699029126,0.7766990291262136,0.4230769230769231,0.5769230769230769,0.057692307692307696,0.9597030213940037,0.009615384615384616,0.23774040744797215,1.417163429572839
MaxLoss,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,200,200,2000,3000,204,741,945,0.5120510281412862,0.40025,0.40025,,,,,2.591875228099525,0,1,201,0.4068627450980392,0.7745098039215687,0.7254331111907959,0.7254331111907959,0.999998927116394,0.03316465475289105,0.8817733990147784,0.9113300492610837,0.8669950738916257,0.553921568627451,0.44607843137254904,0.0392156862745098,0.9438834849584901,0.004901960784313725,0.24714259394966345,1.4040003684704712
PU-R,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,50,50,2000,3000,54,742,796,0.43665009463438764,0.34550000000000003,0.3455,,,,,0.6378544690087438,0,0,51,0.4074074074074074,0.6851851851851852,0.7686054706573486,0.7686054706573486,0.9999946355819702,0.09222298860549927,0.6226415094339622,0.6981132075471698,0.6226415094339622,0.3148148148148148,0.6851851851851852,0.07407407407407407,0.9740448913100049,0.018518518518518517,0.2856905830670769,1.3500331837060924
PU-R,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,100,100,2000,3000,104,845,949,0.5140627783839591,0.39049999999999996,0.3905,,,,,1.5293415420455858,0,0,101,0.3942307692307692,0.6730769230769231,0.7250282764434814,0.7250282764434814,0.9999908208847046,0.06125268253307898,0.7669902912621359,0.8155339805825242,0.7572815533980582,0.38461538461538464,0.6153846153846154,0.04807692307692308,0.9677115580560619,0.009615384615384616,0.28123981337169257,1.3562642612796303
PU-R,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,200,200,2000,3000,204,598,802,0.43970407568849623,0.37649999999999995,0.3765,,,,,4.484851074987091,0,1,201,0.4068627450980392,0.7745098039215687,0.7342185378074646,0.7342185378074646,0.9999902248382568,0.033600091053347284,0.8620689655172413,0.9113300492610837,0.8522167487684729,0.5294117647058824,0.47058823529411764,0.029411764705882353,0.9555628267871239,0.004901960784313725,0.23726169122171634,1.4178336322895968
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,50,50,2000,3000,54,923,977,0.5281270148116164,0.47075,0.47075,,,,,0.6619513599434868,0,0,51,0.3888888888888889,0.5925925925925926,0.7627973556518555,0.7627973556518555,0.9999250173568726,0.09194736998036222,0.5849056603773585,0.6226415094339622,0.5471698113207547,0.2037037037037037,0.7962962962962963,0.037037037037037035,0.9854808669485272,0.018518518518518517,0.28849032409416475,1.3461135462681693
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,100,100,2000,3000,104,1072,1176,0.6271672932198271,0.475,0.475,,,,,1.6582730580121279,0,0,101,0.3942307692307692,0.625,0.7347584962844849,0.7347584962844849,0.9999799132347107,0.05733489237942742,0.7864077669902912,0.8349514563106796,0.7572815533980582,0.2980769230769231,0.7019230769230769,0.038461538461538464,0.9819012657414545,0.009615384615384616,0.2648200644955811,1.3792519097061864
PU-R-Vol,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,200,200,2000,3000,204,686,890,0.48432402266189456,0.34875,0.34875,,,,,5.108755755936727,0,1,201,0.38235294117647056,0.7401960784313726,0.7307142615318298,0.7307142615318298,0.9999877214431763,0.03365990299309416,0.8620689655172413,0.9014778325123153,0.8522167487684729,0.5147058823529411,0.4852941176470588,0.029411764705882353,0.9565390319887919,0.004901960784313725,0.23644222363308393,1.4189808869136824
