method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
GREATS,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,50,50,2000,3000,54,582,636,,0.364,0.364,,,,,0.6504065589979291,0,0,51,0.35185185185185186,0.6666666666666666,0.7578120827674866,0.7578120827674866,0.9999747276306152,0.06839753996651128,0.8113207547169812,0.8679245283018868,0.7924528301886793,0.24074074074074073,0.7592592592592593,0.037037037037037035,0.9842939492022541,0.018518518518518517,0.2605496647248226,1.3852304693852482
GREATS,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,100,100,2000,3000,104,628,732,,0.34275,0.34275,,,,,1.419119823956862,0,0,101,0.375,0.7019230769230769,0.7343634963035583,0.7343634963035583,0.9999886155128479,0.04956567692525179,0.8737864077669902,0.8932038834951457,0.8543689320388349,0.28846153846153844,0.7115384615384616,0.028846153846153848,0.9814845442360633,0.009615384615384616,0.24549168949706635,1.406311634704107
GREATS,volume_gap_fashion_mnist,2,0.1,0.6,warm_start,200,200,2000,3000,204,580,784,,0.29774999999999996,0.29775,,,,,3.624249408952892,0,1,201,0.3382352941176471,0.6862745098039216,0.7328686118125916,0.7328686118125916,0.9999992847442627,0.029340985079704247,0.916256157635468,0.9458128078817734,0.9014778325123153,0.39705882352941174,0.6029411764705882,0.0196078431372549,0.9744428225237272,0.004901960784313725,0.21610081065953077,1.4474588650766569
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,50,50,5000,0,54,2807,2861,0.5980079027940519,0.49324999999999997,0.49325,,,,,0.5082895749947056,0,0,51,0.5,0.9444444444444444,0.7825096249580383,0.7825096249580383,0.9999999403953552,0.047413911459580904,0.8301886792452831,0.8113207547169812,0.8113207547169812,0.7592592592592593,0.24074074074074073,0.12962962962962962,0.9344029060697537,0.018518518518518517,0.24801075714266468,1.4027849400002694
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,100,100,5000,0,104,2218,2322,0.4902164828963578,0.42274999999999996,0.42275,,,,,1.1399959198897704,0,0,101,0.4230769230769231,0.7884615384615384,0.7726166248321533,0.7726166248321533,1.0,0.04413893789920992,0.8155339805825242,0.8349514563106796,0.7864077669902912,0.6346153846153846,0.36538461538461536,0.10576923076923077,0.8774263265245232,0.009615384615384616,0.24599771558604624,1.4056031981795352
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,200,200,5000,0,204,1979,2183,0.4622200427111238,0.39275000000000004,0.39275,,,,,3.0076732259476557,0,1,201,0.4068627450980392,0.6862745098039216,0.7652595043182373,0.7652595043182373,1.0,0.031104349444065187,0.8620689655172413,0.9310344827586207,0.8522167487684729,0.5245098039215687,0.47549019607843135,0.058823529411764705,0.9143199066503686,0.004901960784313725,0.23889324150588365,1.4155494618917626
PU-R,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,50,50,5000,0,54,2572,2626,0.5511628608219326,0.44725000000000004,0.44725,,,,,0.9974007339915261,0,0,51,0.3148148148148148,0.4444444444444444,0.7321035265922546,0.7321035265922546,0.9999372959136963,0.09664195157446952,0.6792452830188679,0.6792452830188679,0.6415094339622641,0.2222222222222222,0.7777777777777778,0.07407407407407407,0.9779479966082011,0.018518518518518517,0.2995942550972577,1.3305680428638391
PU-R,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,100,100,5000,0,104,2684,2788,0.583481467096135,0.474,0.474,,,,,2.376995950937271,0,0,101,0.36538461538461536,0.46153846153846156,0.7040352821350098,0.7040352821350098,0.9999667406082153,0.0576406636284393,0.8349514563106796,0.883495145631068,0.8155339805825242,0.21153846153846154,0.7884615384615384,0.04807692307692308,0.9807857136481463,0.009615384615384616,0.260120112772379,1.3858318421186693
PU-R,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,200,200,5000,0,204,2216,2420,0.5099060466163792,0.37875000000000003,0.37875,,,,,6.599849196034484,0,1,201,0.3137254901960784,0.4803921568627451,0.6312704682350159,0.6312704682350159,0.9999871253967285,0.030499159702526524,0.9359605911330049,0.9507389162561576,0.9310344827586207,0.21568627450980393,0.7843137254901961,0.024509803921568627,0.9762120810983785,0.004901960784313725,0.216610967046978,1.4467446461342306
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,50,50,5000,0,54,2225,2279,0.4815644380869344,0.49024999999999996,0.49025,,,,,1.0266313980100676,0,0,51,0.3148148148148148,0.5185185185185185,0.7384329438209534,0.7384329438209534,0.9999997615814209,0.1051025407494239,0.5283018867924528,0.6226415094339622,0.5094339622641509,0.24074074074074073,0.7592592592592593,0.07407407407407407,0.977380896934145,0.018518518518518517,0.3130187464558626,1.3117737549617923
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,100,100,5000,0,104,2757,2861,0.5980079027940519,0.45175,0.45175,,,,,2.50685362808872,0,0,101,0.33653846153846156,0.5480769230769231,0.7433279752731323,0.7433279752731323,0.9999995231628418,0.058424718171647454,0.8252427184466019,0.8543689320388349,0.8058252427184466,0.27884615384615385,0.7211538461538461,0.038461538461538464,0.9800069925460104,0.009615384615384616,0.2534102494862386,1.395225650719266
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,200,200,5000,0,204,2283,2487,0.523344086133875,0.399,0.399,,,,,7.20034173107706,0,1,201,0.3431372549019608,0.5735294117647058,0.6918557286262512,0.6918557286262512,0.9999995231628418,0.0360707904904934,0.8669950738916257,0.9310344827586207,0.8620689655172413,0.35294117647058826,0.6470588235294118,0.029411764705882353,0.9674232802675977,0.004901960784313725,0.2298219882592005,1.4282492164371192
GREATS,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,50,50,5000,0,54,1500,1554,,0.37450000000000006,0.3745,,,,,1.0188297179993242,0,0,51,0.35185185185185186,0.6111111111111112,0.7562006115913391,0.7562006115913391,0.9999997615814209,0.07335104919829459,0.7358490566037735,0.8113207547169812,0.6981132075471698,0.2777777777777778,0.7222222222222222,0.037037037037037035,0.983715473545765,0.018518518518518517,0.27159646842068247,1.3697649442110444
GREATS,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,100,100,5000,0,104,2292,2396,,0.39,0.39,,,,,2.3340858980081975,0,0,101,0.375,0.6057692307692307,0.7495394349098206,0.7495394349098206,1.0000001192092896,0.05407840939401423,0.7961165048543689,0.8737864077669902,0.7766990291262136,0.28846153846153844,0.7115384615384616,0.019230769230769232,0.9861603398317448,0.009615384615384616,0.24732052100473567,1.4037512705933701
GREATS,volume_gap_fashion_mnist,3,0.1,0.0,warm_start,200,200,5000,0,204,1830,2034,,0.30325,0.30325,,,,,5.611732876976021,0,1,201,0.3284313725490196,0.6078431372549019,0.7284570336341858,0.7284570336341858,1.0,0.03882309177826191,0.812807881773399,0.9113300492610837,0.8078817733990148,0.3480392156862745,0.6519607843137255,0.0196078431372549,0.9781653245734077,0.004901960784313725,0.23543566624211568,1.4203900672610381
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,50,50,3500,1500,54,1608,1662,0.5053854557336308,0.45075,0.45075,,,,,0.47840275801718235,0,0,51,0.4074074074074074,0.7777777777777778,0.8344520330429077,0.8344520330429077,0.9999998807907104,0.05831992401266998,0.8113207547169812,0.8301886792452831,0.8113207547169812,0.48148148148148145,0.5185185185185185,0.09259259259259259,0.9510489892426797,0.018518518518518517,0.2165766344359271,1.4467927117897017
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,100,100,3500,1500,104,1679,1783,0.5400557582033798,0.4195,0.4195,,,,,1.0639290059916675,0,0,101,0.40384615384615385,0.6923076923076923,0.758063018321991,0.758063018321991,0.9999997615814209,0.05780407699566443,0.7378640776699029,0.8252427184466019,0.7378640776699029,0.46153846153846156,0.5384615384615384,0.057692307692307696,0.9409758654546555,0.009615384615384616,0.26939930029775505,1.3728409795831429
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,200,200,3500,1500,204,1506,1710,0.5191566830617376,0.37649999999999995,0.3765,,,,,2.830525152035989,0,1,201,0.39705882352941174,0.7401960784313726,0.7106146812438965,0.7106146812438965,0.9999998807907104,0.037512255713270215,0.8423645320197044,0.9113300492610837,0.8423645320197044,0.5637254901960784,0.4362745098039216,0.06372549019607843,0.9258725842885613,0.004901960784313725,0.2649661059271005,1.3790474517020592
PU-R,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,50,50,3500,1500,54,1732,1786,0.5409134700312279,0.48550000000000004,0.4855,,,,,0.8024411039659753,0,0,51,0.4074074074074074,0.6481481481481481,0.7411168217658997,0.7411168217658997,0.9999964237213135,0.09610813856124878,0.6037735849056604,0.6415094339622641,0.5660377358490566,0.3148148148148148,0.6851851851851852,0.07407407407407407,0.969618776470211,0.018518518518518517,0.3083702934062584,1.318281589231238
PU-R,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,100,100,3500,1500,104,1595,1699,0.5160028344835155,0.41100000000000003,0.411,,,,,1.9245757580501959,0,0,101,0.36538461538461536,0.6346153846153846,0.7509162425994873,0.7509162425994873,0.9999992847442627,0.060541776777471155,0.7864077669902912,0.7961165048543689,0.7669902912621359,0.36538461538461536,0.6346153846153846,0.04807692307692308,0.9719295516462694,0.009615384615384616,0.2689167483192305,1.3735165523530772
PU-R,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,200,200,3500,1500,204,1639,1843,0.5571926250122488,0.37849999999999995,0.3785,,,,,5.423130852985196,0,1,201,0.38235294117647056,0.6911764705882353,0.7181346416473389,0.7181346416473389,0.9999986290931702,0.04115295395475303,0.8325123152709359,0.8817733990147784,0.8226600985221675,0.4803921568627451,0.5196078431372549,0.029411764705882353,0.956219057185397,0.004901960784313725,0.253987185350429,1.3944179405093993
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,50,50,3500,1500,54,1399,1453,0.44515000021783635,0.43725,0.43725,,,,,0.8640676019713283,0,0,51,0.4074074074074074,0.8148148148148148,0.7484408020973206,0.7484408020973206,0.9999997615814209,0.0948727603228587,0.5660377358490566,0.6037735849056604,0.5660377358490566,0.42592592592592593,0.5740740740740741,0.07407407407407407,0.971899754548347,0.018518518518518517,0.3074683856992693,1.319544260021023
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,100,100,3500,1500,104,1867,1971,0.5936280197929591,0.44225000000000003,0.44225,,,,,2.0640745769487694,0,0,101,0.375,0.7019230769230769,0.7789730429649353,0.7789730429649353,1.0000001192092896,0.06231461277285826,0.7475728155339806,0.8155339805825242,0.7475728155339806,0.36538461538461536,0.6346153846153846,0.038461538461538464,0.9756910280622481,0.009615384615384616,0.2532139220398114,1.395500509144264
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,200,200,3500,1500,204,1445,1649,0.5016517373151146,0.35675,0.35675,,,,,6.067125395988114,0,1,201,0.4166666666666667,0.75,0.7390247583389282,0.7390247583389282,0.9999999403953552,0.04264980686709211,0.8177339901477833,0.8669950738916257,0.812807881773399,0.4950980392156863,0.5049019607843137,0.029411764705882353,0.9574032821332051,0.004901960784313725,0.25229787826642264,1.396782970427008
GREATS,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,50,50,3500,1500,54,1741,1795,,0.4425,0.4425,,,,,0.8165977470343933,0,0,51,0.37037037037037035,0.6481481481481481,0.7625973224639893,0.7625973224639893,0.9999992847442627,0.06783621603587889,0.7735849056603774,0.7169811320754716,0.6981132075471698,0.2962962962962963,0.7037037037037037,0.037037037037037035,0.9836825863822727,0.018518518518518517,0.2636147228200184,1.3809393880519742
GREATS,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,100,100,3500,1500,104,1379,1483,,0.364,0.364,,,,,1.8470111740753055,0,0,101,0.3557692307692308,0.6730769230769231,0.7679293155670166,0.7679293155670166,0.9999992251396179,0.04806835327333617,0.8543689320388349,0.8737864077669902,0.8252427184466019,0.33653846153846156,0.6634615384615384,0.028846153846153848,0.9795837988954096,0.009615384615384616,0.2324087684277449,1.424627724201157
GREATS,volume_gap_fashion_mnist,3,0.1,0.3,warm_start,200,200,3500,1500,204,1167,1371,,0.3035,0.3035,,,,,4.569521713070571,0,1,201,0.3382352941176471,0.696078431372549,0.7500128149986267,0.7500128149986267,1.0,0.03298496583412434,0.8571428571428571,0.916256157635468,0.8571428571428571,0.43137254901960786,0.5686274509803921,0.024509803921568627,0.9701179300316306,0.004901960784313725,0.21458517675299107,1.4495807525458126
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,50,50,2000,3000,54,700,754,0.41522938455455005,0.362,0.362,,,,,0.433309982996434,0,0,51,0.42592592592592593,0.8888888888888888,0.763619065284729,0.763619065284729,0.9999852180480957,0.07315903452207458,0.7358490566037735,0.7547169811320755,0.7358490566037735,0.5555555555555556,0.4444444444444444,0.1111111111111111,0.923408980559132,0.018518518518518517,0.2754985647580408,1.3643020093387428
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,100,100,2000,3000,104,735,839,0.45850367337698117,0.44475,0.44475,,,,,0.9542227160418406,0,0,101,0.4519230769230769,0.8846153846153846,0.7733364701271057,0.7733364701271057,0.9999988079071045,0.04839794554756683,0.8058252427184466,0.8349514563106796,0.8058252427184466,0.625,0.375,0.07692307692307693,0.933719516582284,0.009615384615384616,0.24997766388102724,1.4000312705665616
MaxLoss,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,200,200,2000,3000,204,717,921,0.49996699520852417,0.37350000000000005,0.3735,,,,,2.5966955920448527,0,1,201,0.4215686274509804,0.8480392156862745,0.7748514413833618,0.7748514413833618,0.9999997615814209,0.03131218761058864,0.8522167487684729,0.916256157635468,0.8522167487684729,0.6323529411764706,0.36764705882352944,0.049019607843137254,0.930150531015908,0.004901960784313725,0.23457813471526834,1.4215906113986243
PU-R,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,50,50,2000,3000,54,885,939,0.5090321953757666,0.4595,0.4595,,,,,0.6622605479788035,0,0,51,0.42592592592592593,0.7962962962962963,0.750389814376831,0.750389814376831,1.000000238418579,0.10119678501812916,0.5283018867924528,0.5471698113207547,0.5283018867924528,0.3888888888888889,0.6111111111111112,0.07407407407407407,0.9682342376564683,0.018518518518518517,0.30748904312018366,1.3195153396317427
PU-R,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,100,100,2000,3000,104,958,1062,0.5706286935019307,0.44199999999999995,0.442,,,,,1.5602094879141077,0,0,101,0.4423076923076923,0.7788461538461539,0.7563831806182861,0.7563831806182861,1.0,0.06427680578046632,0.6990291262135923,0.7961165048543689,0.6893203883495146,0.4519230769230769,0.5480769230769231,0.04807692307692308,0.9668007317223919,0.009615384615384616,0.2719034564391209,1.3693351609852307
PU-R,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,200,200,2000,3000,204,833,1037,0.5581584761384875,0.40700000000000003,0.407,,,,,4.53453634493053,0,1,201,0.4215686274509804,0.8088235294117647,0.721706748008728,0.721706748008728,0.9999997615814209,0.04640828506112686,0.7783251231527094,0.8472906403940886,0.7733990147783252,0.553921568627451,0.44607843137254904,0.029411764705882353,0.9546913016144641,0.004901960784313725,0.27103583580627666,1.3705498298712127
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,50,50,2000,3000,54,776,830,0.45393604127457365,0.4185,0.4185,,,,,0.6898541289847344,0,0,51,0.48148148148148145,0.7962962962962963,0.794189989566803,0.794189989566803,1.0000001192092896,0.08397306136365207,0.5849056603773585,0.5849056603773585,0.5660377358490566,0.37037037037037035,0.6296296296296297,0.05555555555555555,0.9800932450291575,0.018518518518518517,0.27148670145442627,1.3699186179638032
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,100,100,2000,3000,104,737,841,0.4595182476914488,0.39275000000000004,0.39275,,,,,1.6936296329367906,0,0,101,0.4326923076923077,0.7788461538461539,0.8069888949394226,0.8069888949394226,0.9999998211860657,0.05007639151175045,0.7766990291262136,0.8349514563106796,0.7572815533980582,0.4230769230769231,0.5769230769230769,0.038461538461538464,0.9756140958492213,0.009615384615384616,0.22643392511900926,1.432992504833387
PU-R-Vol,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,200,200,2000,3000,204,648,852,0.46509545762091875,0.38849999999999996,0.3885,,,,,5.160804880899377,0,1,201,0.43137254901960786,0.8137254901960784,0.7573621869087219,0.7573621869087219,0.9999998807907104,0.038072898763741175,0.812807881773399,0.8866995073891626,0.812807881773399,0.5637254901960784,0.4362745098039216,0.0392156862745098,0.9537311762695064,0.004901960784313725,0.2388801165680461,1.4155678368047353
GREATS,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,50,50,2000,3000,54,800,854,,0.35750000000000004,0.3575,,,,,0.6544844799209386,0,0,51,0.4444444444444444,0.8148148148148148,0.7613698840141296,0.7613698840141296,0.9999998807907104,0.0742256427710911,0.6415094339622641,0.7735849056603774,0.6415094339622641,0.35185185185185186,0.6481481481481481,0.037037037037037035,0.984773852753456,0.018518518518518517,0.2759067890236672,1.3637304953668656
GREATS,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,100,100,2000,3000,104,608,712,,0.32675,0.32675,,,,,1.4363681810209528,0,0,101,0.4326923076923077,0.8076923076923077,0.7748175859451294,0.7748175859451294,1.0,0.05749673287845352,0.7669902912621359,0.8349514563106796,0.7669902912621359,0.40384615384615385,0.5961538461538461,0.028846153846153848,0.9848034848164409,0.009615384615384616,0.2507802384745693,1.3989076661356028
GREATS,volume_gap_fashion_mnist,3,0.1,0.6,warm_start,200,200,2000,3000,204,475,679,,0.33725000000000005,0.33725,,,,,3.635815743007697,0,1,201,0.3431372549019608,0.7843137254901961,0.7498916983604431,0.7498916983604431,0.9999997019767761,0.03705830879399342,0.8177339901477833,0.896551724137931,0.812807881773399,0.5,0.5,0.024509803921568627,0.97110100636991,0.004901960784313725,0.23358176474090905,1.4229855293627272
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,50,50,5000,0,54,2667,2721,0.5701287203701213,0.50125,0.50125,,,,,0.5152199639705941,0,0,51,0.3888888888888889,0.4444444444444444,0.8218902945518494,0.8218902945518494,0.9999980926513672,0.06274183516232472,0.8301886792452831,0.8301886792452831,0.8113207547169812,0.25925925925925924,0.7407407407407407,0.07407407407407407,0.9604185519259266,0.018518518518518517,0.2284861480234869,1.430119392767118
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,100,100,5000,0,104,1949,2053,0.4359617848531343,0.40275000000000005,0.40275,,,,,1.1548708319896832,0,0,101,0.36538461538461536,0.4423076923076923,0.7321608662605286,0.7321608662605286,0.9999969601631165,0.04952929899530503,0.8640776699029126,0.8932038834951457,0.8543689320388349,0.2692307692307692,0.7307692307692307,0.038461538461538464,0.9677758826882291,0.009615384615384616,0.2537290597441273,1.3947793163582216
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,200,200,5000,0,204,1702,1906,0.40618102194275707,0.40674999999999994,0.40675,,,,,3.0351731890114024,0,1,201,0.39705882352941174,0.5588235294117647,0.7087631225585938,0.7087631225585938,0.9999977350234985,0.032890689490463934,0.8916256157635468,0.9310344827586207,0.8866995073891626,0.38235294117647056,0.6176470588235294,0.029411764705882353,0.9562280483216011,0.004901960784313725,0.23397112917768065,1.422440419151247
PU-R,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,50,50,5000,0,54,2196,2250,0.4757249337853864,0.46299999999999997,0.463,,,,,1.031764825922437,0,0,51,0.3333333333333333,0.4074074074074074,0.7430101633071899,0.7430101633071899,0.9999967813491821,0.08614935796215849,0.7547169811320755,0.7169811320754716,0.6981132075471698,0.18518518518518517,0.8148148148148148,0.037037037037037035,0.9862779695621688,0.018518518518518517,0.2886557952588868,1.3458818866375584
PU-R,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,100,100,5000,0,104,2629,2733,0.5725216730497777,0.48950000000000005,0.4895,,,,,2.4772124459268525,0,0,101,0.3557692307692308,0.40384615384615385,0.6796451807022095,0.6796451807022095,0.9999959468841553,0.05154882993512941,0.8932038834951457,0.8932038834951457,0.8737864077669902,0.14423076923076922,0.8557692307692307,0.028846153846153848,0.989033862230661,0.009615384615384616,0.2575073030642071,1.38948977571011
PU-R,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,200,200,5000,0,204,2472,2676,0.5611496735364199,0.39125,0.39125,,,,,6.837923048995435,0,1,201,0.3333333333333333,0.39705882352941174,0.6244483590126038,0.6244483590126038,0.9999952912330627,0.029201452661617635,0.9359605911330049,0.9507389162561576,0.9310344827586207,0.14215686274509803,0.8578431372549019,0.0196078431372549,0.9872361701896117,0.004901960784313725,0.21188782582367896,1.4533570438468495
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,50,50,5000,0,54,2320,2374,0.5006690283189528,0.43674999999999997,0.43675,,,,,1.018107405048795,0,0,51,0.3333333333333333,0.4074074074074074,0.7047342658042908,0.7047342658042908,0.9999955892562866,0.0832134170352288,0.7169811320754716,0.7547169811320755,0.660377358490566,0.18518518518518517,0.8148148148148148,0.037037037037037035,0.9862779695621687,0.018518518518518517,0.2943595746518525,1.3378965954874065
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,100,100,5000,0,104,2038,2142,0.45394643023610115,0.37024999999999997,0.37025,,,,,2.4956897270167246,0,0,101,0.3269230769230769,0.4423076923076923,0.6723965406417847,0.6723965406417847,0.9999927282333374,0.04172618412277074,0.941747572815534,0.9514563106796117,0.9320388349514563,0.11538461538461539,0.8846153846153846,0.028846153846153848,0.9906262862571538,0.009615384615384616,0.22881477926267427,1.429659309032256
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,200,200,5000,0,204,2355,2559,0.5377639623475261,0.359,0.359,,,,,7.231128159095533,0,1,201,0.29411764705882354,0.4019607843137255,0.6109735369682312,0.6109735369682312,0.9999938011169434,0.022936254299332944,0.9753694581280788,0.9852216748768473,0.9704433497536946,0.12254901960784313,0.8774509803921569,0.024509803921568627,0.9867997247931932,0.004901960784313725,0.19009444745154222,1.4838677735678407
GREATS,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,50,50,5000,0,54,1974,2028,,0.393,0.393,,,,,1.007463686983101,0,0,51,0.37037037037037035,0.5185185185185185,0.7533756494522095,0.7533756494522095,0.9999628663063049,0.06602388732838181,0.9245283018867925,0.8490566037735849,0.8490566037735849,0.2222222222222222,0.7777777777777778,0.037037037037037035,0.9848164789569186,0.018518518518518517,0.2523512065495736,1.3967083108305969
GREATS,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,100,100,5000,0,104,1908,2012,,0.41474999999999995,0.41475,,,,,2.2480072990292683,0,0,101,0.375,0.5,0.7201458215713501,0.7201458215713501,0.9999862909317017,0.04883628099867441,0.912621359223301,0.8932038834951457,0.8932038834951457,0.2403846153846154,0.7596153846153846,0.028846153846153848,0.982051343467719,0.009615384615384616,0.24277348957658781,1.4101171145927769
GREATS,volume_gap_fashion_mnist,4,0.1,0.0,warm_start,200,200,5000,0,204,1603,1807,,0.30774999999999997,0.30775,,,,,5.25084982404951,0,1,201,0.29411764705882354,0.4411764705882353,0.6628828048706055,0.6628828048706055,0.9999912977218628,0.026684273639923248,0.9507389162561576,0.9458128078817734,0.9408866995073891,0.24509803921568626,0.7549019607843137,0.024509803921568627,0.9726744486788461,0.004901960784313725,0.2063734334220079,1.461077193209189
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,50,50,3500,1500,54,1265,1319,0.4062910481588915,0.40725,0.40725,,,,,0.4794048978947103,0,0,51,0.4074074074074074,0.5555555555555556,0.7879397869110107,0.7879397869110107,0.9999955892562866,0.07656420233114711,0.7169811320754716,0.7358490566037735,0.6792452830188679,0.35185185185185186,0.6481481481481481,0.07407407407407407,0.9531656248976795,0.018518518518518517,0.2620997952441003,1.3830602866582595
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,100,100,3500,1500,104,1687,1791,0.5423427869100124,0.43775,0.43775,,,,,1.063511365908198,0,0,101,0.41346153846153844,0.5769230769230769,0.7353184819221497,0.7353184819221497,0.9999932646751404,0.05337435093898218,0.8058252427184466,0.8737864077669902,0.7961165048543689,0.3269230769230769,0.6730769230769231,0.038461538461538464,0.9676839742124732,0.009615384615384616,0.2615482574866601,1.3838324395186758
MaxLoss,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,200,200,3500,1500,204,1357,1561,0.4763322454527952,0.39149999999999996,0.3915,,,,,2.831249285954982,0,1,201,0.39705882352941174,0.6813725490196079,0.7331921458244324,0.7331921458244324,1.0000001192092896,0.03168980740561274,0.8768472906403941,0.9261083743842364,0.8719211822660099,0.49019607843137253,0.5098039215686274,0.0392156862745098,0.9429465388352448,0.004901960784313725,0.23041035104537913,1.4274255085364693
PU-R,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,50,50,3500,1500,54,1568,1622,0.49389162147417665,0.49075,0.49075,,,,,0.8077290270011872,0,0,51,0.42592592592592593,0.6296296296296297,0.7650901675224304,0.7650901675224304,0.9999977946281433,0.08996705963926495,0.5849056603773585,0.6226415094339622,0.5471698113207547,0.3148148148148148,0.6851851851851852,0.07407407407407407,0.9713614239273337,0.018518518518518517,0.28720797486566135,1.3479088351880741
PU-R,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,100,100,3500,1500,104,1476,1580,0.48180562164634466,0.368,0.368,,,,,1.9422418649774045,0,0,101,0.375,0.5673076923076923,0.7255120873451233,0.7255120873451233,0.9999966621398926,0.06164186614230999,0.7378640776699029,0.8446601941747572,0.7281553398058253,0.3173076923076923,0.6826923076923077,0.038461538461538464,0.9734313148947192,0.009615384615384616,0.2772126290266613,1.3619023193626743
PU-R,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,200,200,3500,1500,204,1417,1621,0.4936040678876452,0.367,0.367,,,,,5.538868699921295,0,1,201,0.38235294117647056,0.6666666666666666,0.7278317809104919,0.7278317809104919,0.9999963641166687,0.03489730422719946,0.8571428571428571,0.9113300492610837,0.8472906403940886,0.45098039215686275,0.5490196078431373,0.0392156862745098,0.9502062913813478,0.004901960784313725,0.23595882362332912,1.419657646927339
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,50,50,3500,1500,54,1411,1465,0.4486206524888985,0.4095,0.4095,,,,,0.8409654089482501,0,0,51,0.35185185185185186,0.5925925925925926,0.7456147074699402,0.7456147074699402,0.9999943971633911,0.08963014607159596,0.6792452830188679,0.7358490566037735,0.6415094339622641,0.2777777777777778,0.7222222222222222,0.05555555555555555,0.9810705663827257,0.018518518518518517,0.2968045254193087,1.3344736644129678
PU-R-Vol,volume_gap_fashion_mnist,4,0.1,0.3,warm_start,100,100,3500,1500,104,1437,1541,0.4705668122624047,0.4325,0.4325,,,,,2.078317838953808,0,0,101,0.38461538461538464,0.6057692307692307,0.7239582538604736,0.7239582538604736,0.9999975562095642,0.057944638925848654,0.7961165048543689,0.8543689320388349,0.7669902912621359,0.33653846153846156,0.6634615384615384,0.038461538461538464,0.9725157678760524,0.009615384615384616,0.2640870622720709,1.3802781128191006
