method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,0,0.3,0.8,100,100,200,800,104,22,126,0.7370949083706364,0.36439999999999995,0.8662643343169553,0.11059999999999998,0.23834113298766496,196.79152082760586,0.9339868780225515,0,1,101,0.3557692307692308,0.0,0.5874063372612
Marginal,mnist,0,0.3,0.8,50,50,200,800,54,65,119,0.7046233985456638,0.44930000000000003,0.9152679891444022,0.32665000000000005,0.4874588251735973,116.3876942640917,0.44319112598896027,0,0,51,0.3888888888888889,0.0,0.5902527570724487
Marginal,mnist,0,0.3,0.8,100,100,200,800,104,35,139,0.7956410514889285,0.3659,0.8889787554088647,0.17620000000000005,0.3201335390609793,174.31993822320655,0.8502551820129156,0,1,101,0.3269230769230769,0.0,0.6064355969429016
MaxLoss,mnist,1,0.0,0.0,50,50,1000,0,54,226,280,0.3289292565896176,0.23829999999999996,0.6332124546349723,0.20518,0.35417081038694687,152.09720703001364,0.46214405284263194,0,0,51,0.0,0.0,0.594825029373169
MaxLoss,mnist,1,0.0,0.0,100,100,1000,0,104,127,231,0.2769294499303214,0.16690000000000005,0.5859857516560558,0.11985,0.2503719714420042,224.63403690580907,0.913900941843167,0,1,101,0.0,0.0,0.5875771045684814
PU-R,mnist,1,0.0,0.0,50,50,1000,0,54,223,277,0.3257671970059164,0.24039999999999995,0.6309682254125031,0.22181999999999996,0.37326285658353975,128.4956507795908,0.6686690158676356,0,0,51,0.0,0.0,0.5704145431518555
PU-R,mnist,1,0.0,0.0,100,100,1000,0,104,128,232,0.27799860923551023,0.15900000000000003,0.570083315762333,0.12507,0.2570773952630849,194.14175269601662,1.4514154470525682,0,1,101,0.0,0.0,0.5881400108337402
PU-C,mnist,1,0.0,0.0,50,50,1000,0,54,190,244,0.29080151580274105,0.21209999999999996,0.5876049678088511,0.19154000000000004,0.33828209809834914,118.60809609857776,0.5943000139668584,0,0,51,0.0,0.0,0.5672913789749146
PU-C,mnist,1,0.0,0.0,100,100,1000,0,104,164,268,0.3162648262223229,0.19430000000000003,0.6123242227484772,0.15952000000000002,0.30003041399067787,192.0547447279276,1.1639285699930042,0,1,101,0.0,0.0,0.5765015482902527
Marginal,mnist,1,0.0,0.0,50,50,1000,0,54,227,281,0.32998268492519855,0.23670000000000002,0.6258684460002988,0.22744999999999993,0.37965429334887013,116.40917571851024,0.5234331078827381,0,0,51,0.0,0.0,0.6065289378166199
Marginal,mnist,1,0.0,0.0,100,100,1000,0,104,176,280,0.3289292565896176,0.20840000000000003,0.612877182111614,0.17481000000000005,0.3184735087145047,169.48645837997938,1.0230496188160032,0,1,101,0.0,0.0,0.5874195098876953
MaxLoss,mnist,1,0.0,0.2,50,50,800,200,54,132,186,0.28373362025013193,0.21289999999999998,0.5680516410636292,0.15021249999999997,0.28862903116515176,120.19002750603138,0.47733196895569563,0,0,51,0.0,0.0,0.5762982368469238
MaxLoss,mnist,1,0.0,0.2,100,100,800,200,104,60,164,0.25400809082202613,0.13360000000000005,0.5298766336706956,0.07392499999999999,0.18833030002864545,191.35916927624945,0.9218323919922113,0,1,101,0.0,0.0,0.5883688926696777
