method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,2418,2538,0.533560415264219,0.38949999999999996,0.5053,,,,,1.7753306850790977,0,1,101,0.0,0.0,0.7231389284133911,0.7231389284133911,0.9919418096542358,0.03137210161746049,0.8991596638655462,0.9495798319327731,0.8991596638655462,0.0,0.0,0.248157142384998,1.375921428807501
Marginal,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,1263,1383,0.2994005130021833,0.2548,0.2741,,,,,1.669311624020338,0,1,101,0.0,0.0,0.6512371301651001,0.6512371301651001,0.9954284429550171,0.025304617000227216,0.9159663865546218,0.9411764705882353,0.9159663865546218,0.0,0.0,0.2671010313997902,1.366449484300105
EL2N,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,2288,2408,0.5074972455622628,0.4071,0.4887,,,,,1.8239428978413343,0,1,101,0.0,0.0,0.6950085759162903,0.6950085759162903,0.9928174018859863,0.0320752400810979,0.9159663865546218,0.9327731092436975,0.907563025210084,0.0,0.0,0.2604306532044737,1.369784673397763
GraNdLast,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,2129,2249,0.47552350821206346,0.381,0.4498,,,,,1.972491198219359,0,1,101,0.0,0.0,0.6388754844665527,0.6388754844665527,0.9980978965759277,0.03157268765092898,0.9243697478991597,0.9327731092436975,0.9243697478991597,0.0,0.0,0.26823453628512234,1.3658827318574387
RHO-PretrainRef,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,2423,2543,0.5345614280086011,0.40349999999999997,0.5028,,,,,2.1335518723353744,0,1,101,0.0,0.0,0.7202273011207581,0.7202273011207581,0.9899014234542847,0.034287952074483666,0.9159663865546218,0.9411764705882353,0.9159663865546218,0.0,0.0,0.25381256533601454,1.3730937173319928
PU-R,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,1580,1700,0.3642826547729783,0.31899999999999995,0.3432,,,,,2.7133421525359154,0,1,101,0.0,0.0,0.6807056665420532,0.6807056665420532,0.9931050539016724,0.031023417576020507,0.9411764705882353,0.9495798319327731,0.9411764705882353,0.0,0.0,0.2661988987607237,1.366900550619638
GREATS,fashion_mnist,0,0.0,0.0,100,100,5000,0,120,1979,2099,,0.34140000000000004,0.4157,,,,,3.057626028545201,0,1,101,0.0,0.0,0.7065066695213318,0.7065066695213318,0.9881339073181152,0.03382095293838437,0.907563025210084,0.9327731092436975,0.8991596638655462,0.0,0.0,0.25971405162512806,1.370142974187436
MaxLoss,fashion_mnist,0,0.0,0.1,100,100,4500,500,120,1896,2016,0.47500216035405174,0.34119999999999995,0.4456,,,,,1.2118948874995112,0,1,101,0.0,0.0,0.7231448292732239,0.7231448292732239,0.9850753545761108,0.03244351689555064,0.8991596638655462,0.9495798319327731,0.8991596638655462,0.0,0.0,0.24955197440383833,1.3752240127980808
Marginal,fashion_mnist,0,0.0,0.1,100,100,4500,500,120,1114,1234,0.29811173578491434,0.25539999999999996,0.27,,,,,1.5654944805428386,0,1,101,0.0,0.0,0.6262384653091431,0.6262384653091431,0.9958865642547607,0.024237273370518404,0.9243697478991597,0.9411764705882353,0.9243697478991597,0.0,0.0,0.27146328966747035,1.3642683551662649
EL2N,fashion_mnist,0,0.0,0.1,100,100,4500,500,120,2101,2221,0.5207901727990247,0.39349999999999996,0.4862,,,,,1.744105421938002,0,1,101,0.0,0.0,0.6795052886009216,0.6795052886009216,0.9926742315292358,0.030395080061519846,0.8991596638655462,0.9411764705882353,0.8991596638655462,0.0,0.0,0.2588412762695686,1.3705793618652158
GraNdLast,fashion_mnist,0,0.0,0.1,100,100,4500,500,120,1748,1868,0.4418020573211834,0.34640000000000004,0.4113,,,,,1.849689381197095,0,1,101,0.0,0.0,0.6321181058883667,0.6321181058883667,0.9977633953094482,0.032132262943171654,0.8907563025210085,0.9327731092436975,0.8907563025210085,0.0,0.0,0.27420902983059087,1.3628954850847046
