method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,selection_steps,certified_bound,test_error,test_inappropriate_risk,pool_empirical_error,support_empirical_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,self_selected_bound,self_selected_bound_raw,self_selected_empirical_risk,self_selected_initial_gap,self_selected_reciprocal_gap,self_selected_total_gap,self_selected_lipschitz_sample,self_selected_log_cover_constant,self_selected_concentration_rate_constant,self_selected_data_diameter,self_selected_dimension,self_selected_wasserstein_p,ada_bound,ada_bound_raw,ada_empirical_risk,ada_alpha,ada_query_count,ada_initial_size,ada_final_size,ada_sigma,ada_beta,ada_epsilon,ada_delta_sum,ada_gamma_star,runtime_sec,stop_reached,train_calls,loss_eval_count,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R,mnist,1,0.3,0.3,3500,1500,800,945,1745,796,0.5291835163952783,0.25149999999999995,0.2515,0.27,0.0,0.7801562798481815,0.2714057142857143,0.497217445280091,663.6722706301429,1.0,19.501210405175897,0.0,1.0109516123346298,18.490258792841267,19.501210405175897,0.9997142857142857,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.086269657151048,0.27,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,95.91822048276663,0,797,2469106,0.34,0.0,0.5605586767196655,0.5605586767196655,0.9959595203399658,0.00780336310099449,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1636422071143276,1.4181788964428361
GREATS,mnist,1,0.3,0.3,3500,1500,800,924,1724,796,,0.41579999999999995,0.4158,0.264,0.0,0.8103771226290293,0.26298857142857146,0.48807719714393255,905.1689896188069,1.0,19.501210405175897,0.0,1.0109516123346298,18.490258792841267,19.501210405175897,0.9997142857142857,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.080269657151048,0.264,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,55.13249575626105,0,797,2469106,0.43625,0.0,0.5792945623397827,0.5792945623397827,0.9928542375564575,0.007553931158991794,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16057969307581169,1.4197101534620942
PU-R,mnist,1,0.3,0.4,3000,2000,800,848,1648,796,0.582141587510705,0.31379999999999997,0.3138,0.2826666666666666,0.0,0.810888129137164,0.2834266666666666,0.5101275317582197,681.457003071861,1.0,22.194979199690984,0.0,1.0111501526918,21.183829046999183,22.194979199690984,0.9996666666666667,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.2204280029802428,0.2826666666666666,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,94.63506684545428,0,797,2070606,0.35625,0.0,0.5593025088310242,0.5593025088310242,0.9956274032592773,0.007190749521550252,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16118360804093582,1.4194081959795322
GREATS,mnist,1,0.3,0.4,3000,2000,800,716,1516,796,,0.4022,0.4022,0.2386666666666667,0.0,0.8182000014427468,0.23986000000000002,0.46251299470764595,948.3579747523243,1.0,22.194979199690984,0.0,1.0111501526918,21.183829046999183,22.194979199690984,0.9996666666666667,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1764280029802427,0.2386666666666667,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,53.29077569860965,0,797,2070606,0.45625,0.0,0.580723762512207,0.580723762512207,0.9921286106109619,0.007805467883966518,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16057433007203026,1.419712834963985
PU-R,mnist,1,0.3,0.5,2500,2500,800,492,1292,796,0.5525816521258093,0.21719999999999995,0.2172,0.19679999999999997,0.0,0.7618268074168278,0.197064,0.41328937936002647,682.5010571564541,1.0,25.79888543214948,0.0,1.0113850264248379,24.787500405724643,25.79888543214948,0.9996,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1874856522528683,0.19679999999999997,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,92.25051673874259,0,797,1672106,0.3225,0.0,0.5621455311775208,0.5621455311775208,0.9973936080932617,0.00702200336259404,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16044573078162114,1.4197771346091894
GREATS,mnist,1,0.3,0.5,2500,2500,800,421,1221,796,,0.3436,0.3436,0.16879999999999995,0.0012499999999999734,0.7749563088572577,0.16887999999999997,0.3792865174189398,888.928892951365,1.0,25.800135432149478,0.0012499999999999734,1.0113850264248379,24.787500405724643,25.79888543214948,0.9996,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1594856522528683,0.16879999999999995,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,51.85041064489633,0,797,1672106,0.42875,0.0,0.5743527412414551,0.5743527412414551,0.993519127368927,0.007414678489330116,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15977366024128128,1.4201131698793594
PU-R,mnist,1,0.3,0.6,2000,3000,800,361,1161,796,0.6197590373922139,0.22699999999999998,0.227,0.1805,0.0,0.7759368758003989,0.18011,0.3930031734472034,667.3313488384581,1.0,30.85877307871642,0.0,1.0116725628910501,29.84710051582537,30.85877307871642,0.9995,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.228105315643441,0.1805,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,90.44170356076211,0,797,1273606,0.3325,0.0,0.5800389647483826,0.5800389647483826,0.9944426417350769,0.007705806884932121,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16110997204756733,1.4194450139762163
GREATS,mnist,1,0.3,0.6,2000,3000,800,208,1008,796,,0.3448,0.3448,0.10399999999999998,0.0,0.7510734203785535,0.10645000000000002,0.29795859269741903,897.0007811201757,1.0,30.85877307871642,0.0,1.0116725628910501,29.84710051582537,30.85877307871642,0.9995,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1516053156434407,0.10399999999999998,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,50.028903623111546,0,797,1273606,0.4175,0.0,0.5803901553153992,0.5803901553153992,0.9907721281051636,0.007346228234824236,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15920131595322973,1.4203993420233851
PU-R,mnist,1,0.3,0.7,1500,3500,800,161,961,796,0.6842492618598044,0.24039999999999995,0.2404,0.10733333333333328,0.0,0.7593625659170835,0.10659999999999997,0.298166713034678,701.0648601340442,1.0,38.44682769249299,0.0,1.0120433825029667,37.43478430999002,38.44682769249299,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.358287320047547,0.10733333333333328,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,87.66132241673768,0,797,875106,0.33625,0.0,0.5710819959640503,0.5710819959640503,0.9983370304107666,0.007882730687999905,0.9974968710888611,0.9974968710888611,0.9962453066332916,0.0,0.0,0.16289993217330848,1.4185500339133457
GREATS,mnist,1,0.3,0.7,1500,3500,800,55,855,796,,0.29359999999999997,0.2936,0.038000000000000034,0.0024999999999999467,0.7086070994823952,0.03761333333333333,0.19099772947891552,855.833188874163,1.0,38.449327692492986,0.0024999999999999467,1.0120433825029667,37.43478430999002,38.44682769249299,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.2889539867142137,0.038000000000000034,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,47.97210557386279,0,797,875106,0.3975,0.0,0.5761033296585083,0.5761033296585083,0.994971513748169,0.00700686210346815,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15635916009049663,1.4218204199547517
PU-R,mnist,1,0.3,0.8,1000,4000,714,0,714,710,0.7632011701352894,0.2994,0.2994,0.0,0.0,0.6611141966561006,0.0008400000000000008,0.10502111142621845,668.4334436118868,1.0,47.23039744618293,0.0,1.012566254188933,46.217831191993994,47.23039744618293,0.999,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.552709975007461,0.0,1.552709975007461,711,1000,1000,0.1193776641714437,0.00012568600613418795,0.6153846153846154,0.8547766183735638,14.288801307917629,66.5462336577475,1,711,455751,0.36834733893557425,0.0,0.5791504979133606,0.5791504979133606,0.9908187389373779,0.010122125168940965,0.9985974754558204,0.9985974754558204,0.9985974754558204,0.0,0.0,0.17064619596903635,1.414676902015482
GREATS,mnist,1,0.3,0.8,1000,4000,605,0,605,601,,0.29159999999999997,0.2916,0.0,0.0,0.6819109860235621,0.0003600000000000003,0.10273198008145384,728.5398649266654,1.0,42.083694781774646,0.0,1.012566254188933,41.071128527585714,42.083694781774646,0.999,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.4385281718267373,0.0,1.4385281718267373,602,1000,1000,0.1193776641714437,0.00012568600613418795,0.46153846153846156,3.116972382544865,13.279289724031837,25.165098659694195,1,602,418691,0.3834710743801653,0.0,0.5683220028877258,0.5683220028877258,0.9930136799812317,0.00976575406064705,0.9983443708609272,0.9983443708609272,0.9983443708609272,0.0,0.0,0.15942353848311,1.420288230758445
PU-R,mnist,2,0.3,0.0,5000,0,800,1588,2388,796,0.5034812346566468,0.24970000000000003,0.2497,0.3176,0.0,0.7783294215049367,0.31756000000000006,0.5459148639114257,651.6566029572886,1.0,14.387668439452662,0.0,1.0104923776789552,13.377176061773707,14.387668439452662,0.9998,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0015562425752629,0.3176,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,102.7913477383554,0,797,3664606,0.325,0.0,0.5579960346221924,0.5579960346221924,0.9944318532943726,0.007434684787882732,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.0,0.0,0.16282525655654204,1.418587371721729
GREATS,mnist,2,0.3,0.0,5000,0,800,1619,2419,796,,0.401,0.401,0.3238,0.0,0.8238673053605783,0.324148,0.5526809239010728,973.0496471801698,1.0,14.387668439452662,0.0,1.0104923776789552,13.377176061773707,14.387668439452662,0.9998,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0077562425752629,0.3238,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,61.88872324582189,0,797,3664606,0.45125,0.0,0.5796810388565063,0.5796810388565063,0.9940285682678223,0.00811874691177817,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16433487215230572,1.4178325639238472
PU-R,mnist,2,0.3,0.1,4500,500,800,1430,2230,796,0.5227951344568282,0.2966,0.2966,0.3177777777777778,0.0,0.788302879080964,0.3175955555555555,0.5459514994946778,648.3167214299384,1.0,15.747062503289165,0.0,1.0106280122561337,14.73643449103303,15.747062503289165,0.9997777777777778,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0172228112407153,0.3177777777777778,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,101.67181840538979,0,797,3266106,0.345,0.0,0.5605579018592834,0.5605579018592834,0.9945688843727112,0.007486714003403649,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.0,0.0,0.16266091811865446,1.4186695409406727
GREATS,mnist,2,0.3,0.1,4500,500,800,1470,2270,796,,0.45089999999999997,0.4509,0.32666666666666666,0.0,0.8315510495112879,0.3270444444444444,0.555641721939998,923.2904714777599,1.0,15.747062503289165,0.0,1.0106280122561337,14.73643449103303,15.747062503289165,0.9997777777777778,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.026111700129604,0.32666666666666666,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,59.3952253414318,0,797,3266106,0.44625,0.0,0.5767011642456055,0.5767011642456055,0.9868860244750977,0.008237785882361988,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.0,0.0,0.16420232611732916,1.4178988369413354
PU-R,mnist,2,0.3,0.2,4000,1000,800,1200,2000,796,0.528778326290194,0.29500000000000004,0.295,0.30000000000000004,0.0,0.7848264847421992,0.29965,0.5272932298816619,641.115617823811,1.0,17.41285625089355,0.0,1.010779660365391,16.40207659052816,17.41285625089355,0.99975,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0363416988253515,0.30000000000000004,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,98.93564921803772,0,797,2867606,0.35125,0.0,0.5605617761611938,0.5605617761611938,0.9954464435577393,0.007341941060948282,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1621183997079575,1.4189408001460213
GREATS,mnist,2,0.3,0.2,4000,1000,800,1200,2000,796,,0.4042,0.4042,0.30000000000000004,0.0,0.8241026954590431,0.29926500000000006,0.526889200363856,921.5257103165732,1.0,17.41285625089355,0.0,1.010779660365391,16.40207659052816,17.41285625089355,0.99975,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0363416988253515,0.30000000000000004,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,57.456167546100914,0,797,2867606,0.44,0.0,0.5808484554290771,0.5808484554290771,0.9879475831985474,0.008170995651482044,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16307450788203431,1.418462746058983
PU-R,mnist,2,0.3,0.3,3500,1500,800,928,1728,796,0.5243148873560131,0.23119999999999996,0.2312,0.2651428571428571,0.0,0.776571225957306,0.2652628571428571,0.49055519446665363,672.8422141850367,1.0,19.501210405175897,0.0,1.0109516123346298,18.490258792841267,19.501210405175897,0.9997142857142857,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.081412514293905,0.2651428571428571,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,96.21073611732572,0,797,2469106,0.315,0.0,0.5543111562728882,0.5543111562728882,0.9965815544128418,0.007560252649091809,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16338927757647445,1.4183053612117629
GREATS,mnist,2,0.3,0.3,3500,1500,800,948,1748,796,,0.4105,0.4105,0.2708571428571429,0.0,0.824640112317107,0.27026285714285714,0.4959813360091544,971.7622049448901,1.0,19.501210405175897,0.0,1.0109516123346298,18.490258792841267,19.501210405175897,0.9997142857142857,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0871268000081908,0.2708571428571429,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,55.3426820570603,0,797,2469106,0.44,0.0,0.5853930711746216,0.5853930711746216,0.9904283285140991,0.007869769582461952,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16190705961145754,1.4190464701942713
PU-R,mnist,2,0.3,0.4,3000,2000,800,697,1497,796,0.531877547618933,0.2047,0.2047,0.23233333333333328,0.0,0.7617476794642631,0.23237333333333335,0.4540898033782916,645.1035945838214,1.0,22.194979199690984,0.0,1.0111501526918,21.183829046999183,22.194979199690984,0.9996666666666667,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1700946696469094,0.23233333333333328,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,93.83949267771095,0,797,2070606,0.32125,0.0,0.5592550039291382,0.5592550039291382,0.9956966638565063,0.007253601140015116,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16185524528161585,1.419072377359192
GREATS,mnist,2,0.3,0.4,3000,2000,800,710,1510,796,,0.37239999999999995,0.3724,0.237,0.0012499999999999734,0.8104083446757351,0.23758,0.4599557189192248,906.3037531751667,1.0,22.196229199690983,0.0012499999999999734,1.0111501526918,21.183829046999183,22.194979199690984,0.9996666666666667,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1747613363135763,0.237,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,53.577144927345216,0,797,2070606,0.42125,0.0,0.5731285214424133,0.5731285214424133,0.9902129173278809,0.007891683494240903,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.0,0.0,0.16251944842881194,1.418740275785594
PU-R,mnist,2,0.3,0.5,2500,2500,800,498,1298,796,0.5549796540290117,0.20179999999999998,0.2018,0.19920000000000004,0.0,0.7576900354528505,0.19872,0.4152452111543644,655.6015350818608,1.0,25.79888543214948,0.0,1.0113850264248379,24.787500405724643,25.79888543214948,0.9996,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1898856522528685,0.19920000000000004,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,92.10326882917434,0,797,1672106,0.315,0.0,0.5568075180053711,0.5568075180053711,0.9965856075286865,0.007213232468508268,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1611799155078615,1.4194100422460694
GREATS,mnist,2,0.3,0.5,2500,2500,800,448,1248,796,,0.35919999999999996,0.3592,0.17920000000000003,0.0,0.7911678782057668,0.17730400000000002,0.38959756657710337,938.8446505914951,1.0,25.79888543214948,0.0,1.0113850264248379,24.787500405724643,25.79888543214948,0.9996,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.1698856522528684,0.17920000000000003,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,51.578609257005155,0,797,1672106,0.42875,0.0,0.580794632434845,0.580794632434845,0.9906524419784546,0.007375192567379737,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1588859902065477,1.4205570048967262
PU-R,mnist,2,0.3,0.6,2000,3000,800,413,1213,796,0.6453996572527103,0.23199999999999998,0.232,0.20650000000000002,0.0,0.7997916433703155,0.20651999999999998,0.4243990234225518,670.0238774289602,1.0,30.85877307871642,0.0,1.0116725628910501,29.84710051582537,30.85877307871642,0.9995,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.2541053156434407,0.20650000000000002,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,91.249396356754,0,797,1273606,0.3075,0.0,0.5580215454101562,0.5580215454101562,0.9975796937942505,0.007238696144892454,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1598185138870611,1.4200907430564693
GREATS,mnist,2,0.3,0.6,2000,3000,800,220,1020,796,,0.34330000000000005,0.3433,0.10999999999999999,0.0,0.7575312318573664,0.10921000000000003,0.3017761586384739,913.6333768699321,1.0,30.85877307871642,0.0,1.0116725628910501,29.84710051582537,30.85877307871642,0.9995,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.157605315643441,0.10999999999999999,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,50.210824695415795,0,797,1273606,0.40625,0.0,0.5708798170089722,0.5708798170089722,0.992094099521637,0.006996691303889504,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15720745928010083,1.4213962703599496
PU-R,mnist,2,0.3,0.7,1500,3500,800,171,971,796,0.6907374577713199,0.3264,0.3264,0.1146666666666667,0.0012499999999999734,0.7677975840503428,0.11443999999999999,0.30894342667372576,700.9316528648709,1.0,38.44807769249299,0.0012499999999999734,1.0120433825029667,37.43478430999002,38.44682769249299,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.3656206533808803,0.1146666666666667,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,88.64764059428126,0,797,875106,0.385,0.0,0.5711092948913574,0.5711092948913574,0.995311975479126,0.007961955979858083,0.9974968710888611,0.9974968710888611,0.9962453066332916,0.0,0.0,0.1634839371749414,1.4182580314125293
GREATS,mnist,2,0.3,0.7,1500,3500,800,58,858,796,,0.32799999999999996,0.328,0.03866666666666663,0.0,0.7165451329661507,0.0366,0.18915528633126696,892.7270800930264,1.0,38.44682769249299,0.0,1.0120433825029667,37.43478430999002,38.44682769249299,0.9993333333333333,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.2896206533808803,0.03866666666666663,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,48.41392819955945,0,797,875106,0.41875,0.0,0.5744119882583618,0.5744119882583618,0.9923138618469238,0.007182059269888007,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15931096415439874,1.4203445179228007
PU-R,mnist,2,0.3,0.8,1000,4000,715,0,715,711,0.7641476183198392,0.30300000000000005,0.303,0.0,0.0,0.6637093829099059,0.0005400000000000004,0.10363185690543836,678.833604289379,1.0,47.27506470116059,0.0,1.012566254188933,46.262498446971655,47.27506470116059,0.999,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.5531553724266183,0.0,1.5531553724266183,712,1000,1000,0.1193776641714437,0.00012568600613418795,0.6153846153846154,0.860482869172296,14.271283962400343,66.94520381186157,1,712,456036,0.3622377622377622,0.0,0.5752863883972168,0.5752863883972168,0.9940717220306396,0.009519001492739366,0.9971988795518207,0.9985994397759104,0.9971988795518207,0.0,0.0,0.16621123565665188,1.416894382171674
GREATS,mnist,2,0.3,0.8,1000,4000,603,0,603,599,,0.3146,0.3146,0.0,0.0,0.6785630676414113,8.000000000000007e-05,0.101138441843658,724.3090563001937,1.0,41.98391722511237,0.0,1.012566254188933,40.97135097092344,41.98391722511237,0.999,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.43613260486757,0.0,1.43613260486757,600,1000,1000,0.1193776641714437,0.00012568600613418795,0.46153846153846156,3.0814084790691356,13.316485092327099,24.979873354546726,1,600,417900,0.3963515754560531,0.0,0.5662150382995605,0.5662150382995605,0.9896723031997681,0.00998407124968685,0.9983388704318937,0.9983388704318937,0.9983388704318937,0.0,0.0,0.1620407939556466,1.4189796030221766
PU-R,mnist,3,0.3,0.0,5000,0,800,1711,2511,796,0.5281531310174614,0.2944,0.2944,0.34219999999999995,0.0,0.7963651222291768,0.34212400000000004,0.5709213831777852,640.6511142659222,1.0,14.387668439452662,0.0,1.0104923776789552,13.377176061773707,14.387668439452662,0.9998,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0261562425752628,0.34219999999999995,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,104.62892071716487,0,797,3664606,0.33375,0.0,0.5510174632072449,0.5510174632072449,0.9969987273216248,0.007414337678885878,0.9974968710888611,0.9974968710888611,0.9962453066332916,0.0,0.0,0.162673875509478,1.418663062245261
GREATS,mnist,3,0.3,0.0,5000,0,800,1678,2478,796,,0.4154,0.4154,0.3356,0.0,0.8337889363549575,0.3340560000000001,0.5627742751134941,999.9625312168706,1.0,14.387668439452662,0.0,1.0104923776789552,13.377176061773707,14.387668439452662,0.9998,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.019556242575263,0.3356,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,61.184749422594905,0,797,3664606,0.44875,0.0,0.5813767313957214,0.5813767313957214,0.988680362701416,0.007988024405081371,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.0,0.0,0.1631528822758345,1.4184235588620828
PU-R,mnist,3,0.3,0.1,4500,500,800,1469,2269,796,0.5314782078494318,0.30920000000000003,0.3092,0.3264444444444444,0.0,0.7967278243132284,0.32565333333333335,0.5542207581967835,661.8263972690909,1.0,15.747062503289165,0.0,1.0106280122561337,14.73643449103303,15.747062503289165,0.9997777777777778,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.025889477907382,0.3264444444444444,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,101.63381073065102,0,797,3266106,0.36625,0.0,0.5656291842460632,0.5656291842460632,0.9942046999931335,0.007914141885870985,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16464790119245762,1.4176760494037712
GREATS,mnist,3,0.3,0.1,4500,500,800,1382,2182,796,,0.3762,0.3762,0.3071111111111111,0.0,0.8181792593089207,0.3084133333333333,0.5364468920121506,925.0374157788735,1.0,15.747062503289165,0.0,1.0106280122561337,14.73643449103303,15.747062503289165,0.9997777777777778,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0065561445740485,0.3071111111111111,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,59.337486640550196,0,797,3266106,0.4425,0.0,0.5730822682380676,0.5730822682380676,0.9882456064224243,0.007923674477131406,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.0,0.0,0.16266038628010793,1.418669806859946
PU-R,mnist,3,0.3,0.2,4000,1000,800,1223,2023,796,0.5345372717129067,0.27359999999999995,0.2736,0.30574999999999997,0.0,0.7916190607364331,0.30526,0.5331625031724124,655.0983947051618,1.0,17.41285625089355,0.0,1.010779660365391,16.40207659052816,17.41285625089355,0.99975,544.120536739557,3.0265981483731384e-05,90.8850861696579,785.0,1.0,1.0,1.0420916988253515,0.30574999999999997,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,98.29124179761857,0,797,2867606,0.35625,0.0,0.5561128854751587,0.5561128854751587,0.9966979026794434,0.0075965294718173555,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1636819680558141,1.418159015972093
