method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2258,2462,0.5183320943033323,0.43025,0.43025,,,,,4.668050459586084,0,1,201,0.37254901960784315,0.6421568627450981,0.6301727890968323,0.6301727890968323,0.9999872446060181,0.031363343884204996,0.9605911330049262,0.9753694581280788,0.9458128078817734,0.9408782537379308,0.35784313725490197,0.21278807315653575,1.3936059634217322
Marginal,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,1881,2085,0.4424321125843562,0.31325000000000003,0.31325,,,,,4.658199267461896,0,1,201,0.29411764705882354,0.696078431372549,0.5856817960739136,0.5856817960739136,0.9985447525978088,0.017736553171766565,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.8860318997477157,0.30392156862745096,0.18019548029582427,1.4099022598520878
EL2N,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2260,2464,0.5187331501510926,0.48150000000000004,0.4815,,,,,4.731330027803779,0,1,201,0.4117647058823529,0.6911764705882353,0.6418256163597107,0.6418256163597107,0.9999971985816956,0.03177903001678401,0.9408866995073891,0.9852216748768473,0.9408866995073891,0.8918107543797082,0.3088235294117647,0.2130495634032559,1.393475218298372
GraNdLast,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2252,2456,0.5171288261772133,0.44575,0.44575,,,,,5.114101996645331,0,1,201,0.4166666666666667,0.6568627450980392,0.6328784227371216,0.6328784227371216,0.9999939203262329,0.03241636594436292,0.9408866995073891,0.9802955665024631,0.9408866995073891,0.9277892502681174,0.3431372549019608,0.21715971869849918,1.3914201406507505
RHO-PretrainRef,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2225,2429,0.5117122510564514,0.44499999999999995,0.445,,,,,5.521661282517016,0,1,201,0.4068627450980392,0.6666666666666666,0.632900595664978,0.632900595664978,0.9999971985816956,0.033652808948470454,0.9408866995073891,0.9655172413793104,0.9408866995073891,0.9182958340544894,0.3333333333333333,0.2208022513703866,1.3895988743148067
PU-R,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2236,2440,0.5139193729264662,0.485,0.485,,,,,7.610691454261541,0,1,201,0.35294117647058826,0.6813725490196079,0.5962055325508118,0.5962055325508118,0.9900839328765869,0.02610468409331561,0.9901477832512315,0.9802955665024631,0.9802955665024631,0.9028826117978824,0.31862745098039214,0.19436817665537384,1.4028159116723131
GREATS,boundary_duplicate_fashion_mnist,0,0.3,0.0,200,200,5000,0,204,2175,2379,,0.47050000000000003,0.4705,,,,,6.942795616574585,0,1,201,0.4362745098039216,0.7990196078431373,0.6613529920578003,0.6613529920578003,0.9999374151229858,0.028767369467343016,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.7238845511430295,0.20098039215686275,0.19915645785216646,1.4004217710739169
MaxLoss,boundary_duplicate_fashion_mnist,0,0.3,0.1,200,200,4500,500,204,1993,2197,0.5154414543067105,0.42400000000000004,0.424,,,,,3.6003059335052967,0,1,201,0.4068627450980392,0.6911764705882353,0.6270606517791748,0.6270606517791748,0.9999881982803345,0.031513387039120266,0.9408866995073891,0.9852216748768473,0.9359605911330049,0.8918107543797082,0.3088235294117647,0.21344177060085287,1.3932791146995736
Marginal,boundary_duplicate_fashion_mnist,0,0.3,0.1,200,200,4500,500,204,1688,1892,0.44719413202255964,0.33199999999999996,0.332,,,,,4.618341003544629,0,1,201,0.3137254901960784,0.803921568627451,0.5849837064743042,0.5849837064743042,0.9983524084091187,0.015906313707647165,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.7140152804378671,0.19607843137254902,0.17394180747577595,1.413029096262112
EL2N,boundary_duplicate_fashion_mnist,0,0.3,0.1,200,200,4500,500,204,2009,2213,0.5190076147555374,0.4645,0.4645,,,,,4.6225047735497355,0,1,201,0.39705882352941174,0.7009803921568627,0.6259286403656006,0.6259286403656006,0.9994269609451294,0.030688307472857935,0.9408866995073891,0.9901477832512315,0.9408866995073891,0.8800891716251928,0.29901960784313725,0.21207369666339285,1.3939631516683035
