method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,mnist,2,0.0,0.2,4000,1000,397,0,397,0.11586701427586377,0.04720000000000002,0.0472,,,,,9.029083988629282,1,394,0.0,0.0,0.5733441114425659,0.5733441114425659,0.9890450239181519,0.015899061891288528,0.9974747474747475,0.9974747474747475,0.9974747474747475,0.0,0.0,0.17680344304953946,1.4115982784752303
Marginal,mnist,2,0.0,0.2,4000,1000,800,1,801,0.22274569608271122,0.04690000000000005,0.0469,,,,,46.31425457634032,0,797,0.0,0.0,0.5603976845741272,0.5603976845741272,0.9962478876113892,0.007404966082293377,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.0,0.0,0.16861161096790417,1.415694194516048
PU-R,mnist,2,0.0,0.2,4000,1000,544,0,544,0.15513535286299884,0.047699999999999965,0.0477,,,,,35.07119768857956,1,541,0.0,0.0,0.56646329164505,0.56646329164505,0.9901460409164429,0.01208305454398737,0.998158379373849,0.996316758747698,0.996316758747698,0.0,0.0,0.17048284546782294,1.4147585772660887
GREATS,mnist,2,0.0,0.2,4000,1000,464,0,464,,0.0464,0.0464,,,,,14.673242457211018,1,461,0.0,0.0,0.5906470417976379,0.5906470417976379,0.9874675273895264,0.014282351789807954,0.9978401727861771,0.9978401727861771,0.9978401727861771,0.0,0.0,0.17307603815124825,1.4134619809243758
MaxLoss,mnist,2,0.0,0.3,3500,1500,384,0,384,0.12826132826739922,0.050799999999999956,0.0508,,,,,8.421165657229722,1,381,0.0,0.0,0.581396222114563,0.581396222114563,0.9926111102104187,0.015917774566446795,0.9973890339425587,0.9973890339425587,0.9973890339425587,0.0,0.0,0.1753066783323072,1.4123466608338464
Marginal,mnist,2,0.0,0.3,3500,1500,788,0,788,0.25021335639758036,0.049000000000000044,0.049,,,,,44.58452501241118,1,785,0.0,0.0,0.5586382746696472,0.5586382746696472,0.9958705306053162,0.007975201416829319,0.9974587039390089,0.9987293519695044,0.9974587039390089,0.0,0.0,0.17178499693788427,1.4141075015310578
PU-R,mnist,2,0.0,0.3,3500,1500,547,0,547,0.17794021556619555,0.051100000000000034,0.0511,,,,,35.41978658456355,1,544,0.0,0.0,0.5684913396835327,0.5684913396835327,0.9932717084884644,0.011994532211180504,0.9981684981684982,0.9981684981684982,0.9981684981684982,0.0,0.0,0.1698191293804936,1.4150904353097533
GREATS,mnist,2,0.0,0.3,3500,1500,448,0,448,,0.04830000000000001,0.0483,,,,,13.460154666565359,1,445,0.0,0.0,0.5906226634979248,0.5906226634979248,0.9911147356033325,0.01406229995357777,0.9977628635346756,0.9977628635346756,0.9977628635346756,0.0,0.0,0.17131859216926104,1.4143407039153695
MaxLoss,mnist,2,0.0,0.4,3000,2000,328,0,328,0.12928274739533663,0.05889999999999995,0.0589,,,,,5.816372140310705,1,325,0.0,0.0,0.5814499855041504,0.5814499855041504,0.9885188341140747,0.018331648892614797,0.9969418960244648,0.9969418960244648,0.9969418960244648,0.0,0.0,0.18064529559461243,1.4096773522026937
Marginal,mnist,2,0.0,0.4,3000,2000,675,0,675,0.2519624548731372,0.050899999999999945,0.0509,,,,,31.211404955014586,1,672,0.0,0.0,0.5708335638046265,0.5708335638046265,0.9978457689285278,0.009062370554839733,0.9955489614243324,0.9970326409495549,0.9940652818991098,0.0,0.0,0.16893762850382749,1.4155311857480863
PU-R,mnist,2,0.0,0.4,3000,2000,445,0,445,0.1711339132161811,0.0514,0.0514,,,,,20.962911484763026,1,442,0.0,0.0,0.5741746425628662,0.5741746425628662,0.9911465644836426,0.014094315359142382,0.9977477477477478,0.9954954954954955,0.9954954954954955,0.0,0.0,0.17350720286999255,1.4132463985650037
GREATS,mnist,2,0.0,0.4,3000,2000,397,0,397,,0.05700000000000005,0.057,,,,,10.191137060523033,1,394,0.0,0.0,0.5873377919197083,0.5873377919197083,0.9875346422195435,0.016686754456410807,0.9974747474747475,0.9949494949494949,0.9949494949494949,0.0,0.0,0.17876284708278398,1.4106185764586079
MaxLoss,mnist,2,0.0,0.5,2500,2500,312,0,312,0.14790204586461186,0.052000000000000046,0.052,,,,,5.189672271721065,1,309,0.0,0.0,0.5823829174041748,0.5823829174041748,0.9872875213623047,0.018895760284125852,0.9967845659163987,0.9967845659163987,0.9967845659163987,0.0,0.0,0.1817666660077921,1.409116666996104
Marginal,mnist,2,0.0,0.5,2500,2500,624,0,624,0.2801181431277655,0.05349999999999999,0.0535,,,,,25.76210467889905,1,621,0.0,0.0,0.5722252130508423,0.5722252130508423,0.9978418946266174,0.010181979942965182,0.9983948635634029,0.9983948635634029,0.9983948635634029,0.0,0.0,0.17099505071977728,1.4145024746401114
PU-R,mnist,2,0.0,0.5,2500,2500,450,0,450,0.20696027320809662,0.05069999999999997,0.0507,,,,,21.270772194489837,1,447,0.0,0.0,0.5703133344650269,0.5703133344650269,0.9934630393981934,0.01444660728685309,0.9955456570155902,0.9955456570155902,0.9955456570155902,0.0,0.0,0.1753349871500212,1.4123325064249894
GREATS,mnist,2,0.0,0.5,2500,2500,389,0,389,,0.05410000000000004,0.0541,,,,,9.607251406647265,1,386,0.0,0.0,0.6008109450340271,0.6008109450340271,0.9879086017608643,0.015989869508349828,0.9974226804123711,0.9974226804123711,0.9974226804123711,0.0,0.0,0.1741537893525757,1.4129231053237121
MaxLoss,mnist,2,0.0,0.6,2000,3000,273,0,273,0.16325035580666736,0.06430000000000002,0.0643,,,,,3.916484074667096,1,270,0.0,0.0,0.5910924077033997,0.5910924077033997,0.9866950511932373,0.02307949626051328,0.9926470588235294,0.9963235294117647,0.9926470588235294,0.0,0.0,0.19249548310349454,1.4037522584482527
Marginal,mnist,2,0.0,0.6,2000,3000,550,0,550,0.31004247040254995,0.0605,0.0605,,,,,19.409455820918083,1,547,0.0,0.0,0.5632096529006958,0.5632096529006958,0.9950716495513916,0.011636964234825435,0.994535519125683,0.9981785063752276,0.994535519125683,0.0,0.0,0.17127698680379874,1.4143615065981006
PU-R,mnist,2,0.0,0.6,2000,3000,380,0,380,0.22064764250535518,0.056499999999999995,0.0565,,,,,14.177003311924636,1,377,0.0,0.0,0.5766155123710632,0.5766155123710632,0.9903573989868164,0.017042497954992356,0.9973614775725593,0.9973614775725593,0.9973614775725593,0.0,0.0,0.1795680442158671,1.4102159778920664
GREATS,mnist,2,0.0,0.6,2000,3000,341,0,341,,0.057599999999999985,0.0576,,,,,7.117006764747202,1,338,0.0,0.0,0.5848576426506042,0.5848576426506042,0.9882218837738037,0.018601626721690134,0.9970588235294118,0.9970588235294118,0.9970588235294118,0.0,0.0,0.1808863470904088,1.4095568264547955
MaxLoss,mnist,2,0.0,0.7,1500,3500,237,0,237,0.19068455178057775,0.07089999999999996,0.0709,,,,,3.0056238984689116,1,234,0.0,0.0,0.5799649357795715,0.5799649357795715,0.9863090515136719,0.026559358648166567,0.9915254237288136,0.9915254237288136,0.9872881355932204,0.0,0.0,0.1977324408145192,1.4011337795927403
Marginal,mnist,2,0.0,0.7,1500,3500,465,0,465,0.3516351580619812,0.0645,0.0645,,,,,12.535926338285208,1,462,0.0,0.0,0.5671252608299255,0.5671252608299255,0.9941767454147339,0.014237793074150023,0.9913793103448276,0.9978448275862069,0.9913793103448276,0.0,0.0,0.1783400286901789,1.4108299856549107
PU-R,mnist,2,0.0,0.7,1500,3500,304,0,304,0.23872629273682833,0.06910000000000005,0.0691,,,,,8.17522317264229,1,301,0.0,0.0,0.5781793594360352,0.5781793594360352,0.9885951280593872,0.02279570678451864,0.9933993399339934,0.9966996699669967,0.9933993399339934,0.0,0.0,0.19465906890384685,1.4026704655480766
GREATS,mnist,2,0.0,0.7,1500,3500,268,0,268,,0.06440000000000001,0.0644,,,,,4.463452173396945,1,265,0.0,0.0,0.5927043557167053,0.5927043557167053,0.9920042753219604,0.021764889924546307,0.9962546816479401,0.9962546816479401,0.9962546816479401,0.0,0.0,0.1880357256601599,1.4059821371699202
MaxLoss,mnist,2,0.0,0.8,1000,4000,179,0,179,0.22080486710183322,0.08630000000000004,0.0863,,,,,1.8133250419050455,1,176,0.0,0.0,0.5801992416381836,0.5801992416381836,0.9878138303756714,0.03095872319379319,0.9943820224719101,0.9943820224719101,0.9943820224719101,0.0,0.0,0.20705161820755133,1.3964741908962244
Marginal,mnist,2,0.0,0.8,1000,4000,330,0,330,0.3812558085191995,0.08520000000000005,0.0852,,,,,5.635656259022653,1,327,0.0,0.0,0.5633432865142822,0.5633432865142822,0.9931998252868652,0.02048969761918562,0.9878419452887538,0.993920972644377,0.9848024316109423,0.0,0.0,0.19303585468799977,1.4034820726560002
PU-R,mnist,2,0.0,0.8,1000,4000,227,0,227,0.27264926669886336,0.07940000000000003,0.0794,,,,,4.446164024993777,1,224,0.0,0.0,0.5823242664337158,0.5823242664337158,0.9891043305397034,0.0257683138237376,0.995575221238938,0.995575221238938,0.995575221238938,0.0,0.0,0.19623546069318568,1.4018822696534072
GREATS,mnist,2,0.0,0.8,1000,4000,200,0,200,,0.07699999999999996,0.077,,,,,2.6886791437864304,1,197,0.0,0.0,0.6062841415405273,0.6062841415405273,0.986227810382843,0.02751459438007456,0.9949748743718593,0.9949748743718593,0.9949748743718593,0.0,0.0,0.19664167430895338,1.4016791628455234
MaxLoss,mnist,3,0.0,0.0,5000,0,452,0,452,0.10469358530826867,0.04490000000000005,0.0449,,,,,12.349400928243995,1,449,0.0,0.0,0.575312077999115,0.575312077999115,0.9887622594833374,0.014188329980888315,0.9955654101995566,0.9977827050997783,0.9955654101995566,0.0,0.0,0.17253951700020292,1.4137302414998985
Marginal,mnist,3,0.0,0.0,5000,0,800,75,875,0.194160642742645,0.04700000000000004,0.047,,,,,46.80152210313827,0,797,0.0,0.0,0.5575481653213501,0.5575481653213501,0.9980164766311646,0.005825461219442257,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15934983102991004,1.420325084485045
PU-R,mnist,3,0.0,0.0,5000,0,673,0,673,0.15172203280963004,0.04039999999999999,0.0404,,,,,60.130626963451505,1,670,0.0,0.0,0.5698348879814148,0.5698348879814148,0.9930779337882996,0.008994035778111234,0.9970238095238095,0.9985119047619048,0.9970238095238095,0.0,0.0,0.1656716180459218,1.4171641909770392
GREATS,mnist,3,0.0,0.0,5000,0,602,0,602,,0.039100000000000024,0.0391,,,,,27.17715304903686,1,599,0.0,0.0,0.5804109573364258,0.5804109573364258,0.9907451868057251,0.0102526567548594,0.9983361064891847,0.9983361064891847,0.9983361064891847,0.0,0.0,0.1637650129705582,1.418117493514721
MaxLoss,mnist,3,0.0,0.1,4500,500,458,0,458,0.11765963450307027,0.04930000000000001,0.0493,,,,,12.689282264560461,1,455,0.0,0.0,0.5707370638847351,0.5707370638847351,0.9903041124343872,0.013550680558871238,0.9978118161925602,0.9978118161925602,0.9978118161925602,0.0,0.0,0.1711428993483583,1.414428550325821
Marginal,mnist,3,0.0,0.1,4500,500,800,47,847,0.20897547027561814,0.04459999999999997,0.0446,,,,,46.68880376126617,0,797,0.0,0.0,0.5622661113739014,0.5622661113739014,0.9964812994003296,0.006283337106508319,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.1618958331198595,1.4190520834400702
PU-R,mnist,3,0.0,0.1,4500,500,623,0,623,0.1566736146924086,0.04390000000000005,0.0439,,,,,50.28887710534036,1,620,0.0,0.0,0.5680180788040161,0.5680180788040161,0.9945406913757324,0.010217722414463453,0.9983922829581994,0.9983922829581994,0.9983922829581994,0.0,0.0,0.16633569379869484,1.4168321531006525
GREATS,mnist,3,0.0,0.1,4500,500,555,0,555,,0.04490000000000005,0.0449,,,,,22.379497535526752,1,552,0.0,0.0,0.5698335766792297,0.5698335766792297,0.9907976388931274,0.010841092149414365,0.9981949458483754,0.9981949458483754,0.9981949458483754,0.0,0.0,0.16417289728230844,1.4179135513588457
MaxLoss,mnist,3,0.0,0.2,4000,1000,414,0,414,0.12043783057015389,0.04920000000000002,0.0492,,,,,9.962927860207856,1,411,0.0,0.0,0.5768851041793823,0.5768851041793823,0.9899160861968994,0.015307360079554395,0.9975786924939467,0.9975786924939467,0.9975786924939467,0.0,0.0,0.17469791830424525,1.4126510408478774
Marginal,mnist,3,0.0,0.2,4000,1000,800,0,800,0.22248459799448028,0.04200000000000004,0.042,,,,,45.9453496998176,1,797,0.0,0.0,0.5552011132240295,0.5552011132240295,0.9965503215789795,0.007163954427007129,0.9962453066332916,0.9974968710888611,0.9949937421777222,0.0,0.0,0.16910380554093846,1.4154480972295307
PU-R,mnist,3,0.0,0.2,4000,1000,584,0,584,0.16573408286785707,0.045399999999999996,0.0454,,,,,42.299630496650934,1,581,0.0,0.0,0.5578598976135254,0.5578598976135254,0.9933934211730957,0.011132439245301336,0.9982847341337907,0.9982847341337907,0.9982847341337907,0.0,0.0,0.16838244434738828,1.4158087778263058
GREATS,mnist,3,0.0,0.2,4000,1000,500,0,500,,0.04859999999999998,0.0486,,,,,17.730280213989317,1,497,0.0,0.0,0.5793701410293579,0.5793701410293579,0.990420401096344,0.012040862827239845,0.9979959919839679,0.9979959919839679,0.9979959919839679,0.0,0.0,0.16707365599352658,1.4164631720032368
MaxLoss,mnist,3,0.0,0.3,3500,1500,365,0,365,0.12241273623658344,0.052100000000000035,0.0521,,,,,7.632164167240262,1,362,0.0,0.0,0.577491819858551,0.577491819858551,0.9899592399597168,0.017302987164949518,0.9945054945054945,0.9972527472527473,0.9945054945054945,0.0,0.0,0.17942023462537057,1.4102898826873147
Marginal,mnist,3,0.0,0.3,3500,1500,753,0,753,0.23978588031604886,0.04859999999999998,0.0486,,,,,40.307308888062835,1,750,0.0,0.0,0.5579821467399597,0.5579821467399597,0.9963670969009399,0.0076198480791719436,0.9973404255319149,0.9986702127659575,0.9973404255319149,0.0,0.0,0.16816579096981,1.4159171045150951
PU-R,mnist,3,0.0,0.3,3500,1500,536,0,536,0.17461156053468585,0.049799999999999955,0.0498,,,,,33.59814413823187,1,533,0.0,0.0,0.5694643259048462,0.5694643259048462,0.9917945861816406,0.01191206342947591,0.9981308411214953,0.9981308411214953,0.9981308411214953,0.0,0.0,0.1699224420806806,1.4150387789596597
GREATS,mnist,3,0.0,0.3,3500,1500,485,0,485,,0.04910000000000003,0.0491,,,,,15.971969835460186,1,482,0.0,0.0,0.580083966255188,0.580083966255188,0.9895695447921753,0.013131215803282843,0.9979338842975206,0.9979338842975206,0.9979338842975206,0.0,0.0,0.1693561977007445,1.4153219011496279
MaxLoss,mnist,3,0.0,0.4,3000,2000,354,0,354,0.13863941765157506,0.05669999999999997,0.0567,,,,,6.806851950474083,1,351,0.0,0.0,0.5813312530517578,0.5813312530517578,0.9877771139144897,0.017052100723505114,0.9971671388101983,0.9971671388101983,0.9971671388101983,0.0,0.0,0.17833906360439708,1.4108304681978014
Marginal,mnist,3,0.0,0.4,3000,2000,703,0,703,0.2617034314898774,0.05279999999999996,0.0528,,,,,33.903040086850524,1,700,0.0,0.0,0.5609989762306213,0.5609989762306213,0.9949085116386414,0.009028361837460561,0.9928774928774928,0.9971509971509972,0.9928774928774928,0.0,0.0,0.17170735099859322,1.4141463245007033
PU-R,mnist,3,0.0,0.4,3000,2000,463,0,463,0.17752073903102428,0.051899999999999946,0.0519,,,,,23.028397062793374,1,460,0.0,0.0,0.5653030872344971,0.5653030872344971,0.9944139719009399,0.013316484659125785,0.9978354978354979,0.9978354978354979,0.9978354978354979,0.0,0.0,0.17200445475581427,1.413997772622093
GREATS,mnist,3,0.0,0.4,3000,2000,431,0,431,,0.058599999999999985,0.0586,,,,,12.124555639922619,1,428,0.0,0.0,0.5908985137939453,0.5908985137939453,0.9921790361404419,0.015268703752067373,0.9976744186046511,0.9976744186046511,0.9976744186046511,0.0,0.0,0.17376780942872505,1.4131160952856374
MaxLoss,mnist,3,0.0,0.5,2500,2500,315,0,315,0.14919877727515996,0.05920000000000003,0.0592,,,,,5.280897529795766,1,312,0.0,0.0,0.5773831009864807,0.5773831009864807,0.9889912605285645,0.018731737613179693,0.9968152866242038,0.9968152866242038,0.9968152866242038,0.0,0.0,0.18170010019020505,1.4091499499048976
Marginal,mnist,3,0.0,0.5,2500,2500,628,0,628,0.2817864263779484,0.05520000000000003,0.0552,,,,,26.130532034672797,1,625,0.0,0.0,0.5690149068832397,0.5690149068832397,0.9963155388832092,0.010310319339948597,0.9936204146730463,0.9968102073365231,0.9920255183413078,0.0,0.0,0.17251327586004866,1.4137433620699755
PU-R,mnist,3,0.0,0.5,2500,2500,432,0,432,0.1993175625684671,0.054300000000000015,0.0543,,,,,19.28372759371996,1,429,0.0,0.0,0.5772265791893005,0.5772265791893005,0.9911457300186157,0.01523979380186604,0.9976798143851509,0.9976798143851509,0.9976798143851509,0.0,0.0,0.17563516334046397,1.412182418329768
GREATS,mnist,3,0.0,0.5,2500,2500,386,0,386,,0.05449999999999999,0.0545,,,,,9.437578529119492,1,383,0.0,0.0,0.5821448564529419,0.5821448564529419,0.9857324957847595,0.0167446700246799,0.9974025974025974,0.9974025974025974,0.9974025974025974,0.0,0.0,0.17745577890628836,1.4112721105468558
MaxLoss,mnist,3,0.0,0.6,2000,3000,259,0,259,0.15565342438640073,0.06599999999999995,0.066,,,,,3.563973872922361,1,256,0.0,0.0,0.5801651477813721,0.5801651477813721,0.9849646091461182,0.024332442909276993,0.9961240310077519,0.9922480620155039,0.9922480620155039,0.0,0.0,0.1941035277380319,1.402948236130984
Marginal,mnist,3,0.0,0.6,2000,3000,539,0,539,0.3043114992324263,0.06469999999999998,0.0647,,,,,17.888309058733284,1,536,0.0,0.0,0.5679026246070862,0.5679026246070862,0.99575275182724,0.011863393901213727,0.9962825278810409,0.9981412639405205,0.9962825278810409,0.0,0.0,0.17260017034583747,1.4136999148270812
PU-R,mnist,3,0.0,0.6,2000,3000,382,0,382,0.22171085100853816,0.05920000000000003,0.0592,,,,,13.98971161339432,1,379,0.0,0.0,0.5640557408332825,0.5640557408332825,0.9895987510681152,0.016332065800859975,0.994750656167979,0.9973753280839895,0.994750656167979,0.0,0.0,0.17899707831284525,1.4105014608435773
GREATS,mnist,3,0.0,0.6,2000,3000,304,0,304,,0.06269999999999998,0.0627,,,,,5.745776291936636,1,301,0.0,0.0,0.6001756191253662,0.6001756191253662,0.9869834184646606,0.02012976824395088,0.9966996699669967,0.9966996699669967,0.9966996699669967,0.0,0.0,0.18333123863705655,1.4083343806814717
MaxLoss,mnist,3,0.0,0.7,1500,3500,220,0,220,0.17836390651063994,0.06830000000000003,0.0683,,,,,2.641019252128899,1,217,0.0,0.0,0.5879626870155334,0.5879626870155334,0.9863924980163574,0.025018185785371964,0.9954337899543378,0.9954337899543378,0.9954337899543378,0.0,0.0,0.19276281931412767,1.4036185903429361
Marginal,mnist,3,0.0,0.7,1500,3500,448,0,448,0.3398518008762039,0.06530000000000002,0.0653,,,,,11.429668383672833,1,445,0.0,0.0,0.5711597204208374,0.5711597204208374,0.9951761960983276,0.01414249505940408,0.9932885906040269,0.9977628635346756,0.9932885906040269,0.0,0.0,0.1774769710464446,1.4112615144767777
PU-R,mnist,3,0.0,0.7,1500,3500,291,0,291,0.22946279222378507,0.06269999999999998,0.0627,,,,,7.461939978413284,1,288,0.0,0.0,0.5688279867172241,0.5688279867172241,0.990905225276947,0.021017608092294943,0.993103448275862,0.996551724137931,0.993103448275862,0.0,0.0,0.18901321975832183,1.405493390120839
GREATS,mnist,3,0.0,0.7,1500,3500,276,0,276,,0.06530000000000002,0.0653,,,,,4.700160111300647,1,273,0.0,0.0,0.5994929075241089,0.5994929075241089,0.9906099438667297,0.020459113097537986,0.9963636363636363,0.9963636363636363,0.9963636363636363,0.0,0.0,0.1836305518285824,1.4081847240857088
MaxLoss,mnist,3,0.0,0.8,1000,4000,174,0,174,0.21534779062494636,0.08960000000000001,0.0896,,,,,1.738046339713037,1,171,0.0,0.0,0.5821049213409424,0.5821049213409424,0.9858242273330688,0.03068463730415857,0.9942196531791907,0.9942196531791907,0.9942196531791907,0.0,0.0,0.20582341163302925,1.3970882941834852
Marginal,mnist,3,0.0,0.8,1000,4000,355,0,355,0.40717061737086624,0.08020000000000005,0.0802,,,,,6.585754721425474,1,352,0.0,0.0,0.5758525729179382,0.5758525729179382,0.9949792623519897,0.017668032545154377,0.9915254237288136,0.9971751412429378,0.9915254237288136,0.0,0.0,0.1841982881518193,1.4079008559240904
PU-R,mnist,3,0.0,0.8,1000,4000,229,0,229,0.274790070601739,0.08530000000000004,0.0853,,,,,4.523242165334523,1,226,0.0,0.0,0.5791523456573486,0.5791523456573486,0.988750696182251,0.025854725831825482,0.9956140350877193,0.9912280701754386,0.9912280701754386,0.0,0.0,0.19622291306916984,1.4018885434654151
GREATS,mnist,3,0.0,0.8,1000,4000,204,0,204,,0.0927,0.0927,,,,,2.771831637248397,1,201,0.0,0.0,0.5979262590408325,0.5979262590408325,0.9911531805992126,0.02686126480163465,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.0,0.0,0.1950370606226993,1.4024814696886503
MaxLoss,mnist,4,0.0,0.0,5000,0,447,0,447,0.10361992294201627,0.046599999999999975,0.0466,,,,,12.121524409390986,1,444,0.0,0.0,0.5746856927871704,0.5746856927871704,0.9903063774108887,0.014033867454473681,0.9977578475336323,0.9977578475336323,0.9977578475336323,0.0,0.0,0.1724931797186743,1.4137534101406628
Marginal,mnist,4,0.0,0.0,5000,0,800,64,864,0.19186014292063192,0.046499999999999986,0.0465,,,,,47.19442557170987,0,797,0.0,0.0,0.5648629069328308,0.5648629069328308,0.9990760087966919,0.005963032907241453,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.0,0.0,0.16015893493402736,1.4199205325329864
PU-R,mnist,4,0.0,0.0,5000,0,617,0,617,0.13987441081553698,0.04279999999999995,0.0428,,,,,49.45346398744732,1,614,0.0,0.0,0.56485515832901,0.56485515832901,0.9965810179710388,0.009714158118835517,0.9983766233766234,0.9983766233766234,0.9983766233766234,0.0,0.0,0.1646350001195618,1.417682499940219
GREATS,mnist,4,0.0,0.0,5000,0,590,0,590,,0.04800000000000004,0.048,,,,,26.19666573498398,1,587,0.0,0.0,0.5843223929405212,0.5843223929405212,0.9906397461891174,0.010396507433663061,0.99830220713073,0.99830220713073,0.99830220713073,0.0,0.0,0.1639605175171202,1.41801974124144
MaxLoss,mnist,4,0.0,0.1,4500,500,395,0,395,0.10261253319913521,0.048699999999999966,0.0487,,,,,9.104448549449444,1,392,0.0,0.0,0.5766299962997437,0.5766299962997437,0.9884011745452881,0.015325899425005247,0.9949238578680203,0.9974619289340102,0.9949238578680203,0.0,0.0,0.1753722980285927,1.4123138509857036
Marginal,mnist,4,0.0,0.1,4500,500,800,30,830,0.20502751803724095,0.04420000000000002,0.0442,,,,,46.56908417586237,0,797,0.0,0.0,0.5624811053276062,0.5624811053276062,0.9978945255279541,0.006136149856926598,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.161597515865265,1.4192012420673676
PU-R,mnist,4,0.0,0.1,4500,500,586,0,586,0.14796735619893298,0.04269999999999996,0.0427,,,,,42.74094590358436,1,583,0.0,0.0,0.5688747763633728,0.5688747763633728,0.9947597980499268,0.009714751404463354,0.9982905982905983,0.9982905982905983,0.9982905982905983,0.0,0.0,0.16289112729987895,1.4185544363500604
GREATS,mnist,4,0.0,0.1,4500,500,525,0,525,,0.04149999999999998,0.0415,,,,,19.770851629786193,1,522,0.0,0.0,0.5732067823410034,0.5732067823410034,0.9912406206130981,0.01168173136552156,0.9980916030534351,0.9980916030534351,0.9980916030534351,0.0,0.0,0.1659814240936108,1.4170092879531946
MaxLoss,mnist,4,0.0,0.2,4000,1000,394,0,394,0.11505947384284809,0.051100000000000034,0.0511,,,,,9.021203756332397,1,391,0.0,0.0,0.585168182849884,0.585168182849884,0.9901630282402039,0.016429846651932704,0.9974554707379135,0.9974554707379135,0.9974554707379135,0.0,0.0,0.17783545498916078,1.4110822725054195
Marginal,mnist,4,0.0,0.2,4000,1000,800,15,815,0.22639966162387282,0.04910000000000003,0.0491,,,,,46.364253492094576,0,797,0.0,0.0,0.571535587310791,0.571535587310791,0.995989203453064,0.006625108307056147,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16196370251803474,1.4190181487409825
PU-R,mnist,4,0.0,0.2,4000,1000,524,0,524,0.14982351911021397,0.04590000000000005,0.0459,,,,,32.49076977558434,1,521,0.0,0.0,0.5730926990509033,0.5730926990509033,0.9908500909805298,0.01231271402828438,0.9980879541108987,0.9980879541108987,0.9980879541108987,0.0,0.0,0.17017180572708912,1.4149140971364553
GREATS,mnist,4,0.0,0.2,4000,1000,485,0,485,,0.04749999999999999,0.0475,,,,,16.510485253296793,1,482,0.0,0.0,0.582237720489502,0.582237720489502,0.9922428131103516,0.013083900353863588,0.9979338842975206,0.9979338842975206,0.9979338842975206,0.0,0.0,0.17021685879635023,1.4148915706018248
MaxLoss,mnist,4,0.0,0.3,3500,1500,365,0,365,0.12241273623658344,0.050899999999999945,0.0509,,,,,7.449564207345247,1,362,0.0,0.0,0.5777496099472046,0.5777496099472046,0.9887489676475525,0.01711926538277172,0.9972527472527473,0.9972527472527473,0.9972527472527473,0.0,0.0,0.17807726810164434,1.4109613659491778
Marginal,mnist,4,0.0,0.3,3500,1500,745,0,745,0.23739950655726716,0.049000000000000044,0.049,,,,,39.2656992059201,1,742,0.0,0.0,0.5631754994392395,0.5631754994392395,0.9947605133056641,0.00774122915519852,0.9986559139784946,0.9986559139784946,0.9986559139784946,0.0,0.0,0.16804291400623073,1.4159785429968847
PU-R,mnist,4,0.0,0.3,3500,1500,486,0,486,0.15944140922510996,0.05030000000000001,0.0503,,,,,26.264063535258174,1,483,0.0,0.0,0.5626804828643799,0.5626804828643799,0.9914472103118896,0.012811331336204077,0.9979381443298969,0.9979381443298969,0.9979381443298969,0.0,0.0,0.1710236033560807,1.4144881983219597
GREATS,mnist,4,0.0,0.3,3500,1500,449,0,449,,0.05049999999999999,0.0505,,,,,13.495396479964256,1,446,0.0,0.0,0.5801106095314026,0.5801106095314026,0.9891916513442993,0.014492897616167153,0.9977678571428571,0.9977678571428571,0.9977678571428571,0.0,0.0,0.17379876284197535,1.4131006185790123
MaxLoss,mnist,4,0.0,0.4,3000,2000,331,0,331,0.13036423199810088,0.055400000000000005,0.0554,,,,,5.9277033088728786,1,328,0.0,0.0,0.5720617771148682,0.5720617771148682,0.9892499446868896,0.018234995596647038,0.996969696969697,0.996969696969697,0.996969696969697,0.0,0.0,0.18106023853427405,1.409469880732863
Marginal,mnist,4,0.0,0.4,3000,2000,697,0,697,0.25961764075327665,0.04690000000000005,0.0469,,,,,33.60451044887304,1,694,0.0,0.0,0.5507366061210632,0.5507366061210632,0.9955369830131531,0.008010708004030153,0.9971264367816092,0.9985632183908046,0.9971264367816092,0.0,0.0,0.1666632034184092,1.4166683982907955
PU-R,mnist,4,0.0,0.4,3000,2000,455,0,455,0.1746836540987715,0.05169999999999997,0.0517,,,,,22.10480483993888,1,452,0.0,0.0,0.568011999130249,0.568011999130249,0.9920518398284912,0.013531696073411419,0.9977973568281938,0.9977973568281938,0.9977973568281938,0.0,0.0,0.1718417348957142,1.414079132552143
