method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R,mnist,1,0.0,0.8,support,1000,4000,88,0,88,0.1191323849488981,0.05300000000000005,0.053,,,,,1.7514342929935083,1,85,0.0,0.0,0.8156887292861938,0.8156887292861938,0.9725838899612427,0.07929116487503052,0.7126436781609196,0.8275862068965517,0.6896551724137931,0.0,0.0,0.2306522500300816,1.3846738749849592
GREATS,mnist,1,0.0,0.8,support,1000,4000,134,0,134,,0.04610000000000003,0.0461,,,,,2.748018551035784,1,131,0.0,0.0,0.7570498585700989,0.7570498585700989,0.974952220916748,0.056776350154016254,0.8721804511278195,0.9097744360902256,0.8421052631578947,0.0,0.0,0.22410232130771565,1.387948839346142
MaxLoss,mnist,2,0.0,0.0,support,5000,0,489,0,489,0.11262328876182437,0.04590000000000005,0.0459,,,,,14.842744715046138,1,486,0.0,0.0,0.5742648243904114,0.5742648243904114,0.99000084400177,0.012913783818729542,0.9979508196721312,0.9979508196721312,0.9979508196721312,0.0,0.0,0.16888101028620967,1.415559494856895
Marginal,mnist,2,0.0,0.0,support,5000,0,800,76,876,0.19436972466064617,0.04510000000000003,0.0451,,,,,47.06781295198016,0,797,0.0,0.0,0.5585392117500305,0.5585392117500305,0.9976147413253784,0.006288727656098897,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.16161770244408885,1.4191911487779556
PU-R,mnist,2,0.0,0.0,support,5000,0,666,0,666,0.15024327783612534,0.04069999999999996,0.0407,,,,,59.01590265403502,1,663,0.0,0.0,0.5628259778022766,0.5628259778022766,0.9950112104415894,0.009233868259348367,0.9984962406015038,0.9984962406015038,0.9984962406015038,0.0,0.0,0.16511863419575828,1.4174406829021209
GREATS,mnist,2,0.0,0.0,support,5000,0,635,0,635,,0.04310000000000003,0.0431,,,,,30.67935361491982,1,632,0.0,0.0,0.5731242299079895,0.5731242299079895,0.9916948080062866,0.00958178853630808,0.998422712933754,0.998422712933754,0.998422712933754,0.0,0.0,0.1639799333064073,1.4180100333467962
MaxLoss,mnist,2,0.0,0.1,support,4500,500,387,0,387,0.10069441242376342,0.0474,0.0474,,,,,8.845200918032788,1,384,0.0,0.0,0.6206151247024536,0.6206151247024536,0.9854311347007751,0.02043937244923023,0.9974093264248705,0.9974093264248705,0.9974093264248705,0.0,0.0,0.1885706724769693,1.4057146637615152
Marginal,mnist,2,0.0,0.1,support,4500,500,679,0,679,0.16981090902118012,0.044300000000000006,0.0443,,,,,32.55009221797809,1,676,0.0,0.0,0.5897389650344849,0.5897389650344849,0.9929244518280029,0.011273408498701565,0.9970501474926253,0.9985250737463127,0.9970501474926253,0.0,0.0,0.18008854895359058,1.4099557255232047
PU-R,mnist,2,0.0,0.1,support,4500,500,425,0,425,0.1097901722532697,0.04349999999999998,0.0435,,,,,19.393094266066328,1,422,0.0,0.0,0.6115689277648926,0.6115689277648926,0.9838907718658447,0.02002358432960222,0.9976415094339622,0.9976415094339622,0.9976415094339622,0.0,0.0,0.18700396156687607,1.406498019216562
GREATS,mnist,2,0.0,0.1,support,4500,500,648,0,648,,0.042300000000000004,0.0423,,,,,31.44553776306566,1,645,0.0,0.0,0.5898917317390442,0.5898917317390442,0.9912078380584717,0.010785829031320327,0.9984544049459042,0.9984544049459042,0.9984544049459042,0.0,0.0,0.17338764582147567,1.413306177089262
MaxLoss,mnist,2,0.0,0.2,support,4000,1000,245,0,245,0.07451829337514937,0.04620000000000002,0.0462,,,,,3.709030271973461,1,242,0.0,0.0,0.696061909198761,0.696061909198761,0.9785981178283691,0.03449576394250769,0.9959016393442623,0.9836065573770492,0.9836065573770492,0.0,0.0,0.20560689176852986,1.3971965541157352
Marginal,mnist,2,0.0,0.2,support,4000,1000,526,0,526,0.15035509294830263,0.03949999999999998,0.0395,,,,,17.97725616907701,1,523,0.0,0.0,0.6149942874908447,0.6149942874908447,0.9919190406799316,0.015821039823903923,0.9904761904761905,0.9961904761904762,0.9904761904761905,0.0,0.0,0.18623020665674012,1.40688489667163
PU-R,mnist,2,0.0,0.2,support,4000,1000,255,0,255,0.07727156981127337,0.046499999999999986,0.0465,,,,,6.417327504954301,1,252,0.0,0.0,0.6837483644485474,0.6837483644485474,0.9746471643447876,0.032958515952744585,0.9921259842519685,0.984251968503937,0.984251968503937,0.0,0.0,0.2071813772045993,1.3964093113977003
GREATS,mnist,2,0.0,0.2,support,4000,1000,504,0,504,,0.04300000000000004,0.043,,,,,17.670533594908193,1,501,0.0,0.0,0.6222630143165588,0.6222630143165588,0.9893920421600342,0.01670125948180024,0.9980119284294234,0.9960238568588469,0.9960238568588469,0.0,0.0,0.1846032986339454,1.4076983506830274
MaxLoss,mnist,2,0.0,0.3,support,3500,1500,210,0,210,0.07402942626504228,0.04469999999999996,0.0447,,,,,2.9672334749484435,1,207,0.0,0.0,0.7351720333099365,0.7351720333099365,0.9749641418457031,0.04050373382260355,0.9856459330143541,0.9808612440191388,0.9712918660287081,0.0,0.0,0.21065222262212352,1.3946738886889383
Marginal,mnist,2,0.0,0.3,support,3500,1500,403,0,403,0.13409609667723998,0.042100000000000026,0.0421,,,,,10.11119302303996,1,400,0.0,0.0,0.6455304026603699,0.6455304026603699,0.9896666407585144,0.021381618069318025,0.9900497512437811,0.9975124378109452,0.9900497512437811,0.0,0.0,0.19548606644574848,1.4022569667771259
PU-R,mnist,2,0.0,0.3,support,3500,1500,231,0,231,0.08067255362402648,0.04239999999999999,0.0424,,,,,5.368711543967947,1,228,0.0,0.0,0.7295019030570984,0.7295019030570984,0.9819884300231934,0.03663342923897764,0.991304347826087,0.9869565217391304,0.9826086956521739,0.0,0.0,0.20513809665022018,1.39743095167489
GREATS,mnist,2,0.0,0.3,support,3500,1500,381,0,381,,0.03949999999999998,0.0395,,,,,9.855505704064853,1,378,0.0,0.0,0.660774827003479,0.660774827003479,0.9889838695526123,0.0247479777611596,0.9894736842105263,0.9921052631578947,0.9868421052631579,0.0,0.0,0.19804908051341757,1.4009754597432913
MaxLoss,mnist,2,0.0,0.4,support,3000,2000,171,0,171,0.07177707378286868,0.041000000000000036,0.041,,,,,2.360942405066453,1,168,0.0,0.0,0.7838971614837646,0.7838971614837646,0.9877699613571167,0.04850209421094726,0.9588235294117647,0.9647058823529412,0.9470588235294117,0.0,0.0,0.20917090544069453,1.3954145472796529
Marginal,mnist,2,0.0,0.4,support,3000,2000,332,0,332,0.13072461553383619,0.04139999999999999,0.0414,,,,,7.261636269977316,1,329,0.0,0.0,0.6708214282989502,0.6708214282989502,0.9944959878921509,0.02434299587134238,0.9848942598187311,0.9939577039274925,0.9848942598187311,0.0,0.0,0.194563888548698,1.402718055725651
PU-R,mnist,2,0.0,0.4,support,3000,2000,173,0,173,0.0725245603825897,0.043200000000000016,0.0432,,,,,3.433752254000865,1,170,0.0,0.0,0.767170250415802,0.767170250415802,0.976803183555603,0.05121403750638629,0.9651162790697675,0.9593023255813954,0.9418604651162791,0.0,0.0,0.2189102560059922,1.390544871997004
GREATS,mnist,2,0.0,0.4,support,3000,2000,309,0,309,,0.041200000000000014,0.0412,,,,,7.020525399013422,1,306,0.0,0.0,0.6678696274757385,0.6678696274757385,0.9823019504547119,0.031538500846665984,0.987012987012987,0.9805194805194806,0.9772727272727273,0.0,0.0,0.2098888854778109,1.3950555572610945
MaxLoss,mnist,2,0.0,0.5,support,2500,2500,144,0,144,0.07385574257932603,0.045599999999999974,0.0456,,,,,2.142567600007169,1,141,0.0,0.0,0.8036081194877625,0.8036081194877625,0.9813239574432373,0.057313340631398285,0.916083916083916,0.951048951048951,0.8741258741258742,0.0,0.0,0.21351742316867106,1.3932412884156644
Marginal,mnist,2,0.0,0.5,support,2500,2500,242,0,242,0.11743494018446654,0.04359999999999997,0.0436,,,,,4.666662495001219,1,239,0.0,0.0,0.7092583775520325,0.7092583775520325,0.9961538910865784,0.03566777117210305,0.983402489626556,0.9875518672199171,0.979253112033195,0.0,0.0,0.21160901021976675,1.3941954948901167
PU-R,mnist,2,0.0,0.5,support,2500,2500,153,0,153,0.07792036363389343,0.04579999999999995,0.0458,,,,,3.1108234230196103,1,150,0.0,0.0,0.7917852401733398,0.7917852401733398,0.985840916633606,0.0565325843758489,0.9473684210526315,0.9539473684210527,0.9144736842105263,0.0,0.0,0.21360103761028604,1.393199481194857
GREATS,mnist,2,0.0,0.5,support,2500,2500,256,0,256,,0.042100000000000026,0.0421,,,,,5.611384882940911,1,253,0.0,0.0,0.7049748301506042,0.7049748301506042,0.9785445928573608,0.03592453899921155,0.9882352941176471,0.9764705882352941,0.9725490196078431,0.0,0.0,0.20880460936482584,1.395597695317587
MaxLoss,mnist,2,0.0,0.6,support,2000,3000,122,0,122,0.07965841214172542,0.0464,0.0464,,,,,1.877859847038053,1,119,0.0,0.0,0.8174940347671509,0.8174940347671509,0.9775413274765015,0.0671834643653109,0.8099173553719008,0.9090909090909091,0.768595041322314,0.0,0.0,0.21932415624211918,1.3903379218789405
Marginal,mnist,2,0.0,0.6,support,2000,3000,209,0,209,0.12831134267617017,0.04069999999999996,0.0407,,,,,3.96944600797724,1,206,0.0,0.0,0.7111297249794006,0.7111297249794006,0.9827845096588135,0.041597668887474216,0.9615384615384616,0.9759615384615384,0.9519230769230769,0.0,0.0,0.2194395254454546,1.3902802372772727
PU-R,mnist,2,0.0,0.6,support,2000,3000,123,0,123,0.08022852166322991,0.04720000000000002,0.0472,,,,,2.419043677044101,1,120,0.0,0.0,0.8271421790122986,0.8271421790122986,0.9761414527893066,0.06789866669989023,0.7950819672131147,0.8852459016393442,0.7540983606557377,0.0,0.0,0.2115440896386,1.3942279551807
GREATS,mnist,2,0.0,0.6,support,2000,3000,202,0,202,,0.041200000000000014,0.0412,,,,,4.198714126017876,1,199,0.0,0.0,0.718409538269043,0.718409538269043,0.9819979667663574,0.045575066909787076,0.9502487562189055,0.9502487562189055,0.9303482587064676,0.0,0.0,0.22085836438923573,1.389570817805382
MaxLoss,mnist,2,0.0,0.7,support,1500,3500,103,0,103,0.09141373087186366,0.05069999999999997,0.0507,,,,,1.6857257139636204,1,100,0.0,0.0,0.8275210857391357,0.8275210857391357,0.9694130420684814,0.07147659974939682,0.7549019607843137,0.8823529411764706,0.7549019607843137,0.0,0.0,0.21848590392942097,1.3907570480352895
Marginal,mnist,2,0.0,0.7,support,1500,3500,161,0,161,0.13507680845214054,0.04400000000000004,0.044,,,,,3.023574752965942,1,158,0.0,0.0,0.751558244228363,0.751558244228363,0.9910733699798584,0.04821217730641365,0.94375,0.96875,0.9375,0.0,0.0,0.21940822265083637,1.3902958886745818
PU-R,mnist,2,0.0,0.7,support,1500,3500,105,0,105,0.09294493717607111,0.049000000000000044,0.049,,,,,2.1036127059487626,1,102,0.0,0.0,0.8148223161697388,0.8148223161697388,0.9585938453674316,0.07557078565542515,0.7019230769230769,0.8461538461538461,0.6538461538461539,0.0,0.0,0.22737265313836638,1.3863136734308168
GREATS,mnist,2,0.0,0.7,support,1500,3500,143,0,143,,0.04410000000000003,0.0441,,,,,2.853945389040746,1,140,0.0,0.0,0.7685786485671997,0.7685786485671997,0.9647417068481445,0.05792092416487949,0.9084507042253521,0.9154929577464789,0.8802816901408451,0.0,0.0,0.22198552741594346,1.3890072362920283
MaxLoss,mnist,2,0.0,0.8,support,1000,4000,79,0,79,0.10870465054176748,0.05459999999999998,0.0546,,,,,1.3144827910000458,1,76,0.0,0.0,0.797044038772583,0.797044038772583,0.9756975173950195,0.08555241158375373,0.7307692307692307,0.8076923076923077,0.6794871794871795,0.0,0.0,0.24470149232114516,1.3776492538394274
Marginal,mnist,2,0.0,0.8,support,1000,4000,132,0,132,0.16899185662623495,0.04500000000000004,0.045,,,,,2.4760932590579614,1,129,0.0,0.0,0.7429571151733398,0.7429571151733398,0.9842007160186768,0.0566587416270307,0.8931297709923665,0.9312977099236641,0.8549618320610687,0.0,0.0,0.23005430694988427,1.384972846525058
PU-R,mnist,2,0.0,0.8,support,1000,4000,76,0,76,0.10520650283433497,0.060899999999999954,0.0609,,,,,1.4656727340770885,1,73,0.0,0.0,0.8065003752708435,0.8065003752708435,0.9757200479507446,0.09344807088375091,0.6133333333333333,0.72,0.5866666666666667,0.0,0.0,0.24686727858380716,1.3765663607080965
GREATS,mnist,2,0.0,0.8,support,1000,4000,123,0,123,,0.04530000000000001,0.0453,,,,,2.484051718027331,1,120,0.0,0.0,0.7743539810180664,0.7743539810180664,0.9673100709915161,0.06599690496432976,0.7622950819672131,0.8688524590163934,0.7540983606557377,0.0,0.0,0.22892077906222918,1.3855396104688853
MaxLoss,mnist,3,0.0,0.0,support,5000,0,452,0,452,0.10469358530826867,0.04490000000000005,0.0449,,,,,12.389441248960793,1,449,0.0,0.0,0.575312077999115,0.575312077999115,0.9887622594833374,0.014188329980888315,0.9955654101995566,0.9977827050997783,0.9955654101995566,0.0,0.0,0.17253951700020292,1.4137302414998985
Marginal,mnist,3,0.0,0.0,support,5000,0,800,75,875,0.194160642742645,0.04700000000000004,0.047,,,,,46.87468003598042,0,797,0.0,0.0,0.5575481653213501,0.5575481653213501,0.9980164766311646,0.005825461219442257,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.0,0.0,0.15934983102991004,1.420325084485045
PU-R,mnist,3,0.0,0.0,support,5000,0,673,0,673,0.15172203280963004,0.04039999999999999,0.0404,,,,,60.592854349990375,1,670,0.0,0.0,0.5698348879814148,0.5698348879814148,0.9930779337882996,0.008994035778111234,0.9970238095238095,0.9985119047619048,0.9970238095238095,0.0,0.0,0.1656716180459218,1.4171641909770392
GREATS,mnist,3,0.0,0.0,support,5000,0,602,0,602,,0.039100000000000024,0.0391,,,,,27.183947306941263,1,599,0.0,0.0,0.5804109573364258,0.5804109573364258,0.9907451868057251,0.0102526567548594,0.9983361064891847,0.9983361064891847,0.9983361064891847,0.0,0.0,0.1637650129705582,1.418117493514721
MaxLoss,mnist,3,0.0,0.1,support,4500,500,355,0,355,0.093003326037433,0.04420000000000002,0.0442,,,,,7.3677297389367595,1,352,0.0,0.0,0.6214578151702881,0.6214578151702881,0.9911187291145325,0.022994697772724143,0.9971751412429378,0.9943502824858758,0.9943502824858758,0.0,0.0,0.19449330202818133,1.4027533489859092
Marginal,mnist,3,0.0,0.1,support,4500,500,685,0,685,0.17121580865932629,0.04190000000000005,0.0419,,,,,33.06660126207862,1,682,0.0,0.0,0.5806171894073486,0.5806171894073486,0.9926175475120544,0.01017020615100267,0.9956140350877193,0.9985380116959064,0.9956140350877193,0.0,0.0,0.17562941066501675,1.4121852946674918
PU-R,mnist,3,0.0,0.1,support,4500,500,398,0,398,0.10333137214183807,0.04600000000000004,0.046,,,,,16.551886869012378,1,395,0.0,0.0,0.6240149736404419,0.6240149736404419,0.9868482351303101,0.02160017882469075,0.9974811083123426,0.9899244332493703,0.9899244332493703,0.0,0.0,0.18997015323545452,1.4050149233822729
GREATS,mnist,3,0.0,0.1,support,4500,500,630,0,630,,0.041100000000000025,0.0411,,,,,29.377840632922016,1,627,0.0,0.0,0.5918460488319397,0.5918460488319397,0.9910614490509033,0.011660476595338061,0.9968203497615262,0.9968203497615262,0.9952305246422893,0.0,0.0,0.1739332437878397,1.4130333781060802
MaxLoss,mnist,3,0.0,0.2,support,4000,1000,283,0,283,0.08495165774365887,0.040000000000000036,0.04,,,,,4.746451242943294,1,280,0.0,0.0,0.6881515979766846,0.6881515979766846,0.9867492914199829,0.029191393284655528,0.9929078014184397,0.9822695035460993,0.9787234042553191,0.0,0.0,0.20045903658871164,1.3997704817056442
Marginal,mnist,3,0.0,0.2,support,4000,1000,517,0,517,0.14796231273794547,0.038900000000000046,0.0389,,,,,17.257107942015864,1,514,0.0,0.0,0.6046101450920105,0.6046101450920105,0.9933593273162842,0.015737018955857024,0.9903100775193798,0.9922480620155039,0.9844961240310077,0.0,0.0,0.18714341045187735,1.4064282947740614
PU-R,mnist,3,0.0,0.2,support,4000,1000,280,0,280,0.08413072262192145,0.043399999999999994,0.0434,,,,,7.640077146934345,1,277,0.0,0.0,0.6745389699935913,0.6745389699935913,0.9801541566848755,0.03177054121416049,0.982078853046595,0.982078853046595,0.978494623655914,0.0,0.0,0.2050824778327153,1.3974587610836424
GREATS,mnist,3,0.0,0.2,support,4000,1000,504,0,504,,0.04269999999999996,0.0427,,,,,17.576154557988048,1,501,0.0,0.0,0.6215353012084961,0.6215353012084961,0.9887824058532715,0.016387498989390212,0.9980119284294234,0.9960238568588469,0.9960238568588469,0.0,0.0,0.18253474347382925,1.4087326282630854
MaxLoss,mnist,3,0.0,0.3,support,3500,1500,216,0,216,0.07593107619322836,0.044499999999999984,0.0445,,,,,3.157033388968557,1,213,0.0,0.0,0.7327829003334045,0.7327829003334045,0.984887957572937,0.03941141131312348,0.986046511627907,0.9720930232558139,0.9627906976744186,0.0,0.0,0.20998927227152245,1.3950053638642388
Marginal,mnist,3,0.0,0.3,support,3500,1500,422,0,422,0.1399178621941246,0.0413,0.0413,,,,,11.19222651293967,1,419,0.0,0.0,0.6441003680229187,0.6441003680229187,0.9918155074119568,0.02019935138435092,0.9928741092636579,0.995249406175772,0.9904988123515439,0.0,0.0,0.19437354364978068,1.4028132281751096
PU-R,mnist,3,0.0,0.3,support,3500,1500,218,0,218,0.07656429975759238,0.04700000000000004,0.047,,,,,4.916468832991086,1,215,0.0,0.0,0.7331934571266174,0.7331934571266174,0.9769382476806641,0.03998817924049593,0.9907834101382489,0.9539170506912442,0.9539170506912442,0.0,0.0,0.20715660055863264,1.3964216997206838
GREATS,mnist,3,0.0,0.3,support,3500,1500,392,0,392,,0.04259999999999997,0.0426,,,,,10.517598122940399,1,389,0.0,0.0,0.6475732326507568,0.6475732326507568,0.9882355332374573,0.023387131436020517,0.9974424552429667,0.9974424552429667,0.9974424552429667,0.0,0.0,0.1971252083184511,1.4014373958407744
MaxLoss,mnist,3,0.0,0.4,support,3000,2000,194,0,194,0.08034300222061574,0.043200000000000016,0.0432,,,,,2.84542176395189,1,191,0.0,0.0,0.7569287419319153,0.7569287419319153,0.982982873916626,0.04550180366923888,0.9740932642487047,0.9689119170984456,0.9533678756476683,0.0,0.0,0.21500438163331487,1.3924978091833426
Marginal,mnist,3,0.0,0.4,support,3000,2000,360,0,360,0.1407936301548034,0.04200000000000004,0.042,,,,,8.47478651907295,1,357,0.0,0.0,0.6590901017189026,0.6590901017189026,0.9917967319488525,0.024489301225056347,0.9888579387186629,0.9944289693593314,0.9860724233983287,0.0,0.0,0.20061772908051656,1.3996911354597417
PU-R,mnist,3,0.0,0.4,support,3000,2000,195,0,195,0.08071401412598789,0.043200000000000016,0.0432,,,,,4.197075422038324,1,192,0.0,0.0,0.7558403015136719,0.7558403015136719,0.9796451926231384,0.04305672130221021,0.9948453608247423,0.979381443298969,0.979381443298969,0.0,0.0,0.20742718797944243,1.3962864060102786
GREATS,mnist,3,0.0,0.4,support,3000,2000,350,0,350,,0.04069999999999996,0.0407,,,,,8.794843830983154,1,347,0.0,0.0,0.6679322123527527,0.6679322123527527,0.9836519956588745,0.027088391882791732,0.9856733524355301,0.9885386819484241,0.9799426934097422,0.0,0.0,0.20354939667953534,1.3982253016602324
MaxLoss,mnist,3,0.0,0.5,support,2500,2500,146,0,146,0.0747603815398179,0.04269999999999996,0.0427,,,,,2.1792753050103784,1,143,0.0,0.0,0.8021223545074463,0.8021223545074463,0.9883371591567993,0.05543165134972539,0.9172413793103448,0.9448275862068966,0.896551724137931,0.0,0.0,0.21009104780620924,1.3949544760968955
Marginal,mnist,3,0.0,0.5,support,2500,2500,274,0,274,0.13141582097159699,0.04059999999999997,0.0406,,,,,5.65625156799797,1,271,0.0,0.0,0.7074863910675049,0.7074863910675049,0.984782874584198,0.03168533482646822,0.978021978021978,0.9963369963369964,0.978021978021978,0.0,0.0,0.20404915241699173,1.397975423791504
PU-R,mnist,3,0.0,0.5,support,2500,2500,156,0,156,0.0792717695585452,0.04249999999999998,0.0425,,,,,3.2126935760024935,1,153,0.0,0.0,0.8045253157615662,0.8045253157615662,0.9744865894317627,0.05657798340243678,0.9032258064516129,0.9096774193548387,0.8709677419354839,0.0,0.0,0.20950069653225536,1.3952496517338724
GREATS,mnist,3,0.0,0.5,support,2500,2500,252,0,252,,0.041100000000000025,0.0411,,,,,5.503546015941538,1,249,0.0,0.0,0.7000933289527893,0.7000933289527893,0.9805110692977905,0.03692831947520168,0.9681274900398407,0.9800796812749004,0.9601593625498008,0.0,0.0,0.21255443060385354,1.393722784698073
MaxLoss,mnist,3,0.0,0.6,support,2000,3000,120,0,120,0.07851720310281962,0.04520000000000002,0.0452,,,,,1.8478272010106593,1,117,0.0,0.0,0.8187405467033386,0.8187405467033386,0.9850274324417114,0.0665211117818576,0.8151260504201681,0.8823529411764706,0.7815126050420168,0.0,0.0,0.21778639764301655,1.3911068011784917
Marginal,mnist,3,0.0,0.6,support,2000,3000,203,0,203,0.12500530312536284,0.04039999999999999,0.0404,,,,,3.8368799260351807,1,200,0.0,0.0,0.7292699217796326,0.7292699217796326,0.9924420118331909,0.039944854242229225,0.9603960396039604,0.9752475247524752,0.9504950495049505,0.0,0.0,0.2126703717281608,1.3936648141359196
PU-R,mnist,3,0.0,0.6,support,2000,3000,123,0,123,0.08022852166322991,0.04279999999999995,0.0428,,,,,2.4197493119863793,1,120,0.0,0.0,0.8145446181297302,0.8145446181297302,0.973426103591919,0.06819539382809499,0.819672131147541,0.8770491803278688,0.7868852459016393,0.0,0.0,0.21976554918678712,1.3901172254066063
GREATS,mnist,3,0.0,0.6,support,2000,3000,198,0,198,,0.042300000000000004,0.0423,,,,,4.091089744004421,1,195,0.0,0.0,0.7353484034538269,0.7353484034538269,0.9842002391815186,0.045759408172163264,0.9644670050761421,0.9593908629441624,0.9441624365482234,0.0,0.0,0.2177005624648474,1.3911497187675763
MaxLoss,mnist,3,0.0,0.7,support,1500,3500,96,0,96,0.08603620971553028,0.048799999999999955,0.0488,,,,,1.5609864960424602,1,93,0.0,0.0,0.8257447481155396,0.8257447481155396,0.9676188230514526,0.07746657493867372,0.7368421052631579,0.8421052631578947,0.7157894736842105,0.0,0.0,0.22169776426497584,1.3891511178675122
Marginal,mnist,3,0.0,0.7,support,1500,3500,167,0,167,0.13952213863376528,0.042100000000000026,0.0421,,,,,3.1939273609314114,1,164,0.0,0.0,0.749986469745636,0.749986469745636,0.9756742715835571,0.04790312101144389,0.9397590361445783,0.9578313253012049,0.9156626506024096,0.0,0.0,0.21822386225286952,1.3908880688735652
PU-R,mnist,3,0.0,0.7,support,1500,3500,94,0,94,0.08449428086169064,0.0514,0.0514,,,,,1.8417794399429113,1,91,0.0,0.0,0.8234966397285461,0.8234966397285461,0.9645581245422363,0.07880732773612904,0.7741935483870968,0.8172043010752689,0.7311827956989247,0.0,0.0,0.2232564571104508,1.3883717714447745
GREATS,mnist,3,0.0,0.7,support,1500,3500,160,0,160,,0.04239999999999999,0.0424,,,,,3.3157309429952875,1,157,0.0,0.0,0.7371505498886108,0.7371505498886108,0.9737555980682373,0.05064836711441196,0.9433962264150944,0.9559748427672956,0.9182389937106918,0.0,0.0,0.224566261572235,1.3877168692138824
MaxLoss,mnist,3,0.0,0.8,support,1000,4000,82,0,82,0.11219132115365937,0.056599999999999984,0.0566,,,,,1.3649546160595492,1,79,0.0,0.0,0.8186101317405701,0.8186101317405701,0.9673124551773071,0.0846715576854753,0.7530864197530864,0.7901234567901234,0.691358024691358,0.0,0.0,0.23397559293211975,1.38301220353394
Marginal,mnist,3,0.0,0.8,support,1000,4000,130,0,130,0.16675831709289923,0.04469999999999996,0.0447,,,,,2.424011825933121,1,127,0.0,0.0,0.7503138780593872,0.7503138780593872,0.9808189868927002,0.057366275741148366,0.8992248062015504,0.9612403100775194,0.875968992248062,0.0,0.0,0.22869727053059613,1.385651364734702
PU-R,mnist,3,0.0,0.8,support,1000,4000,81,0,81,0.11103033786639571,0.05779999999999996,0.0578,,,,,1.5756316750776023,1,78,0.0,0.0,0.8262910842895508,0.8262910842895508,0.9590228796005249,0.08838785886764526,0.6625,0.75,0.6125,0.0,0.0,0.23104438238661282,1.3844778088066936
GREATS,mnist,3,0.0,0.8,support,1000,4000,129,0,129,,0.044499999999999984,0.0445,,,,,2.625478651956655,1,126,0.0,0.0,0.758987307548523,0.758987307548523,0.9678401947021484,0.060075639048591256,0.890625,0.90625,0.859375,0.0,0.0,0.22723786616437733,1.3863810669178114
MaxLoss,mnist,4,0.0,0.0,support,5000,0,447,0,447,0.10361992294201627,0.046599999999999975,0.0466,,,,,12.216820899979211,1,444,0.0,0.0,0.5746856927871704,0.5746856927871704,0.9903063774108887,0.014033867454473681,0.9977578475336323,0.9977578475336323,0.9977578475336323,0.0,0.0,0.1724931797186743,1.4137534101406628
Marginal,mnist,4,0.0,0.0,support,5000,0,800,64,864,0.19186014292063192,0.046499999999999986,0.0465,,,,,47.070392038091086,0,797,0.0,0.0,0.5648629069328308,0.5648629069328308,0.9990760087966919,0.005963032907241453,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.0,0.0,0.16015893493402736,1.4199205325329864
PU-R,mnist,4,0.0,0.0,support,5000,0,617,0,617,0.13987441081553698,0.04279999999999995,0.0428,,,,,49.6184686049819,1,614,0.0,0.0,0.56485515832901,0.56485515832901,0.9965810179710388,0.009714158118835517,0.9983766233766234,0.9983766233766234,0.9983766233766234,0.0,0.0,0.1646350001195618,1.417682499940219
GREATS,mnist,4,0.0,0.0,support,5000,0,590,0,590,,0.04800000000000004,0.048,,,,,26.26965197501704,1,587,0.0,0.0,0.5843223929405212,0.5843223929405212,0.9906397461891174,0.010396507433663061,0.99830220713073,0.99830220713073,0.99830220713073,0.0,0.0,0.1639605175171202,1.41801974124144
MaxLoss,mnist,4,0.0,0.1,support,4500,500,336,0,336,0.08842162339715287,0.04579999999999995,0.0458,,,,,6.636745058000088,1,333,0.0,0.0,0.6209003329277039,0.6209003329277039,0.9935441613197327,0.023667348070598362,0.9970149253731343,0.9970149253731343,0.9970149253731343,0.0,0.0,0.19469337102779585,1.402653314486102
Marginal,mnist,4,0.0,0.1,support,4500,500,646,0,646,0.16207486187340692,0.04249999999999998,0.0425,,,,,29.249743118998595,1,643,0.0,0.0,0.582776665687561,0.582776665687561,0.9946689605712891,0.010562995263887931,0.9953488372093023,0.9984496124031008,0.9953488372093023,0.0,0.0,0.17485018303108862,1.4125749084844557
PU-R,mnist,4,0.0,0.1,support,4500,500,399,0,399,0.10357093054335564,0.04149999999999998,0.0415,,,,,16.7967834220035,1,396,0.0,0.0,0.6148841977119446,0.6148841977119446,0.9854836463928223,0.019985112937251526,0.9949748743718593,0.9949748743718593,0.992462311557789,0.0,0.0,0.18746011449203592,1.406269942753982
GREATS,mnist,4,0.0,0.1,support,4500,500,617,0,617,,0.042100000000000026,0.0421,,,,,28.31603048508987,1,614,0.0,0.0,0.5830029845237732,0.5830029845237732,0.9948267936706543,0.011286567356860773,0.9951298701298701,0.9983766233766234,0.9951298701298701,0.0,0.0,0.17255150399891758,1.4137242480005412
