method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
Marginal,mnist,2,0.0,0.2,500,500,4000,1000,504,216,720,0.20155135315144435,0.0816,0.35772930289513527,0.0543475,0.1595310139891028,380.6750381206539,8.119595997966826,0,1,501,0.0,0.0,0.5720009207725525
MaxLoss,mnist,2,0.0,0.4,50,50,3000,2000,54,812,866,0.31806736724684015,0.2883,0.5480265765363328,0.24356666666666665,0.39777105324314727,128.10238104235427,0.8303605848923326,0,0,51,0.0,0.0,0.585733950138092
MaxLoss,mnist,2,0.0,0.4,100,100,3000,2000,104,487,591,0.22262195614166558,0.18969999999999998,0.4733540657675119,0.14699666666666666,0.2846568509210231,214.84358273464142,1.612676511052996,0,0,101,0.0,0.0,0.5832645297050476
MaxLoss,mnist,2,0.0,0.4,200,200,3000,2000,204,188,392,0.15225325751816854,0.09099999999999997,0.37440665986116833,0.053113333333333325,0.15764668073646843,334.66246586515376,2.9196524519938976,0,0,201,0.0,0.0,0.5880775451660156
MaxLoss,mnist,2,0.0,0.4,500,318,3000,2000,322,0,322,0.12711825541919097,0.05249999999999999,0.24688616433079055,0.000153333333333322,0.052605729553388,400.22771245811776,4.427438841899857,1,0,319,0.0,0.0,0.5793269872665405
PU-R,mnist,2,0.0,0.4,50,50,3000,2000,54,867,921,0.3369659338495694,0.3276,0.5869180528480201,0.28561,0.4438815308577474,116.04734782160735,1.190059379208833,0,0,51,0.0,0.0,0.5752875208854675
PU-R,mnist,2,0.0,0.4,100,100,3000,2000,104,523,627,0.23521893582073972,0.1845,0.48612348059586713,0.17416333333333334,0.3177003035508591,166.81304387171403,2.459586607059464,0,0,101,0.0,0.0,0.5888623595237732
PU-R,mnist,2,0.0,0.4,200,200,3000,2000,204,259,463,0.17752073903102428,0.11180000000000001,0.3997008934601701,0.08485666666666665,0.20368651868420312,255.04570471647017,5.31132934615016,0,0,201,0.0,0.0,0.5814768075942993
PU-R,mnist,2,0.0,0.4,500,459,3000,2000,463,0,463,0.17752073903102428,0.0514,0.252075043768763,3.666666666666596e-05,0.051892904103276356,420.46702998905073,19.429649527184665,1,0,460,0.0,0.0,0.5723066926002502
PU-C,mnist,2,0.0,0.4,50,50,3000,2000,54,911,965,0.3520448205526918,0.3034,0.59654298232356,0.30091333333333337,0.46028701589819654,105.00939686373393,1.1079138019122183,0,0,51,0.0,0.0,0.5667877793312073
PU-C,mnist,2,0.0,0.4,100,100,3000,2000,104,604,708,0.26344095007516444,0.1925,0.5113581896804477,0.19077333333333332,0.33738228865673914,176.48374856026743,2.1369288999121636,0,0,101,0.0,0.0,0.5741617679595947
PU-C,mnist,2,0.0,0.4,200,200,3000,2000,204,234,438,0.16864680708386004,0.09289999999999998,0.3824519710140623,0.07781333333333333,0.19384371272487305,241.34349829877175,3.862191309919581,0,0,201,0.0,0.0,0.585067629814148
PU-C,mnist,2,0.0,0.4,500,459,3000,2000,463,0,463,0.17752073903102428,0.0524,0.25190863168114574,0.00010333333333332861,0.05231728694261501,417.62943820753543,7.607656026026234,1,0,460,0.0,0.0,0.5708301067352295
Marginal,mnist,2,0.0,0.4,50,50,3000,2000,54,776,830,0.305666092550382,0.2682,0.5464299478087705,0.25853666666666664,0.41437237727838994,96.99800650153698,0.9475469931494445,0,0,51,0.0,0.0,0.5852187871932983
Marginal,mnist,2,0.0,0.4,100,100,3000,2000,104,553,657,0.24569040903588757,0.1876,0.48703214791885524,0.18264000000000002,0.3277902954864925,147.78973916023514,1.8393658311106265,0,0,101,0.0,0.0,0.5930531024932861
Marginal,mnist,2,0.0,0.4,200,200,3000,2000,204,362,566,0.2138529270887375,0.14200000000000002,0.44114395247067145,0.12064999999999998,0.2514034113982545,224.31253563015522,3.294223836157471,0,0,201,0.0,0.0,0.581808865070343
Marginal,mnist,2,0.0,0.4,500,500,3000,2000,504,96,600,0.22577449848176911,0.06659999999999999,0.3499534508341879,0.03197,0.123544821388267,391.8118737762361,7.019537981133908,0,1,501,0.0,0.0,0.5678176283836365
MaxLoss,mnist,2,0.0,0.6,50,50,2000,3000,54,624,678,0.376271961198654,0.32709999999999995,0.6405395917778524,0.294135,0.45304408789792355,137.54116546645002,0.6707738779950887,0,0,51,0.0,0.0,0.5884062647819519
MaxLoss,mnist,2,0.0,0.6,100,100,2000,3000,104,216,320,0.18859589012572542,0.1391,0.45256976686190037,0.09618,0.21916344914931013,228.9108302938566,1.2815815559588373,0,0,101,0.0,0.0,0.590289294719696
MaxLoss,mnist,2,0.0,0.6,200,200,2000,3000,204,61,265,0.1589121205615811,0.08109999999999995,0.3761213654018027,0.029464999999999995,0.11920604762002969,325.71963865921555,2.3212762088514864,0,0,201,0.0,0.0,0.596198320388794
MaxLoss,mnist,2,0.0,0.6,500,259,2000,3000,263,0,263,0.15782637399388477,0.06440000000000001,0.2993387393132744,0.0007699999999999662,0.05549149247421664,369.2455705958702,3.0113348769955337,1,0,260,0.0,0.0,0.5906872749328613
PU-R,mnist,2,0.0,0.6,50,50,2000,3000,54,443,497,0.28236684639705345,0.20740000000000003,0.5410829208895259,0.205115,0.3540956194047765,133.39387747897936,0.9445263061206788,0,0,51,0.0,0.0,0.5786191821098328
PU-R,mnist,2,0.0,0.6,100,100,2000,3000,104,295,399,0.23073566128732637,0.16549999999999998,0.5019651927829426,0.148375,0.28636149047483583,184.09936663012115,1.9215855479706079,0,0,101,0.0,0.0,0.5922585129737854
PU-R,mnist,2,0.0,0.6,200,200,2000,3000,204,150,354,0.20679658791050315,0.10009999999999997,0.43539864250872323,0.07007999999999999,0.1828177671154107,279.159163832483,4.387664835201576,0,0,201,0.0,0.0,0.5957016348838806
PU-R,mnist,2,0.0,0.6,500,357,2000,3000,361,0,361,0.21053119277348742,0.05669999999999997,0.30015786765804486,0.000354999999999992,0.053646493343572466,378.55292912050453,11.05515891709365,1,0,358,0.0,0.0,0.5760893821716309
PU-C,mnist,2,0.0,0.6,50,50,2000,3000,54,511,565,0.3178468439145945,0.2649,0.5781103612008339,0.25118,0.40624042532713384,111.30658250479016,0.8854313970077783,0,0,51,0.0,0.0,0.5833507180213928
PU-C,mnist,2,0.0,0.6,100,100,2000,3000,104,428,532,0.3006610358133912,0.22750000000000004,0.5688998925072108,0.214615,0.36503388430624967,159.97000115189365,1.6702142669819295,0,0,101,0.0,0.0,0.5804793238639832
PU-C,mnist,2,0.0,0.6,200,200,2000,3000,204,140,344,0.20145417365711182,0.09030000000000005,0.41924412467476463,0.06984499999999998,0.1824788020850497,247.67195865190217,3.003467912087217,0,0,201,0.0,0.0,0.5870609283447266
PU-C,mnist,2,0.0,0.6,500,379,2000,3000,383,0,383,0.22224233782617375,0.05920000000000003,0.3007862477489648,0.0005799999999999883,0.05468061722971246,375.85808634524835,5.2052663781214505,1,0,380,0.0,0.0,0.5786245465278625
Marginal,mnist,2,0.0,0.6,50,50,2000,3000,54,481,535,0.3022258544806391,0.25,0.5525011597193729,0.23089500000000002,0.38354889357053656,107.07700331192383,0.7739751869812608,0,0,51,0.0,0.0,0.6007117629051208
Marginal,mnist,2,0.0,0.6,100,100,2000,3000,104,367,471,0.26872977550374344,0.1895,0.5191403782481055,0.181695,0.3266702324723755,142.87774526826888,1.4540708840359002,0,0,101,0.0,0.0,0.5913788676261902
Marginal,mnist,2,0.0,0.6,200,200,2000,3000,204,258,462,0.26399945985758677,0.15039999999999998,0.49760251660682603,0.12939499999999998,0.2625901725839562,222.42030656697716,2.619415172142908,0,0,201,0.0,0.0,0.587576687335968
Marginal,mnist,2,0.0,0.6,500,500,2000,3000,504,24,528,0.2985738259740174,0.05879999999999996,0.35475271594947294,0.01200500000000001,0.08569051461706495,386.0152029002443,5.680129742017016,0,1,501,0.0,0.0,0.5694260001182556
MaxLoss,mnist,2,0.0,0.8,50,50,1000,4000,54,228,282,0.33103581896284595,0.24229999999999996,0.622328626205747,0.21725999999999995,0.3680613549469668,124.48959520250493,0.5236398749984801,0,0,51,0.0,0.0,0.5713098049163818
MaxLoss,mnist,2,0.0,0.8,100,100,1000,4000,104,120,224,0.26943536213366315,0.17300000000000004,0.5536305950602257,0.10947,0.23685764527406622,200.67084207935318,0.9748321569059044,0,0,101,0.0,0.0,0.584394097328186
MaxLoss,mnist,2,0.0,0.8,200,173,1000,4000,177,0,177,0.2186234460095875,0.09250000000000003,0.3819091139892167,0.0014300000000000014,0.05804109199852253,280.0212380925631,1.5849019230809063,1,0,174,0.0,0.0,0.5838853120803833
MaxLoss,mnist,2,0.0,0.8,500,173,1000,4000,177,0,177,0.2186234460095875,0.09250000000000003,0.379673665647121,0.0010700000000000009,0.056692470139201034,280.0743612052217,1.681884640129283,1,0,174,0.0,0.0,0.5838853120803833
PU-R,mnist,2,0.0,0.8,50,50,1000,4000,54,249,303,0.3530851611867547,0.28559999999999997,0.6402338757389993,0.24391999999999997,0.398165347225831,113.04662415191756,0.7184034800156951,0,0,51,0.0,0.0,0.575015127658844
PU-R,mnist,2,0.0,0.8,100,100,1000,4000,104,90,194,0.23710802366258577,0.1431,0.4959670003251155,0.08872999999999998,0.20902621116060813,168.32257732559012,1.4878862560726702,0,0,101,0.0,0.0,0.5981081128120422
PU-R,mnist,2,0.0,0.8,200,200,1000,4000,204,8,212,0.2565465088118799,0.08830000000000005,0.39409000282953616,0.008260000000000007,0.07719042722881626,254.87480797155072,3.637635267106816,0,0,201,0.0,0.0,0.5917924046516418
PU-R,mnist,2,0.0,0.8,500,214,1000,4000,218,0,218,0.26299767539603636,0.07789999999999997,0.36438065957273247,5.000000000000004e-05,0.05198331277668628,270.2654497760271,4.117259369930252,1,0,215,0.0,0.0,0.5847632884979248
PU-C,mnist,2,0.0,0.8,50,50,1000,4000,54,248,302,0.35203801380703226,0.28869999999999996,0.6250021990455118,0.2292,0.38163421390605196,113.52508058112795,0.6644993149675429,0,0,51,0.0,0.0,0.5938000082969666
PU-C,mnist,2,0.0,0.8,100,100,1000,4000,104,128,232,0.27799860923551023,0.16279999999999994,0.5352115797566934,0.11973,0.25021713497931203,160.7993924197399,1.22582570114173,0,0,101,0.0,0.0,0.5938265323638916
PU-C,mnist,2,0.0,0.8,200,200,1000,4000,204,24,228,0.27371984749333933,0.10809999999999997,0.4338601871985445,0.023030000000000016,0.10763455698369702,248.51730242256744,2.2290388690307736,0,0,201,0.0,0.0,0.5985918045043945
PU-C,mnist,2,0.0,0.8,500,232,1000,4000,236,0,236,0.2822717457311228,0.08599999999999997,0.37259901981437177,0.0006300000000000006,0.0548986295662634,274.58291724305127,2.6155520831234753,1,0,233,0.0,0.0,0.5851106643676758
Marginal,mnist,2,0.0,0.8,50,50,1000,4000,54,212,266,0.31414983980357647,0.21989999999999998,0.5929647416158952,0.21264999999999992,0.36277973844464817,99.86474716537076,0.5856468009296805,0,0,51,0.0,0.0,0.5959248542785645
Marginal,mnist,2,0.0,0.8,100,100,1000,4000,104,175,279,0.3278755331411958,0.19579999999999997,0.6019180693346347,0.17400000000000002,0.3175049173206478,157.34690294086965,1.0864595139864832,0,0,101,0.0,0.0,0.6048768162727356
Marginal,mnist,2,0.0,0.8,200,200,1000,4000,204,79,283,0.33208865963388234,0.12949999999999995,0.5349039525348097,0.07990999999999995,0.1967925154336355,234.56817526629897,1.9752089648973197,0,0,201,0.0,0.0,0.5903031229972839
Marginal,mnist,2,0.0,0.8,500,330,1000,4000,334,0,334,0.38541286753024906,0.08889999999999998,0.39699336464222823,0.0014400000000000012,0.058077393756814484,300.9601975425848,3.0900154018308967,1,0,331,0.0,0.0,0.5725001096725464
MaxLoss,mnist,2,0.3,0.0,50,50,5000,0,54,2194,2248,0.47532207833137363,0.35719999999999996,0.7142538788083403,0.439136,0.6006945715765688,139.72258008459772,1.1073757780250162,0,0,51,0.46296296296296297,0.0,0.6428765058517456
MaxLoss,mnist,2,0.3,0.0,100,100,5000,0,104,2233,2337,0.4932328066206537,0.3822,0.7518840260970027,0.441808,0.6032828985606393,258.44444432486165,2.1983826130162925,0,0,101,0.4230769230769231,0.0,0.6181663274765015
MaxLoss,mnist,2,0.3,0.0,200,200,5000,0,204,2199,2403,0.5064934001420625,0.4377,0.7803991620566793,0.440178,0.601704478898046,395.05371887952896,3.973069825908169,0,0,201,0.44607843137254904,0.0,0.5935235023498535
MaxLoss,mnist,2,0.3,0.0,500,500,5000,0,504,1947,2451,0.5161259873420931,0.4536,0.7822632360755837,0.389402,0.5516810539757695,647.3224342669724,8.484458175953478,0,1,501,0.4384920634920635,0.0,0.5705826878547668
PU-R,mnist,2,0.3,0.0,50,50,5000,0,54,2273,2327,0.49122202926082537,0.4001,0.7237043527752501,0.452598,0.6136891921227158,133.12687470449978,1.778869166970253,0,0,51,0.4444444444444444,0.0,0.5709797739982605
PU-R,mnist,2,0.3,0.0,100,100,5000,0,104,2134,2238,0.47330754704307765,0.3287,0.7210298337476315,0.426862,0.5887466999985654,193.0930147981766,3.78535902290605,0,0,101,0.3557692307692308,0.0,0.5749724507331848
PU-R,mnist,2,0.3,0.0,200,200,5000,0,204,2091,2295,0.48478471382986754,0.34530000000000005,0.7363681802484899,0.41770599999999997,0.5797712821070431,278.2382702661038,8.333186197793111,0,0,201,0.3088235294117647,0.0,0.5790928602218628
PU-R,mnist,2,0.3,0.0,500,500,5000,0,504,1816,2320,0.4898142348974943,0.2763,0.7300691453431528,0.362412,0.5243968425332493,471.05701142772034,32.70235282788053,0,1,501,0.31547619047619047,0.0,0.563382625579834
PU-C,mnist,2,0.3,0.0,50,50,5000,0,54,2258,2312,0.48820507450727746,0.3879,0.7145482757229387,0.449246,0.610464241005053,116.66608205867588,1.6031739641912282,0,0,51,0.35185185185185186,0.0,0.5841869115829468
PU-C,mnist,2,0.3,0.0,100,100,5000,0,104,2307,2411,0.5080995024181902,0.40249999999999997,0.7447572124663926,0.46132400000000007,0.6220514102641884,173.5443904314215,3.3035220641177148,0,0,101,0.3557692307692308,0.0,0.5867189168930054
PU-C,mnist,2,0.3,0.0,200,200,5000,0,204,2198,2402,0.5062926184618846,0.40580000000000005,0.7493739579561008,0.4389399999999999,0.6005045313904755,258.03808677339975,6.588656689040363,0,0,201,0.3431372549019608,0.0,0.5826925039291382
PU-C,mnist,2,0.3,0.0,500,500,5000,0,504,1903,2407,0.5072964848368429,0.3103,0.7407389695485775,0.37973199999999996,0.5419625373499107,448.39232729843354,17.287728211143985,0,1,501,0.3273809523809524,0.0,0.5693692564964294
Marginal,mnist,2,0.3,0.0,50,50,5000,0,54,2137,2191,0.4638335697236471,0.33819999999999995,0.6944997766565505,0.42859400000000003,0.5904384956009499,112.7644555125648,1.399416987085715,0,0,51,0.2962962962962963,0.0,0.6049913763999939
Marginal,mnist,2,0.3,0.0,100,100,5000,0,104,2029,2133,0.452129308716394,0.2864,0.6957554102354854,0.40554000000000007,0.5677614559551053,173.46883166692095,2.763415948022157,0,0,101,0.25,0.0,0.5955023765563965
Marginal,mnist,2,0.3,0.0,200,200,5000,0,204,1943,2147,0.4549557921709493,0.2651,0.7053058736892097,0.387758,0.5500332309614174,260.0692968166999,5.01247845008038,0,0,201,0.27450980392156865,0.0,0.5962555408477783
Marginal,mnist,2,0.3,0.0,500,500,5000,0,504,1733,2237,0.47310607065446675,0.23640000000000005,0.713629866689223,0.3465020000000002,0.5080772494740213,459.38899199201,10.862825545016676,0,1,501,0.30952380952380953,0.0,0.5773302912712097
MaxLoss,mnist,2,0.3,0.2,50,50,4000,1000,54,1945,1999,0.5285278499941342,0.46799999999999997,0.767169809517415,0.48371749999999997,0.6432939967279508,147.34158911088198,0.964060473954305,0,0,51,0.4074074074074074,0.0,0.6131833791732788
MaxLoss,mnist,2,0.3,0.2,100,100,4000,1000,104,1959,2063,0.5445436441805214,0.48819999999999997,0.801364573090058,0.48772750000000004,0.647065016451487,249.74437660322005,1.8894164869561791,0,0,101,0.4423076923076923,0.0,0.557155430316925
MaxLoss,mnist,2,0.3,0.2,200,200,4000,1000,204,1820,2024,0.5347875732695684,0.4988,0.8055617784713797,0.45397,0.615007155068407,379.80120781257466,3.4103976250626147,0,0,201,0.4411764705882353,0.0,0.5865400433540344
MaxLoss,mnist,2,0.3,0.2,500,500,4000,1000,504,1510,2014,0.5322842301684432,0.45330000000000004,0.7930654270235646,0.37734750000000006,0.5395563846405068,633.577281971647,7.330028889933601,0,1,501,0.4503968253968254,0.0,0.5726330280303955
PU-R,mnist,2,0.3,0.2,50,50,4000,1000,54,1802,1856,0.4926348272128962,0.40080000000000005,0.732462845318753,0.4504600000000001,0.6116330429565882,129.71166616289526,1.5085986021440476,0,0,51,0.2962962962962963,0.0,0.5878317356109619
PU-R,mnist,2,0.3,0.2,100,100,4000,1000,104,1785,1889,0.5009310434106737,0.38849999999999996,0.7483859954480893,0.4453875,0.6067432372372,185.05777052740598,3.2271198951639235,0,0,101,0.34615384615384615,0.0,0.5808613300323486
PU-R,mnist,2,0.3,0.2,200,200,4000,1000,204,1552,1756,0.4674461496178992,0.28269999999999995,0.7241054112603976,0.387925,0.5502007017142548,266.76475167640655,7.172634548973292,0,0,201,0.3235294117647059,0.0,0.577505350112915
PU-R,mnist,2,0.3,0.2,500,500,4000,1000,504,1277,1781,0.47375019890023395,0.22030000000000005,0.7127346862083516,0.31990999999999997,0.48039218631380404,465.55611364320316,29.086928581120446,0,1,501,0.31746031746031744,0.0,0.5629137754440308
PU-C,mnist,2,0.3,0.2,50,50,4000,1000,54,1855,1909,0.5059551921440288,0.41169999999999995,0.7398338316320234,0.46321749999999995,0.6238596819579713,120.9788428788348,1.3738148149568588,0,0,51,0.3148148148148148,0.0,0.5790770649909973
PU-C,mnist,2,0.3,0.2,100,100,4000,1000,104,1987,2091,0.5515411504893564,0.5005,0.7903832598473987,0.49799,0.656670536436987,182.59822209790957,2.80119327805005,0,0,101,0.375,0.0,0.5903509855270386
PU-C,mnist,2,0.3,0.2,200,200,4000,1000,204,1855,2059,0.5435435324325226,0.47550000000000003,0.7884264384081261,0.46477500000000005,0.6253453994327719,268.5080195458201,5.580529222963378,0,0,201,0.38235294117647056,0.0,0.5772716403007507
PU-C,mnist,2,0.3,0.2,500,500,4000,1000,504,1591,2095,0.5525403257925063,0.39390000000000003,0.7771174315938583,0.3976950000000001,0.5599659289818898,455.0265300265862,14.830600958084688,0,1,501,0.34325396825396826,0.0,0.5727542042732239
Marginal,mnist,2,0.3,0.2,50,50,4000,1000,54,1819,1873,0.4969096269342117,0.36839999999999995,0.7298005822259687,0.45239000000000007,0.6134892812085679,119.26184656651843,1.1938894880004227,0,0,51,0.2962962962962963,0.0,0.5945118069648743
Marginal,mnist,2,0.3,0.2,100,100,4000,1000,104,1749,1853,0.49188023194437847,0.3587,0.7355832540352379,0.43773750000000006,0.5993380633868222,166.7857061150234,2.3423151299357414,0,0,101,0.3557692307692308,0.0,0.6054789423942566
Marginal,mnist,2,0.3,0.2,200,200,4000,1000,204,1667,1871,0.4964068186818622,0.3487,0.7438696177476014,0.41701,0.5790868033318661,248.1007646252062,4.294358857907355,0,0,201,0.3480392156862745,0.0,0.5960880517959595
Marginal,mnist,2,0.3,0.2,500,500,4000,1000,504,1483,1987,0.5255215666256845,0.30079999999999996,0.7487834636937141,0.37055000000000005,0.5326759189908397,426.5114205393748,9.402303582057357,0,1,501,0.29365079365079366,0.0,0.5752962231636047
MaxLoss,mnist,2,0.3,0.4,50,50,3000,2000,54,1320,1374,0.4906839763280004,0.4276,0.7500855769967218,0.43971,0.6012509779064725,151.90942719818062,0.8331434349529445,0,0,51,0.4074074074074074,0.0,0.640129566192627
MaxLoss,mnist,2,0.3,0.4,100,100,3000,2000,104,1298,1402,0.5000810692436062,0.40590000000000004,0.7793758620992017,0.43385333333333337,0.5955640162733951,246.6633129156753,1.6184721088502556,0,0,101,0.41346153846153844,0.0,0.6029573082923889
MaxLoss,mnist,2,0.3,0.4,200,200,3000,2000,204,1259,1463,0.5205130938556977,0.4427,0.80308013903248,0.41572999999999993,0.5778271751642666,387.1940348204434,2.9338462979067117,0,0,201,0.43137254901960786,0.0,0.5857545733451843
MaxLoss,mnist,2,0.3,0.4,500,500,3000,2000,504,1026,1530,0.5428913913201541,0.4295,0.8012602606224537,0.33997,0.5013248418204006,662.9719353958674,6.383658643811941,0,1,501,0.4444444444444444,0.0,0.5843004584312439
PU-R,mnist,2,0.3,0.4,50,50,3000,2000,54,1426,1480,0.5261974579188973,0.48860000000000003,0.7758969724776399,0.4781233333333333,0.6380165580154218,138.16202417313468,1.2823079680092633,0,0,51,0.37037037037037035,0.0,0.6209297776222229
PU-R,mnist,2,0.3,0.4,100,100,3000,2000,104,1339,1443,0.5138201354420744,0.3822,0.7701216226781473,0.4495833333333333,0.6107891081578204,182.05599859060897,2.728569446131587,0,0,101,0.3173076923076923,0.0,0.5832807421684265
PU-R,mnist,2,0.3,0.4,200,200,3000,2000,204,1126,1330,0.47589355194941163,0.2783,0.7388354539607784,0.3751566666666666,0.537342254231444,272.3117981385746,6.198296786984429,0,0,201,0.3137254901960784,0.0,0.5836570858955383
PU-R,mnist,2,0.3,0.4,500,500,3000,2000,504,916,1420,0.5061159188044257,0.27559999999999996,0.7328368505236823,0.3058033333333333,0.4654893409460642,470.2235760042219,26.675957579165697,0,1,501,0.3412698412698413,0.0,0.5682483911514282
PU-C,mnist,2,0.3,0.4,50,50,3000,2000,54,1379,1433,0.5104714377666824,0.4112,0.7553573588803159,0.4606266666666666,0.6213849002431251,124.04136460365034,1.159673643996939,0,0,51,0.3333333333333333,0.0,0.5800579786300659
PU-C,mnist,2,0.3,0.4,100,100,3000,2000,104,1350,1454,0.517501994560007,0.39080000000000004,0.7690694882728577,0.44969666666666663,0.6108982371893352,178.98284875907757,2.326613799901679,0,0,101,0.3557692307692308,0.0,0.5689721703529358
PU-C,mnist,2,0.3,0.4,200,200,3000,2000,204,1215,1419,0.5057807752746157,0.3681,0.7626009580819537,0.40563000000000005,0.5678506542479479,266.2236016061355,4.556985381990671,0,0,201,0.3235294117647059,0.0,0.5580305457115173
PU-C,mnist,2,0.3,0.4,500,500,3000,2000,504,948,1452,0.5168326987186447,0.3004,0.7396040192031312,0.3161966666666667,0.4764841691742167,460.2624690092746,11.57401020010002,0,1,501,0.32142857142857145,0.0,0.561661422252655
Marginal,mnist,2,0.3,0.4,50,50,3000,2000,54,1185,1239,0.44521203613840044,0.2883,0.6921555290343108,0.39682333333333325,0.5590972593541716,109.02684259585283,1.0116362769622356,0,0,51,0.2222222222222222,0.0,0.5867019295692444
Marginal,mnist,2,0.3,0.4,100,100,3000,2000,104,1162,1266,0.45432841777801514,0.27470000000000006,0.7098187606935537,0.38715666666666665,0.549430048025134,164.54034161811555,1.9673412200063467,0,0,101,0.2692307692307692,0.0,0.5947685241699219
Marginal,mnist,2,0.3,0.4,200,200,3000,2000,204,1065,1269,0.4553406645427458,0.22640000000000005,0.7136573712512653,0.3542833333333333,0.5160812440888429,251.8825102554362,3.6147492341697216,0,0,201,0.2549019607843137,0.0,0.5808686017990112
Marginal,mnist,2,0.3,0.4,500,500,3000,2000,504,876,1380,0.4926986189093441,0.19720000000000004,0.7115063168250415,0.29224333333333335,0.4510161142176162,434.7638653179497,7.856504549039528,0,1,501,0.2876984126984127,0.0,0.5745694637298584
MaxLoss,mnist,2,0.3,0.6,50,50,2000,3000,54,1022,1076,0.5776009248220362,0.5437000000000001,0.8257668513851656,0.51068,0.6684579798254477,136.21349592881316,0.6731038319412619,0,0,51,0.42592592592592593,0.0,0.598845362663269
MaxLoss,mnist,2,0.3,0.6,100,100,2000,3000,104,962,1066,0.5726215741015039,0.5085,0.8438936196931464,0.480935,0.6406714625098111,238.27562842795518,1.2848202791064978,0,0,101,0.4519230769230769,0.0,0.5849670171737671
MaxLoss,mnist,2,0.3,0.6,200,200,2000,3000,204,814,1018,0.5486642028554343,0.42710000000000004,0.8304575311541975,0.39675,0.5590241552769505,392.6940884314865,2.3313344679772854,0,0,201,0.43137254901960786,0.0,0.5847043991088867
MaxLoss,mnist,2,0.3,0.6,500,500,2000,3000,504,549,1053,0.5661423346027732,0.43489999999999995,0.8022562701933235,0.27375,0.4310331436164769,659.226822464858,5.142158176051453,0,1,501,0.4384920634920635,0.0,0.572523832321167
PU-R,mnist,2,0.3,0.6,50,50,2000,3000,54,984,1038,0.5586577708600089,0.4659,0.8074899680238066,0.48757000000000006,0.6469170908945125,133.62294597051618,1.0083484929054976,0,0,51,0.37037037037037035,0.0,0.5707014203071594
PU-R,mnist,2,0.3,0.6,100,100,2000,3000,104,867,971,0.525115902943071,0.40580000000000005,0.7939576976763146,0.43309499999999995,0.5948260640409824,196.61422982505124,2.148814294952899,0,0,101,0.3173076923076923,0.0,0.5742517709732056
PU-R,mnist,2,0.3,0.6,200,200,2000,3000,204,800,1004,0.5416591088869609,0.36950000000000005,0.8010352981720158,0.39925000000000005,0.5615143376541649,286.16063665252597,5.050609367899597,0,0,201,0.28431372549019607,0.0,0.5752068161964417
PU-R,mnist,2,0.3,0.6,500,500,2000,3000,504,570,1074,0.57660538086202,0.26539999999999997,0.7708008815798777,0.2869,0.44527186775640953,484.10650442623995,23.830597379943356,0,1,501,0.30357142857142855,0.0,0.5703073740005493
PU-C,mnist,2,0.3,0.6,50,50,2000,3000,54,865,919,0.4989589441101998,0.33909999999999996,0.7591146286380503,0.43122499999999997,0.5930047585184607,126.19048872335476,0.9131134038325399,0,0,51,0.2222222222222222,0.0,0.581671953201294
PU-C,mnist,2,0.3,0.6,100,100,2000,3000,104,831,935,0.5070188349345699,0.3043,0.7710259253456768,0.412525,0.5746685350064594,181.1124989139611,1.7889497908763587,0,0,101,0.25961538461538464,0.0,0.5781006813049316
PU-C,mnist,2,0.3,0.6,200,200,2000,3000,204,767,971,0.525115902943071,0.32930000000000004,0.7811206635705403,0.38338,0.5456362234627291,264.34458513738434,3.4411761020310223,0,0,201,0.3284313725490196,0.0,0.5797035694122314
PU-C,mnist,2,0.3,0.6,500,500,2000,3000,504,565,1069,0.5741158071905375,0.24319999999999997,0.7622695587683543,0.28197500000000003,0.4399562984546927,468.3097375424738,8.674760089023039,0,1,501,0.30753968253968256,0.0,0.5716895461082458
Marginal,mnist,2,0.3,0.6,50,50,2000,3000,54,858,912,0.4954294929630123,0.41869999999999996,0.7575982416963812,0.42995,0.5917616819666164,125.35766650745464,0.8074624978471547,0,0,51,0.25925925925925924,0.0,0.60947585105896
Marginal,mnist,2,0.3,0.6,100,100,2000,3000,104,825,929,0.5039975855615921,0.4144,0.7699362002609503,0.41352999999999995,0.5756597138315654,176.90518552813276,1.542588178999722,0,0,101,0.28846153846153844,0.0,0.6111912727355957
Marginal,mnist,2,0.3,0.6,200,200,2000,3000,204,789,993,0.5361495721153915,0.41569999999999996,0.788489632631043,0.39443000000000006,0.5567095719440561,260.62650174010406,2.82815471990034,0,0,201,0.3382352941176471,0.0,0.5990400314331055
Marginal,mnist,2,0.3,0.6,500,500,2000,3000,504,617,1121,0.5999572832370177,0.3709,0.7828714761254975,0.30859499999999995,0.46845084061879294,462.81851555614,6.315888448851183,0,1,501,0.3472222222222222,0.0,0.581457257270813
MaxLoss,mnist,2,0.3,0.8,50,50,1000,4000,54,509,563,0.6171361508895643,0.47529999999999994,0.872490653194964,0.50733,0.6653559301151345,135.0599164690142,0.5237738590221852,0,0,51,0.4074074074074074,0.0,0.5971128344535828
