dataset,method,noise_rate,n,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
cifar10,GREATS,0.0,3,250.0,0.0,1604.0,19.65536398374076,1854.0,19.65536398374076,,,0.7319,0.009753119159188674,0.9288092458736532,0.006913495922556496,0.66106,0.01348769933433173,0.8469820291067642,0.009809490855735726,70.50094816247834,2.720679689851792,71.57758723696072,0.20109797350172978,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.6553610364596049,0.0030525588245234278
cifar10,GREATS,0.1,3,250.0,0.0,1661.0,6.557438524302001,1911.0,6.557438524302001,,,0.7719,0.0072917761896536554,0.9462497149736858,0.0022443123281854173,0.7004933333333335,0.005639865049606993,0.875008874289993,0.003883361754739521,66.17655392811389,1.2331518610518937,71.87046799839784,0.021622095663478842,0.0,0.0,241.0,0.0,0.20533333333333334,0.003527668414752784,0.0,0.0,0.6605606476465861,0.0031832194993475296
cifar10,GREATS,0.2,3,250.0,0.0,1683.3333333333333,2.9059326290271157,1933.3333333333333,2.9059326290271157,,,0.7980333333333333,0.001017076420159506,0.9558744782540144,0.002959991733887624,0.7244266666666667,0.005594429769372791,0.8911397813318281,0.0037035428909071876,64.12725565552084,4.364117579719811,72.08721082378179,0.12927704345074176,0.0,0.0,241.0,0.0,0.3173333333333333,0.027936435786342615,0.0,0.0,0.662129819393158,0.004156358718412612
cifar10,GREATS,0.3,3,250.0,0.0,1700.3333333333333,3.711842908553348,1950.3333333333333,3.711842908553348,,,0.8131666666666666,0.005074226815759966,0.9615202640759714,0.001904527284951024,0.7422,0.004537403809816099,0.9027144760880232,0.002903590894113581,58.808990480386626,2.259194348107947,72.22160813367616,0.06922241515007249,0.0,0.0,241.0,0.0,0.41333333333333333,0.0013333333333333348,0.0,0.0,0.6635991930961609,0.004066428207424604
cifar10,GREATS,0.4,3,250.0,0.0,1705.0,8.736894948054106,1955.0,8.736894948054106,,,0.8244666666666666,0.006198476515331081,0.9658499967403366,0.0021117119975243553,0.7537433333333334,0.004605620961873019,0.9100223395465491,0.0028954846980582586,58.31469658226939,2.2156356660398315,72.18110063516845,0.031125076735008136,0.0,0.0,241.0,0.0,0.5013333333333333,0.01139200499375672,0.0,0.0,0.6625951727231344,0.00392916549043936
cifar10,MaxLoss,0.0,3,250.0,0.0,1618.3333333333333,12.600705447623866,1868.3333333333333,12.600705447623866,0.9535263384265514,0.005353072570770188,0.7373666666666666,0.006697346074710812,0.9300145197090659,0.00451833434056941,0.6667100000000001,0.008351678474015474,0.851180261888954,0.0060568292977313835,66.09035632143856,0.7798630648239191,43.01232753414661,2.5612080485638256,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.667806069056193,0.004785698924201939
cifar10,MaxLoss,0.1,3,250.0,0.0,1691.3333333333333,11.050389636167186,1941.3333333333333,11.050389636167186,0.9831944537969927,0.004228466267883319,0.7940666666666667,0.009940880801574417,0.9522578131760038,0.001125687119715338,0.71819,0.002291731514234041,0.8870258125465361,0.001529762060070356,60.98471883530789,3.122587044931456,40.506088603908815,0.045934678841569,0.0,0.0,241.0,0.0,0.21599999999999997,0.020526405757787542,0.0,0.0,0.6719503402709961,0.0025937047059438802
cifar10,MaxLoss,0.2,3,250.0,0.0,1708.0,10.692676621563628,1958.0,10.692676621563628,0.9892316687231263,0.0037327890880906427,0.8085333333333334,0.005053821436409425,0.9596155637358402,0.0019004476178702504,0.7364666666666667,0.004224824782691594,0.8990280757876251,0.0027360756876977596,60.056079209318476,1.937491272434987,40.469848112513624,0.05627396728247787,0.0,0.0,241.0,0.0,0.332,0.020132891827388668,0.0,0.0,0.6734514832496643,0.0034634969339079136
cifar10,MaxLoss,0.3,3,250.0,0.0,1712.3333333333333,6.064468466220084,1962.3333333333333,6.064468466220084,0.9909026440388212,0.0020832518057392565,0.8198333333333333,0.003873987322872615,0.9635968768289039,0.0016862608201054215,0.7477566666666667,0.0045305420328158675,0.906253124032035,0.002882406648756023,58.39316450516787,2.050363072984823,40.41119581616173,0.006484661413868073,0.0,0.0,241.0,0.0,0.436,0.02274496281230931,0.0,0.0,0.6737198034922282,0.004411264206585516
cifar10,MaxLoss,0.4,3,250.0,0.0,1715.6666666666667,1.666666666666667,1965.6666666666667,1.666666666666667,0.9921199808789728,0.0005589105033626159,0.8337,0.008002707875046621,0.9676806231136571,0.001560632149755234,0.75801,0.0031614131861136966,0.9126961330115977,0.0019682244842109038,59.018012698547345,2.0163322687854754,40.43931751418859,0.0062829505548582755,0.0,0.0,241.0,0.0,0.504,0.012220201853215585,0.0,0.0,0.6736944317817688,0.0052097946753572825
cifar10,PU-C,0.0,3,250.0,0.0,1408.0,13.650396819628847,1658.0,13.650396819628847,0.8590325602757124,0.006337358343517772,0.6964666666666667,0.004105822424043418,0.9020666559005747,0.0021272779553486304,0.6189533333333332,0.004032932486968324,0.8157097930621052,0.0030959207951831904,61.02658857905458,0.8184339347611657,68.37427618696044,0.05414066536426011,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.6457253495852152,0.0037254747132643763
cifar10,PU-C,0.1,3,250.0,0.0,1510.0,6.92820323027551,1760.0,6.92820323027551,0.9058249218699833,0.0031299795405595916,0.7326333333333332,0.003660752806611126,0.9233129203517305,0.0012797840092070754,0.6653933333333334,0.003752693847239776,0.8502837793190247,0.002705862274462105,52.391757907039676,2.38824667372249,69.12016785796732,0.303028207445994,0.0,0.0,241.0,0.0,0.11066666666666668,0.01571976816340213,0.0,0.0,0.6501918236414591,0.001911457847392245
cifar10,PU-C,0.2,3,250.0,0.0,1547.6666666666667,20.21825357882767,1797.6666666666667,20.21825357882767,0.9226435947736414,0.008953711885982246,0.7443333333333334,0.012973862613389698,0.9379096070735583,0.002476283362128152,0.6916233333333334,0.005318854304369645,0.8688783454152365,0.0036893719284386045,55.42830559310258,2.450301237418443,69.27637185994536,0.18800397639205035,0.0,0.0,241.0,0.0,0.248,0.012220201853215578,0.0,0.0,0.6498945156733195,0.008092176450336268
cifar10,PU-C,0.3,3,250.0,0.0,1605.0,14.294521094927713,1855.0,14.294521094927713,0.9478033828199841,0.006126704372707513,0.7835333333333333,0.0055774346950706625,0.9543375512125222,0.0027475066494694646,0.7294499999999999,0.003967824760915438,0.8944624108967864,0.0025981569240048396,53.52967083442598,5.142358046750749,69.4505284378926,0.05682380247653461,0.0,0.0,241.0,0.0,0.33066666666666666,0.01571976816340213,0.0,0.0,0.6507508556048075,0.0023564058945804707
cifar10,PU-C,0.4,3,250.0,0.0,1635.6666666666667,16.343534229508354,1885.6666666666667,16.343534229508354,0.9608038611283215,0.006901537444678725,0.7918333333333334,0.009219966256867614,0.9562966490749711,0.0018026284992041018,0.7408900000000002,0.0034647703146576878,0.9018851341930655,0.0022270367937218044,45.257296717676155,1.1874205042156938,69.83309414579223,0.06599527736934692,0.0,0.0,241.0,0.0,0.4453333333333333,0.013333333333333327,0.0,0.0,0.6440252463022867,0.004946617302369913
cifar10,PU-F,0.0,3,250.0,0.0,1488.3333333333333,23.383279876394113,1738.3333333333333,23.383279876394113,0.8959285386760408,0.010611304892646379,0.8177333333333334,0.013195495864540725,0.9642101984241561,0.0035132628784023973,0.7374866666666667,0.009323640800555187,0.8996050646001633,0.005977344537275448,75.05031999021226,5.796780819006007,73.14058045173685,0.47260665017345643,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.6853888432184855,0.00521546987419277
cifar10,PU-F,0.1,3,250.0,0.0,1458.6666666666667,21.926645383591577,1708.6666666666667,21.926645383591577,0.882392497966066,0.010088203614054344,0.7915000000000001,0.01045003987233226,0.9623203599885697,0.004013401898800418,0.7385666666666667,0.00975589451448598,0.9002918019817615,0.006249451752002957,66.86559866106319,4.821449804248711,73.49391359928995,0.26546450984199654,0.0,0.0,241.0,0.0,0.15866666666666668,0.009333333333333334,0.0,0.0,0.6794168949127197,0.0049737196091671956
cifar10,PU-F,0.2,3,250.0,0.0,1548.3333333333333,17.457885833564667,1798.3333333333333,17.457885833564667,0.9229668321010346,0.007791285584242072,0.8379,0.014954709403172433,0.9727225035967976,0.001572587456524527,0.7695066666666666,0.0034901591813427725,0.9197446638803083,0.002122186260841646,62.53394821757189,2.2681546807222546,74.46135063904028,0.3877770682047208,0.0,0.0,241.0,0.0,0.26666666666666666,0.025542992080890687,0.0,0.0,0.6851676106452942,0.005330934880090333
cifar10,PU-F,0.3,3,250.0,0.0,1565.6666666666667,13.370780746754386,1815.6666666666667,13.370780746754386,0.9306682806733685,0.005912015054339686,0.8472,0.008597867952773716,0.9778209388619357,0.0046315883476465295,0.78945,0.010799816356463408,0.931404267838876,0.006214846432874813,59.143759236874054,8.334554000731583,74.30326650850475,0.08039324497423257,0.0,0.0,241.0,0.0,0.3826666666666667,0.010666666666666677,0.0,0.0,0.6916097601254781,0.0011560615520456675
cifar10,PU-F,0.4,3,250.0,0.0,1605.6666666666667,4.666666666666667,1855.6666666666667,4.666666666666667,0.948151276311061,0.0020058068718450768,0.863,0.00760087714236543,0.980407660985792,0.0018368262539068174,0.7921966666666668,0.004080418006909495,0.9331323007092447,0.0023328294108527392,64.651243461628,4.227315659118018,74.726829657952,0.19750008242556902,0.0,0.0,241.0,0.0,0.4746666666666666,0.02774486939557976,0.0,0.0,0.6946855783462524,0.004972680166073899
cifar10,PU-G,0.0,3,250.0,0.0,1417.6666666666667,9.938701010583719,1667.6666666666667,9.938701010583719,0.8635265820388062,0.004602814820360647,0.7782333333333332,0.005053161826465136,0.9538863075618012,0.005167612383311796,0.7212700000000001,0.010884421589286887,0.8889493926682013,0.007169754447143421,62.58916782868474,2.7201075207972494,72.46695916851361,0.05233765349876026,0.0,0.0,241.0,0.0,0.0,0.0,0.0,0.0,0.6855865319569906,0.006082094448284652
cifar10,PU-G,0.1,3,250.0,0.0,1474.0,25.23885892824793,1724.0,25.23885892824793,0.8893844670965336,0.011489705259728178,0.8024999999999999,0.013151552506580132,0.9721525660302704,0.003882979443579247,0.7672566666666668,0.008132896846211234,0.9183063421844069,0.00490704737288383,64.5550768278222,5.2269110849640965,73.09525324435283,0.13971660009009004,0.0,0.0,241.0,0.0,0.17333333333333334,0.01670661878152222,0.0,0.0,0.6928555369377136,0.007731079141907916
