method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,selection_steps,certified_bound,test_error,test_inappropriate_risk,pool_empirical_error,support_empirical_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,self_selected_bound,self_selected_bound_raw,self_selected_empirical_risk,self_selected_initial_gap,self_selected_reciprocal_gap,self_selected_total_gap,self_selected_lipschitz_sample,self_selected_log_cover_constant,self_selected_concentration_rate_constant,self_selected_data_diameter,self_selected_dimension,self_selected_wasserstein_p,ada_bound,ada_bound_raw,ada_empirical_risk,ada_alpha,ada_query_count,ada_initial_size,ada_final_size,ada_sigma,ada_beta,ada_epsilon,ada_delta_sum,ada_gamma_star,runtime_sec,stop_reached,train_calls,loss_eval_count,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R,boundary_duplicate_mnist,1,0.3,0.5,2500,2500,800,801,1601,796,0.674953130132053,0.38941690213203184,0.38941690213203184,0.3208,0.0012499999999999734,0.8726607630102826,0.320856,0.5493054773263427,780.4909563348641,1.0,21.673163018832717,0.0012499999999999734,1.0109159252976647,20.660997093535055,21.67191301883272,0.9996,544.120536739557,4.356298970075629e-05,75.75497611543416,785.0,1.0,1.0,1.3114856522528684,0.3208,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,92.87787751294672,0,797,1672106,0.30125,0.82125,0.5644831657409668,0.5644831657409668,0.997061014175415,0.006839155330228269,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.6773348619108743,0.17875,0.1558598453624899,1.4220700773187551
GREATS,boundary_duplicate_mnist,1,0.3,0.5,2500,2500,800,616,1416,796,,0.4528641150783458,0.45286411507834573,0.25639999999999996,0.03125,0.8885801347627769,0.255344,0.4797018140454709,1257.324012575344,1.0,21.70316301883272,0.03125,1.0109159252976647,20.660997093535055,21.67191301883272,0.9996,544.120536739557,4.356298970075629e-05,75.75497611543416,785.0,1.0,1.0,1.2470856522528684,0.25639999999999996,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,51.81396386958659,0,797,1672106,0.33625,0.85625,0.6000446081161499,0.6000446081161499,0.9999878406524658,0.006058723168641105,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.5939760926692158,0.14375,0.15175005791346227,1.4241249710432689
PU-R,boundary_duplicate_mnist,1,0.3,0.6,2000,3000,800,542,1342,796,0.7084838947630487,0.4431030053942975,0.4431030053942975,0.271,0.0,0.8714361528435772,0.27158000000000004,0.4974058171537695,804.7579268488059,1.0,25.85957205062697,0.0,1.0112002273348433,24.848371823292126,25.85957205062697,0.9995,544.120536739557,4.366798819190306e-05,75.66384591153823,785.0,1.0,1.0,1.318605315643441,0.271,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,90.37160747870803,0,797,1273606,0.3125,0.8325,0.5644487738609314,0.5644487738609314,0.9964727163314819,0.006522663585720432,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.651953759786222,0.1675,0.15661483632201414,1.421692581838993
GREATS,boundary_duplicate_mnist,1,0.3,0.6,2000,3000,800,341,1141,796,,0.40020549704597996,0.40020549704597996,0.17400000000000004,0.008750000000000036,0.8723244662192827,0.17352,0.3849822833099682,1296.1617757069957,1.0,25.86832205062697,0.008750000000000036,1.0112002273348433,24.848371823292126,25.85957205062697,0.9995,544.120536739557,4.366798819190306e-05,75.66384591153823,785.0,1.0,1.0,1.221605315643441,0.17400000000000004,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,50.96222221571952,0,797,1273606,0.3125,0.83625,0.5836690664291382,0.5836690664291382,0.9999973773956299,0.005718749657026183,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.6432057407365455,0.16375,0.1492546764423059,1.4253726617788471
PU-R,boundary_duplicate_mnist,1,0.3,0.7,1500,3500,800,283,1083,796,0.7627117772353813,0.3922424865142563,0.39224248651425636,0.18866666666666665,0.0,0.8582346288583583,0.18898666666666664,0.40368527069317495,820.5776043546598,1.0,31.77743165162038,0.0,1.011537632662216,30.765894018958164,31.77743165162038,0.9993333333333333,544.120536739557,4.4809113613595085e-05,74.6941909921297,785.0,1.0,1.0,1.4396206533808802,0.18866666666666665,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,88.94373424071819,0,797,875106,0.33125,0.82875,0.5708750486373901,0.5708750486373901,0.9974896907806396,0.006482288003601926,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.6605562769994274,0.17125,0.1543473397915231,1.4228263301042383
GREATS,boundary_duplicate_mnist,1,0.3,0.7,1500,3500,800,108,908,796,,0.4302594400205497,0.4302594400205497,0.07599999999999996,0.007499999999999951,0.8368446636333614,0.07602666666666666,0.25398125629109736,1239.011786317387,1.0,31.78493165162038,0.007499999999999951,1.011537632662216,30.765894018958164,31.77743165162038,0.9993333333333333,544.120536739557,4.4809113613595085e-05,74.6941909921297,785.0,1.0,1.0,1.3269539867142135,0.07599999999999996,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,48.422160307876766,0,797,875106,0.3575,0.855,0.5743314027786255,0.5743314027786255,0.9997767210006714,0.005682248286483285,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.597185045253784,0.145,0.14832914347599846,1.4258354282620007
PU-R,boundary_duplicate_mnist,1,0.3,0.8,1000,4000,785,0,785,781,0.8295481213135645,0.4490110454662214,0.44901104546622145,0.020000000000000018,0.02547770700636942,0.7723423723068582,0.02302000000000002,0.16294458044394297,828.8417450031131,1.0,41.36084192860816,0.02547770700636942,1.0120488733504678,40.32331534825133,41.33536422160179,0.999,544.120536739557,4.5206028683048606e-05,74.3655554665179,785.0,1.0,1.0,1.607769279091621,0.020000000000000018,1.587769279091621,782,1000,1000,0.1193776641714437,0.00012568600613418795,0.6153846153846154,1.3192348581279068,13.155410339949606,82.7886358415708,1,782,473501,0.2968152866242038,0.8802547770700637,0.5891041159629822,0.5891041159629822,0.9999884963035583,0.00974133106813367,0.9885204081632653,0.9961734693877551,0.9872448979591837,0.528628072790474,0.1197452229299363,0.1696024029363725,1.4151987985318137
GREATS,boundary_duplicate_mnist,1,0.3,0.8,1000,4000,642,0,642,638,,0.4377087079373234,0.4377087079373234,0.006000000000000005,0.009345794392523366,0.7802170521214867,0.006140000000000006,0.12304506748419114,978.7772037255808,1.0,36.10859301867105,0.009345794392523366,1.0120488733504678,35.08719835092806,36.09924722427853,0.999,544.120536739557,4.5206028683048606e-05,74.3655554665179,785.0,1.0,1.0,1.4908335951731149,0.006000000000000005,1.4848335951731149,639,1000,1000,0.1193776641714437,0.00012568600613418795,0.46153846153846156,3.8105977287867745,12.632515111940851,28.8040669253096,1,639,432603,0.30062305295950154,0.8800623052959502,0.5774810314178467,0.5774810314178467,0.9998478889465332,0.008129122391686006,0.9937597503900156,0.9953198127925117,0.9937597503900156,0.5291817441169321,0.11993769470404984,0.15466490242638126,1.4226675487868095
PU-R,boundary_duplicate_mnist,2,0.3,0.0,5000,0,800,1991,2791,796,0.5840788994100876,0.3799126637554585,0.3799126637554585,0.3982,0.0,0.8576819887657865,0.39843999999999996,0.6260773702031928,812.3950154335075,1.0,12.290721673552113,0.0,1.010053624468193,11.28066804908392,12.290721673552113,0.9998,544.120536739557,4.2561214165037085e-05,76.6413242195423,785.0,1.0,1.0,1.0821562425752629,0.3982,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,104.01072219666094,0,797,3664606,0.30125,0.715,0.5616753697395325,0.5616753697395325,0.9985249042510986,0.006689965156127276,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.8621745299412249,0.285,0.15603166867174323,1.4219841656641283
GREATS,boundary_duplicate_mnist,2,0.3,0.0,5000,0,800,1904,2704,796,,0.43873619316722323,0.43873619316722323,0.38680000000000003,0.03749999999999998,0.9014184856323739,0.385504,0.6136651517048742,1450.1833233747245,1.0,12.328221673552113,0.03749999999999998,1.010053624468193,11.28066804908392,12.290721673552113,0.9998,544.120536739557,4.2561214165037085e-05,76.6413242195423,785.0,1.0,1.0,1.0707562425752628,0.38680000000000003,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,61.58448474109173,0,797,3664606,0.32,0.80875,0.6048039793968201,0.6048039793968201,0.9999992847442627,0.005292247837462996,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.7040790516233145,0.19125,0.1490293616939939,1.425485319153003
