method,dataset,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,selection_steps,certified_bound,test_error,test_inappropriate_risk,pool_empirical_error,support_empirical_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,self_selected_bound,self_selected_bound_raw,self_selected_empirical_risk,self_selected_initial_gap,self_selected_reciprocal_gap,self_selected_total_gap,self_selected_lipschitz_sample,self_selected_log_cover_constant,self_selected_concentration_rate_constant,self_selected_data_diameter,self_selected_dimension,self_selected_wasserstein_p,ada_bound,ada_bound_raw,ada_empirical_risk,ada_alpha,ada_query_count,ada_initial_size,ada_final_size,ada_sigma,ada_beta,ada_epsilon,ada_delta_sum,ada_gamma_star,runtime_sec,stop_reached,train_calls,loss_eval_count,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
PU-R,boundary_duplicate_mnist,2,0.3,0.1,4500,500,800,1807,2607,796,0.6063811178901233,0.35756486000513743,0.35756486000513743,0.40155555555555555,0.0,0.8582253120475833,0.40233333333333327,0.629783892861383,713.7255900548528,1.0,13.380345648674087,0.0,1.010177423677787,12.3701682249963,13.380345648674087,0.9997777777777778,544.120536739557,4.295249403824416e-05,76.29143981510967,785.0,1.0,1.0,1.101000589018493,0.40155555555555555,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,102.51681479252875,0,797,3266106,0.32,0.75625,0.5646756887435913,0.5646756887435913,0.9969440698623657,0.006628204712388368,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.8012209808507773,0.24375,0.1584620031832701,1.420768998408365
GREATS,boundary_duplicate_mnist,2,0.3,0.1,4500,500,800,1612,2412,796,,0.45697405599794505,0.45697405599794505,0.368,0.05500000000000005,0.8986288974610303,0.36977333333333334,0.5983676576865442,1385.0020285077828,1.0,13.435345648674087,0.05500000000000005,1.010177423677787,12.3701682249963,13.380345648674087,0.9997777777777778,544.120536739557,4.295249403824416e-05,76.29143981510967,785.0,1.0,1.0,1.0674450334629375,0.368,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,59.45471027866006,0,797,3266106,0.30125,0.86125,0.6240347623825073,0.6240347623825073,0.9999996423721313,0.006073581943001705,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.5809557895770766,0.13875,0.15014175092772347,1.4249291245361384
PU-R,boundary_duplicate_mnist,2,0.3,0.2,4000,1000,800,1557,2357,796,0.6177273849025369,0.40996660673002827,0.40996660673002827,0.38925,0.0,0.865468369137899,0.3897149999999999,0.6177220934806371,755.4698393523003,1.0,14.785242762163985,0.0,1.0103302300466777,13.774912532117307,14.785242762163985,0.99975,544.120536739557,4.291160251787179e-05,76.3277811532685,785.0,1.0,1.0,1.1255916988253516,0.38925,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,99.46131362579763,0,797,2867606,0.2925,0.72125,0.5593833327293396,0.5593833327293396,0.9985240697860718,0.006578541739618823,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.8537420020613856,0.27875,0.15763081129591502,1.4211845943520425
GREATS,boundary_duplicate_mnist,2,0.3,0.2,4000,1000,800,1420,2220,796,,0.45055227331107117,0.45055227331107117,0.36175,0.03374999999999995,0.9053264690462567,0.36229,0.5910104567162568,1377.4578270403326,1.0,14.818992762163985,0.03374999999999995,1.0103302300466777,13.774912532117307,14.785242762163985,0.99975,544.120536739557,4.291160251787179e-05,76.3277811532685,785.0,1.0,1.0,1.0980916988253515,0.36175,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,58.10529003292322,0,797,2867606,0.30625,0.805,0.6083292365074158,0.6083292365074158,0.9999923706054688,0.005771530602122651,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.7118146702143195,0.195,0.15120129070357222,1.4243993546482139
PU-R,boundary_duplicate_mnist,2,0.3,0.3,3500,1500,800,1270,2070,796,0.6216910966322757,0.4438736193167223,0.4438736193167223,0.3631428571428571,0.0012499999999999734,0.8616537038538931,0.3632571428571429,0.5919642332956732,758.7302989381895,1.0,16.47434292741572,0.0012499999999999734,1.0104911361285498,15.46260179128717,16.47309292741572,0.9997142857142857,544.120536739557,4.3278838625890114e-05,76.00325728011596,785.0,1.0,1.0,1.179412514293905,0.3631428571428571,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,99.40387034509331,0,797,2469106,0.32625,0.7275,0.5681928396224976,0.5681928396224976,0.9978391528129578,0.006623768220272134,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.8450291493072357,0.2725,0.15547618987133846,1.4222619050643308
GREATS,boundary_duplicate_mnist,2,0.3,0.3,3500,1500,800,1099,1899,796,,0.4389930644746982,0.43899306447469816,0.32171428571428573,0.03374999999999995,0.903394649260533,0.32036571428571425,0.5488018208204252,1468.4695925771127,1.0,16.506842927415722,0.03374999999999995,1.0104911361285498,15.46260179128717,16.47309292741572,0.9997142857142857,544.120536739557,4.3278838625890114e-05,76.00325728011596,785.0,1.0,1.0,1.1379839428653336,0.32171428571428573,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,56.63629552535713,0,797,2469106,0.32375,0.84375,0.6088693737983704,0.6088693737983704,0.9999972581863403,0.005905966577498948,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.6252624052234231,0.15625,0.15064534159143483,1.4246773292042825
PU-R,boundary_duplicate_mnist,2,0.3,0.4,3000,2000,800,1053,1853,796,0.6498239142238162,0.4528641150783458,0.45286411507834573,0.351,0.0,0.8682100302091124,0.35044666666666663,0.5792593405185272,753.8976546081516,1.0,18.750214404295022,0.0,1.0106931308163167,17.739521273478704,18.750214404295022,0.9996666666666667,544.120536739557,4.31598470455483e-05,76.10795555286911,785.0,1.0,1.0,1.2887613363135761,0.351,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,97.8490488762036,0,797,2070606,0.325,0.775,0.5558515787124634,0.5558515787124634,0.9973807334899902,0.005976817957272398,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.7691928290130138,0.225,0.15250422436657457,1.4237478878167127
GREATS,boundary_duplicate_mnist,2,0.3,0.4,3000,2000,800,858,1658,796,,0.4415617775494477,0.44156177754944775,0.29500000000000004,0.03374999999999995,0.8967086194731507,0.29283333333333333,0.5201158791764066,1353.354822730818,1.0,18.783964404295023,0.03374999999999995,1.0106931308163167,17.739521273478704,18.750214404295022,0.9996666666666667,544.120536739557,4.31598470455483e-05,76.10795555286911,785.0,1.0,1.0,1.232761336313576,0.29500000000000004,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,54.90169088821858,0,797,2070606,0.315,0.81375,0.6021097302436829,0.6021097302436829,0.9999830722808838,0.005742821775992239,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.6935605024751113,0.18625,0.14895508997699825,1.4255224550115009
PU-R,boundary_duplicate_mnist,2,0.3,0.5,2500,2500,800,775,1575,796,0.6647486653528176,0.34395068070896484,0.3439506807089648,0.3104,0.0012499999999999734,0.8617075460284905,0.310592,0.5387099944331611,748.6500048695324,1.0,21.54009347972134,0.0012499999999999734,1.0108992855390189,20.52794419418232,21.53884347972134,0.9996,544.120536739557,4.41295312064738e-05,75.26712844927725,785.0,1.0,1.0,1.3010856522528684,0.3104,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,95.08331282716244,0,797,1672106,0.31,0.795,0.5628233551979065,0.5628233551979065,0.9988443851470947,0.006254348127780137,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.731816079376955,0.205,0.15421832650590242,1.4228908367470487
GREATS,boundary_duplicate_mnist,2,0.3,0.5,2500,2500,800,581,1381,796,,0.39301310043668125,0.3930131004366812,0.24080000000000001,0.026249999999999996,0.8873371005379809,0.24074399999999996,0.46350265203169794,1332.7577996685218,1.0,21.56509347972134,0.026249999999999996,1.0108992855390189,20.52794419418232,21.53884347972134,0.9996,544.120536739557,4.41295312064738e-05,75.26712844927725,785.0,1.0,1.0,1.2314856522528683,0.24080000000000001,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,52.772221425548196,0,797,1672106,0.315,0.86,0.5958523750305176,0.5958523750305176,0.9999972581863403,0.005821055042917592,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.584238811642856,0.14,0.15015028043163017,1.424924859784185
PU-R,boundary_duplicate_mnist,2,0.3,0.6,2000,3000,800,525,1325,796,0.700215422490146,0.3627022861546365,0.3627022861546365,0.26249999999999996,0.0,0.8603192092489923,0.26287,0.48794783420885784,769.1083378563872,1.0,25.836980483987823,0.0,1.0111978841969944,24.825782599790827,25.836980483987823,0.9995,544.120536739557,4.374749220918684e-05,75.59506122260898,785.0,1.0,1.0,1.3101053156434408,0.26249999999999996,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,92.79484825115651,0,797,1273606,0.3075,0.79875,0.5668767690658569,0.5668767690658569,0.9986563920974731,0.006906499285414087,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.7244210614477464,0.20125,0.15633307721262488,1.4218334613936876
GREATS,boundary_duplicate_mnist,2,0.3,0.6,2000,3000,800,350,1150,796,,0.39943488312355513,0.3994348831235551,0.18100000000000005,0.015000000000000013,0.8722218408478791,0.17933000000000004,0.3920579176915057,1261.664794354161,1.0,25.851980483987823,0.015000000000000013,1.0111978841969944,24.825782599790827,25.836980483987823,0.9995,544.120536739557,4.374749220918684e-05,75.59506122260898,785.0,1.0,1.0,1.2286053156434409,0.18100000000000005,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,51.17987332586199,0,797,1273606,0.3,0.8475,0.5926553010940552,0.5926553010940552,0.9999992847442627,0.006179208374781551,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.6160613557883331,0.1525,0.15128974649088844,1.4243551267545558
PU-R,boundary_duplicate_mnist,2,0.3,0.7,1500,3500,800,305,1105,796,0.776685856282711,0.4366812227074236,0.4366812227074236,0.20333333333333337,0.0,0.8673230816596922,0.2027466666666667,0.4199826862560236,818.8528407988615,1.0,31.87734154097524,0.0,1.0115459875888049,30.865795553386437,31.87734154097524,0.9993333333333333,544.120536739557,4.45195208969153e-05,74.93673438412065,785.0,1.0,1.0,1.454287320047547,0.20333333333333337,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,90.2733523529023,0,797,875106,0.32625,0.8525,0.5716063380241394,0.5716063380241394,0.9982099533081055,0.006697442402180009,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.6035485305007462,0.1475,0.15603241524526618,1.4219837923773668
GREATS,boundary_duplicate_mnist,2,0.3,0.7,1500,3500,800,109,909,796,,0.43847932185974825,0.43847932185974825,0.07999999999999996,0.01375000000000004,0.8348611405637251,0.07939999999999998,0.2590535367325525,1205.967675186639,1.0,31.891091540975243,0.01375000000000004,1.0115459875888049,30.865795553386437,31.87734154097524,0.9993333333333333,544.120536739557,4.45195208969153e-05,74.93673438412065,785.0,1.0,1.0,1.3309539867142135,0.07999999999999996,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,49.308078174479306,0,797,875106,0.3075,0.87125,0.584342360496521,0.584342360496521,0.9999926090240479,0.006383368777791889,0.9962453066332916,0.9974968710888611,0.9962453066332916,0.5540000624370218,0.12875,0.1518029251387728,1.4240985374306137
PU-R,boundary_duplicate_mnist,2,0.3,0.8,1000,4000,800,3,803,796,0.846056308306288,0.4045723092730542,0.4045723092730542,0.020000000000000018,0.02124999999999999,0.7636047800173992,0.018680000000000016,0.15377299076299797,825.2467094219987,1.0,41.96600248026038,0.02124999999999999,1.0120553260632548,40.93269715419712,41.94475248026038,0.999,544.120536739557,4.4980335159722356e-05,74.55189048575495,785.0,1.0,1.0,1.616079431964411,0.020000000000000018,1.596079431964411,797,1000,1000,0.1193776641714437,0.00012568600613418795,0.6153846153846154,1.4330191694766807,12.9415531363113,88.75569601356983,0,797,476606,0.28875,0.865,0.5872721076011658,0.5872721076011658,0.9999526739120483,0.009529672357272962,0.986232790988736,0.9949937421777222,0.986232790988736,0.5709929600768897,0.135,0.1688451572052616,1.4155774213973693
GREATS,boundary_duplicate_mnist,2,0.3,0.8,1000,4000,667,0,667,663,,0.40405856665810425,0.4040585666581043,0.0030000000000000027,0.004497751124437732,0.7863581191015082,0.004040000000000004,0.11669734410297224,1023.5924575400064,1.0,37.164364545998964,0.004497751124437732,1.0120553260632548,36.14781146881127,37.159866794874524,0.999,544.120536739557,4.4980335159722356e-05,74.55189048575495,785.0,1.0,1.0,1.5211908191648638,0.0030000000000000027,1.5181908191648639,664,1000,1000,0.1193776641714437,0.00012568600613418795,0.46153846153846156,4.3165173692040195,12.235646646538552,32.22474595159292,1,664,441228,0.27586206896551724,0.8740629685157422,0.573172390460968,0.573172390460968,0.9918065071105957,0.007503536241597499,0.996996996996997,0.996996996996997,0.996996996996997,0.5461892447538423,0.12593703148425786,0.15277443233929194,1.423612783830354
PU-R,boundary_duplicate_mnist,3,0.3,0.0,5000,0,800,2057,2857,796,0.5972125348635018,0.4220395581813512,0.42203955818135114,0.4114,0.0,0.8559908197987719,0.411136,0.6381149591328322,721.7866198152336,1.0,12.252980301695903,0.0,1.0100450023513645,11.242935299344538,12.252980301695903,0.9998,544.120536739557,4.284737547272287e-05,76.38496636078006,785.0,1.0,1.0,1.0953562425752628,0.4114,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,108.78366908896714,0,797,3664606,0.32375,0.74875,0.5521566271781921,0.5521566271781921,0.9961523413658142,0.006732800687536206,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.8132533230154155,0.25125,0.15736013459022952,1.4213199327048853
GREATS,boundary_duplicate_mnist,3,0.3,0.0,5000,0,800,1955,2755,796,,0.4356537374775238,0.4356537374775238,0.3944,0.02124999999999999,0.9104808123152838,0.39376000000000005,0.6216041286467827,1532.7249429923486,1.0,12.274230301695903,0.02124999999999999,1.0100450023513645,11.242935299344538,12.252980301695903,0.9998,544.120536739557,4.284737547272287e-05,76.38496636078006,785.0,1.0,1.0,1.0783562425752629,0.3944,0.6839562425752629,797,5000,5000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,0.36348211248317414,36.83055024935381,64.13478079810739,0,797,3664606,0.35,0.77125,0.5946172475814819,0.5946172475814819,0.9999979734420776,0.005740367650090529,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.7758259004732616,0.22875,0.15068068465351847,1.4246596576732409
PU-R,boundary_duplicate_mnist,3,0.3,0.1,4500,500,800,1845,2645,796,0.6147620674455538,0.45055227331107117,0.45055227331107117,0.41000000000000003,0.0,0.8637888688079577,0.40981333333333336,0.6368674929281564,720.6485469960601,1.0,13.381728146116801,0.0,1.010177711240243,12.371550434876559,13.381728146116801,0.9997777777777778,544.120536739557,4.2942896850658534e-05,76.29996441881542,785.0,1.0,1.0,1.1094450334629373,0.41000000000000003,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,105.78055858332664,0,797,3266106,0.32125,0.70875,0.5600621104240417,0.5600621104240417,0.9967713952064514,0.006706363548325358,0.9987484355444305,0.9974968710888611,0.9974968710888611,0.8703304845913611,0.29125,0.1588564081639722,1.420571795918014
GREATS,boundary_duplicate_mnist,3,0.3,0.1,4500,500,800,1693,2493,796,,0.4759825327510917,0.4759825327510917,0.38222222222222224,0.03374999999999995,0.9006236859658947,0.38004,0.6083771863813532,1334.5666326159717,1.0,13.4154781461168,0.03374999999999995,1.010177711240243,12.371550434876559,13.381728146116801,0.9997777777777778,544.120536739557,4.2942896850658534e-05,76.29996441881542,785.0,1.0,1.0,1.0816672556851596,0.38222222222222224,0.6994450334629374,797,4500,4500,0.058780160722749115,0.00012568600613418795,0.3076923076923077,1.0601192454501767,30.443296760233448,61.57144475914538,0,797,3266106,0.33875,0.7825,0.6031472682952881,0.6031472682952881,0.999998152256012,0.00637914613588656,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.7555762317028525,0.2175,0.15330345672779344,1.4233482716361032
PU-R,boundary_duplicate_mnist,3,0.3,0.2,4000,1000,800,1574,2374,796,0.6219391018967144,0.41253531980477776,0.4125353198047778,0.39375000000000004,0.0012499999999999734,0.8726939397210509,0.393575,0.6214269010713231,798.0427598785112,1.0,14.734198653777892,0.0012499999999999734,1.01032044124098,13.722628212536911,14.73294865377789,0.99975,544.120536739557,4.323921878217079e-05,76.03806997772563,785.0,1.0,1.0,1.1300916988253515,0.39375000000000004,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,102.66802222374827,0,797,2867606,0.33625,0.72625,0.5631293058395386,0.5631293058395386,0.9975384473800659,0.006662098045119356,0.9962453066332916,0.9974968710888611,0.9962453066332916,0.8467943330488644,0.27375,0.15506789863792278,1.4224660506810385
GREATS,boundary_duplicate_mnist,3,0.3,0.2,4000,1000,800,1371,2171,796,,0.47649627536604167,0.4764962753660416,0.349,0.03125,0.9031195254839267,0.34840499999999996,0.5772200967879643,1449.9315712407515,1.0,14.76419865377789,0.03125,1.01032044124098,13.722628212536911,14.73294865377789,0.99975,544.120536739557,4.323921878217079e-05,76.03806997772563,785.0,1.0,1.0,1.0853416988253515,0.349,0.7363416988253516,797,4000,4000,0.058780160722749115,0.00012568600613418795,0.3076923076923077,2.815844622893913,24.707911786193506,58.855538881383836,0,797,2867606,0.33375,0.81375,0.6022473573684692,0.6022473573684692,0.9999966621398926,0.005353985498257177,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.6935605024751113,0.18625,0.1466790406949188,1.4266604796525406
PU-R,boundary_duplicate_mnist,3,0.3,0.3,3500,1500,800,1336,2136,796,0.6403412270010449,0.37066529668636017,0.3706652966863601,0.3817142857142857,0.0,0.87371248949814,0.38151428571428575,0.6098066404711567,764.945780972629,1.0,16.45622143301027,0.0,1.0104883259890312,15.44573310702124,16.45622143301027,0.9997142857142857,544.120536739557,4.337342212234287e-05,75.9203427119504,785.0,1.0,1.0,1.1979839428653336,0.3817142857142857,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,99.89214635826647,0,797,2469106,0.3425,0.75625,0.5534845590591431,0.5534845590591431,0.9971197843551636,0.00642163888347313,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.8012209808507773,0.24375,0.1554502157075368,1.4222748921462316
GREATS,boundary_duplicate_mnist,3,0.3,0.3,3500,1500,800,1167,1967,796,,0.4880554842024146,0.48805548420241457,0.3414285714285714,0.03500000000000003,0.9111385104531404,0.3392914285714286,0.568068302166233,1442.9033310491573,1.0,16.49122143301027,0.03500000000000003,1.0104883259890312,15.44573310702124,16.45622143301027,0.9997142857142857,544.120536739557,4.337342212234287e-05,75.9203427119504,785.0,1.0,1.0,1.1576982285796193,0.3414285714285714,0.8162696571510479,797,3500,3500,0.058780160722749115,1.582581761977049e-05,0.3076923076923077,6.822854508322281,19.61848348221287,56.607470316812396,0,797,2469106,0.29125,0.825,0.6058220267295837,0.6058220267295837,0.9999982118606567,0.005581204785274177,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.6690158350565576,0.175,0.14941112155289094,1.4252944392235545
PU-R,boundary_duplicate_mnist,3,0.3,0.4,3000,2000,800,1072,1872,796,0.6560629821615294,0.4392499357821731,0.43924993578217314,0.3573333333333333,0.0,0.8694136884438749,0.3571733333333333,0.5859499012868012,731.7130780424517,1.0,18.711448023295148,0.0,1.0106874982851977,17.70076052500995,18.711448023295148,0.9996666666666667,544.120536739557,4.334907503064492e-05,75.94166012267246,785.0,1.0,1.0,1.2950946696469094,0.3573333333333333,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,97.53637280128896,0,797,2070606,0.31125,0.80625,0.5535446405410767,0.5535446405410767,0.9981807470321655,0.006198672027133629,0.9987484355444305,0.9987484355444305,0.9987484355444305,0.7092505850649066,0.19375,0.15514587960360787,1.422427060198196
GREATS,boundary_duplicate_mnist,3,0.3,0.4,3000,2000,800,866,1666,796,,0.5111739018751605,0.5111739018751605,0.29433333333333334,0.02124999999999999,0.9028776453517074,0.2945,0.521875404129304,1419.9885278696233,1.0,18.732698023295146,0.02124999999999999,1.0106874982851977,17.70076052500995,18.711448023295148,0.9996666666666667,544.120536739557,4.334907503064492e-05,75.94166012267246,785.0,1.0,1.0,1.2320946696469095,0.29433333333333334,0.9377613363135762,797,3000,3000,0.058780160722749115,0.00012568600613418795,0.46153846153846156,1.1429157756941084,20.462404694843556,54.670060923323035,0,797,2070606,0.35,0.845,0.5914453268051147,0.5914453268051147,0.9999909400939941,0.006170063264416216,0.9962453066332916,0.9974968710888611,0.9962453066332916,0.6222126380063134,0.155,0.15134080074996434,1.4243295996250178
PU-R,boundary_duplicate_mnist,3,0.3,0.5,2500,2500,800,798,1598,796,0.6737766104051843,0.38684818905728235,0.3868481890572823,0.31920000000000004,0.0,0.871501986416648,0.32022400000000006,0.5486561961025804,774.8970997059469,1.0,21.579064549768255,0.0,1.010904326321737,20.56816022344652,21.579064549768255,0.9996,544.120536739557,4.395713080817933e-05,75.41458330455721,785.0,1.0,1.0,1.3098856522528686,0.31920000000000004,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,96.4709718041122,0,797,1672106,0.3225,0.795,0.5654377341270447,0.5654377341270447,0.9979691505432129,0.006713181808684137,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.731816079376955,0.205,0.15707405578043374,1.4214629721097831
GREATS,boundary_duplicate_mnist,3,0.3,0.5,2500,2500,800,612,1412,796,,0.48420241459029023,0.4842024145902903,0.254,0.028750000000000053,0.8975692194619294,0.254648,0.47893570458841767,1358.985262203128,1.0,21.607814549768253,0.028750000000000053,1.010904326321737,20.56816022344652,21.579064549768255,0.9996,544.120536739557,4.395713080817933e-05,75.41458330455721,785.0,1.0,1.0,1.2446856522528684,0.254,0.9906856522528684,797,2500,2500,0.1193776641714437,0.00099817731491033,0.3076923076923077,0.15040538736107592,37.876397405276386,53.31616149097681,0,797,1672106,0.325,0.86,0.5980286598205566,0.5980286598205566,0.9999628663063049,0.005604574868854168,0.9962453066332916,0.9987484355444305,0.9962453066332916,0.584238811642856,0.14,0.14924717895365264,1.4253764105231737
PU-R,boundary_duplicate_mnist,3,0.3,0.6,2000,3000,800,521,1321,796,0.698267838859465,0.37708707937323405,0.377087079373234,0.26049999999999995,0.0,0.8676392878085547,0.26072,0.4855992038758342,825.0469681613121,1.0,25.575915711417558,0.0,1.0111706519181622,24.564745059499394,25.575915711417558,0.9995,544.120536739557,4.4682198734202174e-05,74.80019609558187,785.0,1.0,1.0,1.3081053156434408,0.26049999999999995,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,93.39590491633862,0,797,1273606,0.33125,0.80625,0.5579545497894287,0.5579545497894287,0.9975029230117798,0.006442548162104618,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.7092505850649066,0.19375,0.15446175601394724,1.4227691219930265
GREATS,boundary_duplicate_mnist,3,0.3,0.6,2000,3000,800,347,1147,796,,0.44849730285127154,0.44849730285127154,0.1815,0.020000000000000018,0.8831084167455354,0.18093,0.39399573341342714,1350.6897770776945,1.0,25.595915711417558,0.020000000000000018,1.0111706519181622,24.564745059499394,25.575915711417558,0.9995,544.120536739557,4.4682198734202174e-05,74.80019609558187,785.0,1.0,1.0,1.2291053156434408,0.1815,1.0476053156434408,797,2000,2000,0.1193776641714437,0.00012568600613418795,0.3076923076923077,1.234885682521912,25.382064554997893,51.75226963870227,0,797,1273606,0.35,0.86875,0.5867271423339844,0.5867271423339844,0.9999699592590332,0.005608782778903189,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.560856376219103,0.13125,0.14747621463425611,1.4262618926828718
PU-R,boundary_duplicate_mnist,3,0.3,0.7,1500,3500,800,286,1086,796,0.7646207641810179,0.479835602363216,0.47983560236321604,0.19133333333333336,0.0012499999999999734,0.8637945815084788,0.19143999999999994,0.40661377300629126,842.6533155945832,1.0,31.968598176140443,0.0012499999999999734,1.0115534912986093,30.955794684841834,31.967348176140444,0.9993333333333333,544.120536739557,4.4261030116691776e-05,75.15523647965257,785.0,1.0,1.0,1.442287320047547,0.19133333333333336,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,90.81404863856733,0,797,875106,0.35,0.83375,0.569711446762085,0.569711446762085,0.9979685544967651,0.00636202783250391,0.9974968710888611,0.9987484355444305,0.9974968710888611,0.6490540493225042,0.16625,0.15552712311714548,1.4222364384414272
GREATS,boundary_duplicate_mnist,3,0.3,0.7,1500,3500,800,121,921,796,,0.47675314667351654,0.4767531466735166,0.09533333333333338,0.02749999999999997,0.8590078283756929,0.09418666666666668,0.2806776718081073,1279.6780357759476,1.0,31.994848176140444,0.02749999999999997,1.0115534912986093,30.955794684841834,31.967348176140444,0.9993333333333333,544.120536739557,4.4261030116691776e-05,75.15523647965257,785.0,1.0,1.0,1.346287320047547,0.09533333333333338,1.2509539867142137,797,1500,1500,0.1193776641714437,0.00012568600613418795,0.46153846153846156,0.4876560556199891,21.028732967288033,49.3119839373976,0,797,875106,0.3425,0.86125,0.5884398221969604,0.5884398221969604,0.9999945163726807,0.006168516653500152,0.9974968710888611,0.9974968710888611,0.9974968710888611,0.5809557895770766,0.13875,0.15048741425853424,1.424756292870733
PU-R,boundary_duplicate_mnist,3,0.3,0.8,1000,4000,800,21,821,796,0.8624129884992726,0.46288209606986896,0.462882096069869,0.030000000000000027,0.011249999999999982,0.7910877709177911,0.029760000000000026,0.17634536096209769,857.7324260878383,1.0,41.60698322861748,0.011249999999999982,1.0120332475696592,40.58369998104782,41.59573322861748,0.999,544.120536739557,4.57572730381167e-05,73.91625196590734,785.0,1.0,1.0,1.626079431964411,0.030000000000000027,1.596079431964411,797,1000,1000,0.1193776641714437,0.00012568600613418795,0.6153846153846154,1.4330191694766807,12.9415531363113,87.05754594970495,0,797,476606,0.32,0.83625,0.5801478624343872,0.5801478624343872,0.9993183016777039,0.008131653949902748,0.9962453066332916,0.9987484355444305,0.9962453066332916,0.6432057407365455,0.16375,0.1633252164539189,1.4183373917730404
