method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-F,mnist,1,0.2,0.0,200,200,1000,0,204,263,467,0.5214399601682089,0.29369999999999996,0.789915485245708,0.26336999999999994,0.4196879999654532,316.7133243785073,3.1509690219536424,0,1,201,0.31862745098039214,0.0,0.6015195250511169
PU-G,mnist,1,0.2,0.0,50,50,1000,0,54,484,538,0.5924142657895572,0.48009999999999997,0.8617438265816225,0.48400000000000004,0.6435599872757084,142.1871104151835,0.8382629957050085,0,0,51,0.35185185185185186,0.0,0.6389517188072205
PU-G,mnist,1,0.2,0.0,100,100,1000,0,104,439,543,0.5973699957830831,0.44199999999999995,0.8656016179562458,0.43931000000000003,0.60086326033688,207.60960972367354,1.6733926991000772,0,0,101,0.27884615384615385,0.0,0.5969430804252625
PU-G,mnist,1,0.2,0.0,200,200,1000,0,204,396,600,0.6534595527919009,0.4425,0.8727694439030312,0.39244999999999997,0.5547313739666374,298.88100437363346,3.198071511462331,0,1,201,0.28921568627450983,0.0,0.693519115447998
GREATS,mnist,1,0.2,0.0,50,50,1000,0,54,436,490,,0.43000000000000005,0.8356305734746209,0.43079,0.5925807665192914,158.65601069014232,0.5700476346537471,0,0,51,0.3888888888888889,0.0,0.6269840598106384
GREATS,mnist,1,0.2,0.0,100,100,1000,0,104,397,501,,0.45230000000000004,0.8544667689099263,0.39291000000000004,0.5551911873600098,250.07976079138365,1.1355710169300437,0,0,101,0.3942307692307692,0.0,0.6296992301940918
GREATS,mnist,1,0.2,0.0,200,200,1000,0,204,299,503,,0.40080000000000005,0.8388864508111901,0.29530000000000006,0.45429158211525056,379.6179840912665,2.196312197484076,0,1,201,0.3333333333333333,0.0,0.615111231803894
MaxLoss,mnist,1,0.3,0.0,50,50,1000,0,54,451,505,0.5595657574012876,0.4887,0.8334187366493472,0.44553999999999994,0.6068904809679104,137.52807359873202,0.401113772764802,0,0,51,0.48148148148148145,0.0,0.5669276118278503
MaxLoss,mnist,1,0.3,0.0,100,100,1000,0,104,384,488,0.5425491044879891,0.4576,0.8422802963399434,0.37750000000000006,0.5397103848497352,245.27313188597753,0.786662308499217,0,0,101,0.4519230769230769,0.0,0.5992244482040405
MaxLoss,mnist,1,0.3,0.0,200,200,1000,0,204,314,518,0.5725351338041946,0.44099999999999995,0.8425331345605088,0.31016,0.47010837732217914,361.216894209715,1.4751983610913157,0,1,201,0.4215686274509804,0.0,0.586854100227356
PU-C,mnist,1,0.3,0.0,50,50,1000,0,54,439,493,0.5475606632535346,0.38170000000000004,0.8164811315263641,0.43723000000000006,0.5988454952230984,120.57288098577558,0.5095987655222416,0,0,51,0.3333333333333333,0.0,0.5690794587135315
PU-C,mnist,1,0.3,0.0,100,100,1000,0,104,374,478,0.5325093429419212,0.32399999999999995,0.8090571615017987,0.37477000000000005,0.5369511365792466,182.56651209862056,1.0146446945145726,0,0,101,0.27884615384615385,0.0,0.5724961161613464
PU-C,mnist,1,0.3,0.0,200,200,1000,0,204,310,514,0.5685485669528134,0.2865,0.8077908395132978,0.30968000000000007,0.4696001987973126,276.160015186258,1.9691476561129093,0,1,201,0.2647058823529412,0.0,0.5767896175384521
PU-F,mnist,1,0.3,0.0,50,50,1000,0,54,430,484,0.538535862986464,0.3822,0.8173174788716283,0.42757999999999996,0.5894482659409571,132.29006450429515,0.8631069157272577,0,0,51,0.35185185185185186,0.0,0.6318574547767639
PU-F,mnist,1,0.3,0.0,100,100,1000,0,104,419,523,0.5775133188581094,0.4525,0.8525513846775875,0.41641000000000006,0.5784964844168516,210.88457733289317,1.7029682621359825,0,0,101,0.41346153846153844,0.0,0.6240695714950562
PU-F,mnist,1,0.3,0.0,200,200,1000,0,204,290,494,0.5485623091226444,0.32820000000000005,0.8099594471379769,0.29046000000000005,0.44910159559830876,313.9779077003056,3.208743846975267,0,1,201,0.3627450980392157,0.0,0.6033481359481812
PU-G,mnist,1,0.3,0.0,50,50,1000,0,54,471,525,0.5795030277222395,0.4766,0.8553161321058504,0.47074,0.6310214936147056,146.0202050120017,0.8326281271874905,0,0,51,0.35185185185185186,0.0,0.6054145097732544
PU-G,mnist,1,0.3,0.0,100,100,1000,0,104,449,553,0.6072644694359042,0.46609999999999996,0.8671791093704028,0.44920999999999983,0.6104295671616934,197.38394788827813,1.628118233755231,0,0,101,0.28846153846153844,0.0,0.5826764106750488
PU-G,mnist,1,0.3,0.0,200,200,1000,0,204,376,580,0.6338651222758926,0.4244,0.8557533101147136,0.3761099999999999,0.5383061264655612,280.09029269275777,3.1703731948509812,0,1,201,0.31862745098039214,0.0,0.5909270644187927
GREATS,mnist,1,0.3,0.0,50,50,1000,0,54,474,528,,0.47140000000000004,0.8656820850949772,0.4678599999999999,0.6282837502626859,169.4972823078878,0.5779813593253493,0,0,51,0.46296296296296297,0.0,0.648308277130127
GREATS,mnist,1,0.3,0.0,100,100,1000,0,104,386,490,,0.43320000000000003,0.8449120331409631,0.38492,0.5471843758627446,239.9666850319521,1.1477199904620647,0,0,101,0.4230769230769231,0.0,0.6390847563743591
GREATS,mnist,1,0.3,0.0,200,200,1000,0,204,313,517,,0.4426,0.8470905192846101,0.31283,0.472931848661648,369.08754583308587,2.2135894391685724,0,1,201,0.43137254901960786,0.0,0.6312041878700256
MaxLoss,mnist,1,0.4,0.0,50,50,1000,0,54,451,505,0.5595657574012876,0.48450000000000004,0.8409999214867986,0.4549099999999999,0.6159094509872215,139.40767915748125,0.40058737993240356,0,0,51,0.42592592592592593,0.0,0.5990245938301086
MaxLoss,mnist,1,0.4,0.0,100,100,1000,0,104,408,512,0.5665539457695559,0.43779999999999997,0.8571374668321147,0.40867,0.570860468133316,232.4825865723884,0.7860387936234474,0,0,101,0.47115384615384615,0.0,0.5835766196250916
MaxLoss,mnist,1,0.4,0.0,200,200,1000,0,204,324,528,0.5824859116110019,0.44730000000000003,0.853584894079016,0.3256,0.4863601887869694,363.5823871202957,1.4730852637439966,0,1,201,0.49019607843137253,0.0,0.5842429995536804
PU-C,mnist,1,0.4,0.0,50,50,1000,0,54,441,495,0.5495637331041507,0.4394,0.825221959642152,0.43839000000000006,0.5999711254163259,132.47912478589828,0.5126725174486637,0,0,51,0.3888888888888889,0.0,0.5598326325416565
PU-C,mnist,1,0.4,0.0,100,100,1000,0,104,422,526,0.5804975463543087,0.4536,0.849821533551659,0.42196000000000006,0.5839480789115311,197.34585966994703,1.0221455236896873,0,0,101,0.38461538461538464,0.0,0.572724461555481
PU-C,mnist,1,0.4,0.0,200,200,1000,0,204,368,572,0.626001012919005,0.4609,0.8549339516480976,0.3680899999999999,0.5301780959324605,291.29356335489734,1.9849357809871435,0,1,201,0.37745098039215685,0.0,0.5756183862686157
PU-F,mnist,1,0.4,0.0,50,50,1000,0,54,475,529,0.5834797579445876,0.544,0.8581603800453698,0.47500999999999993,0.6350710782066231,146.16971089479858,0.917228470556438,0,0,51,0.42592592592592593,0.0,0.6363186836242676
PU-F,mnist,1,0.4,0.0,100,100,1000,0,104,429,533,0.5874528988497332,0.49729999999999996,0.8634868115964253,0.43157,0.5933409422980772,213.76372640423594,1.785500924102962,0,0,101,0.4519230769230769,0.0,0.6220107078552246
PU-F,mnist,1,0.4,0.0,200,200,1000,0,204,354,558,0.6122031709528528,0.45099999999999996,0.8561158170249888,0.35292999999999985,0.5146922755859837,320.6311154447378,3.3776734424754977,0,1,201,0.43137254901960786,0.0,0.6013538837432861
PU-G,mnist,1,0.4,0.0,50,50,1000,0,54,507,561,0.6151636471040547,0.5199,0.8687527517366816,0.50412,0.6623769984884043,131.8503023206705,0.8575794976204634,0,0,51,0.37037037037037035,0.0,0.598141610622406
PU-G,mnist,1,0.4,0.0,100,100,1000,0,104,482,586,0.6397533837007359,0.49219999999999997,0.8893073987826889,0.48158,0.6412798091590379,204.5948320778612,1.7108821952715516,0,0,101,0.41346153846153844,0.0,0.7132848501205444
PU-G,mnist,1,0.4,0.0,200,200,1000,0,204,421,625,0.6778171379701234,0.47340000000000004,0.8905291554835603,0.41786,0.5799226906372665,308.67130286976135,3.2494512172415853,0,1,201,0.37745098039215685,0.0,0.5880529284477234
GREATS,mnist,1,0.4,0.0,50,50,1000,0,54,447,501,,0.5446,0.8427165138060817,0.4446899999999999,0.6060695912819799,154.39546961694808,0.5745347235351801,0,0,51,0.4444444444444444,0.0,0.6491434574127197
GREATS,mnist,1,0.4,0.0,100,100,1000,0,104,416,520,,0.4616,0.8658506548088472,0.4156,0.5776991849541938,243.00876288836565,1.1472234101966023,0,0,101,0.4423076923076923,0.0,0.635701060295105
GREATS,mnist,1,0.4,0.0,200,200,1000,0,204,311,515,,0.42479999999999996,0.8542574366906022,0.31614,0.47642444983096965,383.87427931054293,2.2209191070869565,0,1,201,0.45098039215686275,0.0,0.6271263360977173
MaxLoss,mnist,2,0.0,0.0,50,50,1000,0,54,194,248,0.29505832568975165,0.21999999999999997,0.6021749597271291,0.18783000000000002,0.33392090702544064,138.90072437935285,0.40505331940948963,0,0,51,0.0,0.0,0.5845800042152405
MaxLoss,mnist,2,0.0,0.0,100,100,1000,0,104,121,225,0.27050702564883977,0.16669999999999996,0.5735744712120792,0.10854,0.2356343751257118,228.96898679610217,0.7936045052483678,0,0,101,0.0,0.0,0.6136541962623596
MaxLoss,mnist,2,0.0,0.0,200,158,1000,0,162,0,162,0.20220127335051075,0.07389999999999997,0.38096402522562717,0.0003600000000000003,0.05367062525063265,288.9627951941872,1.2312841732054949,1,0,159,0.0,0.0,0.5891653895378113
PU-C,mnist,2,0.0,0.0,50,50,1000,0,54,200,254,0.30143367999698967,0.20540000000000003,0.6051267864202585,0.20001999999999992,0.34818640205677587,126.74292932629484,0.5015179058536887,0,0,51,0.0,0.0,0.5687932372093201
PU-C,mnist,2,0.0,0.0,100,100,1000,0,104,86,190,0.23277018213411793,0.1261,0.5105816819800485,0.08694999999999999,0.20657849000001066,188.90516916604977,0.9784180205315351,0,0,101,0.0,0.0,0.5841198563575745
PU-C,mnist,2,0.0,0.0,200,200,1000,0,204,24,228,0.27371984749333933,0.09870000000000001,0.462949553769045,0.02317000000000002,0.10789384024912503,288.094120453877,1.836148088797927,0,1,201,0.0,0.0,0.5859438180923462
PU-F,mnist,2,0.0,0.0,50,50,1000,0,54,176,230,0.2758599375956692,0.21450000000000002,0.5952425370487203,0.17592,0.3197993590549354,146.90917851417848,0.7665538461878896,0,0,51,0.0,0.0,0.6207275986671448
PU-F,mnist,2,0.0,0.0,100,100,1000,0,104,58,162,0.20220127335051075,0.11509999999999998,0.4872604316900361,0.06107000000000001,0.16963819207981973,213.8220790990108,1.3543802723288536,0,0,101,0.0,0.0,0.6211135983467102
PU-F,mnist,2,0.0,0.0,200,181,1000,0,185,0,185,0.2273381107370369,0.08130000000000004,0.3935316720073764,0.0006300000000000006,0.0548986295662634,303.6526856070873,2.146233475767076,1,0,182,0.0,0.0,0.5866930484771729
PU-G,mnist,2,0.0,0.0,50,50,1000,0,54,338,392,0.44524232106050476,0.3658,0.7516056906246459,0.33103,0.492032830788736,147.44218867898584,0.7704766159877181,0,0,51,0.0,0.0,0.5941636562347412
PU-G,mnist,2,0.0,0.0,100,100,1000,0,104,213,317,0.3677165018161759,0.25170000000000003,0.6785238662712868,0.2057999999999999,0.35488777043013353,211.81270612060007,1.4627079647034407,0,0,101,0.0,0.0,0.5968506336212158
PU-G,mnist,2,0.0,0.0,200,200,1000,0,204,60,264,0.3120336182182655,0.11699999999999999,0.539967516033992,0.06158000000000003,0.17039484197213403,285.147731894938,2.55809782166034,0,1,201,0.0,0.0,0.5917176008224487
GREATS,mnist,2,0.0,0.0,50,50,1000,0,54,245,299,,0.26570000000000005,0.6778133900935921,0.23501999999999995,0.38819625534544355,168.4730163341838,0.548465802334249,0,0,51,0.0,0.0,0.6345651745796204
GREATS,mnist,2,0.0,0.0,100,100,1000,0,104,98,202,,0.15969999999999995,0.5599497631846483,0.08560999999999996,0.20472895160561938,257.147171147815,1.0611311523243785,0,0,101,0.0,0.0,0.6340299844741821
GREATS,mnist,2,0.0,0.0,200,200,1000,0,204,4,208,,0.08679999999999999,0.4397818867986924,0.005050000000000004,0.069090177937638,337.3736059391833,1.9798145722597837,0,1,201,0.0,0.0,0.613052248954773
MaxLoss,mnist,2,0.1,0.0,50,50,1000,0,54,389,443,0.4971950289909728,0.42190000000000005,0.7919307539502609,0.3878800000000001,0.5501555767001136,138.93775956649964,0.40086185466498137,0,0,51,0.3333333333333333,0.0,0.5826191306114197
MaxLoss,mnist,2,0.1,0.0,100,100,1000,0,104,311,415,0.468745636055246,0.37270000000000003,0.7831984538129646,0.30469000000000007,0.464306565651531,234.319397982709,0.7864038813859224,0,0,101,0.3076923076923077,0.0,0.5815584659576416
MaxLoss,mnist,2,0.1,0.0,200,200,1000,0,204,181,385,0.43806466565001756,0.3103,0.7289799880903804,0.17572000000000002,0.3195605928974172,355.33499829072275,1.472816633991897,0,1,201,0.3088235294117647,0.0,0.5806017518043518
PU-C,mnist,2,0.1,0.0,50,50,1000,0,54,321,375,0.42779074370628223,0.3083,0.7160105816467527,0.32014,0.48063389894952413,114.45194011196516,0.5066065555438399,0,0,51,0.12962962962962962,0.0,0.5648046731948853
PU-C,mnist,2,0.1,0.0,100,100,1000,0,104,237,341,0.39267783251125365,0.21850000000000003,0.6879483121173261,0.23674999999999996,0.39014021600868387,179.85289552492128,0.9955629426985979,0,0,101,0.125,0.0,0.5736590027809143
PU-C,mnist,2,0.1,0.0,200,200,1000,0,204,129,333,0.3843739901203662,0.15280000000000005,0.6310788279625897,0.12858,0.2615542410252247,274.58170197713065,1.8889200324192643,0,1,201,0.13725490196078433,0.0,0.5894479751586914
PU-F,mnist,2,0.1,0.0,50,50,1000,0,54,399,453,0.5073127166251652,0.406,0.7989043850947092,0.3982500000000001,0.5605187594242155,137.4575621780927,0.867324554361403,0,0,51,0.24074074074074073,0.0,0.6415414810180664
PU-F,mnist,2,0.1,0.0,100,100,1000,0,104,308,412,0.46568691154243425,0.3597,0.7792493750392351,0.30978000000000006,0.469706084144559,219.47247876100212,1.6399949556216598,0,0,101,0.2403846153846154,0.0,0.6267015337944031
PU-F,mnist,2,0.1,0.0,200,200,1000,0,204,202,406,0.4595632587443106,0.2862,0.7379365774900735,0.20374999999999996,0.3525154729021952,317.7302128782795,2.9481613375246525,0,1,201,0.23039215686274508,0.0,0.6128276586532593
PU-G,mnist,2,0.1,0.0,50,50,1000,0,54,435,489,0.5435518600861542,0.4444,0.831564029700612,0.43368000000000007,0.5953953737219837,148.16647785588313,0.8367272019386292,0,0,51,0.2962962962962963,0.0,0.6638525724411011
PU-G,mnist,2,0.1,0.0,100,100,1000,0,104,403,507,0.5615634953137487,0.4305,0.8448776339472707,0.39983,0.5620914711745939,217.8926259911923,1.6006603287532926,0,0,101,0.2403846153846154,0.0,0.5896704792976379
PU-G,mnist,2,0.1,0.0,200,200,1000,0,204,276,480,0.5345190707594156,0.36970000000000003,0.793626121234825,0.27591,0.43338211213741096,302.58919674724757,3.029064360074699,0,1,201,0.19607843137254902,0.0,0.6077576875686646
GREATS,mnist,2,0.1,0.0,50,50,1000,0,54,371,425,,0.3648,0.7863239676074113,0.36479999999999996,0.5268309891268668,157.67591466305345,0.5708936946466565,0,0,51,0.2962962962962963,0.0,0.636239230632782
GREATS,mnist,2,0.1,0.0,100,100,1000,0,104,323,427,,0.366,0.804917799773643,0.31299000000000005,0.47310086980798005,264.6005592796337,1.120079574175179,0,0,101,0.33653846153846156,0.0,0.6388135552406311
GREATS,mnist,2,0.1,0.0,200,200,1000,0,204,136,340,,0.2528,0.6991980882812922,0.14005,0.27601562811159763,371.83890307916965,2.1283632619306445,0,1,201,0.30392156862745096,0.0,0.6154504418373108
MaxLoss,mnist,2,0.2,0.0,50,50,1000,0,54,396,450,0.5042797606438398,0.4367,0.802285596206521,0.3982300000000001,0.5604988411355878,142.56557504897307,0.4013797817751765,0,0,51,0.4074074074074074,0.0,0.599553644657135
MaxLoss,mnist,2,0.2,0.0,100,100,1000,0,104,376,480,0.5345190707594156,0.4042,0.841004967210727,0.37134,0.5334771834157064,251.85275574498917,0.7863796120509505,0,0,101,0.3942307692307692,0.0,0.5823168754577637
MaxLoss,mnist,2,0.2,0.0,200,200,1000,0,204,243,447,0.5012447913177311,0.3556,0.7975554777028554,0.24062999999999998,0.39448924261226803,378.19759566765225,1.4739263355731964,0,1,201,0.37254901960784315,0.0,0.5823051929473877
PU-C,mnist,2,0.2,0.0,50,50,1000,0,54,432,486,0.5405429275124334,0.391,0.8175090995946286,0.43396000000000007,0.59566778680982,125.58574878601019,0.5085219582542777,0,0,51,0.35185185185185186,0.0,0.5666995644569397
PU-C,mnist,2,0.2,0.0,100,100,1000,0,104,347,451,0.5052909695077688,0.28969999999999996,0.7885302398557954,0.34362999999999994,0.505112133049519,188.30653082297184,1.0111204413697124,0,0,101,0.28846153846153844,0.0,0.5756189823150635
PU-C,mnist,2,0.2,0.0,200,200,1000,0,204,271,475,0.5294930860982276,0.25360000000000005,0.7807591454359222,0.27160999999999996,0.4287019296750502,282.64679938072834,1.947484395466745,0,1,201,0.2696078431372549,0.0,0.5734812021255493
PU-F,mnist,2,0.2,0.0,50,50,1000,0,54,409,463,0.5174080606084317,0.4666,0.8268389945368451,0.41528,0.5773840855753911,162.23626406382624,0.8693939177319407,0,0,51,0.3333333333333333,0.0,0.63343745470047
PU-F,mnist,2,0.2,0.0,100,100,1000,0,104,334,438,0.4921277747489512,0.3477,0.803505883491292,0.33659,0.4978186438925422,225.381801865178,1.6753497663885355,0,0,101,0.27884615384615385,0.0,0.617291271686554
PU-F,mnist,2,0.2,0.0,200,200,1000,0,204,283,487,0.5415461269440129,0.38449999999999995,0.8121359141008301,0.28471,0.4429107049645934,329.5238617581972,3.1170119512826204,0,1,201,0.28921568627450983,0.0,0.6090099811553955
PU-G,mnist,2,0.2,0.0,50,50,1000,0,54,403,457,0.5113535305135883,0.38180000000000003,0.7963013929863778,0.40281000000000006,0.5650532555090877,128.59748158770364,0.8530010813847184,0,0,51,0.2222222222222222,0.0,0.601784348487854
PU-G,mnist,2,0.2,0.0,100,100,1000,0,104,440,544,0.5983604637440294,0.4475,0.86755196716232,0.4352,0.5968735886260484,217.99152444000453,1.636171123944223,0,0,101,0.27884615384615385,0.0,0.6566239595413208
PU-G,mnist,2,0.2,0.0,200,200,1000,0,204,375,579,0.6328829248086549,0.39849999999999997,0.8656272600468581,0.37276000000000004,0.5349163555514619,312.46949302578645,3.1171923261135817,0,1,201,0.2696078431372549,0.0,0.5836459398269653
GREATS,mnist,2,0.2,0.0,50,50,1000,0,54,449,503,,0.4454,0.8402357395543407,0.4447700000000001,0.6061468709119234,149.9224335991049,0.5724040642380714,0,0,51,0.3888888888888889,0.0,0.644282341003418
GREATS,mnist,2,0.2,0.0,100,100,1000,0,104,365,469,,0.365,0.8335946592610115,0.36835,0.530442290312532,239.82404465232193,1.1403802251443267,0,0,101,0.38461538461538464,0.0,0.6356884241104126
GREATS,mnist,2,0.2,0.0,200,200,1000,0,204,265,469,,0.357,0.8151135988916132,0.26647000000000004,0.4230862389176465,371.56086104221043,2.206199187785387,0,1,201,0.37254901960784315,0.0,0.6154941320419312
MaxLoss,mnist,2,0.3,0.0,50,50,1000,0,54,508,562,0.6161500138114206,0.542,0.87686793374815,0.51313,0.6707222421744617,136.63828542758904,0.40782427228987217,0,0,51,0.37037037037037035,0.0,0.5764413475990295
MaxLoss,mnist,2,0.3,0.0,100,100,1000,0,104,428,532,0.5864599505439401,0.5024,0.865161162409925,0.42375999999999997,0.5857119084280735,229.0521721151126,0.7997476123273373,0,0,101,0.4230769230769231,0.0,0.5630268454551697
MaxLoss,mnist,2,0.3,0.0,200,200,1000,0,204,318,522,0.5765181288588792,0.43410000000000004,0.8526677461303307,0.32215999999999995,0.4827550415828898,367.4500717567441,1.4976363144814968,0,1,201,0.43137254901960786,0.0,0.5763454437255859
PU-C,mnist,2,0.3,0.0,50,50,1000,0,54,468,522,0.5765181288588792,0.5193,0.840294300691108,0.46867,0.6290542627140692,122.97207409021334,0.51912522315979,0,0,51,0.37037037037037035,0.0,0.5673217177391052
PU-C,mnist,2,0.3,0.0,100,100,1000,0,104,368,472,0.5264748305198736,0.3153,0.8042991682659983,0.36839999999999995,0.530493091584288,182.591812924138,1.0303120454773307,0,0,101,0.3269230769230769,0.0,0.5882284045219421
PU-C,mnist,2,0.3,0.0,200,200,1000,0,204,299,503,0.5575671300757676,0.27769999999999995,0.7988249297868982,0.29694,0.4560458445011947,277.9302250158976,1.982988651841879,0,1,201,0.29901960784313725,0.0,0.5865879654884338
PU-F,mnist,2,0.3,0.0,50,50,1000,0,54,422,476,0.5304987271083519,0.40459999999999996,0.826047775803735,0.42382,0.5857706669358972,150.55853978059866,0.8776152702048421,0,0,51,0.37037037037037035,0.0,0.6492486000061035
PU-F,mnist,2,0.3,0.0,100,100,1000,0,104,411,515,0.5695455432287417,0.41490000000000005,0.8518134643291904,0.40777,0.5699700330190522,221.64248824643838,1.6984561225399375,0,0,101,0.36538461538461536,0.0,0.6249146461486816
PU-F,mnist,2,0.3,0.0,200,200,1000,0,204,367,571,0.6250169528648257,0.4222,0.8694599616807298,0.36243999999999993,0.5244254065781292,342.21093856483685,3.1978609059005976,0,1,201,0.37254901960784315,0.0,0.6291159391403198
PU-G,mnist,2,0.3,0.0,50,50,1000,0,54,430,484,0.538535862986464,0.4407,0.8191627496758493,0.42841999999999997,0.5902686212217283,134.1876173824026,0.8676375569775701,0,0,51,0.3148148148148148,0.0,0.6318135261535645
PU-G,mnist,2,0.3,0.0,100,100,1000,0,104,408,512,0.5665539457695559,0.43779999999999997,0.840550441264963,0.4092300000000001,0.5714142503323772,195.73732398970134,1.7190243229269981,0,0,101,0.34615384615384615,0.0,0.6183388233184814
PU-G,mnist,2,0.3,0.0,200,200,1000,0,204,341,545,0.5993507053353824,0.39649999999999996,0.8374820535235458,0.34113000000000004,0.5025262357221809,292.385250101415,3.28400525636971,0,1,201,0.3431372549019608,0.0,0.595743715763092
GREATS,mnist,2,0.3,0.0,50,50,1000,0,54,430,484,,0.45230000000000004,0.8391523515966108,0.42594,0.5878453197538426,171.08297992546576,0.5806519342586398,0,0,51,0.3888888888888889,0.0,0.6495438814163208
GREATS,mnist,2,0.3,0.0,100,100,1000,0,104,368,472,,0.4044,0.8328988338954431,0.3617699999999999,0.5237417600535142,248.34393984474215,1.1535185258835554,0,0,101,0.3942307692307692,0.0,0.6376439929008484
GREATS,mnist,2,0.3,0.0,200,200,1000,0,204,282,486,,0.37839999999999996,0.8269470821209719,0.28379,0.44191760341677105,369.051174686254,2.2293200558051467,0,1,201,0.39705882352941174,0.0,0.618607759475708
MaxLoss,mnist,2,0.4,0.0,50,50,1000,0,54,449,503,0.5575671300757676,0.49660000000000004,0.8407435113392772,0.4516199999999999,0.6127489899811072,142.7635232043777,0.4006786672398448,0,0,51,0.4074074074074074,0.0,0.5795009732246399
MaxLoss,mnist,2,0.4,0.0,100,100,1000,0,104,417,521,0.5755227152258158,0.49939999999999996,0.8700888650079892,0.41806000000000004,0.5801193022573953,249.91292937029192,0.7860896605998278,0,0,101,0.4423076923076923,0.0,0.5777220129966736
MaxLoss,mnist,2,0.4,0.0,200,200,1000,0,204,352,556,0.610228375531733,0.5021,0.8752854776282514,0.34857,0.510208633752623,387.1366589277153,1.4747901754453778,0,1,201,0.47058823529411764,0.0,0.5832248330116272
PU-C,mnist,2,0.4,0.0,50,50,1000,0,54,482,536,0.5904303944553249,0.4927,0.8509494609879633,0.48085999999999984,0.6406007077730439,126.9290776932757,0.5114300027489662,0,0,51,0.4444444444444444,0.0,0.5828836560249329
PU-C,mnist,2,0.4,0.0,100,100,1000,0,104,433,537,0.5914224428124726,0.4708,0.8519254939840732,0.43431000000000003,0.5960082330767762,185.05787431001136,1.0231091110035777,0,0,101,0.40384615384615385,0.0,0.5837512612342834
PU-C,mnist,2,0.4,0.0,200,200,1000,0,204,354,558,0.6122031709528528,0.40900000000000003,0.8383181711979331,0.35065999999999997,0.5123595893805045,278.55916210656466,1.987993915565312,0,1,201,0.37254901960784315,0.0,0.5832359790802002
PU-F,mnist,2,0.4,0.0,50,50,1000,0,54,459,513,0.5675513677997515,0.5218,0.8506191032516266,0.46077999999999997,0.6215314820495572,149.31475063583144,0.8833584627136588,0,0,51,0.42592592592592593,0.0,0.633999228477478
PU-F,mnist,2,0.4,0.0,100,100,1000,0,104,421,525,0.5795030277222395,0.3849,0.8592489130457166,0.42089000000000004,0.5828985939797505,219.42187211030645,1.7440885687246919,0,0,101,0.3942307692307692,0.0,0.6350049376487732
PU-F,mnist,2,0.4,0.0,200,200,1000,0,204,376,580,0.6338651222758926,0.42000000000000004,0.8782683449153535,0.37333,0.5354936633205684,349.60455762265326,3.244905442930758,0,1,201,0.4411764705882353,0.0,0.6280093789100647
PU-G,mnist,2,0.4,0.0,50,50,1000,0,54,487,541,0.5953883813344873,0.48519999999999996,0.8648329341393417,0.48662,0.6460245154640724,144.83383507549127,0.8501486927270889,0,0,51,0.42592592592592593,0.0,0.7365473508834839
PU-G,mnist,2,0.4,0.0,100,100,1000,0,104,458,562,0.6161500138114206,0.48360000000000003,0.8859676920957827,0.4604600000000001,0.6212255555243533,226.6772566396499,1.6507133776322007,0,0,101,0.4423076923076923,0.0,0.6129271388053894
PU-G,mnist,2,0.4,0.0,200,200,1000,0,204,406,610,0.6632209136150777,0.4655,0.8885529536543642,0.4059999999999999,0.568217302722306,323.2508890017628,3.1624056715518236,0,1,201,0.4362745098039216,0.0,0.5788514614105225
GREATS,mnist,2,0.4,0.0,50,50,1000,0,54,459,513,,0.4991,0.8562086017235454,0.46295000000000003,0.623604358215671,157.01623248486328,0.578079485334456,0,0,51,0.46296296296296297,0.0,0.6307857036590576
GREATS,mnist,2,0.4,0.0,100,100,1000,0,104,426,530,,0.5073,0.8729996044013602,0.42818999999999996,0.590044044953088,241.7687344605515,1.1502137249335647,0,0,101,0.46153846153846156,0.0,0.6345584392547607
GREATS,mnist,2,0.4,0.0,200,200,1000,0,204,335,539,,0.4414,0.86327444285574,0.33815000000000006,0.49943792455066544,368.7908992219349,2.2324569020420313,0,1,201,0.45098039215686275,0.0,0.626059353351593
