method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se
MaxLoss,0.4,0.6,200,10,194.2,2.6280537792569363,198.2,2.6280537792569363,10.3,3.9750611455814244,208.5,5.99861095032286,0.21152873885584994,0.0054245258235891365,0.032100000000000004,0.004221742662824333,0.5079589290893637,0.00910792914638966,0.4,0.16329931618554522,0.6,0.16329931618554522,195.2,2.6280537792569363,0.2996225273688591,0.007840026722497692,0.42973102824955484,0.01020230967821512,0.5447126537561416,0.030818117272193513
MaxLoss,0.4,0.6,50,10,50.0,0.0,54.0,0.0,148.3,15.262190027792357,202.3,15.262190027792357,0.2056394932209514,0.013794542749181281,0.09434000000000001,0.00963120160958353,0.33884568728972225,0.004525533734092991,0.0,0.0,0.0,0.0,51.0,0.0,0.3740740740740741,0.014291156670111391,0.47407407407407404,0.023129622216290367,0.6313090652227402,0.03764014492944714
MaxLoss,0.4,0.7,100,10,100.0,0.0,104.0,0.0,46.1,5.877357682950165,150.1,5.877357682950165,0.20948371333070098,0.007201392006505279,0.06978,0.007065830139166632,0.4020637712033931,0.0022207345219851737,0.0,0.0,0.0,0.0,101.0,0.0,0.3384615384615385,0.015087951661461308,0.46634615384615385,0.020435048883711646,0.6479550838470459,0.04079105777367897
MaxLoss,0.4,0.7,200,10,143.3,7.523370993850503,147.3,7.523370993850503,0.0,0.0,147.3,7.523370993850503,0.20598930105334148,0.009221322108688295,0.027139999999999987,0.002234885033085846,0.45273429609369487,0.008443126118426588,1.0,0.0,0.0,0.0,144.3,7.523370993850503,0.3139396607325714,0.01114477346463376,0.45898612515581994,0.012217477886119784,0.6265253216028214,0.04664271751208031
MaxLoss,0.4,0.7,50,10,50.0,0.0,54.0,0.0,88.8,7.727008908152407,142.8,7.727008908152408,0.20045579415746034,0.009493678546428684,0.08945,0.007467950038516445,0.35850565430591813,0.00217148421365177,0.0,0.0,0.0,0.0,51.0,0.0,0.34444444444444444,0.014130275484271104,0.47037037037037044,0.017503020837972626,0.6318951100111008,0.03753340104206099
MaxLoss,0.4,0.8,100,10,88.7,4.136692183644103,92.7,4.136692183644103,5.3,2.4632859715789754,98.0,6.04060335470629,0.21484657216933556,0.011300855569844474,0.055959999999999996,0.005590690674882869,0.39501809569774193,0.013657603408662315,0.6,0.1632993161855452,0.0,0.0,89.7,4.136692183644103,0.33480310582720224,0.008359835680428236,0.4760829647576636,0.018660960206406618,0.6614341497421264,0.03613518035142281
MaxLoss,0.4,0.8,200,10,95.2,6.494099886307057,99.2,6.494099886307057,0.0,0.0,99.2,6.494099886307057,0.2170469937089365,0.012129269437502206,0.05075999999999999,0.004550828984310933,0.4035431915021036,0.015423685125727565,1.0,0.0,0.0,0.0,96.2,6.494099886307057,0.31992676597285646,0.010008669429939653,0.46330598286044705,0.018725342578884096,0.6588500559329986,0.03445859891781179
MaxLoss,0.4,0.8,50,10,50.0,0.0,54.0,0.0,32.6,5.018189137749016,86.6,5.018189137749016,0.19348212069016882,0.009495632426340385,0.06728999999999999,0.0065881450769966765,0.36391721229301766,0.011735779690013447,0.0,0.0,0.0,0.0,51.0,0.0,0.37037037037037035,0.012033079438035759,0.4907407407407408,0.023137857795051005,0.6336531430482865,0.03934570210491647
PU-C,0.0,0.0,100,10,99.8,0.19999999999999998,103.8,0.19999999999999998,26.5,13.995435763927546,130.3,14.038874598770374,0.05629757642163895,0.005257839774900834,0.022619999999999994,0.0033467662667781943,0.2085853083874099,0.011866322515670125,0.2,0.13333333333333333,0.0,0.0,100.8,0.19999999999999998,0.0,0.0,0.14144042232277526,0.026199971301389242,0.8216891050338745,0.011497591382722664
PU-C,0.0,0.0,200,10,104.3,1.4533486237727757,108.3,1.4533486237727757,0.0,0.0,108.3,1.4533486237727757,0.048014304105890915,0.00055946344200608,0.016959999999999996,0.0006083127850410858,0.22401169579825364,0.011759757956408351,1.0,0.0,0.0,0.0,105.3,1.4533486237727757,0.0,0.0,0.14386930646038015,0.02466709284000654,0.8247444987297058,0.007781727779645887
