method,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-G,5,0.4,0.4,100,100,1800,1200,104,277,381,0.24526235210942104,0.11709999999999998,0.6685570000554435,0,0,101,0.28846153846153844,0.41346153846153844,0.7058274745941162
PU-G,5,0.4,0.4,200,200,1800,1200,204,45,249,0.16664425266208127,0.015700000000000047,1.4604290830320679,0,1,201,0.24509803921568626,0.35294117647058826,0.4783279597759247
MaxLoss,5,0.4,0.5,50,50,1500,1500,54,168,222,0.17981651553418487,0.09330000000000005,0.30294883297756314,0,0,51,0.42592592592592593,0.5,0.6843692064285278
MaxLoss,5,0.4,0.5,100,100,1500,1500,104,135,239,0.19213019928429276,0.09260000000000002,0.3510202920297161,0,0,101,0.3269230769230769,0.40384615384615385,0.6411281228065491
MaxLoss,5,0.4,0.5,200,200,1500,1500,204,107,311,0.24370382411871105,0.07750000000000001,0.48199412500252947,0,1,201,0.28921568627450983,0.4068627450980392,0.45141735672950745
PU-C,5,0.4,0.5,50,50,1500,1500,54,196,250,0.20006750902393833,0.09809999999999997,0.36667829198995605,0,0,51,0.25925925925925924,0.4074074074074074,0.8087173700332642
PU-C,5,0.4,0.5,100,100,1500,1500,104,131,235,0.18923811620334163,0.0816,0.4486674999934621,0,0,101,0.36538461538461536,0.4423076923076923,0.8454728126525879
PU-C,5,0.4,0.5,200,200,1500,1500,204,54,258,0.20582595362793654,0.041000000000000036,0.7795274999807589,0,1,201,0.29411764705882354,0.43137254901960786,0.5166664719581604
PU-F,5,0.4,0.5,50,50,1500,1500,54,247,301,0.2365908400970511,0.11719999999999997,0.42538008297560737,0,0,51,0.24074074074074073,0.3333333333333333,0.8293448686599731
PU-F,5,0.4,0.5,100,100,1500,1500,104,218,322,0.25151132163591683,0.11229999999999996,0.6547058330033906,0,0,101,0.3076923076923077,0.38461538461538464,0.8376840353012085
PU-F,5,0.4,0.5,200,200,1500,1500,204,31,235,0.18923811620334163,0.018900000000000028,1.3278917919960804,0,1,201,0.23529411764705882,0.3431372549019608,0.6026320457458496
PU-G,5,0.4,0.5,50,50,1500,1500,54,156,210,0.17108776047825813,0.08009999999999995,0.4256438330048695,0,0,51,0.2222222222222222,0.35185185185185186,0.7903921604156494
PU-G,5,0.4,0.5,100,100,1500,1500,104,108,212,0.17254476906964555,0.06610000000000005,0.5673730830312707,0,0,101,0.2692307692307692,0.40384615384615385,0.7863696813583374
PU-G,5,0.4,0.5,200,200,1500,1500,204,88,292,0.2301762904971838,0.07879999999999998,1.1777854580432177,0,1,201,0.22549019607843138,0.39705882352941174,0.7103882431983948
MaxLoss,5,0.4,0.6,50,50,1200,1800,54,124,178,0.1838300662348047,0.07469999999999999,0.3258660000283271,0,0,51,0.42592592592592593,0.5370370370370371,0.7457226514816284
MaxLoss,5,0.4,0.6,100,100,1200,1800,104,81,185,0.19022639485774562,0.0605,0.37379891698947176,0,0,101,0.3557692307692308,0.49038461538461536,0.7704421877861023
MaxLoss,5,0.4,0.6,200,183,1200,1800,187,0,187,0.19205072324257344,0.02429999999999999,0.475462292029988,1,0,184,0.29411764705882354,0.44919786096256686,0.6344947814941406
PU-C,5,0.4,0.6,50,50,1200,1800,54,159,213,0.21564663999015465,0.09450000000000003,0.37801187497098,0,0,51,0.35185185185185186,0.4074074074074074,0.6393693685531616
PU-C,5,0.4,0.6,100,100,1200,1800,104,134,238,0.23814377281814814,0.09019999999999995,0.45433437498286366,0,0,101,0.3557692307692308,0.4519230769230769,0.6149051785469055
PU-C,5,0.4,0.6,200,193,1200,1800,197,0,197,0.20115190133219585,0.034399999999999986,0.6180811249651015,1,0,194,0.2639593908629442,0.40609137055837563,0.462703675031662
PU-F,5,0.4,0.6,50,50,1200,1800,54,129,183,0.18840066209668294,0.07520000000000004,0.4243816250236705,0,0,51,0.25925925925925924,0.42592592592592593,0.6244822144508362
PU-F,5,0.4,0.6,100,100,1200,1800,104,83,187,0.19205072324257344,0.05900000000000005,0.5357787079992704,0,0,101,0.2403846153846154,0.40384615384615385,0.6391846537590027
PU-F,5,0.4,0.6,200,200,1200,1800,204,12,216,0.21835569257382303,0.03259999999999996,0.7753787499968894,0,1,201,0.2696078431372549,0.4068627450980392,0.6727210879325867
PU-G,5,0.4,0.6,50,50,1200,1800,54,80,134,0.143171914271079,0.05989999999999995,0.43345629202667624,0,0,51,0.2222222222222222,0.35185185185185186,0.8821866512298584
PU-G,5,0.4,0.6,100,100,1200,1800,104,50,154,0.16175739711616188,0.04379999999999995,0.5380420419969596,0,0,101,0.20192307692307693,0.3942307692307692,0.863322377204895
PU-G,5,0.4,0.6,200,200,1200,1800,204,10,214,0.21654995391145349,0.048699999999999966,0.7823205000022426,0,1,201,0.2549019607843137,0.4215686274509804,0.7280418872833252
MaxLoss,5,0.4,0.7,50,50,900,2100,54,80,134,0.1898119124234654,0.09760000000000002,0.3631110409623943,0,0,51,0.4074074074074074,0.5555555555555556,0.4348909854888916
MaxLoss,5,0.4,0.7,100,100,900,2100,104,13,117,0.16872133343713358,0.03710000000000002,0.40640312497271225,0,0,101,0.3942307692307692,0.5576923076923077,0.4028080403804779
MaxLoss,5,0.4,0.7,200,120,900,2100,124,0,124,0.17743394314311445,0.03369999999999995,0.4272534159827046,1,0,121,0.3548387096774194,0.5241935483870968,0.3973648250102997
PU-C,5,0.4,0.7,50,50,900,2100,54,56,110,0.15996586723485962,0.0524,0.24389870901359245,0,0,51,0.2962962962962963,0.4444444444444444,0.6970465779304504
PU-C,5,0.4,0.7,100,100,900,2100,104,38,142,0.19966048968490213,0.057699999999999974,0.30613366700708866,0,0,101,0.3173076923076923,0.4807692307692308,0.7050915360450745
PU-C,5,0.4,0.7,200,150,900,2100,154,0,154,0.21435099828522652,0.04930000000000001,0.3843902090447955,1,0,151,0.2922077922077922,0.461038961038961,0.6578413844108582
PU-F,5,0.4,0.7,50,50,900,2100,54,90,144,0.2021155854454264,0.07769999999999999,0.4273392080212943,0,0,51,0.3148148148148148,0.37037037037037035,0.803468644618988
PU-F,5,0.4,0.7,100,100,900,2100,104,39,143,0.2008883812231943,0.04169999999999996,0.5166938329930417,0,0,101,0.3269230769230769,0.49038461538461536,0.8200519680976868
PU-F,5,0.4,0.7,200,163,900,2100,167,0,167,0.2301632518065162,0.02639999999999998,0.6329637499875389,1,0,164,0.2754491017964072,0.46107784431137727,0.6262338161468506
PU-G,5,0.4,0.7,50,50,900,2100,54,70,124,0.17743394314311445,0.06430000000000002,0.41803970898035914,0,0,51,0.25925925925925924,0.37037037037037035,0.7692394852638245
PU-G,5,0.4,0.7,100,100,900,2100,104,48,152,0.21190912049496546,0.04959999999999998,0.5204623339814134,0,0,101,0.27884615384615385,0.4423076923076923,0.7733246088027954
PU-G,5,0.4,0.7,200,200,900,2100,204,4,208,0.2794281770475209,0.02059999999999995,0.7268836249713786,0,1,201,0.21568627450980393,0.4166666666666667,0.6259229183197021
MaxLoss,5,0.4,0.8,50,50,600,2400,54,12,66,0.15428020007675514,0.06579999999999997,0.36266624997369945,0,0,51,0.3333333333333333,0.5,0.6636915802955627
MaxLoss,5,0.4,0.8,100,68,600,2400,72,0,72,0.16587713174521923,0.059599999999999986,0.3778462919872254,1,0,69,0.3055555555555556,0.4861111111111111,0.6726433634757996
MaxLoss,5,0.4,0.8,200,68,600,2400,72,0,72,0.16587713174521923,0.059599999999999986,0.380295125010889,1,0,69,0.3055555555555556,0.4861111111111111,0.6726433634757996
PU-C,5,0.4,0.8,50,50,600,2400,54,32,86,0.19258594751590863,0.05569999999999997,0.25146270799450576,0,0,51,0.2777777777777778,0.4074074074074074,0.8087981343269348
PU-C,5,0.4,0.8,100,85,600,2400,89,0,89,0.19825265364488587,0.06730000000000003,0.2894010000163689,1,0,86,0.24719101123595505,0.4157303370786517,0.8159522414207458
PU-C,5,0.4,0.8,200,85,600,2400,89,0,89,0.19825265364488587,0.06730000000000003,0.29171187500469387,1,0,86,0.24719101123595505,0.4157303370786517,0.8159522414207458
PU-F,5,0.4,0.8,50,50,600,2400,54,31,85,0.19069288240280002,0.057499999999999996,0.26830754202092066,0,0,51,0.3148148148148148,0.42592592592592593,0.751397430896759
PU-F,5,0.4,0.8,100,87,600,2400,91,0,91,0.20202032779343426,0.06640000000000001,0.31523100001504645,1,0,88,0.24175824175824176,0.4175824175824176,0.7252370715141296
PU-F,5,0.4,0.8,200,87,600,2400,91,0,91,0.20202032779343426,0.06640000000000001,0.31770508404588327,1,0,88,0.24175824175824176,0.4175824175824176,0.7252370715141296
PU-G,5,0.4,0.8,50,50,600,2400,54,30,84,0.1887976871803403,0.0736,0.29026229097507894,0,0,51,0.18518518518518517,0.3333333333333333,0.7820378541946411
PU-G,5,0.4,0.8,100,88,600,2400,92,0,92,0.20390120532829314,0.05679999999999996,0.33923474996117875,1,0,89,0.1956521739130435,0.34782608695652173,0.7898460030555725
PU-G,5,0.4,0.8,200,88,600,2400,92,0,92,0.20390120532829314,0.05679999999999996,0.3417760409647599,1,0,89,0.1956521739130435,0.34782608695652173,0.7898460030555725
MaxLoss,6,0.0,0.0,50,50,3000,0,54,23,77,0.03581643110373989,0.016800000000000037,0.07272779202321544,0,0,51,0.0,0.37037037037037035,0.860320508480072
MaxLoss,6,0.0,0.0,100,88,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.13018191698938608,1,0,89,0.0,0.21739130434782608,0.8276789784431458
MaxLoss,6,0.0,0.0,200,88,3000,0,92,0,92,0.041701713809743524,0.013000000000000012,0.13273470901185647,1,0,89,0.0,0.21739130434782608,0.8276789784431458
PU-C,6,0.0,0.0,50,50,3000,0,54,119,173,0.0725245603825897,0.03610000000000002,0.1006627079914324,0,0,51,0.0,0.3333333333333333,0.8593124151229858
PU-C,6,0.0,0.0,100,100,3000,0,104,34,138,0.059359475679229945,0.021199999999999997,0.19376816699514166,0,0,101,0.0,0.22115384615384615,0.8631044030189514
PU-C,6,0.0,0.0,200,111,3000,0,115,0,115,0.05059218790847808,0.01739999999999997,0.21638479200191796,1,0,112,0.0,0.21739130434782608,0.8623723387718201
PU-F,6,0.0,0.0,50,50,3000,0,54,72,126,0.05479860055493191,0.03080000000000005,0.19996487500611693,0,0,51,0.0,0.3333333333333333,0.8229169845581055
PU-F,6,0.0,0.0,100,100,3000,0,104,23,127,0.055179738090373576,0.020100000000000007,0.32764629198936746,0,0,101,0.0,0.21153846153846154,0.7855918407440186
PU-F,6,0.0,0.0,200,130,3000,0,134,0,134,0.0578422054531984,0.006700000000000039,0.3969519999809563,1,0,131,0.0,0.2462686567164179,0.7825992107391357
PU-G,6,0.0,0.0,50,50,3000,0,54,145,199,0.08219695603474975,0.036699999999999955,0.21521008299896494,0,0,51,0.0,0.18518518518518517,0.7362277507781982
PU-G,6,0.0,0.0,100,100,3000,0,104,62,166,0.06990600907010958,0.022199999999999998,0.34937970800092444,0,0,101,0.0,0.2692307692307692,0.7550849318504333
PU-G,6,0.0,0.0,200,148,3000,0,152,0,152,0.06464810745092109,0.0047000000000000375,0.46063454198883846,1,0,149,0.0,0.2631578947368421,0.6426711678504944
MaxLoss,6,0.0,0.1,50,50,2700,300,54,31,85,0.04326956678414717,0.019399999999999973,0.20115074998466298,0,0,51,0.0,0.2777777777777778,0.9213858842849731
MaxLoss,6,0.0,0.1,100,65,2700,300,69,0,69,0.03624958673026413,0.009299999999999975,0.2502228330122307,1,0,66,0.0,0.2463768115942029,0.9205164909362793
MaxLoss,6,0.0,0.1,200,65,2700,300,69,0,69,0.03624958673026413,0.009299999999999975,0.2526887499843724,1,0,66,0.0,0.2463768115942029,0.9205164909362793
PU-C,6,0.0,0.1,50,50,2700,300,54,8,62,0.03313811658881605,0.011700000000000044,0.10459579201415181,0,0,51,0.0,0.2222222222222222,0.9141070246696472
PU-C,6,0.0,0.1,100,62,2700,300,66,0,66,0.0349194910377264,0.010700000000000043,0.12295683397678658,1,0,63,0.0,0.25757575757575757,0.9153321385383606
PU-C,6,0.0,0.1,200,62,2700,300,66,0,66,0.0349194910377264,0.010700000000000043,0.12502983398735523,1,0,63,0.0,0.25757575757575757,0.9153321385383606
PU-F,6,0.0,0.1,50,50,2700,300,54,44,98,0.0488973751780577,0.01739999999999997,0.13020987500203773,0,0,51,0.0,0.2962962962962963,0.9009809494018555
PU-F,6,0.0,0.1,100,75,2700,300,79,0,79,0.04065049049677327,0.006199999999999983,0.17398408299777657,1,0,76,0.0,0.2911392405063291,0.9148101210594177
PU-F,6,0.0,0.1,200,75,2700,300,79,0,79,0.04065049049677327,0.006199999999999983,0.1761941659497097,1,0,76,0.0,0.2911392405063291,0.9148101210594177
PU-G,6,0.0,0.1,50,50,2700,300,54,37,91,0.04587448464008048,0.015700000000000047,0.12273091601673514,0,0,51,0.0,0.2777777777777778,0.8785477876663208
PU-G,6,0.0,0.1,100,55,2700,300,59,0,59,0.03179569693747908,0.0031999999999999806,0.13315945799695328,1,0,56,0.0,0.288135593220339,0.9073106050491333
PU-G,6,0.0,0.1,200,55,2700,300,59,0,59,0.03179569693747908,0.0031999999999999806,0.13546108303125948,1,0,56,0.0,0.288135593220339,0.9073106050491333
MaxLoss,6,0.0,0.2,50,50,2400,600,54,6,60,0.036252003570552915,0.009800000000000031,0.10724787501385435,0,0,51,0.0,0.2777777777777778,0.9104049801826477
MaxLoss,6,0.0,0.2,100,58,2400,600,62,0,62,0.0372571304324083,0.009199999999999986,0.1176130420062691,1,0,59,0.0,0.2903225806451613,0.9131077527999878
MaxLoss,6,0.0,0.2,200,58,2400,600,62,0,62,0.0372571304324083,0.009199999999999986,0.11976183403749019,1,0,59,0.0,0.2903225806451613,0.9131077527999878
PU-C,6,0.0,0.2,50,38,2400,600,42,0,42,0.02705520042218268,0.005099999999999993,0.10471487499307841,1,0,39,0.0,0.23809523809523808,0.8974909782409668
PU-C,6,0.0,0.2,100,38,2400,600,42,0,42,0.02705520042218268,0.005099999999999993,0.10693887498928234,1,0,39,0.0,0.23809523809523808,0.8974909782409668
PU-C,6,0.0,0.2,200,38,2400,600,42,0,42,0.02705520042218268,0.005099999999999993,0.10907929198583588,1,0,39,0.0,0.23809523809523808,0.8974909782409668
PU-F,6,0.0,0.2,50,48,2400,600,52,0,52,0.032201003341469914,0.007399999999999962,0.12990087497746572,1,0,49,0.0,0.21153846153846154,0.8684949278831482
PU-F,6,0.0,0.2,100,48,2400,600,52,0,52,0.032201003341469914,0.007399999999999962,0.1322715840069577,1,0,49,0.0,0.21153846153846154,0.8684949278831482
PU-F,6,0.0,0.2,200,48,2400,600,52,0,52,0.032201003341469914,0.007399999999999962,0.13488720898749307,1,0,49,0.0,0.21153846153846154,0.8684949278831482
PU-G,6,0.0,0.2,50,50,2400,600,54,19,73,0.04273886897135526,0.014499999999999957,0.13788229099009186,0,0,51,0.0,0.2777777777777778,0.8615732789039612
PU-G,6,0.0,0.2,100,79,2400,600,83,0,83,0.04766377422492951,0.010700000000000043,0.1845545829855837,1,0,80,0.0,0.27710843373493976,0.8655422925949097
PU-G,6,0.0,0.2,200,79,2400,600,83,0,83,0.04766377422492951,0.010700000000000043,0.18712645798223093,1,0,80,0.0,0.27710843373493976,0.8655422925949097
MaxLoss,6,0.0,0.3,50,12,2100,900,16,0,16,0.014772376918699592,0.0040000000000000036,0.09684354200726375,1,0,13,0.0,0.1875,0.6913062930107117
MaxLoss,6,0.0,0.3,100,12,2100,900,16,0,16,0.014772376918699592,0.0040000000000000036,0.09903899999335408,1,0,13,0.0,0.1875,0.6913062930107117
MaxLoss,6,0.0,0.3,200,12,2100,900,16,0,16,0.014772376918699592,0.0040000000000000036,0.10093754198169336,1,0,13,0.0,0.1875,0.6913062930107117
PU-C,6,0.0,0.3,50,31,2100,900,35,0,35,0.02670720242895186,0.006099999999999994,0.12600300001213327,1,0,32,0.0,0.14285714285714285,0.8530154228210449
PU-C,6,0.0,0.3,100,31,2100,900,35,0,35,0.02670720242895186,0.006099999999999994,0.12842479097889736,1,0,32,0.0,0.14285714285714285,0.8530154228210449
PU-C,6,0.0,0.3,200,31,2100,900,35,0,35,0.02670720242895186,0.006099999999999994,0.13062745798379183,1,0,32,0.0,0.14285714285714285,0.8530154228210449
PU-F,6,0.0,0.3,50,17,2100,900,21,0,21,0.01802432123804465,0.0039000000000000146,0.11032725003315136,1,0,18,0.0,0.23809523809523808,0.729252278804779
PU-F,6,0.0,0.3,100,17,2100,900,21,0,21,0.01802432123804465,0.0039000000000000146,0.1126620420254767,1,0,18,0.0,0.23809523809523808,0.729252278804779
PU-F,6,0.0,0.3,200,17,2100,900,21,0,21,0.01802432123804465,0.0039000000000000146,0.11507975001586601,1,0,18,0.0,0.23809523809523808,0.729252278804779
PU-G,6,0.0,0.3,50,49,2100,900,53,0,53,0.037355240201577544,0.008499999999999952,0.15298041701316833,1,0,50,0.0,0.2641509433962264,0.8923598527908325
PU-G,6,0.0,0.3,100,49,2100,900,53,0,53,0.037355240201577544,0.008499999999999952,0.15525825001532212,1,0,50,0.0,0.2641509433962264,0.8923598527908325
PU-G,6,0.0,0.3,200,49,2100,900,53,0,53,0.037355240201577544,0.008499999999999952,0.15734283399069682,1,0,50,0.0,0.2641509433962264,0.8923598527908325
MaxLoss,6,0.0,0.4,50,16,1800,1200,20,0,20,0.020266207866370678,0.00660000000000005,0.12352012499468401,1,0,17,0.0,0.2,0.829317033290863
MaxLoss,6,0.0,0.4,100,16,1800,1200,20,0,20,0.020266207866370678,0.00660000000000005,0.12575295800343156,1,0,17,0.0,0.2,0.829317033290863
MaxLoss,6,0.0,0.4,200,16,1800,1200,20,0,20,0.020266207866370678,0.00660000000000005,0.1279466660344042,1,0,17,0.0,0.2,0.829317033290863
PU-C,6,0.0,0.4,50,29,1800,1200,33,0,33,0.02971941459691152,0.008600000000000052,0.14309625001624227,1,0,30,0.0,0.21212121212121213,0.8446689248085022
PU-C,6,0.0,0.4,100,29,1800,1200,33,0,33,0.02971941459691152,0.008600000000000052,0.1454410000005737,1,0,30,0.0,0.21212121212121213,0.8446689248085022
PU-C,6,0.0,0.4,200,29,1800,1200,33,0,33,0.02971941459691152,0.008600000000000052,0.1473678750335239,1,0,30,0.0,0.21212121212121213,0.8446689248085022
PU-F,6,0.0,0.4,50,22,1800,1200,26,0,26,0.024695796193554997,0.0037000000000000366,0.14041183301014826,1,0,23,0.0,0.2692307692307692,0.8046227097511292
PU-F,6,0.0,0.4,100,22,1800,1200,26,0,26,0.024695796193554997,0.0037000000000000366,0.1424937910051085,1,0,23,0.0,0.2692307692307692,0.8046227097511292
PU-F,6,0.0,0.4,200,22,1800,1200,26,0,26,0.024695796193554997,0.0037000000000000366,0.1444908749544993,1,0,23,0.0,0.2692307692307692,0.8046227097511292
PU-G,6,0.0,0.4,50,31,1800,1200,35,0,35,0.03113263612613082,0.007099999999999995,0.14965408301213756,1,0,32,0.0,0.17142857142857143,0.8404598236083984
PU-G,6,0.0,0.4,100,31,1800,1200,35,0,35,0.03113263612613082,0.007099999999999995,0.15183070802595466,1,0,32,0.0,0.17142857142857143,0.8404598236083984
PU-G,6,0.0,0.4,200,31,1800,1200,35,0,35,0.03113263612613082,0.007099999999999995,0.15380466601345688,1,0,32,0.0,0.17142857142857143,0.8404598236083984
MaxLoss,6,0.0,0.5,50,28,1500,1500,32,0,32,0.03477253299206495,0.009099999999999997,0.1533977909712121,1,0,29,0.0,0.28125,0.8357314467430115
MaxLoss,6,0.0,0.5,100,28,1500,1500,32,0,32,0.03477253299206495,0.009099999999999997,0.1558254580013454,1,0,29,0.0,0.28125,0.8357314467430115
MaxLoss,6,0.0,0.5,200,28,1500,1500,32,0,32,0.03477253299206495,0.009099999999999997,0.15781179099576548,1,0,29,0.0,0.28125,0.8357314467430115
PU-C,6,0.0,0.5,50,24,1500,1500,28,0,28,0.03134069964289665,0.0043999999999999595,0.15781283401884139,1,0,25,0.0,0.25,0.8666123747825623
PU-C,6,0.0,0.5,100,24,1500,1500,28,0,28,0.03134069964289665,0.0043999999999999595,0.1599761670222506,1,0,25,0.0,0.25,0.8666123747825623
PU-C,6,0.0,0.5,200,24,1500,1500,28,0,28,0.03134069964289665,0.0043999999999999595,0.16204483399633318,1,0,25,0.0,0.25,0.8666123747825623
PU-F,6,0.0,0.5,50,22,1500,1500,26,0,26,0.02960471750702709,0.0046000000000000485,0.1579487919807434,1,0,23,0.0,0.3076923076923077,0.8469341397285461
PU-F,6,0.0,0.5,100,22,1500,1500,26,0,26,0.02960471750702709,0.0046000000000000485,0.16021883400389925,1,0,23,0.0,0.3076923076923077,0.8469341397285461
PU-F,6,0.0,0.5,200,22,1500,1500,26,0,26,0.02960471750702709,0.0046000000000000485,0.16249608399812132,1,0,23,0.0,0.3076923076923077,0.8469341397285461
PU-G,6,0.0,0.5,50,32,1500,1500,36,0,36,0.03815845097415149,0.0046000000000000485,0.17062450002413243,1,0,33,0.0,0.2777777777777778,0.8232629895210266
PU-G,6,0.0,0.5,100,32,1500,1500,36,0,36,0.03815845097415149,0.0046000000000000485,0.1728772500064224,1,0,33,0.0,0.2777777777777778,0.8232629895210266
PU-G,6,0.0,0.5,200,32,1500,1500,36,0,36,0.03815845097415149,0.0046000000000000485,0.17488562501966953,1,0,33,0.0,0.2777777777777778,0.8232629895210266
MaxLoss,6,0.0,0.6,50,6,1200,1800,10,0,10,0.018649740784894675,0.0048000000000000265,0.16291245800675824,1,0,7,0.0,0.1,0.7099832892417908
MaxLoss,6,0.0,0.6,100,6,1200,1800,10,0,10,0.018649740784894675,0.0048000000000000265,0.16531137499259785,1,0,7,0.0,0.1,0.7099832892417908
MaxLoss,6,0.0,0.6,200,6,1200,1800,10,0,10,0.018649740784894675,0.0048000000000000265,0.16738295799586922,1,0,7,0.0,0.1,0.7099832892417908
PU-C,6,0.0,0.6,50,11,1200,1800,15,0,15,0.024623136851005256,0.005199999999999982,0.16968345898203552,1,0,12,0.0,0.26666666666666666,0.7536816596984863
PU-C,6,0.0,0.6,100,11,1200,1800,15,0,15,0.024623136851005256,0.005199999999999982,0.1719588750274852,1,0,12,0.0,0.26666666666666666,0.7536816596984863
PU-C,6,0.0,0.6,200,11,1200,1800,15,0,15,0.024623136851005256,0.005199999999999982,0.174148750025779,1,0,12,0.0,0.26666666666666666,0.7536816596984863
PU-F,6,0.0,0.6,50,8,1200,1800,12,0,12,0.02108020952437073,0.006700000000000039,0.16770220798207447,1,0,9,0.0,0.25,0.6565669775009155
PU-F,6,0.0,0.6,100,8,1200,1800,12,0,12,0.02108020952437073,0.006700000000000039,0.16987812501611188,1,0,9,0.0,0.25,0.6565669775009155
PU-F,6,0.0,0.6,200,8,1200,1800,12,0,12,0.02108020952437073,0.006700000000000039,0.17190683301305398,1,0,9,0.0,0.25,0.6565669775009155
PU-G,6,0.0,0.6,50,14,1200,1800,18,0,18,0.0280719343572855,0.007499999999999951,0.17462887504370883,1,0,15,0.0,0.1111111111111111,0.7756962776184082
PU-G,6,0.0,0.6,100,14,1200,1800,18,0,18,0.0280719343572855,0.007499999999999951,0.17736225004773587,1,0,15,0.0,0.1111111111111111,0.7756962776184082
PU-G,6,0.0,0.6,200,14,1200,1800,18,0,18,0.0280719343572855,0.007499999999999951,0.17945737502304837,1,0,15,0.0,0.1111111111111111,0.7756962776184082
MaxLoss,6,0.0,0.7,50,11,900,2100,15,0,15,0.03276355308480561,0.0046000000000000485,0.18849433300783858,1,0,12,0.0,0.26666666666666666,0.774283766746521
MaxLoss,6,0.0,0.7,100,11,900,2100,15,0,15,0.03276355308480561,0.0046000000000000485,0.1911223329952918,1,0,12,0.0,0.26666666666666666,0.774283766746521
MaxLoss,6,0.0,0.7,200,11,900,2100,15,0,15,0.03276355308480561,0.0046000000000000485,0.19328258297173306,1,0,12,0.0,0.26666666666666666,0.774283766746521
PU-C,6,0.0,0.7,50,17,900,2100,21,0,21,0.041832362359855324,0.0046000000000000485,0.19825579196913168,1,0,18,0.0,0.23809523809523808,0.8222327828407288
PU-C,6,0.0,0.7,100,17,900,2100,21,0,21,0.041832362359855324,0.0046000000000000485,0.20048191701062024,1,0,18,0.0,0.23809523809523808,0.8222327828407288
PU-C,6,0.0,0.7,200,17,900,2100,21,0,21,0.041832362359855324,0.0046000000000000485,0.20268674998078495,1,0,18,0.0,0.23809523809523808,0.8222327828407288
PU-F,6,0.0,0.7,50,11,900,2100,15,0,15,0.03276355308480561,0.0028000000000000247,0.19381854200037196,1,0,12,0.0,0.26666666666666666,0.7398213744163513
PU-F,6,0.0,0.7,100,11,900,2100,15,0,15,0.03276355308480561,0.0028000000000000247,0.19619629200315103,1,0,12,0.0,0.26666666666666666,0.7398213744163513
PU-F,6,0.0,0.7,200,11,900,2100,15,0,15,0.03276355308480561,0.0028000000000000247,0.1982340000104159,1,0,12,0.0,0.26666666666666666,0.7398213744163513
PU-G,6,0.0,0.7,50,10,900,2100,14,0,14,0.03120950743323192,0.005199999999999982,0.19289395899977535,1,0,11,0.0,0.21428571428571427,0.7422184944152832
PU-G,6,0.0,0.7,100,10,900,2100,14,0,14,0.03120950743323192,0.005199999999999982,0.1949938340112567,1,0,11,0.0,0.21428571428571427,0.7422184944152832
PU-G,6,0.0,0.7,200,10,900,2100,14,0,14,0.03120950743323192,0.005199999999999982,0.19711145898327231,1,0,11,0.0,0.21428571428571427,0.7422184944152832
MaxLoss,6,0.0,0.8,50,2,600,2400,6,0,6,0.026965588273014873,0.0044999999999999485,0.20183804200496525,1,0,3,0.0,0.0,0.5434958934783936
MaxLoss,6,0.0,0.8,100,2,600,2400,6,0,6,0.026965588273014873,0.0044999999999999485,0.2040917500271462,1,0,3,0.0,0.0,0.5434958934783936
MaxLoss,6,0.0,0.8,200,2,600,2400,6,0,6,0.026965588273014873,0.0044999999999999485,0.2062282920232974,1,0,3,0.0,0.0,0.5434958934783936
PU-C,6,0.0,0.8,50,4,600,2400,8,0,8,0.03213391738245264,0.0026000000000000467,0.20392674999311566,1,0,5,0.0,0.125,0.5802131295204163
PU-C,6,0.0,0.8,100,4,600,2400,8,0,8,0.03213391738245264,0.0026000000000000467,0.20652870897902176,1,0,5,0.0,0.125,0.5802131295204163
PU-C,6,0.0,0.8,200,4,600,2400,8,0,8,0.03213391738245264,0.0026000000000000467,0.2086647090036422,1,0,5,0.0,0.125,0.5802131295204163
PU-F,6,0.0,0.8,50,5,600,2400,9,0,9,0.03463902446674183,0.0030999999999999917,0.20618287497200072,1,0,6,0.0,0.0,0.6585872769355774
PU-F,6,0.0,0.8,100,5,600,2400,9,0,9,0.03463902446674183,0.0030999999999999917,0.20860179199371487,1,0,6,0.0,0.0,0.6585872769355774
PU-F,6,0.0,0.8,200,5,600,2400,9,0,9,0.03463902446674183,0.0030999999999999917,0.21062299999175593,1,0,6,0.0,0.0,0.6585872769355774
PU-G,6,0.0,0.8,50,4,600,2400,8,0,8,0.03213391738245264,0.0027000000000000357,0.20565458398777992,1,0,5,0.0,0.0,0.6018061637878418
PU-G,6,0.0,0.8,100,4,600,2400,8,0,8,0.03213391738245264,0.0027000000000000357,0.2081805419875309,1,0,5,0.0,0.0,0.6018061637878418
PU-G,6,0.0,0.8,200,4,600,2400,8,0,8,0.03213391738245264,0.0027000000000000357,0.21027983399108052,1,0,5,0.0,0.0,0.6018061637878418
MaxLoss,6,0.4,0.0,50,50,3000,0,54,414,468,0.17929271882167086,0.10270000000000001,0.06007895799120888,0,0,51,0.37037037037037035,0.37037037037037035,0.6364550590515137
MaxLoss,6,0.4,0.0,100,100,3000,0,104,434,538,0.2040098755969666,0.11919999999999997,0.12284704099874943,0,0,101,0.2980769230769231,0.375,0.6839529275894165
