method,seed,noise_rate,pretrain_fraction,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,runtime_sec,stop_reached,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,2,0.0,0.4,1800,1200,24,0,24,0.023234111547935754,0.0036000000000000476,0.13242966699181125,1,21,0.0,0.125,0.8535769581794739
PU-F,2,0.0,0.4,1800,1200,18,0,18,0.01875582296634093,0.0043999999999999595,0.1278027500375174,1,15,0.0,0.2222222222222222,0.8268259167671204
PU-G,2,0.0,0.4,1800,1200,33,0,33,0.02971941459691152,0.006700000000000039,0.1464658749755472,1,30,0.0,0.15151515151515152,0.8462184071540833
MaxLoss,2,0.0,0.5,1500,1500,21,0,21,0.025193650973960757,0.006700000000000039,0.14496433298336342,1,18,0.0,0.19047619047619047,0.8326988816261292
PU-C,2,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0041999999999999815,0.1445743329823017,1,13,0.0,0.1875,0.7979796528816223
PU-F,2,0.0,0.5,1500,1500,19,0,19,0.023395154566969723,0.005199999999999982,0.14950658299494535,1,16,0.0,0.15789473684210525,0.8399015665054321
PU-G,2,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0017000000000000348,0.14594395901076496,1,13,0.0,0.125,0.7763084769248962
MaxLoss,2,0.0,0.6,1200,1800,16,0,16,0.025781950331293046,0.005800000000000027,0.16977487498661503,1,13,0.0,0.1875,0.7834134697914124
PU-C,2,0.0,0.6,1200,1800,10,0,10,0.018649740784894675,0.0021999999999999797,0.167414249968715,1,7,0.0,0.3,0.6725190281867981
PU-F,2,0.0,0.6,1200,1800,15,0,15,0.024623136851005256,0.0039000000000000146,0.17367675004061311,1,12,0.0,0.13333333333333333,0.7446480393409729
PU-G,2,0.0,0.6,1200,1800,21,0,21,0.03144788567442447,0.0041999999999999815,0.1809471669839695,1,18,0.0,0.14285714285714285,0.7847890257835388
MaxLoss,2,0.0,0.7,900,2100,8,0,8,0.021493067673873156,0.0020999999999999908,0.18762004101881757,1,5,0.0,0.125,0.6156067252159119
PU-C,2,0.0,0.7,900,2100,10,0,10,0.024822357401717454,0.0014999999999999458,0.18770208297064528,1,7,0.0,0.1,0.5227559208869934
PU-F,2,0.0,0.7,900,2100,12,0,12,0.02805392601294443,0.0019000000000000128,0.19219679199159145,1,9,0.0,0.08333333333333333,0.7195277214050293
PU-G,2,0.0,0.7,900,2100,12,0,12,0.02805392601294443,0.0016000000000000458,0.19175616599386558,1,9,0.0,0.08333333333333333,0.6206419467926025
MaxLoss,2,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0011999999999999789,0.2099024589988403,1,6,0.0,0.1111111111111111,0.5895223021507263
PU-C,2,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0011999999999999789,0.20730754104442894,1,5,0.0,0.125,0.6291571855545044
PU-F,2,0.0,0.8,600,2400,10,0,10,0.037101879774127156,0.0021999999999999797,0.20987695798976347,1,7,0.0,0.1,0.6498368978500366
PU-G,2,0.0,0.8,600,2400,9,0,9,0.03463902446674183,0.0011999999999999789,0.20962887501809746,1,6,0.0,0.1111111111111111,0.5998193025588989
MaxLoss,2,0.4,0.0,3000,0,387,0,387,0.15046584833180532,0.026100000000000012,0.5504639580030926,1,384,0.35400516795865633,0.4134366925064599,0.43995118141174316
PU-C,2,0.4,0.0,3000,0,397,0,397,0.15403954300563782,0.015499999999999958,2.1111401250236668,1,394,0.3602015113350126,0.4156171284634761,0.4416947662830353
PU-F,2,0.4,0.0,3000,0,412,0,412,0.15939182799775153,0.01429999999999998,4.076654457952827,1,409,0.3325242718446602,0.41262135922330095,0.5490671396255493
PU-G,2,0.4,0.0,3000,0,455,0,455,0.1746836540987715,0.02180000000000004,4.690831874962896,1,452,0.3076923076923077,0.3934065934065934,0.6329975128173828
MaxLoss,2,0.4,0.1,2700,300,383,0,383,0.1653816276229918,0.013700000000000045,0.7020910000428557,1,380,0.33159268929503916,0.391644908616188,0.506666898727417
PU-C,2,0.4,0.1,2700,300,398,0,398,0.17132619221229106,0.02180000000000004,2.142248624993954,1,395,0.31909547738693467,0.4020100502512563,0.42829179763793945
PU-F,2,0.4,0.1,2700,300,370,0,370,0.1602200951310806,0.01749999999999996,3.32367241603788,1,367,0.34324324324324323,0.3972972972972973,0.839211642742157
PU-G,2,0.4,0.1,2700,300,481,0,481,0.20402703410945833,0.01859999999999995,5.1116062920191325,1,478,0.24740124740124741,0.36174636174636177,0.4122883081436157
MaxLoss,2,0.4,0.2,2400,600,317,0,317,0.15623358346056193,0.017900000000000027,0.5827557500451803,1,314,0.3470031545741325,0.4069400630914827,0.45422255992889404
PU-C,2,0.4,0.2,2400,600,403,0,403,0.19464209611760452,0.020000000000000018,2.3909567919909023,1,400,0.3002481389578164,0.38461538461538464,0.5273045301437378
PU-F,2,0.4,0.2,2400,600,328,0,328,0.16117459174711257,0.023499999999999965,2.501236208016053,1,325,0.31097560975609756,0.3628048780487805,0.42828303575515747
PU-G,2,0.4,0.2,2400,600,450,0,450,0.21544397296383977,0.027000000000000024,3.869493959005922,1,447,0.26,0.36444444444444446,0.6679808497428894
MaxLoss,2,0.4,0.3,2100,900,297,0,297,0.16795295104384422,0.022299999999999986,0.5752174170338549,1,294,0.31313131313131315,0.367003367003367,0.46742352843284607
PU-C,2,0.4,0.3,2100,900,313,0,313,0.17616658442420885,0.02849999999999997,1.3611900000250898,1,310,0.3035143769968051,0.3514376996805112,0.6364454627037048
PU-F,2,0.4,0.3,2100,900,280,0,280,0.15919836075045168,0.008499999999999952,1.5789096250082366,1,277,0.33214285714285713,0.36428571428571427,0.643961489200592
PU-G,2,0.4,0.3,2100,900,333,0,333,0.18640056799631566,0.01529999999999998,1.8977721250266768,1,330,0.29429429429429427,0.3783783783783784,0.44067487120628357
MaxLoss,2,0.4,0.4,1800,1200,256,0,256,0.17086683184606954,0.020299999999999985,0.5069889159640297,1,253,0.3046875,0.4140625,0.4897300601005554
PU-C,2,0.4,0.4,1800,1200,251,0,251,0.16785143030574545,0.022499999999999964,0.9621880830381997,1,248,0.30677290836653387,0.40239043824701193,0.3930729031562805
PU-F,2,0.4,0.4,1800,1200,257,0,257,0.17146948183653876,0.01639999999999997,1.328349250019528,1,254,0.32684824902723736,0.4046692607003891,0.7600014805793762
PU-G,2,0.4,0.4,1800,1200,290,0,290,0.1912810236099176,0.016100000000000003,1.5897940000286326,1,287,0.2689655172413793,0.3689655172413793,0.7623515725135803
MaxLoss,2,0.4,0.5,1500,1500,243,0,243,0.19501916045555845,0.013499999999999956,0.5121259589795955,1,240,0.3497942386831276,0.41975308641975306,0.4745016396045685
PU-C,2,0.4,0.5,1500,1500,225,0,225,0.18199383554747328,0.028800000000000048,0.7861797079676762,1,222,0.3511111111111111,0.4177777777777778,0.5609642863273621
PU-F,2,0.4,0.5,1500,1500,247,0,247,0.19790505955461413,0.023299999999999987,1.0444395830272697,1,244,0.31983805668016196,0.41700404858299595,0.6073562502861023
PU-G,2,0.4,0.5,1500,1500,266,0,266,0.2115729635115713,0.016000000000000014,1.0451596250059083,1,263,0.31954887218045114,0.43609022556390975,0.5810158252716064
MaxLoss,2,0.4,0.6,1200,1800,196,0,196,0.20024328428553417,0.016800000000000037,0.46870516595663503,1,193,0.29591836734693877,0.3826530612244898,0.4376809895038605
PU-C,2,0.4,0.6,1200,1800,193,0,193,0.1975154562969692,0.008000000000000007,0.5666095840279013,1,190,0.31088082901554404,0.39896373056994816,0.6141462326049805
PU-F,2,0.4,0.6,1200,1800,203,0,203,0.20659681741381064,0.01859999999999995,0.6848941670032218,1,200,0.27586206896551724,0.39408866995073893,0.5113422274589539
PU-G,2,0.4,0.6,1200,1800,214,0,214,0.21654995391145349,0.011399999999999966,0.7706472499994561,1,211,0.26635514018691586,0.40186915887850466,0.6467987298965454
MaxLoss,2,0.4,0.7,900,2100,109,0,109,0.15871139662340283,0.01649999999999996,0.37018112500663847,1,106,0.3761467889908257,0.5045871559633027,0.7556763887405396
PU-C,2,0.4,0.7,900,2100,99,0,99,0.1461123411427252,0.0121,0.3003915000008419,1,96,0.3939393939393939,0.48484848484848486,0.6476247310638428
PU-F,2,0.4,0.7,900,2100,98,0,98,0.14484673202969134,0.017199999999999993,0.3415925409644842,1,95,0.41836734693877553,0.4489795918367347,0.6122494339942932
PU-G,2,0.4,0.7,900,2100,128,0,128,0.18239447963424027,0.017900000000000027,0.39796737500000745,1,125,0.3125,0.3984375,0.7924027442932129
MaxLoss,2,0.4,0.8,600,2400,83,0,83,0.18690033128950745,0.0504,0.28531325003132224,1,80,0.3373493975903614,0.4457831325301205,0.5056420564651489
PU-C,2,0.4,0.8,600,2400,93,0,93,0.20578014344209805,0.031000000000000028,0.2893621669500135,1,90,0.3118279569892473,0.4731182795698925,0.6691408157348633
PU-F,2,0.4,0.8,600,2400,80,0,80,0.181194981909357,0.04590000000000005,0.3155488329939544,1,77,0.275,0.4125,0.7054545283317566
PU-G,2,0.4,0.8,600,2400,106,0,106,0.230040158261545,0.05149999999999999,0.3342637079767883,1,103,0.2641509433962264,0.39622641509433965,0.7441315054893494
MaxLoss,3,0.0,0.0,3000,0,123,0,123,0.053653962444514036,0.015100000000000002,0.1574112079688348,1,120,0.0,0.22764227642276422,0.8646236658096313
PU-C,3,0.0,0.0,3000,0,106,0,106,0.04712998168542981,0.01539999999999997,0.1891369580407627,1,103,0.0,0.24528301886792453,0.8407442569732666
PU-F,3,0.0,0.0,3000,0,127,0,127,0.055179738090373576,0.012399999999999967,0.3526775420177728,1,124,0.0,0.2125984251968504,0.8002996444702148
PU-G,3,0.0,0.0,3000,0,96,0,96,0.04325841483660042,0.007299999999999973,0.32334149995585904,1,93,0.0,0.3229166666666667,0.7172532081604004
MaxLoss,3,0.0,0.1,2700,300,59,0,59,0.03179569693747908,0.01200000000000001,0.10429229104192927,1,56,0.0,0.15254237288135594,0.9083559513092041
PU-C,3,0.0,0.1,2700,300,48,0,48,0.026819203747436404,0.008499999999999952,0.103936750034336,1,45,0.0,0.14583333333333334,0.8898251056671143
PU-F,3,0.0,0.1,2700,300,46,0,46,0.025903833156917244,0.007000000000000006,0.10365574999013916,1,43,0.0,0.2391304347826087,0.8899821043014526
PU-G,3,0.0,0.1,2700,300,51,0,51,0.02818571886746213,0.006000000000000005,0.11152820795541629,1,48,0.0,0.1568627450980392,0.8556615710258484
MaxLoss,3,0.0,0.2,2400,600,47,0,47,0.029640937224030495,0.007600000000000051,0.0980336670181714,1,44,0.0,0.14893617021276595,0.9129825234413147
PU-C,3,0.0,0.2,2400,600,26,0,26,0.018545468454249203,0.005199999999999982,0.08452241698978469,1,23,0.0,0.11538461538461539,0.8422993421554565
PU-F,3,0.0,0.2,2400,600,24,0,24,0.017447080521378666,0.0039000000000000146,0.08675104100257158,1,21,0.0,0.16666666666666666,0.7943009734153748
PU-G,3,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.006399999999999961,0.12388545798603445,1,49,0.0,0.11538461538461539,0.844045877456665
MaxLoss,3,0.0,0.3,2100,900,20,0,20,0.017382406338583678,0.0027000000000000357,0.10119166597723961,1,17,0.0,0.1,0.8335744738578796
PU-C,3,0.0,0.3,2100,900,22,0,22,0.018662572896573693,0.005099999999999993,0.10866254201391712,1,19,0.0,0.09090909090909091,0.7945910096168518
PU-F,3,0.0,0.3,2100,900,34,0,34,0.026101695955730975,0.005099999999999993,0.12880224996479228,1,31,0.0,0.11764705882352941,0.8524471521377563
PU-G,3,0.0,0.3,2100,900,36,0,36,0.027310927340295166,0.008600000000000052,0.12871541699860245,1,33,0.0,0.1388888888888889,0.8089287877082825
MaxLoss,3,0.0,0.4,1800,1200,28,0,28,0.026144773059058934,0.007499999999999951,0.1296981670311652,1,25,0.0,0.14285714285714285,0.8701629042625427
PU-C,3,0.0,0.4,1800,1200,31,0,31,0.028297114360611886,0.008000000000000007,0.13946508400840685,1,28,0.0,0.12903225806451613,0.8333098292350769
PU-F,3,0.0,0.4,1800,1200,22,0,22,0.021758200775366277,0.0040000000000000036,0.13384245801717043,1,19,0.0,0.09090909090909091,0.7909174561500549
PU-G,3,0.0,0.4,1800,1200,14,0,14,0.01566722959978506,0.0038000000000000256,0.12283850001404062,1,11,0.0,0.0,0.7602807283401489
MaxLoss,3,0.0,0.5,1500,1500,23,0,23,0.026971468585543334,0.008700000000000041,0.14760470803594217,1,20,0.0,0.13043478260869565,0.8287922739982605
PU-C,3,0.0,0.5,1500,1500,18,0,18,0.022487208247184753,0.0046000000000000485,0.14737862499896437,1,15,0.0,0.05555555555555555,0.7779861092567444
PU-F,3,0.0,0.5,1500,1500,11,0,11,0.015915791620500386,0.0032999999999999696,0.13987529196310788,1,8,0.0,0.09090909090909091,0.719912052154541
PU-G,3,0.0,0.5,1500,1500,16,0,16,0.020651578553952277,0.0036000000000000476,0.14582458400400355,1,13,0.0,0.125,0.7573884725570679
MaxLoss,3,0.0,0.6,1200,1800,11,0,11,0.019872920005582273,0.005099999999999993,0.16685612499713898,1,8,0.0,0.09090909090909091,0.6657754778862
PU-C,3,0.0,0.6,1200,1800,9,0,9,0.017408457002602518,0.0039000000000000146,0.16804849996697158,1,6,0.0,0.1111111111111111,0.6422634124755859
PU-F,3,0.0,0.6,1200,1800,18,0,18,0.0280719343572855,0.0048000000000000265,0.17813587503042072,1,15,0.0,0.1111111111111111,0.7811716198921204
PU-G,3,0.0,0.6,1200,1800,17,0,17,0.026931294472888112,0.0039000000000000146,0.17689279204932973,1,14,0.0,0.11764705882352941,0.7192791700363159
MaxLoss,3,0.0,0.7,900,2100,6,0,6,0.0180310292635113,0.0018000000000000238,0.18327149999095127,1,3,0.0,0.3333333333333333,0.548425555229187
PU-C,3,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.007600000000000051,0.19193670799722895,1,10,0.0,0.15384615384615385,0.7161779403686523
PU-F,3,0.0,0.7,900,2100,15,0,15,0.03276355308480561,0.008099999999999996,0.19637504202546552,1,12,0.0,0.13333333333333333,0.7434097528457642
PU-G,3,0.0,0.7,900,2100,17,0,17,0.03583114157663658,0.007299999999999973,0.19844524998916313,1,14,0.0,0.17647058823529413,0.7070713043212891
MaxLoss,3,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0032999999999999696,0.20740508404560387,1,4,0.0,0.0,0.509159505367279
PU-C,3,0.0,0.8,600,2400,6,0,6,0.026965588273014873,0.0030000000000000027,0.20939837500918657,1,3,0.0,0.16666666666666666,0.5418016910552979
PU-F,3,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0031999999999999806,0.2078238750109449,1,5,0.0,0.125,0.6011484861373901
PU-G,3,0.0,0.8,600,2400,7,0,7,0.029579319758340716,0.0024999999999999467,0.207572249986697,1,4,0.0,0.14285714285714285,0.5609409809112549
MaxLoss,3,0.4,0.0,3000,0,487,0,487,0.18601805780781433,0.012499999999999956,0.7616572090191767,1,484,0.32854209445585214,0.4722792607802875,0.7661473751068115
PU-C,3,0.4,0.0,3000,0,483,0,483,0.1846032562898472,0.010399999999999965,2.6074557909741998,1,480,0.33126293995859213,0.4616977225672878,0.5146923065185547
PU-F,3,0.4,0.0,3000,0,447,0,447,0.17184416647069156,0.02310000000000001,3.9771503750234842,1,444,0.33557046979865773,0.45861297539149887,0.6077864170074463
PU-G,3,0.4,0.0,3000,0,560,0,560,0.21174567472189665,0.02310000000000001,5.433925750025082,1,557,0.2714285714285714,0.4357142857142857,0.42006272077560425
MaxLoss,3,0.4,0.1,2700,300,415,0,415,0.1780496959690936,0.020399999999999974,0.7996645839884877,1,412,0.3373493975903614,0.491566265060241,0.4048580229282379
PU-C,3,0.4,0.1,2700,300,414,0,414,0.17765458562644199,0.009399999999999964,3.1078405829612166,1,411,0.3357487922705314,0.4830917874396135,0.46208107471466064
PU-F,3,0.4,0.1,2700,300,488,0,488,0.20677136618178338,0.021399999999999975,5.140041416976601,1,485,0.29098360655737704,0.41598360655737704,0.6644186973571777
PU-G,3,0.4,0.1,2700,300,479,0,479,0.20324257714673877,0.013000000000000012,4.264154584030621,1,476,0.29227557411273486,0.430062630480167,0.3410222828388214
MaxLoss,3,0.4,0.2,2400,600,374,0,374,0.18174420821014792,0.014800000000000035,0.695700875017792,1,371,0.35294117647058826,0.5,0.8290915489196777
PU-C,3,0.4,0.2,2400,600,384,0,384,0.18619750620564446,0.021199999999999997,1.8812122499803081,1,381,0.3151041666666667,0.4270833333333333,0.4571646749973297
PU-F,3,0.4,0.2,2400,600,409,0,409,0.19730442290892825,0.02090000000000003,3.2862353330128826,1,406,0.31784841075794623,0.43765281173594134,0.3762205243110657
PU-G,3,0.4,0.2,2400,600,463,0,463,0.22117720439564437,0.016599999999999948,3.784038749989122,1,460,0.27213822894168466,0.4017278617710583,0.49131131172180176
MaxLoss,3,0.4,0.3,2100,900,318,0,318,0.17872843332588673,0.022800000000000042,0.5961961249704473,1,315,0.36477987421383645,0.5031446540880503,0.5144888162612915
PU-C,3,0.4,0.3,2100,900,345,0,345,0.19252433464862406,0.02510000000000001,1.5394335419987328,1,342,0.3391304347826087,0.47246376811594204,0.6195931434631348
PU-F,3,0.4,0.3,2100,900,334,0,334,0.18691134633263573,0.020100000000000007,1.9859949160018004,1,331,0.3383233532934132,0.47904191616766467,0.4649030268192291
PU-G,3,0.4,0.3,2100,900,375,0,375,0.20778290351154283,0.023299999999999987,2.7389790000161156,1,372,0.30933333333333335,0.464,0.3517061471939087
MaxLoss,3,0.4,0.4,1800,1200,319,0,319,0.2085797103936784,0.01419999999999999,0.6117986250319518,1,316,0.31347962382445144,0.45768025078369906,0.3798701763153076
PU-C,3,0.4,0.4,1800,1200,286,0,286,0.18888713710475713,0.020000000000000018,1.056770041002892,1,283,0.34265734265734266,0.4755244755244755,0.6016093492507935
PU-F,3,0.4,0.4,1800,1200,293,0,293,0.19307514547836035,0.025399999999999978,1.2642417079769075,1,290,0.310580204778157,0.4334470989761092,0.3179306387901306
PU-G,3,0.4,0.4,1800,1200,342,0,342,0.2222328570787795,0.014000000000000012,2.012596749991644,1,339,0.2807017543859649,0.4269005847953216,0.44731444120407104
MaxLoss,3,0.4,0.5,1500,1500,252,0,252,0.20150821458082646,0.030100000000000016,0.5159422500291839,1,249,0.3373015873015873,0.5119047619047619,0.48268890380859375
PU-C,3,0.4,0.5,1500,1500,245,0,245,0.19646248914068565,0.02949999999999997,0.893269499996677,1,242,0.34285714285714286,0.49387755102040815,0.5277435779571533
PU-F,3,0.4,0.5,1500,1500,259,0,259,0.20654494693735614,0.027699999999999947,1.026408249977976,1,256,0.3127413127413127,0.47104247104247104,0.800277590751648
PU-G,3,0.4,0.5,1500,1500,270,0,270,0.2144423031131737,0.029900000000000038,1.1119895409792662,1,267,0.3074074074074074,0.45925925925925926,0.5845304131507874
MaxLoss,3,0.4,0.6,1200,1800,193,0,193,0.1975154562969692,0.02849999999999997,0.47340999997686595,1,190,0.3471502590673575,0.46632124352331605,0.6096571683883667
PU-C,3,0.4,0.6,1200,1800,186,0,186,0.19113873346941546,0.027100000000000013,0.5555524170049466,1,183,0.3387096774193548,0.4731182795698925,0.6222584247589111
PU-F,3,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.030399999999999983,0.7089407499879599,1,204,0.30434782608695654,0.45410628019323673,0.4405479431152344
PU-G,3,0.4,0.6,1200,1800,207,0,207,0.2102204326656647,0.027800000000000047,0.7072017909958959,1,204,0.3140096618357488,0.42995169082125606,0.5818623900413513
MaxLoss,3,0.4,0.7,900,2100,138,0,138,0.19474193511996418,0.024599999999999955,0.4131358329905197,1,135,0.2971014492753623,0.43478260869565216,0.8656143546104431
PU-C,3,0.4,0.7,900,2100,139,0,139,0.1959726337227039,0.016199999999999992,0.3706606249907054,1,136,0.302158273381295,0.4172661870503597,0.7635370492935181
PU-F,3,0.4,0.7,900,2100,172,0,172,0.23621846921741962,0.02629999999999999,0.4874297910137102,1,169,0.2441860465116279,0.4069767441860465,0.6192757487297058
PU-G,3,0.4,0.7,900,2100,188,0,188,0.25550348858814687,0.023499999999999965,0.6437622499652207,1,185,0.22340425531914893,0.3829787234042553,0.5544645190238953
MaxLoss,3,0.4,0.8,600,2400,121,0,121,0.25768743647495285,0.04459999999999997,0.4342450409894809,1,118,0.2892561983471074,0.4793388429752066,0.8074135184288025
PU-C,3,0.4,0.8,600,2400,109,0,109,0.2355975495884195,0.04390000000000005,0.31252637499710545,1,106,0.3211009174311927,0.5137614678899083,0.7628707885742188
PU-F,3,0.4,0.8,600,2400,104,0,104,0.22632701823022217,0.027800000000000047,0.350439790985547,1,101,0.33653846153846156,0.49038461538461536,0.7645584344863892
PU-G,3,0.4,0.8,600,2400,108,0,108,0.23374670540215448,0.03049999999999997,0.3598039170028642,1,105,0.2777777777777778,0.4444444444444444,0.7659894227981567
MaxLoss,4,0.0,0.0,3000,0,135,0,135,0.058221797517035156,0.006800000000000028,0.17638891702517867,1,132,0.0,0.22962962962962963,0.8129353523254395
PU-C,4,0.0,0.0,3000,0,107,0,107,0.04751565994229168,0.014700000000000046,0.2955499999807216,1,104,0.0,0.2523364485981308,0.7972546815872192
PU-F,4,0.0,0.0,3000,0,124,0,124,0.054035715002100915,0.013599999999999945,0.40372962498804554,1,121,0.0,0.12903225806451613,0.7695716619491577
PU-G,4,0.0,0.0,3000,0,127,0,127,0.055179738090373576,0.010199999999999987,0.3315629580174573,1,124,0.0,0.18110236220472442,0.7429669499397278
MaxLoss,4,0.0,0.1,2700,300,80,0,80,0.041088048252277076,0.0121,0.13036979199387133,1,77,0.0,0.3375,0.938266396522522
PU-C,4,0.0,0.1,2700,300,60,0,60,0.03224380686879158,0.011399999999999966,0.1229218749795109,1,57,0.0,0.25,0.9235941767692566
PU-F,4,0.0,0.1,2700,300,55,0,55,0.029996522003784776,0.007199999999999984,0.12191449996316805,1,52,0.0,0.21818181818181817,0.9026138782501221
PU-G,4,0.0,0.1,2700,300,70,0,70,0.036691883811727166,0.009600000000000053,0.14667291595833376,1,67,0.0,0.3,0.9080160856246948
MaxLoss,4,0.0,0.2,2400,600,52,0,52,0.032201003341469914,0.010600000000000054,0.10271370899863541,1,49,0.0,0.28846153846153844,0.9392420053482056
PU-C,4,0.0,0.2,2400,600,64,0,64,0.038259487540926784,0.013800000000000034,0.13067645800765604,1,61,0.0,0.25,0.9162715077400208
PU-F,4,0.0,0.2,2400,600,67,0,67,0.039758092432748526,0.013499999999999956,0.1544330830220133,1,64,0.0,0.2537313432835821,0.9284684658050537
PU-G,4,0.0,0.2,2400,600,73,0,73,0.04273886897135526,0.01419999999999999,0.1655502920038998,1,70,0.0,0.2602739726027397,0.8886963129043579
MaxLoss,4,0.0,0.3,2100,900,48,0,48,0.03443813865305856,0.009499999999999953,0.1271378750097938,1,45,0.0,0.2708333333333333,0.8710616230964661
PU-C,4,0.0,0.3,2100,900,64,0,64,0.0436894879094325,0.009099999999999997,0.15885741700185463,1,61,0.0,0.265625,0.9027259349822998
PU-F,4,0.0,0.3,2100,900,54,0,54,0.037935572501737624,0.011800000000000033,0.1563011669786647,1,51,0.0,0.24074074074074073,0.8664810061454773
PU-G,4,0.0,0.3,2100,900,62,0,62,0.04254538589157164,0.008700000000000041,0.166843541956041,1,59,0.0,0.27419354838709675,0.8562362790107727
MaxLoss,4,0.0,0.4,1800,1200,43,0,43,0.03670788527233526,0.011299999999999977,0.14366954198339954,1,40,0.0,0.3023255813953488,0.8992761969566345
PU-C,4,0.0,0.4,1800,1200,35,0,35,0.03113263612613082,0.008299999999999974,0.14483037503669038,1,32,0.0,0.2857142857142857,0.8101798892021179
PU-F,4,0.0,0.4,1800,1200,43,0,43,0.03670788527233526,0.009800000000000031,0.1595578330452554,1,40,0.0,0.3023255813953488,0.8986881375312805
PU-G,4,0.0,0.4,1800,1200,30,0,30,0.027582303388044238,0.011099999999999999,0.1431067920057103,1,27,0.0,0.3,0.7917420268058777
MaxLoss,4,0.0,0.5,1500,1500,34,0,34,0.03647074551554397,0.007000000000000006,0.1564979160320945,1,31,0.0,0.17647058823529413,0.7598775625228882
PU-C,4,0.0,0.5,1500,1500,24,0,24,0.027853417966980487,0.00539999999999996,0.15321041701827198,1,21,0.0,0.16666666666666666,0.7517330050468445
PU-F,4,0.0,0.5,1500,1500,25,0,25,0.028731088212225586,0.005499999999999949,0.15666358295129612,1,22,0.0,0.2,0.8367757201194763
PU-G,4,0.0,0.5,1500,1500,34,0,34,0.03647074551554397,0.009000000000000008,0.16850716603221372,1,31,0.0,0.2647058823529412,0.8129757046699524
MaxLoss,4,0.0,0.6,1200,1800,25,0,25,0.03585972939617932,0.008900000000000019,0.17849062499590218,1,22,0.0,0.32,0.766784131526947
PU-C,4,0.0,0.6,1200,1800,26,0,26,0.036949195025954396,0.00660000000000005,0.18464620900340378,1,23,0.0,0.34615384615384615,0.7613265514373779
PU-F,4,0.0,0.6,1200,1800,28,0,28,0.039113934442866594,0.008299999999999974,0.18818037497112527,1,25,0.0,0.32142857142857145,0.3782249391078949
PU-G,4,0.0,0.6,1200,1800,30,0,30,0.04126129567157477,0.007099999999999995,0.19056895800167695,1,27,0.0,0.26666666666666666,0.7304626703262329
MaxLoss,4,0.0,0.7,900,2100,6,0,6,0.0180310292635113,0.0037000000000000366,0.18620233400724828,1,3,0.0,0.0,0.563305139541626
PU-C,4,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.0030000000000000027,0.19333895796444267,1,10,0.0,0.07692307692307693,0.7134414315223694
PU-F,4,0.0,0.7,900,2100,13,0,13,0.029640178836416453,0.006900000000000017,0.1941504169953987,1,10,0.0,0.07692307692307693,0.6498339772224426
PU-G,4,0.0,0.7,900,2100,16,0,16,0.034303702879697084,0.007600000000000051,0.19718433398520574,1,13,0.0,0.125,0.7159819006919861
MaxLoss,4,0.0,0.8,600,2400,11,0,11,0.039528083987534046,0.009399999999999964,0.2089272920275107,1,8,0.0,0.09090909090909091,0.6172621250152588
PU-C,4,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.0029000000000000137,0.20930779195623472,1,5,0.0,0.125,0.6296319961547852
PU-F,4,0.0,0.8,600,2400,8,0,8,0.03213391738245264,0.005299999999999971,0.2096463749767281,1,5,0.0,0.125,0.5240499377250671
PU-G,4,0.0,0.8,600,2400,14,0,14,0.04662716604070738,0.007399999999999962,0.2157034170231782,1,11,0.0,0.21428571428571427,0.6603114008903503
MaxLoss,4,0.4,0.0,3000,0,567,0,567,0.2142040331964381,0.021299999999999986,0.9554683329770342,1,564,0.2821869488536155,0.3950617283950617,0.7300264239311218
PU-C,4,0.4,0.0,3000,0,543,0,543,0.2057693019742146,0.02200000000000002,3.092404583003372,1,540,0.292817679558011,0.40331491712707185,0.5578933954238892
PU-F,4,0.4,0.0,3000,0,528,0,528,0.20048869505990297,0.01529999999999998,5.202927416015882,1,525,0.30113636363636365,0.3958333333333333,0.6986564993858337
PU-G,4,0.4,0.0,3000,0,596,0,596,0.2243736449163407,0.026000000000000023,5.933133499987889,1,593,0.26174496644295303,0.3674496644295302,0.4469587206840515
MaxLoss,4,0.4,0.1,2700,300,470,0,470,0.19971050100866705,0.012700000000000045,0.8832624580245465,1,467,0.3,0.4106382978723404,0.35544902086257935
PU-C,4,0.4,0.1,2700,300,508,0,508,0.21460168954217806,0.01759999999999995,2.8300940829794854,1,505,0.281496062992126,0.39173228346456695,0.5120792984962463
PU-F,4,0.4,0.1,2700,300,472,0,472,0.20049569447292015,0.019199999999999995,5.0546914170263335,1,469,0.2923728813559322,0.4025423728813559,0.8487703800201416
PU-G,4,0.4,0.1,2700,300,460,0,460,0.1957820297102444,0.01970000000000005,5.09540841699345,1,457,0.2826086956521739,0.3869565217391304,0.8274748921394348
