method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine
PU-C,mnist,0,0.0,0.8,50,50,200,800,54,25,79,0.5077730547054671,0.21309999999999996,0.7506818467697745,0.11714999999999998,0.24688045605188308,104.9090902687402,0.40247709583491087,0,0,51,0.0,0.0,0.597380518913269
PU-C,mnist,0,0.0,0.8,100,73,200,800,77,0,77,0.49743396998383105,0.14180000000000004,0.6293701924073715,0.0020000000000000018,0.06003103300329754,140.04753689552135,0.5966940717771649,1,0,74,0.0,0.0,0.5926383137702942
PU-C,mnist,0,0.0,0.8,200,73,200,800,77,0,77,0.49743396998383105,0.14180000000000004,0.631727298462103,0.0025500000000000024,0.06182874208505968,140.02462283032014,0.6429215399548411,1,0,74,0.0,0.0,0.5926383137702942
PU-F,mnist,0,0.0,0.8,50,50,200,800,54,22,76,0.4922459591762163,0.21840000000000004,0.7608542475793468,0.11754999999999999,0.24739874169122172,110.28353689456465,0.4606106113642454,0,0,51,0.0,0.0,0.5862286686897278
PU-F,mnist,0,0.0,0.8,100,82,200,800,86,0,86,0.5435789558105171,0.14029999999999998,0.6643093387643816,0.0014500000000000012,0.058113639179623595,159.3360871064261,0.7256303941830993,1,0,83,0.0,0.0,0.5867074131965637
PU-F,mnist,0,0.0,0.8,200,82,200,800,86,0,86,0.5435789558105171,0.14029999999999998,0.6621432793204896,0.0010000000000000009,0.05641946612993215,159.33953705956026,0.771761073730886,1,0,83,0.0,0.0,0.5867074131965637
PU-G,mnist,0,0.0,0.8,50,50,200,800,54,46,100,0.6134603310492821,0.31489999999999996,0.8522029715444628,0.23080000000000006,0.3834416592268232,108.18679328004988,0.4621734656393528,0,0,51,0.0,0.0,0.6138535737991333
PU-G,mnist,0,0.0,0.8,100,100,200,800,104,6,110,0.6619772095000371,0.15990000000000004,0.744286968832961,0.030200000000000032,0.1204876833645307,166.72096047053557,0.8671036968007684,0,0,101,0.0,0.0,0.6183904409408569
PU-G,mnist,0,0.0,0.8,200,108,200,800,112,0,112,0.6715389089658856,0.15169999999999995,0.6969182611028498,0.0026000000000000025,0.06198736439879455,175.25265316593877,0.9676434649154544,1,0,109,0.0,0.0,0.608284056186676
GREATS,mnist,0,0.0,0.8,50,50,200,800,54,21,75,,0.22999999999999998,0.7734484953691835,0.10569999999999999,0.2318854300342505,125.00716779490183,0.43622246850281954,0,0,51,0.0,0.0,0.6087856292724609
GREATS,mnist,0,0.0,0.8,100,84,200,800,88,0,88,,0.14129999999999998,0.6944104668072825,0.004600000000000004,0.0678639645885822,169.6512939158517,0.7221327796578407,1,0,85,0.0,0.0,0.5841172933578491
GREATS,mnist,0,0.0,0.8,200,84,200,800,88,0,88,,0.14129999999999998,0.6921231811912467,0.0039000000000000033,0.06589561151220831,169.6623802839544,0.7682504542171955,1,0,85,0.0,0.0,0.5841172933578491
MaxLoss,mnist,0,0.4,0.0,50,50,1000,0,54,472,526,0.5804975463543087,0.5077,0.8523548531434025,0.47303999999999996,0.6332041777571951,138.08780406467534,0.3912791721522808,0,0,51,0.46296296296296297,0.0,0.6236368417739868
MaxLoss,mnist,0,0.4,0.0,100,100,1000,0,104,443,547,0.6013305088272318,0.48150000000000004,0.8787073930568753,0.44290000000000007,0.6043394034407895,234.09632797404433,0.7665188712999225,0,0,101,0.4519230769230769,0.0,0.6062859296798706
MaxLoss,mnist,0,0.4,0.0,200,200,1000,0,204,342,546,0.6003407204407267,0.44610000000000005,0.8551253520543742,0.34021,0.5015734862284316,340.7616132029998,1.437271467410028,0,1,201,0.46568627450980393,0.0,0.569644570350647
PU-C,mnist,0,0.4,0.0,50,50,1000,0,54,467,521,0.5755227152258158,0.5141,0.8550379624106038,0.47041999999999995,0.6307175549569813,145.8932401701026,0.5010573333129287,0,0,51,0.37037037037037035,0.0,0.6047994494438171
PU-C,mnist,0,0.4,0.0,100,100,1000,0,104,436,540,0.5943972351960838,0.48729999999999996,0.859635142950364,0.43615999999999994,0.5978064418442088,198.737201144791,1.0001546489074826,0,0,101,0.40384615384615385,0.0,0.5967316031455994
PU-C,mnist,0,0.4,0.0,200,200,1000,0,204,361,565,0.6191077351104468,0.39759999999999995,0.8504507843127664,0.36086999999999997,0.5228229365738528,291.7852774694402,1.9432866238057613,0,1,201,0.37745098039215685,0.0,0.5724623203277588
