method,dataset,seed,noise_rate,pretrain_fraction,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu
MaxLoss,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1516,1736,0.3716190198319964,0.28569999999999995,0.3482,,,,,5.677362002432346,0,1,201,0.0,0.0,0.701838493347168,0.701838493347168,0.9893854260444641,0.020757259571388978,0.9406392694063926,0.9680365296803652,0.9360730593607306,0.0,0.0,0.23534716769233727,1.3823264161538313
Marginal,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1089,1309,0.2841762133757584,0.24219999999999997,0.2506,,,,,3.6721007535234094,0,1,201,0.0,0.0,0.6187580227851868,0.6187580227851868,0.9964812994003296,0.01821653463252603,0.9452054794520548,0.9680365296803652,0.9452054794520548,0.0,0.0,0.25683640221171156,1.371581798894144
EL2N,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1679,1899,0.404760493140202,0.3268,0.3853,,,,,3.9196492889896035,0,1,201,0.0,0.0,0.6832610368728638,0.6832610368728638,0.9918574094772339,0.019653646505042296,0.9406392694063926,0.9680365296803652,0.9360730593607306,0.0,0.0,0.23843877816767317,1.3807806109161636
GraNdLast,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1526,1746,0.37365580251207575,0.30169999999999997,0.3458,,,,,4.0607906095683575,0,1,201,0.0,0.0,0.6370529532432556,0.6370529532432556,0.9967743158340454,0.019899294188577835,0.954337899543379,0.958904109589041,0.954337899543379,0.0,0.0,0.24977323925464462,1.3751133803726776
RHO-PretrainRef,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1582,1802,0.3850530838826671,0.28569999999999995,0.3539,,,,,4.360375581309199,0,1,201,0.0,0.0,0.698061466217041,0.698061466217041,0.9894447922706604,0.021688646785744795,0.9497716894977168,0.9680365296803652,0.9497716894977168,0.0,0.0,0.2384868497489132,1.3807565751255435
PU-R,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1298,1518,0.32709564827382565,0.28159999999999996,0.2986,,,,,6.315853911451995,0,1,201,0.0,0.0,0.6590061783790588,0.6590061783790588,0.9913012981414795,0.0214902075458335,0.9497716894977168,0.9634703196347032,0.9452054794520548,0.0,0.0,0.2548428350594037,1.372578582470298
GREATS,fashion_mnist,0,0.0,0.0,200,200,5000,0,220,1287,1507,,0.27370000000000005,0.3009,,,,,5.715000977739692,0,1,201,0.0,0.0,0.6934003829956055,0.6934003829956055,0.9888017177581787,0.021444660343535957,0.9497716894977168,0.9634703196347032,0.9497716894977168,0.0,0.0,0.23962991459423363,1.3801850427028832
MaxLoss,fashion_mnist,0,0.0,0.1,200,200,4500,500,220,1347,1567,0.37389526126207784,0.29079999999999995,0.3401,,,,,2.989679024554789,0,1,201,0.0,0.0,0.7067859768867493,0.7067859768867493,0.9932705760002136,0.02129296448132763,0.9497716894977168,0.9634703196347032,0.9452054794520548,0.0,0.0,0.23263414025840848,1.3836829298707958
Marginal,fashion_mnist,0,0.0,0.1,200,200,4500,500,220,943,1163,0.2818531363736838,0.23709999999999998,0.2439,,,,,3.4351473320275545,0,1,201,0.0,0.0,0.6063555479049683,0.6063555479049683,0.9969754219055176,0.01722466081516928,0.958904109589041,0.9680365296803652,0.958904109589041,0.0,0.0,0.2548657768071403,1.37256711159643
EL2N,fashion_mnist,0,0.0,0.1,200,200,4500,500,220,1372,1592,0.37955578265246004,0.30989999999999995,0.3521,,,,,3.6543897138908505,0,1,201,0.0,0.0,0.6848428845405579,0.6848428845405579,0.9962705969810486,0.020052558891305097,0.954337899543379,0.9634703196347032,0.954337899543379,0.0,0.0,0.23403712317057157,1.3829814384147143
