method,dataset,seed,noise_rate,pretrain_fraction,pretrain_training_mode,es_budget,step,n_cert,n_pretrain,compression_size,remaining_bad,effective_compression_size,certified_bound,test_error,test_inappropriate_risk,pac_bayes_bound,pac_bayes_empirical_risk,pac_bayes_mc_upper,pac_bayes_kl,runtime_sec,stop_reached,hit_limit,train_calls,noise_hit_rate,duplicate_hit_rate,pairwise_feature_cosine,mean_support_redundancy,max_support_redundancy,mean_selected_residual_novelty,local_redundancy_hit_rate,residual_redundancy_hit_rate,strong_redundancy_hit_rate,group_revisit_rate,unique_group_fraction,max_group_selection_fraction,mode_entropy,minority_mode_fraction,spectral_entropy,dynamic_mu,dynamic_redundancy_weight
PU-R,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,100,100,5000,0,104,1533,1637,0.35142893478041515,0.39349999999999996,0.3935,,,,,2.1198748579481617,0,0,101,0.038461538461538464,0.49038461538461536,0.6032846570014954,0.6032846570014954,0.9867391586303711,0.043321634561402124,0.9902912621359223,0.970873786407767,0.970873786407767,0.22115384615384615,0.7788461538461539,0.038461538461538464,0.9745757572033817,0.009615384615384616,0.22846791045383066,0.6235947201478881,1.5243426492503933
PU-R,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,200,200,5000,0,204,833,1037,0.22792157414369285,0.36324999999999996,0.36325,,,,,5.6492196440231055,0,1,201,0.06862745098039216,0.47549019607843135,0.6047114133834839,0.6047114133834839,0.9892009496688843,0.02476537348748428,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.27941176470588236,0.7205882352941176,0.029411764705882353,0.9686383589921098,0.004901960784313725,0.19286347913276475,0.631605717195128,1.5439250864769796
PU-R-Manifold,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,100,100,5000,0,104,1285,1389,0.3006335371173918,0.40700000000000003,0.407,,,,,2.5882888209307566,0,0,101,0.057692307692307696,0.5096153846153846,0.6204822063446045,0.6204822063446045,0.9842284917831421,0.04189158641525264,0.9805825242718447,0.970873786407767,0.970873786407767,0.23076923076923078,0.7692307692307693,0.057692307692307696,0.9720003436145637,0.009615384615384616,0.22590281638245321,0.624171866313948,1.5257534509896509
PU-R-Manifold,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,200,200,5000,0,204,791,995,0.21918909082887694,0.3305,0.3305,,,,,6.849274333915673,0,1,201,0.06372549019607843,0.46568627450980393,0.6086512804031372,0.6086512804031372,0.9934478998184204,0.024111045859387063,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.2696078431372549,0.7303921568627451,0.03431372549019608,0.9667716751687325,0.004901960784313725,0.18994233462975033,0.6322629747083062,1.5455317159536375
GREATS,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,100,100,5000,0,104,1285,1389,,0.40025,0.40025,,,,,2.100281140068546,0,0,101,0.08653846153846154,0.5480769230769231,0.659358024597168,0.659358024597168,0.985000729560852,0.04130379653092727,0.9902912621359223,0.970873786407767,0.970873786407767,0.22115384615384615,0.7788461538461539,0.04807692307692308,0.9713909793101375,0.009615384615384616,0.22298962146857637,0.6248273351695703,1.5273557081922833
GREATS,manifold_group_noise_fashion_mnist,11,0.1,0.0,support,200,200,5000,0,204,1176,1380,,0.41174999999999995,0.41175,,,,,4.991242780000903,0,1,201,0.08333333333333333,0.5098039215686274,0.6496251821517944,0.6496251821517944,0.9919421672821045,0.02771798890139082,0.9901477832512315,0.9901477832512315,0.9852216748768473,0.29411764705882354,0.7058823529411765,0.03431372549019608,0.9634097880254926,0.004901960784313725,0.19066703364662807,0.6320999174295087,1.5451331314943546
MaxLoss,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,100,100,5000,0,104,1313,1417,0.30638497829204425,0.37749999999999995,0.3775,,,,,1.1058494260068983,0,0,101,0.009615384615384616,0.38461538461538464,0.6395936608314514,0.6395936608314514,0.9849101901054382,0.04326334423882869,0.9902912621359223,0.9902912621359223,0.9902912621359223,0.19230769230769232,0.8076923076923077,0.057692307692307696,0.9690366419502858,0.009615384615384616,0.22386895982303642,0.6246294840398168,1.5268720720973301
MaxLoss,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,200,200,5000,0,204,436,640,0.14474534225882962,0.30900000000000005,0.309,,,,,2.9935435670195147,0,1,201,0.03431372549019608,0.38235294117647056,0.6000320315361023,0.6000320315361023,0.9899474382400513,0.02311550268417068,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.23039215686274508,0.7696078431372549,0.029411764705882353,0.9682605053608008,0.004901960784313725,0.1901088607354226,0.6322255063345299,1.5454401265955175
PU-R,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,100,100,5000,0,104,1122,1226,0.26706146041397005,0.34750000000000003,0.3475,,,,,2.039235678035766,0,0,101,0.028846153846153848,0.38461538461538464,0.6018129587173462,0.6018129587173462,0.9860396981239319,0.0399160348963969,0.9805825242718447,0.9902912621359223,0.9805825242718447,0.17307692307692307,0.8269230769230769,0.057692307692307696,0.973440627304222,0.009615384615384616,0.22489988965189564,0.6243975248283234,1.5263050606914574
PU-R,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,200,200,5000,0,204,732,936,0.2068985341466032,0.32325000000000004,0.32325,,,,,5.367293628049083,0,1,201,0.0392156862745098,0.4215686274509804,0.6044434905052185,0.6044434905052185,0.991750955581665,0.023395588075549437,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.2696078431372549,0.7303921568627451,0.03431372549019608,0.9585731630239923,0.004901960784313725,0.19006342414689148,0.6322357295669495,1.54546511671921
PU-R-Manifold,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,100,100,5000,0,104,1213,1317,0.28582362429006025,0.3415,0.3415,,,,,2.4612463420489803,0,0,101,0.009615384615384616,0.3942307692307692,0.6265147924423218,0.6265147924423218,0.9885390996932983,0.041417296297703556,0.9805825242718447,0.9805825242718447,0.970873786407767,0.15384615384615385,0.8461538461538461,0.038461538461538464,0.9833281649530106,0.009615384615384616,0.22388641363316028,0.624625556932539,1.5268624725017619
PU-R-Manifold,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,200,200,5000,0,204,562,766,0.17131381569197401,0.30400000000000005,0.304,,,,,6.637981160078198,0,1,201,0.0392156862745098,0.4166666666666667,0.5983210802078247,0.5983210802078247,0.9942461252212524,0.023019371157411136,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.24019607843137256,0.7598039215686274,0.029411764705882353,0.9675796379726621,0.004901960784313725,0.19045092405115271,0.6321485420884907,1.5452519917718661
GREATS,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,100,100,5000,0,104,1270,1374,,0.37775000000000003,0.37775,,,,,1.9880017490359023,0,0,101,0.07692307692307693,0.4230769230769231,0.6432592868804932,0.6432592868804932,0.9887862801551819,0.041913528031515844,0.9805825242718447,0.9805825242718447,0.970873786407767,0.18269230769230768,0.8173076923076923,0.04807692307692308,0.9754565105541285,0.009615384615384616,0.22281949815460453,0.624865612915214,1.5274492760149676
GREATS,manifold_group_noise_fashion_mnist,12,0.1,0.0,support,200,200,5000,0,204,571,775,,0.3075,0.3075,,,,,4.588413465069607,0,1,201,0.07352941176470588,0.39705882352941174,0.6186022758483887,0.6186022758483887,0.9908590316772461,0.023393973872166476,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.2107843137254902,0.7892156862745098,0.029411764705882353,0.9677395859866477,0.004901960784313725,0.18709476960470994,0.6329036768389403,1.5470978767174097
MaxLoss,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,100,100,5000,0,104,1574,1678,0.3597962522180751,0.4295,0.4295,,,,,1.1060124849900603,0,0,101,0.15384615384615385,0.40384615384615385,0.6213911175727844,0.6213911175727844,0.9999997615814209,0.04559850953157666,0.9805825242718447,0.9611650485436893,0.9514563106796117,0.18269230769230768,0.8173076923076923,0.057692307692307696,0.9744738448324554,0.009615384615384616,0.23250964570337537,0.6226853297167405,1.5221196948631437
MaxLoss,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,200,200,5000,0,204,1204,1408,0.3045367781887762,0.36575,0.36575,,,,,2.9921860059257597,0,1,201,0.12254901960784313,0.4166666666666667,0.59622722864151,0.59622722864151,1.0000001192092896,0.02482924308040606,0.9802955665024631,0.9950738916256158,0.9802955665024631,0.23529411764705882,0.7647058823529411,0.029411764705882353,0.966677291113711,0.004901960784313725,0.19760728126586286,0.630538361715181,1.5413159953037756
PU-R,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,100,100,5000,0,104,1268,1372,0.2971394389751367,0.36550000000000005,0.3655,,,,,2.06939629802946,0,0,101,0.09615384615384616,0.4807692307692308,0.6343660950660706,0.6343660950660706,0.9851248264312744,0.042026746647378196,0.9902912621359223,0.970873786407767,0.970873786407767,0.22115384615384615,0.7788461538461539,0.038461538461538464,0.976062764586625,0.009615384615384616,0.22477062878750786,0.6244266085228107,1.5263761541668708
PU-R,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,200,200,5000,0,204,716,920,0.20356055861338973,0.3405,0.3405,,,,,5.577035845955834,0,1,201,0.07352941176470588,0.45098039215686275,0.5983092784881592,0.5983092784881592,0.9918968677520752,0.024384519089875843,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.2696078431372549,0.7303921568627451,0.029411764705882353,0.9658427311112142,0.004901960784313725,0.19268623833083304,0.6316455963755626,1.544022568918042
PU-R-Manifold,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,100,100,5000,0,104,1345,1449,0.31295273767318577,0.377,0.377,,,,,2.5722311720019206,0,0,101,0.08653846153846154,0.4423076923076923,0.6097139716148376,0.6097139716148376,0.9889087677001953,0.03992920681761885,0.9805825242718447,0.9902912621359223,0.9805825242718447,0.18269230769230768,0.8173076923076923,0.04807692307692308,0.9747210737663843,0.009615384615384616,0.22367953464845705,0.6246721047040973,1.5269762559433488
PU-R-Manifold,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,200,200,5000,0,204,890,1094,0.23975175473606214,0.32699999999999996,0.327,,,,,6.898048382019624,0,1,201,0.05392156862745098,0.38235294117647056,0.5899415016174316,0.5899415016174316,0.993628740310669,0.023650325440200678,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.20588235294117646,0.7941176470588235,0.024509803921568627,0.9738718028767546,0.004901960784313725,0.19292306001698564,0.6315923114961782,1.543892316990658
GREATS,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,100,100,5000,0,104,1408,1512,,0.40325,0.40325,,,,,2.14866704295855,0,0,101,0.10576923076923077,0.5673076923076923,0.6310160160064697,0.6310160160064697,0.9835603833198547,0.04507784950501711,0.970873786407767,0.9805825242718447,0.9611650485436893,0.2692307692307692,0.7307692307692307,0.038461538461538464,0.9723627113497411,0.009615384615384616,0.22870220218737547,0.6235420045078406,1.5242137887969436
GREATS,manifold_group_noise_fashion_mnist,13,0.1,0.0,support,200,200,5000,0,204,837,1041,,0.368,0.368,,,,,4.928884645923972,0,1,201,0.10294117647058823,0.5245098039215687,0.6179893612861633,0.6179893612861633,0.9905825257301331,0.024477868937322952,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.3382352941176471,0.6617647058823529,0.029411764705882353,0.9590812832581891,0.004901960784313725,0.18951168453657818,0.6323598709792699,1.5457685735048823
MaxLoss,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,100,100,5000,0,104,1651,1755,0.37548850203165784,0.4105,0.4105,,,,,1.0995730049908161,0,0,101,0.0673076923076923,0.46153846153846156,0.6435457468032837,0.6435457468032837,0.9831966161727905,0.045671168244579466,0.9902912621359223,0.970873786407767,0.970873786407767,0.21153846153846154,0.7884615384615384,0.04807692307692308,0.9724525367001083,0.009615384615384616,0.22983218238868752,0.6232877589625454,1.5235922996862221
MaxLoss,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,200,200,5000,0,204,796,1000,0.22022938472218812,0.346,0.346,,,,,2.9859530470566824,0,1,201,0.058823529411764705,0.44607843137254904,0.6206928491592407,0.6206928491592407,0.9932825565338135,0.027172679956681257,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.2696078431372549,0.7303921568627451,0.029411764705882353,0.9664909362549619,0.004901960784313725,0.19571051738926518,0.6309651335874153,1.5423592154359043
PU-R,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,100,100,5000,0,104,1806,1910,0.40699265367584303,0.45075,0.45075,,,,,2.1321121199289337,0,0,101,0.057692307692307696,0.5192307692307693,0.6094082593917847,0.6094082593917847,0.9897165894508362,0.03981426387157255,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.28846153846153844,0.7115384615384616,0.04807692307692308,0.9691364852154413,0.009615384615384616,0.2238000942751507,0.6246449787880911,1.5269099481486672
PU-R,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,200,200,5000,0,204,726,930,0.2056470467359759,0.35050000000000003,0.3505,,,,,5.677166779991239,0,1,201,0.0392156862745098,0.45588235294117646,0.5996547937393188,0.5996547937393188,0.9927446842193604,0.02359182891101012,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.27941176470588236,0.7205882352941176,0.024509803921568627,0.9663784887085795,0.004901960784313725,0.18954981361259765,0.6323512919371655,1.5457476025130714
PU-R-Manifold,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,100,100,5000,0,104,1155,1259,0.27387118723709136,0.36950000000000005,0.3695,,,,,2.5580542370444164,0,0,101,0.057692307692307696,0.5192307692307693,0.6204361915588379,0.6204361915588379,0.9858070611953735,0.042809101798146676,0.9902912621359223,0.970873786407767,0.970873786407767,0.25961538461538464,0.7403846153846154,0.04807692307692308,0.9681250381373845,0.009615384615384616,0.22868585207406827,0.6235456832833347,1.5242227813592626
PU-R-Manifold,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,200,200,5000,0,204,977,1181,0.25776433385908604,0.3175,0.3175,,,,,6.896845402079634,0,1,201,0.058823529411764705,0.4803921568627451,0.5999090671539307,0.5999090671539307,0.9936740398406982,0.0231775935060285,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.29901960784313725,0.7009803921568627,0.029411764705882353,0.9621210232427981,0.004901960784313725,0.193210429067291,0.6315276534598595,1.54373426401299
GREATS,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,100,100,5000,0,104,1289,1393,,0.41600000000000004,0.416,,,,,2.058746633003466,0,0,101,0.08653846153846154,0.5096153846153846,0.6599246859550476,0.6599246859550476,0.9878250360488892,0.04173041431649217,0.9805825242718447,0.970873786407767,0.970873786407767,0.19230769230769232,0.8076923076923077,0.038461538461538464,0.979347626513879,0.009615384615384616,0.21832139461201117,0.6258776862122976,1.529923232963394
GREATS,manifold_group_noise_fashion_mnist,14,0.1,0.0,support,200,200,5000,0,204,707,911,,0.3285,0.3285,,,,,4.7590346350334585,0,1,201,0.0784313725490196,0.5,0.6204286813735962,0.6204286813735962,0.9874581694602966,0.02535845542996388,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.28431372549019607,0.7156862745098039,0.03431372549019608,0.9652187767245854,0.004901960784313725,0.19196931755580054,0.6318069035499448,1.5444168753443097
MaxLoss,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,100,100,5000,0,104,1930,2034,0.432117922056932,0.42574999999999996,0.42575,,,,,1.1030200379900634,0,0,101,0.07692307692307693,0.4230769230769231,0.6410720944404602,0.6410720944404602,0.982571005821228,0.04822942710400206,0.9805825242718447,0.9805825242718447,0.970873786407767,0.19230769230769232,0.8076923076923077,0.038461538461538464,0.9782121175592104,0.009615384615384616,0.23595282292123498,0.6219106148427221,1.5202259473933208
MaxLoss,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,200,200,5000,0,204,1052,1256,0.27325240115169436,0.36324999999999996,0.36325,,,,,3.002386378007941,0,1,201,0.07352941176470588,0.45588235294117646,0.6017594337463379,0.6017594337463379,0.9876221418380737,0.02648919072057226,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.25980392156862747,0.7401960784313726,0.029411764705882353,0.9680472254048889,0.004901960784313725,0.19864898921489163,0.6303039774266493,1.5407430559318096
PU-R,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,100,100,5000,0,104,1942,2046,0.4345458078896627,0.42474999999999996,0.42475,,,,,2.242048647021875,0,0,101,0.038461538461538464,0.5,0.6244853734970093,0.6244853734970093,0.9926167726516724,0.04000590242517805,0.970873786407767,0.9805825242718447,0.970873786407767,0.25,0.75,0.04807692307692308,0.9763412568159181,0.009615384615384616,0.21883253457496157,0.6257626797206337,1.5296421059837713
PU-R,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,200,200,5000,0,204,1169,1373,0.29734501958591864,0.34550000000000003,0.3455,,,,,5.936446320032701,0,1,201,0.0392156862745098,0.4411764705882353,0.5694300532341003,0.5694300532341003,0.9929659962654114,0.023126664089745487,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.2647058823529412,0.7352941176470589,0.029411764705882353,0.9706431374552879,0.004901960784313725,0.19039421237429838,0.6321613022157829,1.5452831831941363
PU-R-Manifold,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,100,100,5000,0,104,1644,1748,0.3740631021792069,0.35124999999999995,0.35125,,,,,2.778890124987811,0,0,101,0.009615384615384616,0.5096153846153846,0.6231224536895752,0.6231224536895752,0.9845911264419556,0.04317229544942819,0.970873786407767,0.9514563106796117,0.9514563106796117,0.23076923076923078,0.7692307692307693,0.04807692307692308,0.9756359791141076,0.009615384615384616,0.22653721104571936,0.6240291275147132,1.5254045339248545
PU-R-Manifold,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,200,200,5000,0,204,1258,1462,0.3156192933092825,0.32325000000000004,0.32325,,,,,7.521731028915383,0,1,201,0.024509803921568627,0.4852941176470588,0.6037748456001282,0.6037748456001282,0.9904627799987793,0.025761024466729517,0.9950738916256158,0.9852216748768473,0.9852216748768473,0.29901960784313725,0.7009803921568627,0.024509803921568627,0.969035832480641,0.004901960784313725,0.1948059773512798,0.6311686550959621,1.5428567124567965
GREATS,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,100,100,5000,0,104,1531,1635,,0.44025000000000003,0.44025,,,,,2.1928704190067947,0,0,101,0.019230769230769232,0.5480769230769231,0.6418706178665161,0.6418706178665161,0.9844353199005127,0.04290249350580197,0.9805825242718447,0.970873786407767,0.9611650485436893,0.21153846153846154,0.7884615384615384,0.04807692307692308,0.9777608435068088,0.009615384615384616,0.2270231456534615,0.6239197922279711,1.5251372698905963
GREATS,manifold_group_noise_fashion_mnist,15,0.1,0.0,support,200,200,5000,0,204,851,1055,,0.34175,0.34175,,,,,4.950422523077577,0,1,201,0.03431372549019608,0.5147058823529411,0.6158500909805298,0.6158500909805298,0.9945058822631836,0.023933050759466997,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.29901960784313725,0.7009803921568627,0.03431372549019608,0.9645636926260409,0.004901960784313725,0.18976370405550044,0.6323031665875125,1.545629962769475
MaxLoss,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,100,100,5000,0,104,1296,1400,0.30289355479180813,0.38049999999999995,0.3805,,,,,1.1523260020185262,0,0,101,0.10576923076923077,0.4519230769230769,0.6524868607521057,0.6524868607521057,0.9875549077987671,0.04356270692157514,0.9902912621359223,0.9805825242718447,0.9805825242718447,0.18269230769230768,0.8173076923076923,0.04807692307692308,0.9734387711792207,0.009615384615384616,0.22260861506051996,0.624913061611383,1.5275652617167141
MaxLoss,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,200,200,5000,0,204,771,975,0.2150259463232942,0.35824999999999996,0.35825,,,,,3.063063572975807,0,1,201,0.08333333333333333,0.46078431372549017,0.6228598952293396,0.6228598952293396,0.9908368587493896,0.02255214640659652,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.2696078431372549,0.7303921568627451,0.029411764705882353,0.966867898738673,0.004901960784313725,0.19000332770197192,0.6322492512670563,1.5454981697639154
PU-R,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,100,100,5000,0,104,1524,1628,0.34959109884221107,0.39,0.39,,,,,2.236715999082662,0,0,101,0.08653846153846154,0.5576923076923077,0.6235373616218567,0.6235373616218567,0.9880664348602295,0.04113971753027833,0.9805825242718447,0.970873786407767,0.970873786407767,0.2980769230769231,0.7019230769230769,0.04807692307692308,0.9603888015533585,0.009615384615384616,0.22528952029554267,0.6243098579335029,1.5260907638374517
PU-R,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,200,200,5000,0,204,1141,1345,0.29158659611130133,0.35324999999999995,0.35325,,,,,5.894964572042227,0,1,201,0.058823529411764705,0.49019607843137253,0.6106342673301697,0.6106342673301697,0.9944963455200195,0.022520596611088718,0.9901477832512315,0.9901477832512315,0.9901477832512315,0.29901960784313725,0.7009803921568627,0.03431372549019608,0.9638417468614321,0.004901960784313725,0.1903840132387376,0.6321635970212841,1.5452887927186945
PU-R-Manifold,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,100,100,5000,0,104,1450,1554,0.33446460246341303,0.35250000000000004,0.3525,,,,,2.6477765339659527,0,0,101,0.04807692307692308,0.46153846153846156,0.6228430867195129,0.6228430867195129,0.9843600392341614,0.04173161483650069,0.9805825242718447,0.9611650485436893,0.9611650485436893,0.18269230769230768,0.8173076923076923,0.038461538461538464,0.9760033763535475,0.009615384615384616,0.2252548180142376,0.6243176659467965,1.5261098500921693
PU-R-Manifold,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,200,200,5000,0,204,818,1022,0.22480437794001773,0.3065,0.3065,,,,,7.07113507098984,0,1,201,0.06372549019607843,0.4852941176470588,0.597460925579071,0.597460925579071,0.9887241125106812,0.023700062231403852,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.27941176470588236,0.7205882352941176,0.024509803921568627,0.9660447146714868,0.004901960784313725,0.1915690631281677,0.6318969607961622,1.5446370152795077
GREATS,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,100,100,5000,0,104,1329,1433,,0.41274999999999995,0.41275,,,,,2.144189325044863,0,0,101,0.0673076923076923,0.5384615384615384,0.6422849893569946,0.6422849893569946,0.9850912094116211,0.04134603698276779,0.9902912621359223,0.970873786407767,0.970873786407767,0.22115384615384615,0.7788461538461539,0.028846153846153848,0.9802409869252238,0.009615384615384616,0.2261369797791589,0.6241191795496892,1.5256246611214626
GREATS,manifold_group_noise_fashion_mnist,16,0.1,0.0,support,200,200,5000,0,204,644,848,,0.33799999999999997,0.338,,,,,4.883727575070225,0,1,201,0.06372549019607843,0.4950980392156863,0.6191678643226624,0.6191678643226624,0.9894237518310547,0.023491234468121833,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.29901960784313725,0.7009803921568627,0.029411764705882353,0.9644111413262112,0.004901960784313725,0.19202620855811528,0.6317941030744242,1.5443855852930368
MaxLoss,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,100,100,5000,0,104,1889,1993,0.42381789250066504,0.44625000000000004,0.44625,,,,,1.107709254953079,0,0,101,0.10576923076923077,0.4519230769230769,0.6427475810050964,0.6427475810050964,0.9893568754196167,0.058519692675581256,0.8640776699029126,0.9514563106796117,0.8640776699029126,0.18269230769230768,0.8173076923076923,0.04807692307692308,0.9784569156507097,0.009615384615384616,0.2533719307637758,0.6179913155781505,1.5106454380799235
MaxLoss,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,200,200,5000,0,204,764,968,0.21356809261487797,0.35024999999999995,0.35025,,,,,3.000411947024986,0,1,201,0.08823529411764706,0.49019607843137253,0.6108688712120056,0.6108688712120056,0.9907642006874084,0.025730432100649098,0.9950738916256158,0.9901477832512315,0.9901477832512315,0.3088235294117647,0.6911764705882353,0.029411764705882353,0.9627444095521781,0.004901960784313725,0.1966439288263764,0.6307551160140653,1.541845839145493
PU-R,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,100,100,5000,0,104,1376,1480,0.31930994271533564,0.398,0.398,,,,,2.14477767504286,0,0,101,0.10576923076923077,0.5096153846153846,0.6318190097808838,0.6318190097808838,0.986729621887207,0.0422636083535199,0.9805825242718447,0.970873786407767,0.9611650485436893,0.27884615384615385,0.7211538461538461,0.04807692307692308,0.9674429274445053,0.009615384615384616,0.22477127047170362,0.6244264641438667,1.526375801240563
PU-R,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,200,200,5000,0,204,1040,1244,0.27077669941354543,0.393,0.393,,,,,5.711933166021481,0,1,201,0.09313725490196079,0.4852941176470588,0.6104493141174316,0.6104493141174316,0.995712161064148,0.024255157333656484,0.9901477832512315,0.9950738916256158,0.9901477832512315,0.3088235294117647,0.6911764705882353,0.03431372549019608,0.9529950973658119,0.004901960784313725,0.1919653051486239,0.6318078063415596,1.544419082168257
PU-R-Manifold,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,100,100,5000,0,104,1425,1529,0.32934798731002957,0.38575000000000004,0.38575,,,,,2.677577123977244,0,0,101,0.11538461538461539,0.5384615384615384,0.6179676651954651,0.6179676651954651,0.9924556016921997,0.03984199232846788,0.9805825242718447,0.970873786407767,0.970873786407767,0.2692307692307692,0.7307692307692307,0.038461538461538464,0.9677157088619365,0.009615384615384616,0.22182034452711785,0.6250904224813985,1.5279988105100852
PU-R-Manifold,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,200,200,5000,0,204,989,1193,0.2602448461111635,0.35850000000000004,0.3585,,,,,7.113733644946478,0,1,201,0.0784313725490196,0.5392156862745098,0.6052112579345703,0.6052112579345703,0.9930808544158936,0.02227451054039847,0.9950738916256158,0.9950738916256158,0.9950738916256158,0.3382352941176471,0.6617647058823529,0.03431372549019608,0.9580307075176485,0.004901960784313725,0.18676826277267033,0.6329771408761492,1.5472774554750315
GREATS,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,100,100,5000,0,104,1351,1455,,0.41625,0.41625,,,,,2.1624635050538927,0,0,101,0.11538461538461539,0.5673076923076923,0.649511992931366,0.649511992931366,0.9873605370521545,0.0455605410835118,0.9611650485436893,0.9514563106796117,0.9320388349514563,0.2403846153846154,0.7596153846153846,0.04807692307692308,0.9691402982113313,0.009615384615384616,0.23002684370630405,0.6232439601660816,1.523485235961533
GREATS,manifold_group_noise_fashion_mnist,17,0.1,0.0,support,200,200,5000,0,204,1002,1206,,0.38149999999999995,0.3815,,,,,4.967112838989124,0,1,201,0.09313725490196079,0.5,0.6231749653816223,0.6231749653816223,0.9924304485321045,0.02643869505286804,0.9852216748768473,0.9802955665024631,0.9704433497536946,0.29411764705882354,0.7058823529411765,0.03431372549019608,0.964356059570144,0.004901960784313725,0.1956940418625901,0.6309688405809172,1.5423682769755755
MaxLoss,manifold_group_noise_fashion_mnist,18,0.1,0.0,support,100,100,5000,0,104,1303,1407,0.3043313947855495,0.39975000000000005,0.39975,,,,,1.1040243869647384,0,0,101,0.07692307692307693,0.5288461538461539,0.5842607021331787,0.5842607021331787,0.9903504252433777,0.04928863233009589,0.970873786407767,0.970873786407767,0.9514563106796117,0.2980769230769231,0.7019230769230769,0.04807692307692308,0.9640619017701055,0.009615384615384616,0.2405857828144029,0.6208681988667594,1.5176778194520786
MaxLoss,manifold_group_noise_fashion_mnist,18,0.1,0.0,support,200,200,5000,0,204,847,1051,0.23082943551708013,0.356,0.356,,,,,2.998176847002469,0,1,201,0.06372549019607843,0.49019607843137253,0.6076310276985168,0.6076310276985168,0.9954761862754822,0.024366155835648474,0.9753694581280788,0.9901477832512315,0.9753694581280788,0.3088235294117647,0.6911764705882353,0.029411764705882353,0.9604386635014504,0.004901960784313725,0.1921195698759407,0.6317730967779134,1.5443342365682329
