dataset,method,noise_rate,pretrain_fraction,es_budget,n,step_mean,step_se,compression_size_mean,compression_size_se,remaining_bad_mean,remaining_bad_se,effective_compression_size_mean,effective_compression_size_se,certified_bound_mean,certified_bound_se,test_error_mean,test_error_se,test_inappropriate_risk_mean,test_inappropriate_risk_se,pac_bayes_bound_mean,pac_bayes_bound_se,pac_bayes_empirical_risk_mean,pac_bayes_empirical_risk_se,pac_bayes_mc_upper_mean,pac_bayes_mc_upper_se,pac_bayes_kl_mean,pac_bayes_kl_se,runtime_sec_mean,runtime_sec_se,stop_reached_mean,stop_reached_se,hit_limit_mean,hit_limit_se,train_calls_mean,train_calls_se,noise_hit_rate_mean,noise_hit_rate_se,duplicate_hit_rate_mean,duplicate_hit_rate_se,pairwise_feature_cosine_mean,pairwise_feature_cosine_se,mean_support_redundancy_mean,mean_support_redundancy_se,max_support_redundancy_mean,max_support_redundancy_se,mean_selected_residual_novelty_mean,mean_selected_residual_novelty_se,local_redundancy_hit_rate_mean,local_redundancy_hit_rate_se,residual_redundancy_hit_rate_mean,residual_redundancy_hit_rate_se,strong_redundancy_hit_rate_mean,strong_redundancy_hit_rate_se,mode_entropy_mean,mode_entropy_se,minority_mode_fraction_mean,minority_mode_fraction_se,spectral_entropy_mean,spectral_entropy_se,dynamic_mu_mean,dynamic_mu_se
volume_duplicate_fashion_mnist,GREATS,0.1,0.0,100,5,100.0,0.0,104.0,0.0,1914.6,73.73777864839704,2018.6,73.73777864839704,,,0.388,0.018291562262420354,0.388,0.018291562262420343,,,,,,,,,2.5242959380149843,0.09670537718723694,0.0,0.0,0.0,0.0,101.0,0.0,0.31730769230769235,0.0067991036652552675,0.6749999999999999,0.0153244013947204,0.73770751953125,0.006339135436842224,0.73770751953125,0.006339135436842224,0.9999841928482056,1.0425453852995094e-05,0.050997226678051996,0.0014757068455357315,0.8660194174757283,0.014202659066337681,0.8912621359223302,0.005661118344510015,0.8446601941747571,0.011069664321350849,0.9065914548340872,0.017703482883245976,0.325,0.015324401394720416,0.24328685746706577,0.0030976620901172936,2.5134262850658686,0.006195324180234595
volume_duplicate_fashion_mnist,GREATS,0.1,0.0,200,5,200.0,0.0,204.0,0.0,1740.0,71.18497032379798,1944.0,71.18497032379798,,,0.37545,0.017027441087844063,0.37544999999999995,0.017027441087844056,,,,,,,,,6.03698994629085,0.19914498492209243,0.0,0.0,1.0,0.0,201.0,0.0,0.3156862745098039,0.00504687752009167,0.6901960784313725,0.011947115300935233,0.7286950707435608,0.00235175429012339,0.7286950707435608,0.00235175429012339,0.9999939203262329,3.200663976868119e-06,0.032154272594879116,0.0004492506079900178,0.9330049261083744,0.007726299084412879,0.9458128078817735,0.004121477963222054,0.9241379310344827,0.005071738985707876,0.8910175492789865,0.013885377519051858,0.30980392156862746,0.011947115300935235,0.20880897958651654,0.001510495893456292,2.5823820408269667,0.003020991786912607
volume_duplicate_fashion_mnist,GREATS,0.1,0.0,50,5,50.0,0.0,54.0,0.0,2132.0,156.40652160316077,2186.0,156.40652160316077,,,0.43484999999999996,0.021775645799837956,0.43485000000000007,0.02177564579983795,,,,,,,,,1.169005518592894,0.05033453337483362,0.0,0.0,0.0,0.0,51.0,0.0,0.31481481481481477,0.011712139482105104,0.674074074074074,0.0171733675842513,0.7423543095588684,0.003094219459499651,0.7423543095588684,0.003094219459499651,0.9999548554420471,3.165391406505815e-05,0.06845881241672444,0.0020872935964061762,0.7924528301886793,0.016875984735847466,0.8339622641509434,0.011001796028009998,0.7735849056603774,0.016875984735847477,0.9068921105104788,0.01626252670958253,0.3259259259259259,0.017173367584251305,0.26616538608384027,0.0024618387246109837,2.4676692278323196,0.004923677449221935
volume_duplicate_fashion_mnist,GREATS,0.1,0.1,100,5,100.0,0.0,104.0,0.0,1687.4,157.88432474441535,1791.4,157.88432474441535,,,0.39925,0.019515218420504545,0.39925,0.019515218420504542,,,,,,,,,2.5244210194796324,0.06525052054886918,0.0,0.0,0.0,0.0,101.0,0.0,0.3557692307692307,0.017467213581331676,0.7134615384615385,0.018091238194448814,0.7357751250267028,0.00611927496345887,0.7357751250267028,0.00611927496345887,0.9999935746192932,3.0912005465593753e-06,0.05176163469124766,0.0011840659471433568,0.8349514563106796,0.02013246733332789,0.8893203883495145,0.010898031223613443,0.8097087378640776,0.019320144409837273,0.8596999370584528,0.021323023378062946,0.2865384615384615,0.018091238194448824,0.24823583642735042,0.004462650415000339,2.503528327145299,0.008925300830000647
volume_duplicate_fashion_mnist,GREATS,0.1,0.1,200,5,200.0,0.0,204.0,0.0,1488.0,86.73004093161722,1692.0,86.73004093161722,,,0.36495,0.016361425671377168,0.36495,0.016361425671377175,,,,,,,,,5.776878053881228,0.12292210274699591,0.0,0.0,1.0,0.0,201.0,0.0,0.33529411764705885,0.01155865306132509,0.7274509803921569,0.012932260743404818,0.7273515462875366,0.008068102143915047,0.7273515462875366,0.008068102143915047,0.9999897480010986,4.915739275947959e-06,0.03245806525016359,0.0009113384520540416,0.9290640394088671,0.011297876789339608,0.9497536945812808,0.008301625392291994,0.9211822660098523,0.010792562709461388,0.8426765645734667,0.01796211367962285,0.27254901960784317,0.012932260743404823,0.21072633808960978,0.0026881091756478437,2.5785473238207803,0.00537621835129565
volume_duplicate_fashion_mnist,GREATS,0.1,0.1,50,5,50.0,0.0,54.0,0.0,2056.4,79.001645552482,2110.4,79.001645552482,,,0.44194999999999995,0.015039198781850036,0.44194999999999995,0.015039198781850048,,,,,,,,,1.1561422800645231,0.043354570267365784,0.0,0.0,0.0,0.0,51.0,0.0,0.36666666666666664,0.006928995160692481,0.6777777777777778,0.02078698548207744,0.7488813042640686,0.007073870108926872,0.7488813042640686,0.007073870108926872,0.9999839305877686,8.80458862784716e-06,0.07241457003467489,0.0023436531267969365,0.7471698113207548,0.035096368373091096,0.8037735849056604,0.01749739338772774,0.7094339622641509,0.03559992880021361,0.901125514544384,0.02088607524425424,0.32222222222222224,0.020786985482077455,0.26967421586811174,0.0063446738733040926,2.4606515682637764,0.012689347746608182
volume_duplicate_fashion_mnist,GREATS,0.1,0.2,100,5,100.0,0.0,104.0,0.0,1447.4,54.47623334996648,1551.4,54.47623334996648,,,0.38869999999999993,0.014769986459032384,0.38869999999999993,0.014769986459032393,,,,,,,,,2.260305171087384,0.058037492405979926,0.0,0.0,0.0,0.0,101.0,0.0,0.31346153846153846,0.004902903378454599,0.6846153846153846,0.015623150778146074,0.7274722456932068,0.005153560563506927,0.7274722456932068,0.005153560563506927,0.9999885439872742,3.9097830188288025e-06,0.05049317137708942,0.0018079024548015845,0.8407766990291263,0.012508833715267125,0.8951456310679612,0.007134436144028687,0.8252427184466018,0.01189072690671445,0.8960888151191589,0.015626754657926418,0.3153846153846154,0.01562315077814608,0.2470838575669357,0.0038533252242913233,2.505832284866129,0.007706650448582625
volume_duplicate_fashion_mnist,GREATS,0.1,0.2,200,5,200.0,0.0,204.0,0.0,1170.0,104.23195287434655,1374.0,104.23195287434655,,,0.3585,0.019749525310751144,0.3585,0.01974952531075114,,,,,,,,,5.297400263138115,0.10840363586322677,0.0,0.0,1.0,0.0,201.0,0.0,0.307843137254902,0.010444743016011036,0.7019607843137254,0.009222984177562154,0.7131312251091003,0.00579709103073331,0.7131312251091003,0.00579709103073331,0.9999982118606567,8.01455321978169e-07,0.030493962582145713,0.0008979990887374307,0.9458128078817734,0.008242955926444103,0.9576354679802955,0.0059522393958594075,0.9369458128078818,0.007206275289816638,0.8777121369197781,0.011189565875860279,0.29803921568627445,0.009222984177562144,0.20793373382871855,0.002688222195457227,2.584132532342563,0.005376444390914409
volume_duplicate_fashion_mnist,GREATS,0.1,0.2,50,5,50.0,0.0,54.0,0.0,1646.6,140.4736986058244,1700.6,140.4736986058244,,,0.4255000000000001,0.023761444610965892,0.4255,0.02376144461096589,,,,,,,,,1.0271783906966447,0.04087879965926124,0.0,0.0,0.0,0.0,51.0,0.0,0.34074074074074073,0.019065981742568516,0.674074074074074,0.02159611812905666,0.7488504409790039,0.009880669487726501,0.7488504409790039,0.009880669487726501,0.9999603271484375,2.1304042522500926e-05,0.06798352599143982,0.0016017917605722343,0.8113207547169813,0.016875984735847466,0.8188679245283019,0.01749739338772774,0.769811320754717,0.013865036279904793,0.904544618722581,0.023252032051580638,0.32592592592592595,0.021596118129056673,0.2610606704888135,0.0038426197339286976,2.477878659022373,0.007685239467857452
volume_duplicate_fashion_mnist,GREATS,0.1,0.3,100,5,100.0,0.0,104.0,0.0,1194.6,83.5910282267182,1298.6,83.5910282267182,,,0.36945,0.016114318167393865,0.36945,0.016114318167393865,,,,,,,,,2.1299488306045533,0.09556279010781757,0.0,0.0,0.0,0.0,101.0,0.0,0.33653846153846156,0.0067991036652552675,0.6961538461538461,0.036941101369804885,0.728883171081543,0.004788017569935116,0.728883171081543,0.004788017569935116,0.9999802708625793,1.0479235650166643e-05,0.050723052892870116,0.0007798551069454031,0.8699029126213592,0.014595433377061094,0.8932038834951456,0.01063538946611975,0.8504854368932039,0.015227560331415656,0.8667641046799632,0.048711668320233895,0.3038461538461538,0.036941101369804885,0.24274834683706423,0.004028630344770972,2.5145033063258717,0.008057260689541962
